cell,spread_mult,slip_per_fill_pips,risk_level,fold,fold_id,trades,roi,dd,ratio
7,2.0,0.0,r_base,F6,6,190,0.2891378203966586,0.05389866103662807,5.364471302917309
7,2.0,0.0,r_base,F7,7,170,0.42590173422139244,0.03345388654277987,12.731009106423599
7,2.0,0.0,r_base,F8,8,191,0.6688661568952488,0.02540104161677318,26.33223341729315
7,2.0,0.0,r_base,F9,9,175,0.17765355622210133,0.03539150043547044,5.019667265761119
7,2.0,0.0,r_base,F10,10,196,0.4603069297803697,0.051752049886824185,8.89446757736183
7,2.0,0.0,r_base,F11,11,188,0.5178344140100326,0.02721056354742204,19.030639079104734
7,2.0,0.0,r_recommended,Holdout,0,1093,0.46147955492095893,0.06605979430669849,6.985785526040681
7,2.0,0.0,r_recommended,F1,1,201,0.2975025393980979,0.038459173870127615,7.7355416006264495
7,2.0,0.0,r_recommended,F2,2,182,0.34324565401901097,0.03175703156198716,10.808493021428125
7,2.0,0.0,r_recommended,F3,3,179,0.4005568421054295,0.02786928386063113,14.372699496281871
7,2.0,0.0,r_recommended,F4,4,195,0.6278038467487295,0.08204581341870883,7.651869371381867
7,2.0,0.0,r_recommended,F5,5,192,0.40640029418366685,0.02900581856319999,14.01099208071554
7,2.0,0.0,r_recommended,F6,6,190,0.2974929164887765,0.05525222649362537,5.384270198108655
7,2.0,0.0,r_recommended,F7,7,170,0.4388946409681609,0.03430205042043055,12.794997254938208
7,2.0,0.0,r_recommended,F8,8,191,0.6908532206459708,0.026048306929307635,26.522000931610403
7,2.0,0.0,r_recommended,F9,9,175,0.18254904861079613,0.036290469979410024,5.030220019591045
7,2.0,0.0,r_recommended,F10,10,196,0.47449973523949573,0.05306650656267441,8.941604902502597
7,2.0,0.0,r_recommended,F11,11,188,0.5341097853962609,0.02790432359118725,19.14075371334009
8,2.0,0.5,r_base,Holdout,0,1093,0.42731369573978273,0.06643072380715152,6.432470869657765
8,2.0,0.5,r_base,F1,1,201,0.2773563333297626,0.03807289040748382,7.2848772541641305
8,2.0,0.5,r_base,F2,2,182,0.32245513734513787,0.031117660101866423,10.362448085413632
8,2.0,0.5,r_base,F3,3,179,0.3640891254144678,0.028373189953516474,12.832153381799916
8,2.0,0.5,r_base,F4,4,195,0.5913290521358952,0.08103001079004868,7.29765486108656
8,2.0,0.5,r_base,F5,5,192,0.3739424805444016,0.02908603608272519,12.856426344272258
8,2.0,0.5,r_base,F6,6,190,0.2779580964538,0.054555606684708075,5.094950149857129
8,2.0,0.5,r_base,F7,7,170,0.41371933824698104,0.033768441946675415,12.251656114318083
8,2.0,0.5,r_base,F8,8,191,0.6490178555276418,0.025748385719912895,25.20615710000469
8,2.0,0.5,r_base,F9,9,175,0.16447895483835828,0.03617722962892483,4.546477342943148
8,2.0,0.5,r_base,F10,10,196,0.4374878797542696,0.05643264308048033,7.752390387427977
8,2.0,0.5,r_base,F11,11,188,0.4965501208790726,0.02770583943534819,17.922218961738245
8,2.0,0.5,r_recommended,Holdout,0,1093,0.4403246449162084,0.06809049775911001,6.466756146709122
8,2.0,0.5,r_recommended,F1,1,201,0.2853306560207145,0.0390374911224684,7.30914430759844
8,2.0,0.5,r_recommended,F2,2,182,0.3319121431056795,0.03190745660647997,10.402337835923678
8,2.0,0.5,r_recommended,F3,3,179,0.3749328437415014,0.029097109985317306,12.885569870365003
8,2.0,0.5,r_recommended,F4,4,195,0.6103042489057597,0.08303352353717826,7.350094551057995
8,2.0,0.5,r_recommended,F5,5,192,0.3851268375677639,0.029825624126892752,12.912616209781445
8,2.0,0.5,r_recommended,F6,6,190,0.28595318998889585,0.055925131140065656,5.113142949503688
8,2.0,0.5,r_recommended,F7,7,170,0.42628728902635116,0.03462444696761047,12.31174289729805
8,2.0,0.5,r_recommended,F8,8,191,0.6702309139825109,0.026404382219209023,25.3833211630652
8,2.0,0.5,r_recommended,F9,9,175,0.16898185619545059,0.037095688981573026,4.555296338595865
8,2.0,0.5,r_recommended,F10,10,196,0.4508723292586707,0.05786053210342597,7.792398598283444
8,2.0,0.5,r_recommended,F11,11,188,0.5120495510100469,0.028411983492241735,18.022309183372176
9,2.0,1.0,r_base,Holdout,0,1093,0.40716497652541395,0.06840982942475886,5.9518490244627476
9,2.0,1.0,r_base,F1,1,201,0.26567140768708475,0.038636942933698404,6.876098042823446
9,2.0,1.0,r_base,F2,2,182,0.3115745134366015,0.0312643932131517,9.96579435629457
9,2.0,1.0,r_base,F3,3,179,0.33974148270976,0.029569703186307167,11.489512781686763
9,2.0,1.0,r_base,F4,4,195,0.5746458228163784,0.08199404196216556,7.00838511024419
9,2.0,1.0,r_base,F5,5,192,0.3536737621388102,0.029885414298189673,11.834326893043412
9,2.0,1.0,r_base,F6,6,190,0.26687475052202925,0.05521211899356752,4.83362630137636
9,2.0,1.0,r_base,F7,7,170,0.40164032047561693,0.0340829109612687,11.784214116336333
