cluster_id,classifier,fold,auc,threshold_auc_best,precision_at_threshold,recall_at_threshold,n_admit_at_threshold
0,lgbm,1,0.6233262483076986,0.0278824493124823,0.16507580011229647,0.8212290502793296,1781
0,lgbm,2,0.6411122807103239,0.05700498069341228,0.1598248494800219,0.8821752265861027,1827
0,lgbm,3,0.6393818791179495,0.059102277305106775,0.158953722334004,0.9266862170087976,1988
0,lgbm,4,0.6649439482251498,0.09321730644314419,0.16934487021013597,0.8328267477203647,1618
0,lgbm,5,0.6514057257858912,0.03196407664197418,0.163322445170322,0.9641873278236914,2143
0,lr,1,0.6233741920901891,0.07219671569719625,0.16986017607457277,0.9162011173184358,1931
0,lr,2,0.6615031982161306,0.1323336925263888,0.1588883062401678,0.9154078549848943,1907
0,lr,3,0.6518642647674906,0.10581623031597993,0.1620672353236327,0.9472140762463344,1993
0,lr,4,0.665691550741219,0.04772146061523617,0.1607987388334209,0.9300911854103343,1903
0,lr,5,0.6396531768432595,0.13180743198288625,0.17113176599234553,0.8622589531680441,1829
0,rf,1,0.6321832913634983,0.13056610375620367,0.17057813394390384,0.8324022346368715,1747
0,rf,2,0.6590474469223123,0.1445582324255473,0.1671436748712078,0.8821752265861027,1747
0,rf,3,0.63622795825875,0.12861389585148436,0.16336884830035514,0.9442815249266863,1971
0,rf,4,0.6833688516137902,0.09274240190973704,0.16062176165803108,0.9422492401215805,1930
0,rf,5,0.6607452681832847,0.10040264469807361,0.16512420847540185,0.9338842975206612,2053
1,lgbm,1,0.6065802628895108,0.22779770675361508,0.421968461120174,0.7862208713272543,1839
1,lgbm,2,0.6125430820386129,0.2704456470859185,0.4413900414937759,0.80893536121673,1928
1,lgbm,3,0.6343924583678241,0.2919857125534427,0.444672131147541,0.8419010669253152,1952
1,lgbm,4,0.6390126624644391,0.26676001668981797,0.43041237113402064,0.8477157360406091,1940
1,lgbm,5,0.6231076568580559,0.31705008241886934,0.4312306101344364,0.8282025819265144,1934
1,lr,1,0.6364554388569557,0.3497142043310734,0.43428880475932935,0.8135764944275583,1849
1,lr,2,0.6323407564219079,0.35758492203368086,0.46475195822454307,0.8460076045627376,1915
1,lr,3,0.6321737523469185,0.2952499612021182,0.45151665837891597,0.8806983511154219,2011
1,lr,4,0.6291721983600156,0.21222611484474924,0.4327886136004217,0.833502538071066,1897
1,lr,5,0.6255781277442773,0.35118132989451206,0.43286573146292584,0.8579940417080437,1996
1,rf,1,0.6288338053663522,0.3350102432957817,0.4367939752555137,0.8226950354609929,1859
1,rf,2,0.6281990243775473,0.3340746834255784,0.46145887221934817,0.8479087452471483,1933
1,rf,3,0.6430797476645631,0.3135142672498094,0.45156482861400893,0.8816682832201745,2013
1,rf,4,0.6310771462040498,0.2633075428648611,0.4322916666666667,0.8426395939086294,1920
1,rf,5,0.6267114624767892,0.3577609681559222,0.4316367265469062,0.858987090367428,2004
