cluster_id,n_trades,frac_of_pool,pool_median_fwd_mfe_h120,pool_median_fwd_mfe_h240,pool_frac_reach_1R,pool_frac_reach_1_5R,pool_frac_reach_2R,pool_p50_fwd_mfe_h240,pool_p90_fwd_mfe_h240,pool_p95_fwd_mfe_h240,pool_p99_fwd_mfe_h240,axis3_race_condition_median,axis3_race_condition_mean,axis3_mae_mfe_ratio_winners_median,axis3_pct_peak_and_collapse,axis3_pct_wrong_way,axis3_n_trades_with_race_signal,shape_p5,shape_p50,shape_p90,shape_p95,shape_p99,shape_skew,shape_kurt,shape_sarle,shape_tag,mass_n_trades,mass_band_0_to_0_5R,mass_band_0_5_to_1R,mass_band_1_to_2R,mass_band_2_to_5R,mass_band_above_5R
-2,112,0.02804908590032557,1.54847252368927,2.453394889831543,0.6875,0.6607142857142857,0.5803571428571429,2.453394889831543,7.303269910812379,8.800277233123772,17.4154842376709,74.0,113.88392857142857,9.192493438720703,0.6160714285714286,0.8303571428571429,112,0.020532627124339346,2.453394889831543,7.303269910812379,8.800277233123772,17.4154842376709,2.093273401260376,5.888934135437012,0.9138824460676033,bimodal,112,0.26785714285714285,0.044642857142857144,0.10714285714285714,0.375,0.20535714285714285
0,693,0.17355371900826447,2.5550200939178467,3.1610898971557617,0.9797979797979798,0.9235209235209235,0.7936507936507936,3.1610898971557617,6.409790039062501,7.448160171508786,10.92430801391604,-60.0,-68.77344877344878,0.44963809847831726,0.6911976911976911,0.13275613275613277,693,1.3144069910049438,3.1610898971557617,6.409790039062501,7.448160171508786,10.92430801391604,1.555827021598816,3.2820658683776855,1.0422087363005401,bimodal,693,0.0,0.020202020202020204,0.18614718614718614,0.6075036075036075,0.18614718614718614
1,2334,0.5845229151014275,1.589052438735962,2.4610724449157715,0.7656383890317052,0.6640959725792631,0.5732647814910026,2.4610724449157715,6.96054015159607,8.443914747238157,11.698801631927491,46.0,83.76263924592973,0.9669927954673767,0.7103684661525278,0.7557840616966581,2334,0.23164434731006625,2.4610724449157715,6.96054015159607,8.443914747238157,11.698801631927491,1.3701790571212769,2.407869338989258,1.1949945131913107,bimodal,2334,0.11396743787489289,0.12039417309340189,0.19237360754070265,0.36118251928020567,0.2120822622107969
2,854,0.21387427998998246,4.696249961853027,6.0700249671936035,1.0,0.9988290398126464,0.9871194379391101,6.0700249671936035,10.621144866943363,11.946660327911365,16.51346441268922,-228.0,-213.37236533957847,0.08618006855249405,0.07845433255269321,0.00117096018735363,854,2.849528467655182,6.0700249671936035,10.621144866943363,11.946660327911365,16.51346441268922,1.3610180616378784,3.668895959854126,0.7774464567313424,bimodal,854,0.0,0.0,0.01288056206088993,0.32903981264637,0.65807962529274
