h,capture_ratio,mean_realised_R,mean_peak_R
1,0.04638534039258957,0.018498336896300316,0.39879706501960754
3,0.03701426088809967,0.02014603465795517,0.5442776679992676
6,0.02130008302628994,0.014987105503678322,0.7036172151565552
12,0.007425791118294001,0.0067998445592820644,0.9157063961029053
24,0.013123969547450542,0.017223641276359558,1.3123804330825806
48,0.003092679427936673,0.005576638504862785,1.8031737804412842
120,0.001895950990729034,0.005339578725397587,2.8163063526153564
240,0.007356652524322271,0.029258431866765022,3.9771392345428467
