X,capture_ratio,mean_realised_R,mean_peak_R
0.5,0.002266900170985654,0.009015777610818933,3.9771392345428467
1.0,0.006108036571822457,0.02429251189581768,3.9771392345428467
1.5,0.006221033307539363,0.024741915646812655,3.9771392345428467
2.0,0.0035104849799958877,0.013961687546215006,3.9771392345428467
3.0,0.009427533211930274,0.037494612222123636,3.9771392345428467
5.0,0.006909002849610461,0.027478066304754096,3.9771392345428467
