trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,swing_low_used,sweep_magnitude_atr,reclaim_strength_ratio,time_to_peak_mfe,calendar_year
337,NZD_CHF,2022-01-28 20:00:00,2022-01-31 00:00:00,0.60872,0.6040522139,2022-03-28 00:00:00,0.646605,time_exit,8.116267302,240,9.184225399,-0.32563617,0.6,0.5,0.60873,0.2870739919,0.9253731343,225,2022
338,NZD_CAD,2022-01-31 00:00:00,2022-01-31 04:00:00,0.835775,0.8312780771,2022-03-28 04:00:00,0.86817,time_exit,7.203814886,240,10.01240208,-0.4125042943,0.9,0.2,0.83494,0.4091686801,0.8586956522,149,2022
339,CAD_CHF,2022-02-04 16:00:00,2022-02-04 20:00:00,0.7248,0.7203633102,2022-02-21 12:00:00,0.7203433102,stoploss,-1.004507865,65,5.997714789,-1.717496681,0.2,0.4,0.72318,0.3155505714,2.271428571,23,2022
340,GBP_USD,2022-02-07 12:00:00,2022-02-07 16:00:00,1.352215,1.345566952,2022-02-24 08:00:00,1.345561952,stoploss,-1.0007521,77,1.829860511,-7.8586981,0.9,0.1,1.3505,0.4332098866,1.159722222,18,2022
341,EUR_AUD,2022-02-10 12:00:00,2022-02-10 16:00:00,1.592355,1.583137525,2022-02-16 20:00:00,1.583132525,stoploss,-1.000542448,26,0.8738836017,-17.3946775,0.1,0.1,1.58867,0.3341479197,2.37012987,4,2022
342,EUR_CAD,2022-02-11 20:00:00,2022-02-14 00:00:00,1.443555,1.4360715,2022-02-24 04:00:00,1.4360665,stoploss,-1.000668137,50,0.8959711896,-11.31890225,0.1,0.1,1.44396,0.5745974818,0.5395348837,10,2022
343,USD_CHF,2022-02-16 20:00:00,2022-02-17 00:00:00,0.922335,0.9177712207,2022-02-21 12:00:00,0.9177462207,stoploss,-1.005477916,16,5.246748019,-1.602838244,0.5,0.5,0.92148,0.3724982933,1.341176471,2,2022
344,EUR_NZD,2022-02-17 16:00:00,2022-02-17 20:00:00,1.69564,1.68606858,2022-02-21 12:00:00,1.68602858,stoploss,-1.004179108,11,0.3688062933,-14.25284831,0.8,0.8,1.6932,0.269552475,1.837209302,1,2022
345,CAD_JPY,2022-02-21 00:00:00,2022-02-21 04:00:00,90.2955,89.64915674,2022-02-24 04:00:00,89.64815674,stoploss,-1.001547166,19,15.81899376,-1.648504851,0.3,0.2,90.133,0.3310934191,1.504672897,14,2022
346,EUR_CHF,2022-02-21 00:00:00,2022-02-21 04:00:00,1.045085,1.040268216,2022-02-21 12:00:00,1.040263216,stoploss,-1.001038037,3,0.3685031436,-9.897683025,0.1,0.1,1.0427,0.3238675515,3.064102564,1,2022
347,EUR_GBP,2022-02-21 00:00:00,2022-02-21 04:00:00,0.833985,0.8306956409,2022-02-22 00:00:00,0.8306906409,stoploss,-1.001520053,6,5.245702763,-4.166465161,0.1,0.1,0.8326,0.2796897445,3,1,2022
348,GBP_NZD,2022-02-21 16:00:00,2022-02-21 20:00:00,2.025035,2.014695697,2022-02-22 12:00:00,2.014690697,stoploss,-1.000483592,5,0.7645582759,-14.88639937,0.1,0.1,2.02399,0.4855259386,0.9960159363,1,2022
349,AUD_CHF,2022-02-22 00:00:00,2022-02-22 04:00:00,0.659405,0.6541532872,2022-04-19 04:00:00,0.695645,time_exit,6.900605788,240,9.5768755,-0.204695122,0.1,0.1,0.65836,0.4722268862,0.8467741935,187,2022
350,CAD_CHF,2022-02-22 00:00:00,2022-02-22 04:00:00,0.71855,0.7146626507,2022-04-19 04:00:00,0.75023,time_exit,8.149511955,240,8.658856452,-0.3344181042,0.2,0.4,0.71796,0.4013017251,0.7564102564,240,2022
351,NZD_JPY,2022-02-22 00:00:00,2022-02-22 04:00:00,76.89,76.23493804,2022-04-19 04:00:00,85.604,time_exit,13.30255843,240,15.3619056,-0.4045418846,0.2,0.2,76.596,0.326686654,2.757009346,145,2022
352,EUR_USD,2022-02-22 04:00:00,2022-02-22 08:00:00,1.130655,1.12499917,2022-02-24 04:00:00,1.12496417,stoploss,-1.006188305,12,1.068808646,-9.707682171,0.7,0.7,1.12963,0.2935024571,1.180722892,1,2022
353,GBP_CHF,2022-02-22 08:00:00,2022-02-22 12:00:00,1.247635,1.241407508,2022-02-24 04:00:00,1.241402508,stoploss,-1.000802891,11,1.182659031,-6.107594873,0.1,0.1,1.24416,0.3629069124,3.07079646,5,2022
354,USD_JPY,2022-02-24 08:00:00,2022-02-24 12:00:00,114.7345,114.2195925,2022-04-21 12:00:00,128.0615,time_exit,25.88231633,240,28.49540679,-0.3117064433,0.1,0.1,114.494,0.3301563574,2.835294118,231,2022
355,CAD_JPY,2022-02-24 12:00:00,2022-02-24 16:00:00,89.61,88.88994563,2022-04-21 16:00:00,102.536,time_exit,17.95142215,240,18.52776752,-0.09860366492,0.2,0.2,89.38,0.4166352039,1.533333333,237,2022
356,EUR_CAD,2022-02-24 16:00:00,2022-02-24 20:00:00,1.433715,1.425594441,2022-02-28 00:00:00,1.425589441,stoploss,-1.000615721,8,0.4944241027,-10.07504557,0.1,0.1,1.43012,0.3324894339,2.651851852,5,2022
357,EUR_CHF,2022-02-24 16:00:00,2022-02-24 20:00:00,1.033965,1.026464005,2022-03-01 08:00:00,1.026459005,stoploss,-1.000666578,16,1.477803934,-4.873353433,0.1,0.1,1.02931,0.3146249241,3.93220339,5,2022
358,GBP_AUD,2022-02-24 16:00:00,2022-02-24 20:00:00,1.872145,1.859465694,2022-02-25 08:00:00,1.859460694,stoploss,-1.000394343,4,0.1092331067,-12.2045322,0.1,0.1,1.86658,0.32651629,2.666666667,1,2022
359,GBP_CAD,2022-02-24 16:00:00,2022-02-24 20:00:00,1.716265,1.706752949,2022-02-25 16:00:00,1.706747949,stoploss,-1.000525649,6,0.1508612654,-9.40543771,0.1,0.1,1.71236,0.7863709168,1.042780749,3,2022
360,EUR_AUD,2022-02-28 00:00:00,2022-02-28 04:00:00,1.555495,1.543620876,2022-02-28 20:00:00,1.543615876,stoploss,-1.000421084,5,0.03242344386,-10.39866164,0.1,0.1,1.55149,0.5389871187,1.24375,0,2022
361,GBP_JPY,2022-03-01 20:00:00,2022-03-02 00:00:00,153.0755,151.9154649,2022-03-04 16:00:00,151.9149649,stoploss,-1.000431021,17,13.23365143,-1.806410877,0.1,0.1,152.828,0.2810259823,1.447852761,8,2022
362,GBP_NZD,2022-03-02 08:00:00,2022-03-02 12:00:00,1.968055,1.954655949,2022-03-04 08:00:00,1.954650949,stoploss,-1.000373161,12,0.8161025926,-7.234467747,0.1,0.1,1.96399,0.2836021813,2.110526316,4,2022
363,GBP_CHF,2022-03-07 00:00:00,2022-03-07 04:00:00,1.215925,1.20672854,2022-05-02 04:00:00,1.22511,time_exit,0.998753882,240,3.146319388,-0.8813173885,0.1,0.2,1.21283,0.5175904713,1.298319328,201,2022
364,EUR_USD,2022-03-07 12:00:00,2022-03-07 16:00:00,1.089785,1.078958194,2022-04-14 16:00:00,1.078953194,stoploss,-1.000461817,169,2.650366208,-3.939758516,0.7,0.1,1.08216,0.288173639,4.878205128,105,2022
365,GBP_USD,2022-03-07 12:00:00,2022-03-07 16:00:00,1.317345,1.307662487,2022-03-11 00:00:00,1.307617487,stoploss,-1.004647554,21,1.293569199,-7.872440097,0.1,0.9,1.31562,0.3057057748,1.155405405,0,2022
366,USD_CAD,2022-03-11 16:00:00,2022-03-11 20:00:00,1.273185,1.26539122,2022-03-17 08:00:00,1.26537622,stoploss,-1.001924612,22,2.335837172,-4.221956723,0.3,0.3,1.27148,0.5337590022,0.7980769231,9,2022
367,AUD_CAD,2022-03-11 20:00:00,2022-03-14 00:00:00,0.928175,0.9218418807,2022-03-14 20:00:00,0.9218368807,stoploss,-1.0007895,6,3.694072184,-3.683019179,0.1,0.1,0.92862,0.2621141195,1.361445783,0,2022
368,EUR_CAD,2022-03-11 20:00:00,2022-03-14 00:00:00,1.389625,1.37610343,2022-03-24 16:00:00,1.37609843,stoploss,-1.00036978,53,1.962420054,-3.764725565,0.1,0.1,1.38887,0.4570475197,0.5436893204,8,2022
369,GBP_CAD,2022-03-11 20:00:00,2022-03-14 00:00:00,1.66022,1.649502235,2022-03-25 16:00:00,1.649497235,stoploss,-1.000466515,59,1.731704277,-7.688169849,0.4,0.1,1.65936,0.4739794033,0.8700787402,8,2022
370,AUD_USD,2022-03-14 08:00:00,2022-03-14 12:00:00,0.725625,0.7195759735,2022-03-14 20:00:00,0.7195709735,stoploss,-1.000826579,3,6.694465617,-4.502377357,0.1,0.1,0.72451,0.3670012019,1,0,2022
371,EUR_GBP,2022-03-17 12:00:00,2022-03-17 16:00:00,0.843935,0.8381501834,2022-03-18 20:00:00,0.8381451834,stoploss,-1.000864332,8,3.098628941,-3.280138586,0.1,0.1,0.83751,0.2696714727,8.217948718,0,2022
372,EUR_AUD,2022-03-18 08:00:00,2022-03-18 12:00:00,1.499085,1.487660027,2022-03-21 12:00:00,1.487655027,stoploss,-1.000437638,7,2.522981853,-5.870035662,0.1,0.1,1.49821,0.2975936964,0.5235294118,0,2022
373,GBP_AUD,2022-03-18 08:00:00,2022-03-18 12:00:00,1.781305,1.768235492,2022-03-23 12:00:00,1.768230492,stoploss,-1.00038257,19,0.5681162583,-4.88962552,0.1,0.1,1.77941,0.4147057401,0.6974169742,7,2022
374,USD_CAD,2022-03-18 08:00:00,2022-03-18 12:00:00,1.262025,1.254605778,2022-03-23 16:00:00,1.254590778,stoploss,-1.002021775,20,6.152262201,-2.930900242,0.3,0.3,1.26045,0.2507001357,1.688172043,1,2022
375,EUR_AUD,2022-03-24 16:00:00,2022-03-24 20:00:00,1.464765,1.454020214,2022-03-28 04:00:00,1.454015214,stoploss,-1.000465342,9,5.876803651,-3.047524516,0.1,0.1,1.4634,0.4504510202,0.5619834711,3,2022
376,GBP_AUD,2022-03-28 08:00:00,2022-03-28 12:00:00,1.748065,1.737084874,2022-04-04 16:00:00,1.737079874,stoploss,-1.000455368,32,3.703509354,-2.792773008,0.1,0.1,1.74644,0.4080098834,0.7276785714,6,2022
377,GBP_USD,2022-03-28 08:00:00,2022-03-28 12:00:00,1.316295,1.30902359,2022-03-28 16:00:00,1.30897859,stoploss,-1.006188621,2,0.2716117083,-13.85769812,0.1,0.9,1.31453,0.4043232518,1.204081633,0,2022
378,NZD_USD,2022-03-28 08:00:00,2022-03-28 12:00:00,0.694615,0.6897466393,2022-03-28 16:00:00,0.6897416393,stoploss,-1.00102704,2,1.804508849,-14.98964522,0.1,0.1,0.69351,0.3491935166,1.305882353,0,2022
379,AUD_USD,2022-03-29 12:00:00,2022-03-29 16:00:00,0.748235,0.74218581,2022-04-11 04:00:00,0.74214581,stoploss,-1.006612456,52,2.956594208,-10.80392589,0.1,0.8,0.74663,0.3405414631,1.563106796,30,2022
380,GBP_CAD,2022-03-29 12:00:00,2022-03-29 16:00:00,1.644535,1.633729335,2022-03-29 20:00:00,1.633724335,stoploss,-1.00046272,2,0.5464726152,-6.186107022,0.1,0.1,1.63317,0.27763215,7.593333333,0,2022
381,AUD_NZD,2022-03-30 12:00:00,2022-03-30 16:00:00,1.077365,1.07206778,2022-05-25 16:00:00,1.093715,time_exit,3.086524392,240,6.368434273,-0.3520714367,0.1,0.1,1.07661,0.2831673754,0.9866666667,151,2022
382,USD_CHF,2022-03-30 12:00:00,2022-03-30 16:00:00,0.926475,0.9206640472,2022-03-31 16:00:00,0.9206390472,stoploss,-1.00430222,7,13.75936148,-1.159018192,0.5,0.5,0.92537,0.289109215,1.285714286,0,2022
383,NZD_CHF,2022-04-01 08:00:00,2022-04-01 12:00:00,0.64103,0.6362005037,2022-04-11 16:00:00,0.6361805037,stoploss,-1.004141219,38,2.025055887,-5.027439361,0.4,0.4,0.6383,0.2650379894,4.1875,17,2022
384,EUR_NZD,2022-04-04 00:00:00,2022-04-04 04:00:00,1.596515,1.584373159,2022-04-04 12:00:00,1.584333159,stoploss,-1.003294393,3,7.213485985,-3.071609977,0.9,0.8,1.59022,0.2503738927,4.111842105,0,2022
385,GBP_CAD,2022-04-04 16:00:00,2022-04-04 20:00:00,1.637535,1.629331835,2022-04-20 16:00:00,1.629326835,stoploss,-1.000609521,72,1.573173212,-7.29535458,0.1,0.1,1.63607,0.2559987404,1.39047619,45,2022
386,EUR_AUD,2022-04-05 16:00:00,2022-04-05 20:00:00,1.437805,1.425442821,2022-05-31 20:00:00,1.49321,time_exit,4.481815234,240,7.28876386,-0.3142649975,0.1,0.2,1.43537,0.5419756713,0.7253731343,159,2022
387,USD_CAD,2022-04-05 16:00:00,2022-04-05 20:00:00,1.246765,1.240574851,2022-05-31 20:00:00,1.263265,time_exit,2.665525692,240,9.839020745,-0.3093625273,0.1,0.1,1.24315,0.9272798469,1.257839721,162,2022
388,GBP_USD,2022-04-06 08:00:00,2022-04-06 12:00:00,1.309755,1.303308888,2022-04-08 08:00:00,1.303263888,stoploss,-1.006980953,12,0.7748857442,-14.61733919,0.9,0.9,1.30569,0.3568042466,3.504347826,0,2022
389,NZD_USD,2022-04-11 04:00:00,2022-04-11 08:00:00,0.683615,0.6785836715,2022-04-13 08:00:00,0.6785786715,stoploss,-1.000993773,13,1.290911534,-12.31782022,0.1,0.1,0.68222,0.3577583929,1.522222222,11,2022
390,EUR_NZD,2022-04-13 04:00:00,2022-04-13 08:00:00,1.58866,1.574686751,2022-06-08 08:00:00,1.65405,time_exit,4.679656091,240,6.830193872,-0.2776734307,0.8,0.2,1.57382,0.5982860517,3.540669856,126,2022
391,GBP_NZD,2022-04-13 04:00:00,2022-04-13 08:00:00,1.906915,1.892165104,2022-06-08 08:00:00,1.944945,time_exit,2.578323322,240,4.100706972,-0.2213574979,0.1,0.3,1.89085,0.7972937751,2.729591837,146,2022
392,GBP_USD,2022-04-13 08:00:00,2022-04-13 12:00:00,1.300685,1.294260236,2022-04-22 08:00:00,1.294215236,stoploss,-1.007004148,42,2.189185502,-13.25418353,0.1,0.9,1.29822,0.2801659369,2.733333333,5,2022
393,AUD_CAD,2022-04-14 12:00:00,2022-04-14 16:00:00,0.935295,0.9301505645,2022-04-18 04:00:00,0.9301455645,stoploss,-1.000971924,10,0.1739743852,-8.443103262,0.1,0.1,0.93408,0.610368234,0.7643312102,0,2022
394,AUD_CAD,2022-04-22 08:00:00,2022-04-22 12:00:00,0.925235,0.9196227093,2022-04-25 00:00:00,0.9196177093,stoploss,-1.000890902,4,0.2236163569,-6.568619122,0.1,0.1,0.92345,0.3207246554,1.966666667,0,2022
395,CAD_JPY,2022-04-22 16:00:00,2022-04-22 20:00:00,101.38,100.4985608,2022-04-25 08:00:00,100.4975608,stoploss,-1.001134508,4,6.61645157,-4.063808217,0.2,0.2,101.187,0.5717921109,0.7579365079,0,2022
396,AUD_CHF,2022-04-25 08:00:00,2022-04-25 12:00:00,0.687575,0.6816305108,2022-05-19 12:00:00,0.6816255108,stoploss,-1.000841115,109,3.249227885,-2.963248728,0.1,0.1,0.68638,0.4508377287,0.8955223881,45,2022
397,AUD_USD,2022-04-25 08:00:00,2022-04-25 12:00:00,0.71722,0.7104169203,2022-04-27 16:00:00,0.7104119203,stoploss,-1.000734961,14,1.627204232,-5.047713942,0.8,0.1,0.71639,0.4056986162,0.5797101449,4,2022
398,NZD_CHF,2022-04-25 08:00:00,2022-04-25 12:00:00,0.63424,0.628992143,2022-04-28 08:00:00,0.628972143,stoploss,-1.003811079,18,0.7317272594,-5.042058147,0.4,0.4,0.63141,0.2705866428,3.971830986,5,2022
399,NZD_USD,2022-04-25 08:00:00,2022-04-25 12:00:00,0.661525,0.6555142385,2022-04-27 08:00:00,0.6555092385,stoploss,-1.000831841,12,0.4966092901,-6.965007682,0.1,0.1,0.65904,0.2861534268,2.88372093,4,2022
400,CAD_CHF,2022-04-26 16:00:00,2022-04-26 20:00:00,0.75163,0.7455230935,2022-06-16 20:00:00,0.7454980935,stoploss,-1.004093726,223,4.835508753,-1.989550672,0.4,0.5,0.74805,0.3012982088,3.869565217,86,2022
401,USD_JPY,2022-04-26 16:00:00,2022-04-26 20:00:00,127.5265,126.3352265,2022-06-21 20:00:00,136.3875,time_exit,7.438258122,240,7.706458492,-0.9800436021,0.1,0.1,127.179,0.2635834613,2.203821656,240,2022
402,CHF_JPY,2022-04-27 00:00:00,2022-04-27 04:00:00,132.497,131.3381111,2022-05-09 16:00:00,131.3371111,stoploss,-1.000862896,52,7.766059558,-4.306711473,0.2,0.2,132.139,0.3744966498,1.65437788,10,2022
403,EUR_JPY,2022-04-27 00:00:00,2022-04-27 04:00:00,135.7635,134.3226748,2022-05-12 08:00:00,134.3221748,stoploss,-1.000347023,68,5.890721495,-2.156056121,0.1,0.1,135.292,0.2803948729,2.336633663,50,2022
404,GBP_JPY,2022-04-27 00:00:00,2022-04-27 04:00:00,160.4405,158.5647095,2022-05-12 00:00:00,158.5632095,stoploss,-1.000799663,66,4.415471885,-2.582644558,0.1,0.3,159.953,0.3614476231,1.436578171,8,2022
405,GBP_USD,2022-04-27 00:00:00,2022-04-27 04:00:00,1.258145,1.249158187,2022-04-28 08:00:00,1.249153187,stoploss,-1.000556371,8,0.9474993665,-7.204444684,0.9,0.1,1.25712,0.2537050565,0.8684210526,2,2022
406,NZD_JPY,2022-04-27 00:00:00,2022-04-27 04:00:00,83.755,82.69838082,2022-05-09 16:00:00,82.69738082,stoploss,-1.000946415,52,2.891297134,-4.071476357,0.2,0.2,83.451,0.259317648,2.226277372,7,2022
407,EUR_USD,2022-04-27 16:00:00,2022-04-27 20:00:00,1.056335,1.048315545,2022-04-28 08:00:00,1.048280545,stoploss,-1.004364386,4,2.787595976,-2.665393155,0.7,0.7,1.05453,0.7656380806,0.5700325733,0,2022
408,GBP_CAD,2022-04-27 16:00:00,2022-04-27 20:00:00,1.609915,1.599575138,2022-04-28 12:00:00,1.599570138,stoploss,-1.000483565,5,0.9811543267,-5.948338774,0.1,0.1,1.6086,0.4642228456,0.5416666667,0,2022
409,NZD_CAD,2022-04-28 08:00:00,2022-04-28 12:00:00,0.83491,0.8284880213,2022-04-29 16:00:00,0.8284780213,stoploss,-1.001557152,8,0.1915297538,-4.975102141,0.2,0.2,0.83297,0.4796029607,1.24025974,0,2022
410,AUD_USD,2022-04-28 16:00:00,2022-04-28 20:00:00,0.710135,0.7014725746,2022-05-09 00:00:00,0.7014675746,stoploss,-1.000577206,38,2.095833355,-3.146347458,0.1,0.1,0.70748,0.4571467963,1.343434343,26,2022
411,NZD_CHF,2022-04-28 16:00:00,2022-04-28 20:00:00,0.6306,0.6250382832,2022-05-10 00:00:00,0.6250182832,stoploss,-1.003596012,44,1.344908454,-5.257369411,0.4,0.4,0.62895,0.3020650003,1.928571429,26,2022
412,GBP_AUD,2022-04-29 08:00:00,2022-04-29 12:00:00,1.756535,1.742479649,2022-05-04 20:00:00,1.742474649,stoploss,-1.000355736,21,2.075721861,-2.754466902,0.1,0.1,1.74842,0.3642740679,3.17578125,4,2022
413,GBP_USD,2022-05-04 20:00:00,2022-05-05 00:00:00,1.262425,1.250910825,2022-05-05 12:00:00,1.250865825,stoploss,-1.003908226,4,0.3678075092,-5.994784728,0.1,0.9,1.2467,0.2709703492,10.1025641,0,2022
414,CAD_JPY,2022-05-10 04:00:00,2022-05-10 08:00:00,100.357,99.39574729,2022-05-12 08:00:00,99.39474729,stoploss,-1.001040309,13,7.131319268,-2.662151132,0.2,0.2,99.745,0.2975284188,4.286713287,8,2022
415,CHF_JPY,2022-05-10 12:00:00,2022-05-10 16:00:00,131.126,129.9947178,2022-05-12 08:00:00,129.9937178,stoploss,-1.000883953,11,11.1696266,-3.199908854,0.2,0.2,130.796,0.6382138654,0.9113573407,6,2022
416,AUD_JPY,2022-05-12 00:00:00,2022-05-12 04:00:00,90.0175,88.72320358,2022-05-12 08:00:00,88.72270358,stoploss,-1.00038631,2,5.302881091,-2.099596323,0.1,0.1,89.745,0.3075029758,1.371859296,0,2022
417,GBP_CAD,2022-05-12 12:00:00,2022-05-12 16:00:00,1.591435,1.58003944,2022-05-13 16:00:00,1.58003444,stoploss,-1.000438767,7,2.351354322,-3.858958996,0.1,0.1,1.58656,0.3352182687,2.539267016,0,2022
418,AUD_CAD,2022-05-12 16:00:00,2022-05-12 20:00:00,0.894715,0.8864204284,2022-06-29 08:00:00,0.8864154284,stoploss,-1.000602804,202,2.404584699,-2.428696855,0.1,0.1,0.89362,0.3448038225,0.7832167832,91,2022
419,EUR_GBP,2022-05-16 04:00:00,2022-05-16 08:00:00,0.849575,0.844199747,2022-05-17 08:00:00,0.844194747,stoploss,-1.000930189,7,4.194221161,-1.907817166,0.1,0.1,0.84805,0.3534717323,1.610526316,0,2022
420,EUR_CHF,2022-05-19 12:00:00,2022-05-19 16:00:00,1.026205,1.018100828,2022-06-16 08:00:00,1.018095828,stoploss,-1.000616966,119,3.111360356,-5.627348365,0.1,0.1,1.02478,0.4540870953,0.7717391304,89,2022
421,USD_CHF,2022-05-19 20:00:00,2022-05-20 00:00:00,0.972735,0.9645013113,2022-05-23 12:00:00,0.9644763113,stoploss,-1.003036306,10,3.918656751,-2.819513915,0.1,0.5,0.97091,0.2914853929,1.575,5,2022
422,GBP_CHF,2022-05-24 16:00:00,2022-05-24 20:00:00,1.20398,1.192938824,2022-06-16 08:00:00,1.192933824,stoploss,-1.00045285,100,2.310442307,-4.630847321,0.2,0.1,1.20131,0.5053809515,0.9713261649,71,2022
423,EUR_CAD,2022-05-31 16:00:00,2022-05-31 20:00:00,1.35565,1.347852894,2022-06-01 16:00:00,1.347842894,stoploss,-1.001282527,6,2.034088058,-7.510478985,0.2,0.2,1.35388,0.8900738414,0.5100864553,3,2022
424,GBP_CAD,2022-05-31 16:00:00,2022-05-31 20:00:00,1.59452,1.584846675,2022-06-01 16:00:00,1.584836675,stoploss,-1.001033771,6,0.5913168646,-6.14163198,5.2,0.2,1.59173,0.5086152052,1.036585366,3,2022
425,NZD_CAD,2022-05-31 16:00:00,2022-05-31 20:00:00,0.82354,0.8179149423,2022-06-06 04:00:00,0.8178999423,stoploss,-1.002666639,21,0.5742163343,-5.857717713,0.4,0.3,0.8219,0.3911071007,1.463636364,13,2022
426,USD_CAD,2022-06-01 16:00:00,2022-06-01 20:00:00,1.26525,1.258855325,2022-06-02 16:00:00,1.258845325,stoploss,-1.001563801,6,8.930868952,-2.112695492,0.2,0.2,1.26181,0.372184698,2.87394958,3,2022
427,AUD_USD,2022-06-02 08:00:00,2022-06-02 12:00:00,0.71922,0.7128531027,2022-06-09 16:00:00,0.7128431027,stoploss,-1.001570624,32,1.424555724,-8.02274602,0.8,0.2,0.71494,0.2701472818,4.941860465,3,2022
428,NZD_CHF,2022-06-02 08:00:00,2022-06-02 12:00:00,0.62455,0.6190024163,2022-06-14 08:00:00,0.6189424163,stoploss,-1.01081552,48,1.395202026,-6.193687546,0.2,1.2,0.62162,0.2848086822,3.721518987,21,2022
429,EUR_AUD,2022-06-03 00:00:00,2022-06-03 04:00:00,1.48091,1.471246851,2022-07-22 08:00:00,1.471241851,stoploss,-1.00051743,212,6.091181837,-3.08698529,0.2,0.1,1.47836,0.4263620314,1.223300971,122,2022
430,GBP_CAD,2022-06-07 08:00:00,2022-06-07 12:00:00,1.574,1.565336804,2022-06-13 12:00:00,1.565326804,stoploss,-1.001154308,25,3.028905413,-4.489105622,0.2,0.2,1.5712,0.7110540147,0.9058441558,15,2022
431,GBP_USD,2022-06-07 08:00:00,2022-06-07 12:00:00,1.24942,1.240772004,2022-06-10 12:00:00,1.240762004,stoploss,-1.001156337,19,1.218779418,-8.493296799,0.2,0.2,1.24693,0.9065683717,0.6326530612,1,2022
432,AUD_USD,2022-06-10 00:00:00,2022-06-10 04:00:00,0.70994,0.7034484257,2022-06-13 00:00:00,0.7034384257,stoploss,-1.001540458,6,0.593076473,-6.439115993,0.8,0.2,0.70934,0.2680397566,0.6551724138,1,2022
433,CAD_JPY,2022-06-10 16:00:00,2022-06-10 20:00:00,105.109,104.1643468,2022-06-13 16:00:00,104.1633468,stoploss,-1.00105859,6,2.684583171,-3.91889862,0.2,0.2,104.799,0.4192014731,1.565656566,2,2022
434,AUD_CHF,2022-06-13 04:00:00,2022-06-13 08:00:00,0.69431,0.6885212602,2022-06-14 08:00:00,0.6885062602,stoploss,-1.002591238,7,1.022675087,-7.490404015,0.2,0.3,0.69363,0.369683224,0.6168224299,0,2022
435,AUD_NZD,2022-06-13 04:00:00,2022-06-13 08:00:00,1.10825,1.104032741,2022-06-14 00:00:00,1.103962741,stoploss,-1.01659846,5,2.295329957,-3.41691164,0.2,1.4,1.10667,0.374650964,1.974683544,1,2022
436,GBP_CAD,2022-06-13 16:00:00,2022-06-13 20:00:00,1.56563,1.555106516,2022-06-14 16:00:00,1.555101516,stoploss,-1.000475128,6,3.288834845,-2.900180279,0.2,0.1,1.56343,0.6176661801,0.6738461538,3,2022
437,NZD_USD,2022-06-14 20:00:00,2022-06-15 00:00:00,0.621685,0.6150780487,2022-07-01 16:00:00,0.6150730487,stoploss,-1.000756779,77,2.706997402,-2.366446988,0.1,0.1,0.62074,0.3269283974,0.8703703704,11,2022
438,EUR_USD,2022-06-15 20:00:00,2022-06-16 00:00:00,1.044235,1.033905765,2022-07-05 08:00:00,1.033870765,stoploss,-1.003388441,81,1.669533058,-4.745268939,0.1,0.7,1.038,0.4046766125,2.980861244,46,2022
439,GBP_JPY,2022-06-16 12:00:00,2022-06-16 16:00:00,162.2785,160.1157397,2022-08-02 04:00:00,160.1152397,stoploss,-1.000231186,196,2.582579277,-1.313830278,0.1,0.1,161.339,1.242856163,0.6986607143,20,2022
440,AUD_JPY,2022-06-16 16:00:00,2022-06-16 20:00:00,92.7875,91.54694684,2022-07-01 12:00:00,91.54644684,stoploss,-1.000403046,65,2.39369025,-1.826201469,0.1,0.1,92.288,0.5255719964,1.533742331,18,2022
441,AUD_NZD,2022-06-20 00:00:00,2022-06-20 04:00:00,1.099395,1.092995127,2022-08-15 04:00:00,1.103915,time_exit,0.706263971,240,2.89615104,-0.8679859201,0.1,0.1,1.09783,0.5031349528,0.9627329193,167,2022
442,GBP_CAD,2022-06-22 08:00:00,2022-06-22 12:00:00,1.586525,1.575817157,2022-06-28 08:00:00,1.575812157,stoploss,-1.000466947,24,0.8942043944,-4.801620777,0.1,0.1,1.58397,0.7545871026,0.6287128713,12,2022
443,GBP_CHF,2022-06-23 08:00:00,2022-06-23 12:00:00,1.180595,1.171410005,2022-06-28 00:00:00,1.171405005,stoploss,-1.000544366,16,0.1061513877,-4.571042063,0.1,0.1,1.17641,0.4855745529,1.869955157,0,2022
444,AUD_CHF,2022-06-24 00:00:00,2022-06-24 04:00:00,0.663775,0.6570317242,2022-06-29 08:00:00,0.6570267242,stoploss,-1.000741479,20,1.307228153,-1.901894619,0.1,0.1,0.66043,0.5308992386,1.865921788,4,2022
445,USD_CHF,2022-06-24 16:00:00,2022-06-24 20:00:00,0.958335,0.9498166756,2022-06-29 12:00:00,0.9497916756,stoploss,-1.002934849,17,3.551754847,-2.497556912,0.5,0.5,0.95453,0.5517517033,1.604255319,4,2022
446,EUR_CAD,2022-06-28 16:00:00,2022-06-28 20:00:00,1.353555,1.345135644,2022-06-30 00:00:00,1.345130644,stoploss,-1.00059387,8,0.3390995806,-7.485727169,0.7,0.1,1.35248,0.2636781327,0.9459459459,4,2022
447,NZD_CAD,2022-06-29 00:00:00,2022-06-29 04:00:00,0.803215,0.7978469296,2022-07-01 04:00:00,0.7978419296,stoploss,-1.000931433,13,4.108552684,-2.35186931,1.7,0.1,0.8025,0.3353160205,0.6666666667,9,2022
