trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,swing_low_used,sweep_magnitude_atr,reclaim_strength_ratio,time_to_peak_mfe,calendar_year
635,CAD_JPY,2023-04-21 16:00:00,2023-04-21 20:00:00,99.0475,98.38681722,2023-04-25 16:00:00,98.38531722,stoploss,-1.002270379,12,13.03424314,-2.260540224,0.3,0.3,98.774,0.2784997664,2.934782609,5,2023
636,GBP_USD,2023-04-21 16:00:00,2023-04-21 20:00:00,1.243055,1.235996955,2023-05-24 16:00:00,1.235951955,stoploss,-1.006375703,138,5.914527105,-1.736316437,0.9,0.9,1.2377,0.2861982214,5.257425743,76,2023
637,NZD_CHF,2023-04-24 16:00:00,2023-04-24 20:00:00,0.54642,0.5428059215,2023-06-19 20:00:00,0.5557,time_exit,2.567736149,240,5.915754187,-0.8411549452,1.2,1.2,0.54602,0.2545600492,0.7391304348,75,2023
638,AUD_CHF,2023-04-26 00:00:00,2023-04-26 04:00:00,0.591675,0.5878217935,2023-04-26 08:00:00,0.5878067935,stoploss,-1.003892862,2,6.546495738,-1.703775799,0.3,0.3,0.58984,0.2595241125,3.64,0,2023
639,NZD_JPY,2023-04-26 12:00:00,2023-04-26 16:00:00,81.903,81.25090555,2023-06-21 16:00:00,87.538,time_exit,8.641386188,240,10.20250973,-0.5305979807,1.4,1.4,81.788,0.4017822859,0.8167938931,223,2023
640,CAD_CHF,2023-04-26 16:00:00,2023-04-26 20:00:00,0.654915,0.6510927852,2023-05-03 12:00:00,0.6510777852,stoploss,-1.003924426,29,7.141147507,-1.890265277,0.3,0.3,0.65187,1.020350807,1.553846154,21,2023
641,USD_CHF,2023-04-26 16:00:00,2023-04-26 20:00:00,0.891615,0.8864255584,2023-05-03 16:00:00,0.8864005584,stoploss,-1.004817474,30,4.460017407,-1.848946512,0.5,0.5,0.88608,0.3430041471,6.191011236,22,2023
642,EUR_GBP,2023-04-28 00:00:00,2023-04-28 04:00:00,0.883055,0.8798332233,2023-04-28 12:00:00,0.8798082233,stoploss,-1.007759694,3,0.268485402,-9.688753553,0.5,0.5,0.88229,0.4904126418,0.9367088608,1,2023
643,AUD_NZD,2023-05-01 00:00:00,2023-05-01 04:00:00,1.07218,1.066925134,2023-05-04 12:00:00,1.066855134,stoploss,-1.013320987,21,6.285602996,-3.090469048,1.4,1.4,1.06826,0.3501516655,4.195652174,7,2023
644,EUR_CAD,2023-05-01 00:00:00,2023-05-01 04:00:00,1.491995,1.483843007,2023-05-05 12:00:00,1.483658007,stoploss,-1.022693836,27,2.195168615,-7.813426372,3.7,3.7,1.49109,0.3287539474,0.5373134328,17,2023
645,EUR_GBP,2023-05-08 00:00:00,2023-05-08 04:00:00,0.872545,0.86871568,2023-05-09 16:00:00,0.86869068,stoploss,-1.006528574,10,0.5470945181,-5.406965154,0.5,0.5,0.87128,0.3238172804,2,1,2023
646,EUR_USD,2023-05-09 16:00:00,2023-05-09 20:00:00,1.095555,1.08952446,2023-05-12 12:00:00,1.08948946,stoploss,-1.005803792,17,0.9410433497,-5.313785752,0.7,0.7,1.09499,0.2918478054,0.6136363636,5,2023
647,EUR_CAD,2023-05-10 12:00:00,2023-05-10 16:00:00,1.467635,1.460481387,2023-05-16 12:00:00,1.460296387,stoploss,-1.025861057,24,1.015570683,-5.498619794,3.7,3.7,1.46496,0.5703411405,1.220588235,10,2023
648,EUR_GBP,2023-05-11 12:00:00,2023-05-11 16:00:00,0.868675,0.8654653687,2023-05-24 08:00:00,0.8654403687,stoploss,-1.007789057,53,1.49394108,-5.245150798,0.5,0.5,0.86681,0.4299559312,2.666666667,0,2023
649,CAD_JPY,2023-05-11 16:00:00,2023-05-11 20:00:00,99.6965,98.83059685,2023-07-06 20:00:00,107.8655,time_exit,9.434080491,240,11.32978904,-0.1564840135,0.3,0.3,99.53,0.371866069,1.01242236,196,2023
650,AUD_CHF,2023-05-15 00:00:00,2023-05-15 04:00:00,0.59756,0.59330986,2023-05-24 08:00:00,0.59329486,stoploss,-1.003529295,44,4.550438322,-2.359922253,0.2,0.3,0.59577,0.4423383684,1.914893617,26,2023
651,EUR_CAD,2023-05-16 16:00:00,2023-05-16 20:00:00,1.462985,1.456078871,2023-05-18 12:00:00,1.455893871,stoploss,-1.026787801,11,0.455392618,-5.022350701,3.7,3.7,1.45966,0.2953898063,3.078431373,3,2023
652,GBP_CAD,2023-05-16 16:00:00,2023-05-16 20:00:00,1.68091,1.672790451,2023-05-18 16:00:00,1.672530451,stoploss,-1.032021481,12,4.306889255,-2.506296721,5.2,5.2,1.67862,0.2808037604,1.780701754,2,2023
653,EUR_NZD,2023-05-17 16:00:00,2023-05-17 20:00:00,1.73086,1.720336409,2023-05-19 08:00:00,1.720256409,stoploss,-1.007601968,10,6.634617533,-1.344598082,1.6,1.6,1.7289,0.3667949539,0.9637305699,2,2023
654,AUD_NZD,2023-05-18 08:00:00,2023-05-18 12:00:00,1.06299,1.057915608,2023-05-22 04:00:00,1.057845608,stoploss,-1.013794757,11,8.3202089,-1.389329056,1.4,1.4,1.06196,0.4729630829,0.8,1,2023
655,AUD_CAD,2023-05-18 16:00:00,2023-05-18 20:00:00,0.89348,0.8885079977,2023-05-24 16:00:00,0.8884379977,stoploss,-1.014078835,24,3.664519623,-3.907882343,1.4,1.4,0.8926,0.6516489341,0.5,5,2023
656,EUR_CHF,2023-05-22 00:00:00,2023-05-22 04:00:00,0.971915,0.9684085221,2023-05-22 08:00:00,0.9683635221,stoploss,-1.01283339,2,3.500663728,-3.166995576,0.9,0.9,0.97129,0.5361505343,0.6170212766,0,2023
657,USD_CHF,2023-05-22 12:00:00,2023-05-22 16:00:00,0.896935,0.8915675725,2023-06-15 16:00:00,0.8915425725,stoploss,-1.004657725,109,3.320957764,-7.514773151,0.5,0.5,0.89492,0.309272925,2.397590361,42,2023
658,EUR_USD,2023-05-24 12:00:00,2023-05-24 16:00:00,1.078985,1.073962779,2023-05-25 04:00:00,1.073927779,stoploss,-1.006969028,4,9.675997754,-3.081306004,0.7,0.7,1.076,0.4699116102,2.5,0,2023
659,NZD_CAD,2023-05-29 00:00:00,2023-05-29 04:00:00,0.824535,0.8184438823,2023-05-31 04:00:00,0.8183738823,stoploss,-1.011492144,13,2.99698691,-3.768602274,0.1,1.4,0.82243,0.5647567773,1.215116279,1,2023
660,EUR_AUD,2023-05-30 00:00:00,2023-05-30 04:00:00,1.638185,1.630721965,2023-06-02 04:00:00,1.630676965,stoploss,-1.006029719,19,2.964611756,-7.147896684,0.9,0.9,1.63675,0.2626277533,1.428571429,9,2023
661,EUR_CHF,2023-05-30 00:00:00,2023-05-30 04:00:00,0.968415,0.9653387818,2023-07-12 12:00:00,0.9652937818,stoploss,-1.014628351,189,5.128049802,-3.128841797,0.9,0.9,0.96756,0.377086388,1.396551724,104,2023
662,AUD_CAD,2023-05-30 08:00:00,2023-05-30 12:00:00,0.888755,0.8842425181,2023-05-31 08:00:00,0.8841725181,stoploss,-1.015512528,6,5.084784919,-3.25873882,0.5,1.4,0.8856,0.3900292638,3.556818182,0,2023
663,EUR_GBP,2023-06-01 16:00:00,2023-06-01 20:00:00,0.858535,0.8551516417,2023-06-09 16:00:00,0.8551266417,stoploss,-1.007389108,36,3.418201424,-2.407371431,0.5,0.5,0.85769,0.5674835049,0.84375,11,2023
664,GBP_AUD,2023-06-05 16:00:00,2023-06-05 20:00:00,1.87785,1.86614259,2023-06-06 04:00:00,1.86602259,stoploss,-1.010249919,3,5.243687555,-2.377126969,2.4,2.4,1.87417,0.3741220311,1.621004566,2,2023
665,GBP_JPY,2023-06-06 12:00:00,2023-06-06 16:00:00,173.349,172.3233528,2023-08-01 16:00:00,182.868,time_exit,9.280968779,240,10.400262,-0.6629959838,2.4,2.4,172.855,0.3373479565,2.797687861,124,2023
666,EUR_JPY,2023-06-07 08:00:00,2023-06-07 12:00:00,149.032,148.2312843,2023-08-02 12:00:00,156.342,time_exit,9.129333015,240,11.25618036,-0.1361282214,1.4,1.4,148.759,0.3197139879,2.078125,191,2023
667,GBP_CAD,2023-06-08 00:00:00,2023-06-08 04:00:00,1.66314,1.653946417,2023-08-03 04:00:00,1.69685,time_exit,3.666688007,240,7.652076574,-0.2218939049,0.4,0.4,1.66183,0.2762796659,1.007874016,160,2023
668,NZD_CAD,2023-06-08 00:00:00,2023-06-08 04:00:00,0.80841,0.8027769419,2023-06-30 00:00:00,0.8027069419,stoploss,-1.012426643,96,6.103256738,-1.212485268,0.4,1.4,0.80674,0.3656983386,1.59223301,28,2023
669,EUR_GBP,2023-06-12 00:00:00,2023-06-12 04:00:00,0.854445,0.8516534784,2023-07-11 12:00:00,0.8516284784,stoploss,-1.008955689,129,5.608052649,-1.452612807,0.5,0.5,0.85389,0.5803286676,0.6543209877,75,2023
670,EUR_AUD,2023-06-13 16:00:00,2023-06-13 20:00:00,1.591955,1.583213818,2023-08-08 20:00:00,1.679005,time_exit,9.958606862,240,10.75655382,-0.8139630996,0.9,0.9,1.59018,0.4873482508,0.8122065728,237,2023
671,EUR_NZD,2023-06-13 16:00:00,2023-06-13 20:00:00,1.75403,1.743153133,2023-06-14 16:00:00,1.743133133,stoploss,-1.001838765,6,5.550311699,-1.357008459,1.6,0.4,1.75151,0.3254613784,1.372881356,0,2023
672,USD_CAD,2023-06-16 20:00:00,2023-06-19 00:00:00,1.317895,1.311735919,2023-06-27 08:00:00,1.311720919,stoploss,-1.002435428,39,5.245100464,-1.403618434,0.3,0.3,1.31882,0.3507016561,0.6944444444,10,2023
673,NZD_CHF,2023-06-20 08:00:00,2023-06-20 12:00:00,0.55501,0.5506825173,2023-06-23 12:00:00,0.5506225173,stoploss,-1.013864873,19,0.64009499,-7.690383128,1.2,1.2,0.55379,0.4251894518,1.25,12,2023
674,AUD_CAD,2023-06-20 16:00:00,2023-06-20 20:00:00,0.89716,0.8917274323,2023-06-21 16:00:00,0.8916574323,stoploss,-1.012885251,6,1.559115402,-5.196437757,0.2,1.4,0.89633,0.3718315363,0.8217821782,2,2023
675,AUD_CHF,2023-06-20 16:00:00,2023-06-20 20:00:00,0.608815,0.604276128,2023-06-22 04:00:00,0.604266128,stoploss,-1.002203191,9,0.4373333329,-9.362458429,0.3,0.2,0.60798,0.3128530643,1.154929577,2,2023
676,AUD_USD,2023-06-20 16:00:00,2023-06-20 20:00:00,0.67779,0.6724601634,2023-06-23 04:00:00,0.6724201634,stoploss,-1.00750492,15,2.193313006,-6.127767559,0.8,0.8,0.67689,0.5966411769,0.5471698113,8,2023
677,GBP_USD,2023-06-21 12:00:00,2023-06-21 16:00:00,1.273105,1.265718917,2023-06-28 12:00:00,1.265673917,stoploss,-1.006092539,30,5.56654971,-1.893425701,0.9,0.9,1.27136,0.6065460951,0.7589285714,5,2023
678,GBP_CHF,2023-06-22 08:00:00,2023-06-22 12:00:00,1.142195,1.135495149,2023-06-26 12:00:00,1.135415149,stoploss,-1.011940565,13,0.5515048401,-5.474002709,0.1,1.6,1.13805,0.8836018007,1.39527027,0,2023
679,USD_CHF,2023-06-22 08:00:00,2023-06-22 12:00:00,0.894055,0.8891180204,2023-07-07 16:00:00,0.8890930204,stoploss,-1.005063825,68,1.544466589,-7.860068982,0.5,0.5,0.89195,0.5793015665,1.468531469,36,2023
680,AUD_NZD,2023-06-22 16:00:00,2023-06-22 20:00:00,1.09231,1.087279675,2023-06-23 16:00:00,1.087269675,stoploss,-1.001987943,6,0.4274077772,-4.119018206,1.4,0.2,1.09162,0.4413233792,0.5495495495,0,2023
681,AUD_CAD,2023-06-27 00:00:00,2023-06-27 04:00:00,0.87838,0.873052504,2023-08-02 16:00:00,0.872982504,stoploss,-1.013139381,160,5.114973348,-3.01454943,1.4,1.4,0.87736,0.4129519767,0.8545454545,75,2023
682,AUD_NZD,2023-06-28 04:00:00,2023-06-28 08:00:00,1.08617,1.080395263,2023-07-04 12:00:00,1.080325263,stoploss,-1.012121764,26,1.120397315,-2.52479024,1.4,1.4,1.08108,0.5472110533,3.17721519,8,2023
683,AUD_USD,2023-06-28 16:00:00,2023-06-28 20:00:00,0.66176,0.6562240615,2023-08-02 12:00:00,0.6561840615,stoploss,-1.007225514,149,5.007281017,-4.564718301,0.8,0.8,0.6604,0.2637312512,1.821917808,68,2023
684,GBP_USD,2023-06-28 16:00:00,2023-06-28 20:00:00,1.264865,1.257953541,2023-08-23 20:00:00,1.272065,time_exit,1.04174816,240,7.14103895,-0.8312282194,0.9,0.9,1.26326,0.7552674161,0.5977011494,68,2023
685,NZD_USD,2023-06-29 00:00:00,2023-06-29 04:00:00,0.60759,0.6025309517,2023-08-10 20:00:00,0.6025209517,stoploss,-1.001976656,185,6.63958867,-3.54414483,0.2,0.2,0.60692,0.336031579,0.7529411765,66,2023
686,CAD_CHF,2023-06-29 12:00:00,2023-06-29 16:00:00,0.676475,0.6726993725,2023-07-06 16:00:00,0.6726843725,stoploss,-1.00397285,31,1.021022325,-8.090045895,0.3,0.3,0.67512,0.3443136246,2.061538462,5,2023
687,CHF_JPY,2023-07-06 08:00:00,2023-07-06 12:00:00,160.4405,159.562399,2023-07-07 08:00:00,159.557399,stoploss,-1.005694106,6,7.0100137,-2.226964794,0.3,1,160.112,0.3097593577,2.375,2,2023
688,AUD_CHF,2023-07-07 00:00:00,2023-07-07 04:00:00,0.593945,0.5897230628,2023-07-11 08:00:00,0.5897130628,stoploss,-1.002368581,14,0.3801572395,-7.980933448,0.3,0.2,0.59274,0.4452932151,1.255319149,2,2023
689,AUD_JPY,2023-07-07 12:00:00,2023-07-07 16:00:00,94.9945,94.23154778,2023-07-10 16:00:00,94.22704778,stoploss,-1.005898141,7,1.129166382,-4.198821247,0.9,0.9,94.867,0.3958308152,0.821192053,3,2023
690,AUD_NZD,2023-07-07 12:00:00,2023-07-07 16:00:00,1.07462,1.070071335,2023-09-01 16:00:00,1.08455,time_exit,2.183058294,240,3.961602261,-0.66612957,0.2,1.4,1.07359,0.2726074808,1.64516129,63,2023
691,USD_JPY,2023-07-07 12:00:00,2023-07-07 16:00:00,143.2405,142.3215651,2023-07-07 16:00:00,142.3210651,stoploss,-1.000544108,1,4.495965725,-6.536371325,0.1,0.1,142.942,0.8161622398,0.7813333333,0,2023
692,CAD_CHF,2023-07-10 00:00:00,2023-07-10 04:00:00,0.66966,0.6661226545,2023-07-11 00:00:00,0.6661126545,stoploss,-1.002826979,6,0.3590262769,-6.708420118,0.2,0.2,0.66868,0.3675072125,1.476923077,1,2023
693,NZD_CHF,2023-07-10 00:00:00,2023-07-10 04:00:00,0.55153,0.5472655549,2023-07-11 08:00:00,0.5472055549,stoploss,-1.014069826,8,0.2837414912,-8.130014461,1.2,1.2,0.54988,0.2579468101,2.890909091,0,2023
694,NZD_JPY,2023-07-10 00:00:00,2023-07-10 04:00:00,88.338,87.68811451,2023-07-10 16:00:00,87.68111451,stoploss,-1.010771128,4,0.5262465521,-5.239384532,0.2,1.4,88.142,0.3908380826,1.543307087,0,2023
695,GBP_CHF,2023-07-10 16:00:00,2023-07-10 20:00:00,1.13889,1.13369014,2023-07-12 12:00:00,1.13361014,stoploss,-1.015385031,11,0.2519298762,-6.417480892,1.6,1.6,1.1367,0.2692380356,3.014285714,4,2023
696,USD_CAD,2023-07-11 08:00:00,2023-07-11 12:00:00,1.327685,1.322072776,2023-07-12 00:00:00,1.322057776,stoploss,-1.002672737,4,6.99811668,-3.284793915,0.3,0.3,1.32534,0.2957829074,2.807228916,1,2023
697,AUD_CHF,2023-07-12 12:00:00,2023-07-12 16:00:00,0.588665,0.5835518352,2023-07-18 12:00:00,0.5835368352,stoploss,-1.002933604,24,0.8321656342,-5.557223618,0.3,0.3,0.58619,0.2581571415,3.742424242,6,2023
698,CHF_JPY,2023-07-12 12:00:00,2023-07-12 16:00:00,159.2,158.12409,2023-09-06 16:00:00,165.379,time_exit,5.743045467,240,6.87418098,-0.3355299261,1,1,158.713,0.4238272751,2.127192982,210,2023
699,NZD_CAD,2023-07-12 12:00:00,2023-07-12 16:00:00,0.82339,0.8170730681,2023-07-21 08:00:00,0.8170030681,stoploss,-1.011081329,41,3.071111164,-3.832556767,1.4,1.4,0.81823,0.2881145525,5.593406593,13,2023
700,CAD_JPY,2023-07-17 12:00:00,2023-07-17 16:00:00,105.1665,104.2817976,2023-07-18 16:00:00,104.2802976,stoploss,-1.001695485,7,3.815407511,-1.102630729,0.3,0.3,104.604,0.5131669412,2.471365639,0,2023
701,AUD_JPY,2023-07-18 16:00:00,2023-07-18 20:00:00,94.6545,93.80526431,2023-07-27 20:00:00,93.80076431,stoploss,-1.005298882,43,1.414801581,-3.371855453,0.9,0.9,93.899,0.2990924691,5.913385827,27,2023
702,NZD_JPY,2023-07-18 16:00:00,2023-07-18 20:00:00,87.297,86.43153158,2023-07-27 20:00:00,86.42453158,stoploss,-1.008088106,43,1.497454979,-2.731468804,0.4,1.4,86.613,0.3674310827,4.289308176,28,2023
703,NZD_CHF,2023-07-19 00:00:00,2023-07-19 04:00:00,0.53956,0.5344617038,2023-07-21 16:00:00,0.5344017038,stoploss,-1.011768638,16,0.4687840642,-4.45246789,1.2,1.2,0.53734,0.455053987,1.870689655,11,2023
704,EUR_USD,2023-07-19 08:00:00,2023-07-19 12:00:00,1.123265,1.11791705,2023-07-19 16:00:00,1.11788205,stoploss,-1.006544564,2,0.1411755911,-10.21980389,0.7,0.7,1.12036,0.2804813069,3.866666667,0,2023
705,GBP_CHF,2023-07-19 16:00:00,2023-07-19 20:00:00,1.10973,1.103168541,2023-09-13 20:00:00,1.11489,time_exit,0.7864104521,240,2.23121105,-0.641625582,1.6,1.6,1.10702,0.3109064578,2.578431373,132,2023
706,EUR_CHF,2023-07-20 00:00:00,2023-07-20 04:00:00,0.961725,0.9576846561,2023-07-25 16:00:00,0.9576396561,stoploss,-1.011137666,22,1.053128165,-2.543100328,0.9,0.9,0.96093,0.4257063322,0.8720930233,3,2023
707,GBP_NZD,2023-07-20 12:00:00,2023-07-20 16:00:00,2.05771,2.041848619,2023-09-14 16:00:00,2.1016,time_exit,2.767098286,240,6.360732423,-0.07691637978,4.6,4.6,2.05263,0.4224096267,1.468656716,132,2023
708,EUR_CAD,2023-07-21 12:00:00,2023-07-21 16:00:00,1.470265,1.462782717,2023-07-24 08:00:00,1.462597717,stoploss,-1.024725074,5,1.620494723,-4.697095838,3.7,3.7,1.46454,0.3314496423,4.467741935,2,2023
709,EUR_CHF,2023-07-26 00:00:00,2023-07-26 04:00:00,0.95582,0.9517457886,2023-07-28 00:00:00,0.9517007886,stoploss,-1.011045082,12,2.240924465,-1.072600209,0.2,0.9,0.95439,0.2847176757,2.482758621,1,2023
710,CAD_CHF,2023-07-27 12:00:00,2023-07-27 16:00:00,0.654015,0.6492005791,2023-08-15 12:00:00,0.6491855791,stoploss,-1.003115639,78,3.903896291,-1.679329689,0.3,0.3,0.64986,0.5151190637,3.338709677,13,2023
711,AUD_CHF,2023-07-31 00:00:00,2023-07-31 04:00:00,0.579975,0.5746154468,2023-08-02 16:00:00,0.5746004468,stoploss,-1.002798741,16,1.129758352,-3.680344093,0.3,0.3,0.57712,0.6828927443,1.551912568,6,2023
712,NZD_CHF,2023-07-31 00:00:00,2023-07-31 04:00:00,0.53601,0.5310242015,2023-08-03 12:00:00,0.5309642015,stoploss,-1.012034181,21,1.191383886,-3.840909328,1.2,1.2,0.53351,0.6979824785,1.402298851,4,2023
713,CAD_JPY,2023-08-03 16:00:00,2023-08-03 20:00:00,106.868,105.8721849,2023-08-04 20:00:00,105.8706849,stoploss,-1.001506304,7,4.027856111,-1.114664743,0.2,0.3,106.58,0.415739823,1.38647343,1,2023
714,EUR_JPY,2023-08-03 16:00:00,2023-08-03 20:00:00,156.135,154.8038816,2023-09-28 20:00:00,157.617,time_exit,1.113349521,240,2.724025211,-0.2531705726,1.4,0.2,155.9,0.5529185205,0.6222826087,114,2023
715,NZD_JPY,2023-08-03 16:00:00,2023-08-03 20:00:00,86.7845,85.86790684,2023-08-21 04:00:00,85.86090684,stoploss,-1.007636976,69,2.556750487,-1.088269089,0.3,1.4,86.614,0.4647645434,0.79342723,29,2023
716,NZD_CHF,2023-08-07 00:00:00,2023-08-07 04:00:00,0.53382,0.5290800969,2023-08-08 08:00:00,0.5290200969,stoploss,-1.012658487,8,3.654083147,-3.578132227,1.2,1.2,0.53065,0.7595091991,1.733333333,2,2023
717,EUR_GBP,2023-08-09 00:00:00,2023-08-09 04:00:00,0.860055,0.8567801879,2023-08-16 08:00:00,0.8567551879,stoploss,-1.007634026,32,3.220032046,-3.305533134,0.5,0.5,0.85923,0.3114682492,1.549019608,11,2023
718,EUR_CAD,2023-08-14 16:00:00,2023-08-14 20:00:00,1.47056,1.463593262,2023-08-25 08:00:00,1.463408262,stoploss,-1.026554751,52,1.698068678,-7.870254065,0.4,3.7,1.46746,0.5282242378,1.690217391,29,2023
719,EUR_USD,2023-08-14 16:00:00,2023-08-14 20:00:00,1.092885,1.086844975,2023-08-17 00:00:00,1.086809975,stoploss,-1.005794678,14,0.3915546851,-7.954437568,0.7,0.7,1.0902,0.9039698016,0.9706959707,5,2023
720,GBP_CAD,2023-08-14 16:00:00,2023-08-14 20:00:00,1.70858,1.700038446,2023-09-07 08:00:00,1.699778446,stoploss,-1.030439425,106,2.679840142,-8.538258695,0.4,5.2,1.70237,0.4612743625,3.14213198,33,2023
721,NZD_USD,2023-08-14 16:00:00,2023-08-14 20:00:00,0.59824,0.5926060395,2023-08-17 00:00:00,0.5925960395,stoploss,-1.00177495,14,1.182116923,-2.374883548,0.2,0.2,0.59542,0.3691896696,2.692307692,3,2023
722,NZD_CHF,2023-08-15 00:00:00,2023-08-15 04:00:00,0.52424,0.5202551837,2023-08-17 04:00:00,0.5201951837,stoploss,-1.015057156,13,6.750624798,-1.852030149,1.2,1.2,0.52236,0.3162002693,2.888888889,7,2023
723,AUD_USD,2023-08-16 04:00:00,2023-08-16 08:00:00,0.64524,0.6393972719,2023-08-17 04:00:00,0.6393572719,stoploss,-1.006846117,6,1.191224362,-2.858253856,0.8,0.8,0.644,0.4141900798,0.9834710744,0,2023
724,EUR_CHF,2023-08-17 12:00:00,2023-08-17 16:00:00,0.956495,0.9531353967,2023-08-18 00:00:00,0.9530903967,stoploss,-1.013394439,3,3.838250827,-1.501665407,0.9,0.9,0.95599,0.4762467099,0.575,0,2023
725,AUD_JPY,2023-08-18 08:00:00,2023-08-18 12:00:00,93.1445,92.3552164,2023-10-13 12:00:00,94.6375,time_exit,1.891588774,240,4.785985663,-0.4504084456,0.1,0.9,93.033,0.33194659,0.8473282443,180,2023
726,CAD_JPY,2023-08-18 08:00:00,2023-08-18 12:00:00,107.4965,106.8498921,2023-08-23 16:00:00,106.8483921,stoploss,-1.002319799,20,5.67809376,-1.47616519,0.3,0.3,107.293,0.6402644196,0.9758454106,6,2023
727,USD_JPY,2023-08-18 20:00:00,2023-08-21 00:00:00,145.3055,144.461306,2023-09-01 12:00:00,144.460806,stoploss,-1.000592281,58,5.749271221,-1.022869208,0.1,0.1,145.06,0.3103552199,2.297709924,39,2023
728,EUR_GBP,2023-08-23 00:00:00,2023-08-23 04:00:00,0.851785,0.8490067449,2023-10-18 04:00:00,0.868565,time_exit,6.039762183,240,6.772236322,-0.9196419772,0.1,0.5,0.85135,0.460720834,0.671875,146,2023
729,EUR_AUD,2023-08-23 04:00:00,2023-08-23 08:00:00,1.687345,1.677202582,2023-08-23 20:00:00,1.677157582,stoploss,-1.004436812,4,0.2548701851,-5.469602909,0.9,0.9,1.68526,0.5383331569,0.7509157509,0,2023
730,EUR_NZD,2023-08-23 04:00:00,2023-08-23 08:00:00,1.825635,1.814017821,2023-09-01 00:00:00,1.813937821,stoploss,-1.006886354,41,1.042852176,-6.445196591,0.9,1.6,1.82148,0.4131812172,1.7125,34,2023
731,GBP_AUD,2023-08-23 04:00:00,2023-08-23 08:00:00,1.98107,1.970029898,2023-08-23 12:00:00,1.969909898,stoploss,-1.010869465,2,0.3460112929,-8.631260759,2.4,2.4,1.97787,0.4347785879,1.291666667,0,2023
732,CAD_CHF,2023-08-23 16:00:00,2023-08-23 20:00:00,0.64934,0.6456253839,2023-10-18 20:00:00,0.655785,time_exit,1.735037996,240,9.045349368,-0.9153032099,0.2,0.3,0.64659,0.3553530109,4.136363636,153,2023
733,EUR_USD,2023-08-25 08:00:00,2023-08-25 12:00:00,1.078665,1.073430434,2023-09-05 12:00:00,1.073395434,stoploss,-1.006686324,43,3.036546077,-6.461854108,0.7,0.7,1.07764,0.3973586562,0.9615384615,19,2023
734,NZD_USD,2023-08-25 08:00:00,2023-08-25 12:00:00,0.59111,0.5866586988,2023-09-05 12:00:00,0.5866486988,stoploss,-1.002246534,43,3.24624179,-2.145440076,0.2,0.2,0.59021,0.3459662531,1.220779221,30,2023
735,NZD_CAD,2023-08-28 00:00:00,2023-08-28 04:00:00,0.804105,0.798841109,2023-09-07 00:00:00,0.798771109,stoploss,-1.013298148,48,3.365381215,-1.8930863,0.1,1.4,0.80147,0.3913454871,2.563106796,26,2023
736,NZD_CHF,2023-08-28 00:00:00,2023-08-28 04:00:00,0.52294,0.5192397501,2023-10-20 08:00:00,0.5191797501,stoploss,-1.016215121,236,7.621106967,-1.491791151,1.2,1.2,0.52094,0.4486183534,2.337349398,146,2023
737,GBP_AUD,2023-08-29 12:00:00,2023-08-29 16:00:00,1.96335,1.953175395,2023-08-29 16:00:00,1.953055395,stoploss,-1.01179407,1,1.135179233,-7.623883383,2.4,2.4,1.95647,0.4068954132,3.265700483,0,2023
738,USD_CHF,2023-08-30 16:00:00,2023-08-30 20:00:00,0.878465,0.8733302168,2023-10-25 20:00:00,0.896305,time_exit,3.474343393,240,8.949744989,-0.258044002,0.5,0.5,0.87621,0.673835658,1.289017341,143,2023
739,EUR_CHF,2023-09-05 00:00:00,2023-09-05 04:00:00,0.95472,0.9515604022,2023-10-13 16:00:00,0.9515154022,stoploss,-1.014242319,172,4.642995992,-4.10811779,0.2,0.9,0.95355,0.3924550123,1.85483871,97,2023
740,AUD_USD,2023-09-05 12:00:00,2023-09-05 16:00:00,0.63809,0.6324191689,2023-10-03 04:00:00,0.6323791689,stoploss,-1.00705364,118,2.297723183,-1.95385824,0.8,0.8,0.63702,0.4479061307,0.8031496063,66,2023
741,CHF_JPY,2023-09-11 00:00:00,2023-09-11 04:00:00,164.7655,163.846477,2023-09-11 08:00:00,163.841477,stoploss,-1.00544056,2,3.972152832,-5.257213097,0.3,1,164.468,0.4352447974,1.465,0,2023
742,GBP_JPY,2023-09-11 08:00:00,2023-09-11 12:00:00,183.232,182.0770703,2023-09-21 12:00:00,182.0650703,stoploss,-1.010390243,49,2.36204858,-4.457414256,2.4,2.4,182.908,0.396560942,1.331877729,13,2023
743,USD_JPY,2023-09-11 08:00:00,2023-09-11 12:00:00,146.3505,145.3737257,2023-11-06 12:00:00,149.6765,time_exit,3.405085599,240,5.495128369,-0.1551023657,0.1,0.1,146.148,0.5016512158,0.7959183673,218,2023
744,GBP_CAD,2023-09-12 04:00:00,2023-09-12 08:00:00,1.69928,1.691272571,2023-09-12 16:00:00,1.691012571,stoploss,-1.032469849,3,0.3521729754,-7.946371073,0.4,5.2,1.69696,0.2572611097,2.262135922,0,2023
745,NZD_CAD,2023-09-13 00:00:00,2023-09-13 04:00:00,0.80081,0.7961878562,2023-09-18 16:00:00,0.7961178562,stoploss,-1.015144488,22,4.545509811,-1.443053329,0.2,1.4,0.79908,0.4802966102,1.540540541,6,2023
