trade_id,race_condition,mae_mfe_ratio_winners
980,-238.0,0.028270205
981,237.0,
982,-92.0,0.58201015
983,-12.0,
984,-226.0,0.10837007
985,-239.0,0.014265636
986,-141.0,0.43725622
987,-217.0,0.08580201
988,73.0,
989,26.0,
990,29.0,
991,-236.0,0.057401747
992,166.0,
993,3.0,
994,-34.0,
995,-14.0,
996,239.0,
997,222.0,
998,35.0,
999,32.0,
1000,29.0,
1001,-213.0,0.14863475
1002,-73.0,
1003,-162.0,
1004,-226.0,0.20856832
1005,-197.0,0.15056531
1006,-135.0,
1007,64.0,
1008,53.0,
1009,-83.0,
1010,226.0,
1011,235.0,
1012,232.0,
1013,-26.0,
1014,228.0,
1015,-18.0,
1016,148.0,
1017,11.0,
1018,-30.0,
1019,-16.0,
1020,202.0,
1021,237.0,
1022,9.0,0.6551007
1023,-212.0,0.07671209
1024,-49.0,
1025,-44.0,
1026,180.0,
1027,-17.0,
1028,231.0,
1029,175.0,
1030,149.0,
1031,-35.0,
1032,-234.0,0.13792232
1033,-22.0,
1034,138.0,
1035,208.0,
1036,95.0,
1037,54.0,
1038,225.0,
1039,22.0,
1040,-232.0,0.14031018
1041,16.0,
1042,-7.0,
1043,78.0,
1044,116.0,
1045,187.0,
1046,27.0,
1047,-237.0,0.046081923
1048,-229.0,0.07452653
1049,-233.0,0.18219776
1050,-238.0,0.042474754
1051,-239.0,0.048405085
1052,-221.0,0.11473378
1053,-237.0,0.08952645
1054,-221.0,0.12231774
1055,-25.0,
1056,-237.0,0.0030494833
1057,-26.0,
1058,20.0,
1059,-23.0,
1060,-225.0,0.09518467
1061,-24.0,
1062,-18.0,
1063,38.0,
1064,25.0,
1065,39.0,
1066,25.0,
1067,-231.0,0.019374851
1068,-232.0,0.080808
1069,-232.0,0.05127261
1070,-234.0,0.019269008
1071,-113.0,0.3236673
1072,-232.0,0.039175358
1073,-231.0,0.14407472
1074,-55.0,
1075,-20.0,
1076,189.0,
1077,86.0,
1078,106.0,
1079,66.0,
1080,65.0,2.6315746
1081,-17.0,
1082,-33.0,
1083,-55.0,
1084,-41.0,
1085,224.0,
1086,-63.0,0.31244275
1087,-104.0,0.5010482
1088,-45.0,0.27309656
1089,122.0,
1090,233.0,
1091,11.0,
1092,-59.0,0.3779102
1093,239.0,
1094,33.0,
1095,41.0,
1096,234.0,
1097,36.0,
1098,-98.0,
1099,218.0,
1100,-27.0,
1101,-45.0,
1102,16.0,
1103,-103.0,0.27980325
1104,36.0,
1105,239.0,
1106,203.0,
1107,221.0,
1108,159.0,
1109,-173.0,0.2178589
1110,-175.0,0.17772055
1111,-239.0,0.0015513442
1112,-169.0,0.13852854
1113,-19.0,
1114,50.0,
1115,-8.0,
1116,-3.0,
1117,240.0,
1118,218.0,
1119,-220.0,0.14224677
1120,95.0,
1121,238.0,
1122,-221.0,0.17250724
1123,-142.0,
1124,-225.0,0.08684409
1125,221.0,
1126,-227.0,0.05334148
1127,-236.0,0.0049218223
1128,123.0,
1129,26.0,
1130,65.0,
1131,79.0,
1132,-36.0,
1133,240.0,
1134,-18.0,
1135,227.0,
1136,237.0,
1137,225.0,
1138,236.0,
1139,226.0,
1140,227.0,
1141,217.0,
1142,206.0,
1143,-238.0,
1144,51.0,
1145,169.0,
1146,24.0,0.41397318
1147,131.0,
1148,238.0,
1149,216.0,
1150,223.0,
1151,-57.0,
1152,213.0,
1153,158.0,
1154,201.0,
1155,176.0,
1156,53.0,
1157,-71.0,
1158,-23.0,
1159,235.0,
1160,194.0,
1161,202.0,
1162,97.0,
1163,82.0,
1164,37.0,1.4077357
1165,-15.0,
1166,53.0,
1167,23.0,
1168,1.0,
1169,-240.0,0.00978577
1170,239.0,
1171,90.0,
1172,-80.0,0.8778514
1173,25.0,
1174,-66.0,0.3335863
1175,-50.0,0.39175248
1176,19.0,
1177,-239.0,0.12248174
1178,24.0,
1179,-67.0,0.27436045
1180,-178.0,0.2740749
1181,-72.0,0.58329165
1182,-76.0,
1183,63.0,
1184,184.0,
1185,-8.0,
1186,33.0,
1187,-226.0,0.068924926
1188,134.0,
1189,-21.0,
1190,9.0,
1191,239.0,
1192,236.0,
1193,-239.0,0.00022867505
1194,-56.0,1.2647421
1195,-214.0,0.10133935
1196,49.0,1.6580391
1197,219.0,
1198,-27.0,
1199,41.0,
1200,-19.0,
1201,234.0,
1202,-22.0,
1203,-81.0,
1204,223.0,
1205,-225.0,0.059636615
1206,39.0,
1207,16.0,
1208,215.0,
1209,231.0,
1210,230.0,
1211,-25.0,
1212,-17.0,
1213,-104.0,
1214,231.0,
1215,-19.0,
1216,238.0,
1217,-17.0,0.6396097
1218,-23.0,
1219,26.0,1.0441258
1220,71.0,
1221,-68.0,
1222,61.0,
1223,-55.0,
1224,234.0,
1225,214.0,
1226,-15.0,
1227,218.0,
1228,-55.0,
1229,-149.0,
1230,-6.0,
1231,-74.0,
1232,-60.0,
1233,-36.0,
1234,217.0,
1235,-168.0,0.11616165
1236,-28.0,
1237,4.0,
1238,0.0,0.5476588
1239,236.0,
1240,234.0,
1241,170.0,
1242,238.0,
1243,224.0,
1244,209.0,
1245,-16.0,
1246,-66.0,
1247,239.0,
1248,97.0,
1249,129.0,
1250,58.0,
1251,52.0,
1252,10.0,
1253,-226.0,0.25503868
1254,-229.0,0.12674277
1255,-225.0,0.15178283
1256,-58.0,
1257,-235.0,0.15203156
1258,-150.0,
1259,20.0,
1260,19.0,
1261,12.0,
1262,7.0,
1263,19.0,
1264,19.0,
1265,22.0,
1266,-239.0,0.06627827
1267,15.0,
1268,-231.0,0.07404176
1269,-224.0,0.067154765
1270,-230.0,0.096133836
1271,-227.0,0.04971179
1272,-225.0,0.10208506
1273,18.0,
1274,-237.0,0.027586155
1275,-233.0,0.25035247
1276,-169.0,0.03514374
1277,100.0,
1278,-13.0,
1279,76.0,
1280,14.0,
1281,94.0,
1282,27.0,
1283,35.0,
1284,-228.0,0.12834547
1285,-236.0,0.032948606
1286,-39.0,
1287,75.0,
1288,27.0,
1289,-234.0,0.069838054
1290,23.0,
1291,-217.0,0.22868283
1292,-180.0,0.09636529
1293,53.0,
1294,-237.0,0.06489186
1295,24.0,
1296,-237.0,0.00900694
1297,-238.0,0.018408356
1298,-199.0,0.15483883
1299,-59.0,
1300,-47.0,
1301,-35.0,
1302,100.0,
1303,-35.0,
1304,-215.0,0.14949033
1305,-231.0,0.05889984
1306,-238.0,0.076228805
1307,95.0,
1308,11.0,0.22058864
1309,-82.0,
1310,11.0,
1311,30.0,
1312,-222.0,0.14143102
1313,-230.0,0.06629858
1314,-151.0,
1315,11.0,
1316,-112.0,0.354247
1317,-31.0,0.4080924
1318,95.0,
1319,94.0,
1320,78.0,
1321,90.0,
1322,225.0,
1323,-239.0,0.08044674
1324,-189.0,0.11450768
1325,150.0,
1326,40.0,0.47466218
1327,233.0,
1328,-181.0,0.31886828
1329,-46.0,
1330,-194.0,0.40498582
1331,-148.0,
1332,222.0,
1333,72.0,
1334,-39.0,
1335,-29.0,
1336,-21.0,
1337,-27.0,
1338,221.0,
1339,235.0,
1340,-236.0,0.0068222624
1341,-224.0,0.056383897
1342,47.0,
1343,24.0,
1344,230.0,
1345,236.0,
1346,-228.0,0.09870708
1347,76.0,
1348,61.0,
1349,240.0,
1350,167.0,
1351,-230.0,0.1913972
1352,89.0,
1353,238.0,
1354,215.0,
1355,85.0,
1356,238.0,
1357,26.0,
1358,41.0,
1359,-53.0,0.39790845
1360,-236.0,0.04465638
1361,-57.0,
1362,-57.0,
1363,-230.0,0.15115336
1364,-44.0,0.37712753
1365,7.0,
1366,2.0,
1367,4.0,
1368,-27.0,
1369,142.0,
1370,123.0,
1371,110.0,
1372,235.0,
1373,70.0,
1374,26.0,
1375,240.0,
1376,48.0,
1377,-40.0,
1378,-39.0,
1379,16.0,
1380,49.0,
1381,-233.0,0.080660515
1382,-23.0,
1383,216.0,
1384,228.0,
1385,-237.0,0.06276282
1386,49.0,
1387,-124.0,0.621442
1388,-46.0,
1389,-205.0,0.03011274
1390,-70.0,1.1044415
1391,-171.0,0.084933914
1392,237.0,
1393,-238.0,0.044552553
1394,-55.0,0.6075142
1395,-5.0,1.2603188
1396,-85.0,
1397,-236.0,0.11341024
1398,-236.0,0.08402521
1399,16.0,
1400,-228.0,0.04079005
1401,-231.0,0.056072682
