W,capture_ratio,mean_realised_R,mean_peak_R
0.3,0.005298404956136714,0.021072494231547594,3.9771392345428467
0.5,0.0024387834035321963,0.009699381158739837,3.9771392345428467
0.75,0.0021212350994768733,0.00843644733981887,3.9771392345428467
1.0,0.00025474058094372926,0.0010131387591015434,3.9771392345428467
1.5,-0.0014923938130113636,-0.005935457987116495,3.9771392345428467
