trade_id,local_peaks_count,monotonicity_ratio_in_profit
1623,0,0.0
1624,18,0.5531914893617021
1625,10,0.5196078431372549
1626,35,0.5932203389830508
1627,8,0.6346153846153846
1628,1,0.6666666666666666
1629,1,0.6666666666666666
163,10,0.5079365079365079
1630,3,0.75
1631,6,0.5
1632,2,1.0
1633,15,0.49523809523809526
1634,16,0.4954954954954955
1635,23,0.5384615384615384
1636,19,0.5272727272727272
1637,3,0.6
1638,2,0.5
1639,3,0.2857142857142857
164,15,0.5294117647058824
1640,0,
1641,0,
1642,0,
1643,6,0.6153846153846154
1644,0,
1645,14,0.5221238938053098
1646,15,0.4954954954954955
1647,3,1.0
1648,8,0.5294117647058824
1649,1,0.3333333333333333
165,0,
1650,1,
1651,0,
1652,19,0.48514851485148514
1653,10,0.5
1654,11,0.5660377358490566
1655,21,0.46218487394957986
1656,6,0.6666666666666666
1657,32,0.6037735849056604
1658,3,1.0
1659,22,0.5416666666666666
166,2,0.25
1660,8,0.45
1661,17,0.5344827586206896
1662,15,0.4891304347826087
1663,1,0.5
1664,1,0.6666666666666666
1665,0,
1666,16,0.5172413793103449
1667,0,
1668,8,0.5483870967741935
1669,13,0.42424242424242425
167,0,0.0
1670,0,
1671,5,0.5396825396825397
1672,16,0.5263157894736842
1673,3,0.625
1674,0,
1675,4,0.5333333333333333
1676,5,0.5833333333333334
1677,2,0.5384615384615384
1678,0,
1679,0,
168,8,0.5512820512820513
1680,3,0.5
1681,10,0.5142857142857142
1682,10,0.3728813559322034
1683,5,0.45454545454545453
1684,0,
1685,2,1.0
1686,12,0.5277777777777778
1687,7,0.5798319327731093
1688,3,0.5
1689,4,0.5535714285714286
169,1,0.5
1690,0,1.0
1691,5,0.4
1692,0,
1693,1,0.0
1694,8,0.4444444444444444
1695,0,
1696,5,0.5
1697,0,
1698,4,1.0
1699,0,0.5
17,6,0.5081967213114754
170,5,0.527027027027027
1700,1,0.6
1701,3,0.45
1702,0,
1703,0,
1704,1,1.0
1705,0,0.0
1706,0,
1707,1,
1708,4,0.5333333333333333
1709,15,0.5327102803738317
171,11,0.5287356321839081
1710,18,0.5
1711,19,0.49166666666666664
1712,12,0.5575221238938053
1713,1,0.0
1714,0,
1715,3,0.5
1716,0,0.5
1717,8,0.48
1718,6,0.5111111111111111
1719,0,
172,8,0.5303030303030303
1720,10,0.5865384615384616
1721,4,0.75
1722,0,0.0
1723,14,0.5151515151515151
1724,4,0.2222222222222222
1725,4,0.55
1726,12,0.5063291139240507
1727,13,0.4897959183673469
1728,16,0.5084745762711864
1729,0,0.0
173,17,0.5833333333333334
1730,16,0.5294117647058824
1731,5,0.5714285714285714
1732,0,
1733,5,0.5333333333333333
1734,1,1.0
1735,2,0.0
1736,1,
1737,16,0.42857142857142855
1738,24,0.48695652173913045
1739,7,0.7
174,2,0.5357142857142857
1740,0,
1741,17,0.5462962962962963
1742,3,0.5714285714285714
1743,21,0.584070796460177
1744,16,0.5254237288135594
1745,3,0.35
1746,12,0.47297297297297297
1747,6,0.6607142857142857
1748,11,0.49230769230769234
1749,0,
175,18,0.525
1750,10,0.5142857142857142
1751,3,0.5882352941176471
1752,0,
1753,2,0.47058823529411764
1754,0,
1755,3,0.4
1756,5,0.4583333333333333
1757,2,0.6666666666666666
1758,2,0.5
1759,2,0.625
176,0,0.6666666666666666
1760,2,0.5
1761,4,0.5555555555555556
1762,4,0.42857142857142855
1763,2,0.3333333333333333
1764,5,0.4576271186440678
1765,3,0.6666666666666666
1766,1,0.6666666666666666
1767,2,0.75
1768,4,0.6666666666666666
1769,24,0.5084745762711864
177,2,0.6
1770,3,0.375
1771,7,0.5510204081632653
1772,15,0.5319148936170213
1773,5,0.47058823529411764
1774,7,0.5128205128205128
1775,6,0.4915254237288136
1776,7,0.5108695652173914
1777,14,0.5046728971962616
1778,2,0.5901639344262295
1779,0,0.3333333333333333
178,0,
1780,0,
1781,13,0.5084745762711864
1782,10,0.5
1783,14,0.5094339622641509
1784,11,0.5185185185185185
1785,11,0.6039603960396039
1786,16,0.5555555555555556
1787,26,0.5535714285714286
1788,14,0.48695652173913045
1789,0,0.0
179,0,0.0
1790,0,0.0
1791,17,0.5
1792,0,
1793,0,
1794,9,0.5769230769230769
1795,14,0.5309734513274337
1796,21,0.4778761061946903
1797,0,0.0
1798,14,0.5423728813559322
1799,5,0.40425531914893614
18,0,
180,1,
1800,7,0.5217391304347826
1801,2,1.0
1802,6,0.5
1803,18,0.4957983193277311
1804,0,
1805,1,0.5
1806,0,0.6
1807,17,0.5
1808,17,0.5568181818181818
1809,0,
181,3,0.8333333333333334
1810,0,1.0
1811,21,0.5487804878048781
1812,25,0.4818181818181818
1813,18,0.5423728813559322
1814,0,
1815,0,
1816,0,0.0
1817,0,0.0
1818,1,0.0
1819,7,0.48936170212765956
182,9,0.56
1820,15,0.5576923076923077
1821,0,0.0
1822,0,
1823,2,0.3333333333333333
1824,2,1.0
1825,10,0.514018691588785
1826,9,0.5268817204301075
1827,3,0.6
1828,1,0.3333333333333333
1829,6,0.6521739130434783
183,0,
1830,8,0.5
1831,3,0.4
1832,1,0.5
1833,8,0.575
1834,16,0.48214285714285715
1835,10,0.5192307692307693
1836,5,0.5384615384615384
1837,6,0.5357142857142857
1838,0,
1839,15,0.46551724137931033
184,0,
1840,4,0.8461538461538461
1841,1,0.4
1842,4,0.35714285714285715
1843,0,
1844,12,0.5263157894736842
1845,0,
1846,0,0.5
1847,4,0.5
1848,1,0.0
1849,0,
185,16,0.5798319327731093
1850,20,0.5166666666666667
1851,4,0.4918032786885246
1852,2,0.42857142857142855
1853,0,
1854,1,
1855,2,1.0
1856,10,0.5660377358490566
1857,4,0.5
1858,4,0.3333333333333333
1859,2,1.0
186,2,0.7
1860,1,
1861,3,0.5
1862,0,
1863,0,
1864,0,
1865,0,
1866,0,
1867,12,0.4782608695652174
1868,1,0.75
1869,15,0.5818181818181818
187,18,0.5486725663716814
1870,0,
1871,0,0.0
1872,12,0.5423728813559322
1873,0,
1874,3,0.36363636363636365
1875,0,0.6666666666666666
1876,1,0.5625
1877,25,0.5666666666666667
1878,3,1.0
1879,0,
188,16,0.5148514851485149
