trade_id,pair,final_r,mfe_r,mae_r,bars_held,exit_reason,time_to_peak_mfe
1063,AUD_CHF,-1.001512199,0.2948787942,-1.153807795,13,stoploss,6
1064,CAD_JPY,3.370633125,5.22765744,-0.5786452036,120,time_exit,85
1066,USD_JPY,1.814736754,4.049757634,-0.8693294165,120,time_exit,86
1073,CHF_JPY,-1.000770041,4.138970142,-1.547012282,111,stoploss,61
1084,NZD_CHF,2.294684231,2.952940364,-0.6984549811,120,time_exit,120
1085,USD_CHF,5.771049947,6.077636976,-0.3038124852,120,time_exit,120
1087,GBP_USD,-1.00094773,1.280383566,-1.085151135,43,stoploss,27
1097,CAD_JPY,-1.000825564,2.553468074,-1.546280538,48,stoploss,33
1098,CHF_JPY,-1.000640226,2.11978667,-1.001952926,58,stoploss,39
1099,EUR_JPY,-1.000572242,2.040042796,-1.191980124,42,stoploss,37
1100,AUD_NZD,3.372461991,4.199826069,-0.1873589995,120,time_exit,116
1101,CAD_CHF,-1.003926729,1.280113656,-1.06807029,41,stoploss,33
1104,CAD_JPY,2.231852641,3.339469756,-0.7835580941,120,time_exit,94
1108,CHF_JPY,1.849845096,2.475714642,-0.7178858543,120,time_exit,119
1118,USD_JPY,-1.000783016,0.8902896665,-3.22367859,46,stoploss,33
1120,USD_JPY,4.537140645,5.315003329,-0.06031765015,120,time_exit,97
1121,CAD_JPY,2.730141166,3.464975476,-0.6951135364,120,time_exit,76
1125,USD_JPY,1.649700488,1.989864731,-0.4224186477,120,time_exit,67
1130,EUR_CHF,2.899931419,3.106512555,-0.7429125382,120,time_exit,114
1131,EUR_JPY,3.130453391,3.185445386,-0.6667211273,120,time_exit,94
1133,GBP_CHF,3.93842474,4.376213862,-0.5860671227,120,time_exit,115
1135,GBP_AUD,4.169088163,4.742264579,-0.400281353,120,time_exit,104
1136,GBP_CAD,4.100611136,4.359955801,-0.7234077372,120,time_exit,102
1137,GBP_JPY,4.1025567,4.209676007,-0.9045379796,120,time_exit,118
1138,GBP_NZD,4.204504795,4.842849924,-0.6327842276,120,time_exit,92
1139,GBP_USD,3.781420719,3.881025125,-0.8190024082,120,time_exit,113
1141,USD_CAD,-1.00081927,2.871540018,-1.074062472,116,stoploss,84
1142,EUR_USD,6.976269905,7.412398717,-0.8767353321,120,time_exit,120
1148,EUR_CAD,-1.000938657,0.6655081643,-1.129204967,16,stoploss,10
1158,NZD_CAD,-1.001255853,3.598019339,-1.003426685,111,stoploss,76
1171,GBP_JPY,-1.000492153,1.823425412,-1.142286203,39,stoploss,30
1176,USD_CAD,-1.000903042,1.030370387,-1.006891307,11,stoploss,7
1177,AUD_NZD,-1.001039666,1.024071151,-1.458651599,10,stoploss,8
1178,USD_CAD,2.838687479,4.722906163,-0.8986519071,120,time_exit,110
1181,EUR_AUD,-1.000568581,0.5213884217,-1.102477808,18,stoploss,13
1182,USD_CHF,3.823823923,5.039277587,-0.3270228866,120,time_exit,102
1195,EUR_AUD,4.000516488,5.124315494,-0.2755647265,120,time_exit,105
1198,GBP_NZD,1.296351129,2.714556794,-0.3285132426,120,time_exit,70
1201,GBP_CAD,-1.000617928,1.313096086,-1.132661235,23,stoploss,16
1203,EUR_USD,-1.0009718,0.2789065214,-1.485881781,20,stoploss,15
1205,GBP_USD,-1.000623007,1.009894414,-1.104591484,27,stoploss,17
1210,GBP_CAD,-1.000542333,1.473520054,-1.123172629,53,stoploss,47
1217,EUR_CHF,4.072320817,4.93768899,-0.7333948137,120,time_exit,105
1218,GBP_CHF,-1.001035846,2.242605593,-1.563090919,37,stoploss,32
