day,n_bars,n_open,n_closes,n_sl_closes,dd_daystart_pct,dd_dayhigh_pct,dd_cons_daystart_pct,realized_drop_pct,floating_drop_pct,total_drop_pct,dominant_ccy
2010-02-26,6,5,0,0,0.253238373085026,0.31795109807836136,1.1865374138978309,-0.0,0.2532383730850287,0.2532383730850287,EUR
2010-02-27,1,0,0,0,0.0,0.0,0.9721742690552019,-0.0,-0.0,0.0,EUR
2010-03-01,6,6,1,0,0.41364141782094294,0.7056761408046776,1.4190675726318476,-0.0,0.4136414178209455,0.4136414178209453,EUR
2010-03-02,6,5,1,1,0.400078421643748,0.4889528790937979,0.7250418598360189,-0.0,0.40007842164375557,0.4000784216437554,EUR
2010-03-03,6,4,0,0,0.033134060839846526,0.16426182497993916,0.7317364244977529,-0.0,0.033134060839846984,0.033134060839846984,EUR
2010-03-04,6,6,0,0,0.105809847129232,0.20423221747623344,0.9781172757482829,-0.0,0.10580984712922237,0.10580984712922237,EUR
2010-03-05,6,8,0,0,0.0,0.0,0.9877315800474049,-0.0,-0.26623169674317065,-0.26623169674317076,EUR
2010-03-08,6,8,0,0,0.0,0.12360191321834132,1.9781963972275076,-0.0,-0.28669626829398104,-0.28669626829398104,CHF
2010-03-09,6,8,0,0,0.5992914684648233,0.5992914684648233,2.4295598395755333,-0.0,0.5992914684648133,0.5992914684648133,CHF
2010-03-10,6,9,0,0,0.0,0.1639971703750538,2.2817014014144954,-0.0,-0.12629610756984794,-0.12629610756984794,CHF
2010-03-11,6,9,1,0,0.05645022784230511,0.060021725534137454,2.1870145761045663,-0.2750483338515058,0.3314985616938167,0.05645022784231093,EUR
2010-03-12,6,8,2,2,0.4031067776652589,0.537010227770856,2.555397955306018,-0.0,0.4031067776652629,0.4031067776652629,EUR
2010-03-15,6,6,0,0,0.20320190166972474,0.2753568756609051,2.2422270924987404,-0.0,0.20320190166972252,0.20320190166972252,JPY
2010-03-16,6,6,2,0,0.14558749036009355,0.14558749036009355,2.0884902588220178,-0.0,0.14558749036009805,0.14558749036009805,JPY
2010-03-17,6,4,0,0,0.0,0.16752973220472528,2.113816553221863,-0.30548559371990097,0.18431726792517397,-0.121168325794727,JPY
2010-03-18,6,4,1,0,0.2236160958896323,0.2236160958896323,2.2409846244708316,-0.0,0.22361609588963188,0.22361609588963188,JPY
2010-03-19,6,6,0,0,0.2940302137830452,0.32819937023890616,1.919727619268248,-0.0,0.29403021378304617,0.29403021378304617,AUD
2010-03-22,6,7,2,0,0.35129124475025864,0.37864397691650464,1.8334292645924881,-0.0,0.35129124475025547,0.35129124475025547,AUD
2010-03-23,6,5,0,0,0.22640920678909962,0.22640920678909962,1.4790849056264332,-0.0,0.2264092067890895,0.2264092067890895,AUD
2010-03-24,6,5,0,0,0.7128883415221142,0.846416609478752,1.8791515081128543,-0.0,0.7128883415221119,0.7128883415221119,AUD
2010-03-25,6,6,1,1,0.5993580880083971,0.8083646636614992,1.6331987949721596,0.5063887049425423,0.09296938306585843,0.5993580880084006,AUD
2010-03-26,6,6,0,0,0.614730446625966,0.9085108644193907,1.8343045571793208,-0.0,0.614730446625967,0.6147304466259673,AUD
2010-03-29,6,8,0,0,0.0,0.0,1.606080689418271,-0.0,-0.34292124012024805,-0.34292124012024805,AUD
2010-03-30,6,8,0,0,0.07019134472206125,0.09690093383580849,3.8663076726136105,-0.0,0.07019134472204971,0.07019134472204971,AUD
2010-03-31,6,8,0,0,0.7558929519997349,1.1092715162379287,4.1686796345011645,-0.0,0.755892951999742,0.755892951999742,AUD
2010-04-01,6,11,0,0,0.16684959461817703,0.4106228580956476,4.460803914489534,-0.0,0.16684959461817525,0.16684959461817525,AUD
2010-04-02,6,12,0,0,0.1081786294602628,0.31497180048662543,5.2224654854605355,-0.0,0.1081786294602681,0.1081786294602681,AUD
2010-04-03,1,12,0,0,0.09874615049433506,0.09874615049433506,5.885451767130053,-0.0,0.0987461504943294,0.0987461504943294,AUD
2010-04-05,6,12,0,0,0.0,0.189240810574368,5.831188584834361,-0.0,-0.29033033587743245,-0.29033033587743245,AUD
2010-04-06,6,13,1,0,0.3840280116738048,0.3840280116738048,5.795937684579378,-0.0,0.38402801167381434,0.38402801167381434,AUD
2010-04-07,6,13,0,0,0.3741781848183199,0.3741781848183199,6.216598705859555,-0.0,0.3741781848183157,0.3741781848183157,AUD
2010-04-08,6,13,0,0,0.8051995389435539,0.8051995389435539,6.439803803433168,-0.0,0.8051995389435554,0.8051995389435554,AUD
2010-04-09,6,14,1,0,0.10188823525094774,0.2638736924907416,6.269705289855378,-0.0,0.10188823525093846,0.10188823525093846,AUD
2010-04-10,1,13,0,0,0.0,0.0,5.925323997719737,-0.0,-0.059789745647308816,-0.059789745647308816,AUD
2010-04-12,6,13,5,0,1.719288514311566,1.8895222081782812,5.387636134009765,-2.1966564673027706,3.915944981614335,1.7192885143115642,AUD
2010-04-13,6,10,4,0,0.6425943576581766,0.6425943576581766,2.7445877734104585,-1.0874229819618582,1.7300173396200227,0.6425943576581647,AUD
2010-04-14,6,6,0,0,0.0,0.02910801013110474,1.600175976915084,-0.4888378725973481,0.3381735269734211,-0.1506643456239272,AUD
2010-04-15,6,6,0,0,0.2814215269590165,0.4780555689382984,2.419362926119155,-0.0,0.28142152695902983,0.28142152695903005,AUD
2010-04-16,6,7,0,0,1.170983666250565,1.170983666250565,3.7016131557984853,-0.0,1.1709836662505488,1.170983666250549,AUD
2010-04-17,1,8,0,0,0.11239323739004586,0.11239323739004586,2.6026230102323757,-0.0,0.11239323739004368,0.11239323739004373,JPY
2010-04-19,6,11,1,0,0.9591676334743449,0.9591676334743449,2.783893127087252,-0.6775716219537554,1.6367392554281095,0.9591676334743539,JPY
2010-04-20,6,15,2,0,0.0,0.32808964155532677,3.4919283772585965,-0.0,-0.6012020940665024,-0.6012020940665017,JPY
2010-04-21,6,14,0,0,0.3480258437726895,0.8018962588400366,5.268567433888198,-0.0,0.3480258437727007,0.34802584377270107,JPY
2010-04-22,6,16,0,0,1.35163367315902,1.35163367315902,5.371159249465607,-0.0,1.3516336731590177,1.3516336731590184,JPY
2010-04-23,6,16,0,0,2.2718165393329803,2.2718165393329803,6.7717901147651665,-0.0,2.2718165393329786,2.2718165393329786,JPY
2010-04-24,1,16,0,0,0.0,0.0,6.630934272417926,-0.0,-0.11112402907056287,-0.11112402907056204,JPY
2010-04-26,6,17,1,1,0.0,0.37181928243477047,6.7007381255494884,-0.0,-0.24070177554565098,-0.24070177554565017,JPY
2010-04-27,6,17,5,0,3.5029508070439768,3.5029508070439768,7.399761010317866,-1.3109862338137162,4.813937040857693,3.502950807043977,AUD
2010-04-28,6,12,0,0,0.0,0.3915675259093636,3.7859781242985044,-0.0,-0.1086781320585215,-0.1086781320585215,AUD
2010-04-29,6,14,0,0,0.35770645259544853,0.35770645259544853,5.551681506456836,-0.0,0.35770645259545697,0.3577064525954576,AUD
2010-04-30,6,14,0,0,0.0,0.2595059616462768,6.345916809043524,-0.0,-0.16588560863318502,-0.16588560863318336,JPY
2010-05-01,1,14,0,0,0.12895465783949667,0.12895465783949667,5.392044606904816,-0.0,0.12895465783949586,0.12895465783949586,GBP
2010-05-03,6,14,0,0,0.36677323971615705,0.7299889817207909,5.31716210985335,-0.0,0.36677323971617726,0.3667732397161765,GBP
2010-05-04,6,15,4,1,1.1774024009564072,1.6427436847610783,5.013382086455765,-0.29657480970832995,1.4739772106647318,1.1774024009564024,GBP
2010-05-05,6,11,2,1,0.5397146552948956,0.5605774748598268,4.213528703642672,0.23156077450561385,0.3081538807892863,0.5397146552948997,GBP
2010-05-06,6,13,5,4,4.655351088567993,4.8917427835693506,8.12250019540111,-0.6176937225137292,5.273044811081728,4.655351088567999,GBP
2010-05-07,6,11,6,0,0.5268808749904561,1.6198501164480978,3.4025609192597632,-3.033327677864949,3.5602085528553937,0.526880874990444,CHF
2010-05-08,1,5,0,0,0.007041312190097678,0.007041312190097678,2.6215675533248106,-0.0,0.00704131219009854,0.00704131219009854,CHF
2010-05-10,6,7,0,0,0.0,0.8853922373371589,2.8271106359808766,-0.0,-1.089103381714299,-1.089103381714299,CHF
2010-05-11,6,8,0,0,2.0779404877211327,2.0779404877211327,4.543200553629993,-0.0,2.077940487721117,2.077940487721117,GBP
2010-05-12,6,8,0,0,1.2693784113623272,1.3079869525610437,3.3999049050149823,-0.0,1.2693784113623179,1.2693784113623179,GBP
2010-05-13,6,8,1,0,0.674197828818883,0.7531546308791116,2.2801991604253184,-0.14173475795785873,0.8159325867767383,0.6741978288188796,CHF
2010-05-14,6,7,0,0,0.11875733596279744,0.11875733596279744,1.2393563544283903,-0.0,0.1187573359628045,0.1187573359628045,CHF
2010-05-15,1,7,0,0,0.0,0.0,1.244429913165878,-0.0,-0.20531206711441452,-0.20531206711441452,CHF
2010-05-17,6,7,2,2,1.0265005852807496,1.0265005852807496,1.9827227830405438,-0.0,1.0265005852807303,1.0265005852807303,CHF
2010-05-18,6,5,0,0,0.2494596164736567,0.4036019232234251,1.4570869391242813,0.9940964990757589,-0.7446368826021199,0.24945961647363904,CHF
2010-05-19,6,5,1,1,0.0,0.0,1.489378531166072,-0.0,-0.0031563938116619065,-0.0031563938116619065,CHF
2010-05-20,6,4,1,1,1.216218396781457,1.278429614179246,5.5954133973280245,-0.0,1.2162183967814584,1.2162183967814586,CHF
2010-05-21,6,3,1,0,0.28657297871872195,0.3674148024803778,2.5168508220141006,-0.7264488048993444,1.013021783618074,0.28657297871872944,GBP
2010-05-22,1,2,0,0,0.10113751267639565,0.10113751267639565,2.4148277857562865,-0.0,0.10113751267640703,0.10113751267640653,GBP
2010-05-24,6,2,0,0,0.0,0.24926954419340325,2.3160326508957803,-0.0,-0.14771409174236522,-0.14771409174236486,GBP
2010-05-25,6,3,0,0,0.13789259824112274,0.3163309327475292,2.7705721087415074,-0.0,0.1378925982411107,0.13789259824111105,GBP
2010-05-26,6,3,0,0,0.14186380503455834,0.25285950465262247,2.91119860534836,-0.0,0.1418638050345685,0.14186380503456836,GBP
2010-05-27,6,3,1,0,0.0869742318303465,0.10219862833628546,2.0747086089929874,-0.0,0.08697423183034525,0.08697423183034567,GBP
2010-05-28,6,3,0,0,0.13018430483581542,0.16691234876297328,1.4220814198056122,-0.0,0.13018430483582485,0.13018430483582455,CHF
2010-05-29,1,3,0,0,0.0002029884301490843,0.0002029884301490843,1.1434359103107634,-0.0,0.00020298843014970646,0.00020298843014991387,CHF
2010-05-31,6,3,0,0,0.029471664584655777,0.10669210028421948,1.2586262263031522,-0.0,0.029471664584649865,0.02947166458464997,CHF
2010-06-01,6,4,1,1,0.11457190522955178,0.11457190522955178,1.3761914932957258,-0.0,0.11457190522954484,0.11457190522954433,EUR
2010-06-02,6,4,0,0,0.09907732465116316,0.15795556545090084,1.113656898703371,-0.0,0.09907732465117466,0.09907732465117396,CHF
2010-06-03,6,5,0,0,0.2141287758017426,0.49655754331353097,1.39417675731976,-0.0,0.2141287758017415,0.21412877580174097,EUR
2010-06-04,6,6,1,1,0.7534583230188758,0.8113886299142173,1.9446557733394443,0.46810217059188736,0.2853561524269866,0.7534583230188743,EUR
2010-06-05,1,5,0,0,0.0,0.0,1.2510363959871662,-0.0,-0.03471407306874889,-0.034714073068749206,EUR
2010-06-07,6,10,1,0,0.8549722160528749,0.8549722160528749,2.358498071812845,-0.3756084589749097,1.230580675027793,0.8549722160528832,EUR
2010-06-08,6,10,1,0,0.18347375941278934,0.6347024956176944,1.670016662469131,-0.0,0.18347375941277394,0.18347375941277416,EUR
2010-06-09,6,13,0,0,0.35988539354096405,0.8982274597610113,1.875488551176839,-0.0,0.35988539354097837,0.35988539354097754,JPY
2010-06-10,6,14,0,0,0.0,0.3021269259584737,2.5312480763088,-0.0,-0.7013957451269681,-0.7013957451269683,JPY
2010-06-11,6,15,0,0,0.32898368393888094,0.32898368393888094,4.825786974241091,-0.0,0.32898368393886873,0.3289836839388685,JPY
2010-06-12,1,15,0,0,0.10147824389600624,0.10147824389600624,5.059363748650548,-0.0,0.1014782438960048,0.1014782438960046,CAD
2010-06-14,6,15,0,0,0.0,0.0,4.962921790633609,-0.0,-0.5878602124599857,-0.5878602124599851,CAD
2010-06-15,6,17,0,0,0.5195943797082923,0.5195943797082923,5.700977406166942,-0.0,0.5195943797082923,0.5195943797082923,CAD
2010-06-16,6,17,1,1,0.7870110192774381,0.7870110192774381,5.6249186403282785,0.45645609607629245,0.3305549232011343,0.7870110192774267,CAD
2010-06-17,6,16,0,0,0.7671935505996079,0.7671935505996079,5.384758642916576,-0.0,0.7671935505996096,0.7671935505996104,CAD
2010-06-18,6,18,0,0,0.8779534686927046,1.1323708714172134,4.8504434051554455,-0.0,0.8779534686927059,0.8779534686927062,GBP
2010-06-19,1,18,0,0,0.0,0.0,4.08715076014739,-0.0,-0.04534351194482165,-0.045343511944822876,GBP
2010-06-21,6,19,0,0,0.6675295006850457,0.6675295006850457,5.422884466033877,-0.0,0.6675295006850388,0.6675295006850392,GBP
2010-06-22,6,19,1,1,1.1287506778330871,1.1287506778330871,5.204267971597925,-0.0,1.1287506778330834,1.1287506778330831,GBP
2010-06-23,6,19,4,2,0.0,0.034467235517866825,5.315466189954811,-0.0,-0.015988708122381328,-0.01598870812238174,GBP
2010-06-24,6,16,1,0,0.0,0.5187273944206573,5.850331301693188,0.45817922547818307,-0.5537146866065994,-0.0955354611284168,GBP
2010-06-25,6,15,1,0,0.18871760503351975,0.5381948989215096,6.058723617376495,-0.0,0.18871760503350837,0.1887176050335076,GBP
2010-06-26,1,15,0,0,0.05133893534362365,0.05133893534362365,5.910507211401004,-0.0,0.05133893534361269,0.05133893534361146,GBP
2010-06-28,6,15,1,1,0.19884312691848477,0.19884312691848477,6.285208007505003,-0.0,0.1988431269184998,0.19884312691850103,GBP
2010-06-29,6,16,1,0,0.0,0.022415798329755356,6.225050700070101,-0.0,-0.12659367384429443,-0.12659367384429362,GBP
2010-06-30,6,16,4,0,0.29508761799704264,0.29508761799704264,6.818252978156697,-0.0,0.29508761799702665,0.29508761799702743,GBP
2010-07-01,6,12,1,0,0.0,0.0,5.750294111481771,-0.23464974136040354,0.08001960742931245,-0.15463013393109068,EUR
2010-07-02,6,11,1,0,0.1554334881817144,0.1554334881817144,7.075641169408373,-0.0,0.1554334881817277,0.15543348818172692,GBP
2010-07-03,1,11,0,0,0.0,0.0,7.480274591068689,-0.0,-0.13990158102371525,-0.139901581023716,GBP
2010-07-05,6,11,0,0,0.6133871341693823,0.7085401321529491,7.746394075346945,-0.0,0.6133871341693894,0.6133871341693886,GBP
2010-07-06,6,13,3,0,0.34964435316149867,0.6740447963054843,7.570014372647556,-0.0,0.3496443531614854,0.3496443531614847,GBP
2010-07-07,6,10,3,0,0.6816333348411295,0.8005092003317733,5.40229989323951,-0.0,0.6816333348411393,0.6816333348411389,EUR
2010-07-08,6,7,0,0,0.056038137981038585,0.30254690622034397,3.608923680269009,-1.204036826503376,1.2600749644844178,0.05603813798104168,JPY
2010-07-09,6,7,0,0,0.5124451181212948,0.6181578970700866,3.8056030680283937,-0.0,0.5124451181213079,0.5124451181213094,JPY
2010-07-10,1,8,0,0,0.008710938634545366,0.008710938634545366,3.3623751336100343,-0.0,0.00871093863454846,0.00871093863454846,JPY
2010-07-12,6,8,2,0,0.49108304252904533,0.5884691722701402,3.4355553455661623,-0.37449861973630527,0.8655816622653363,0.4910830425290308,JPY
2010-07-13,6,6,0,0,0.4050124213808623,0.42937053253790197,2.4413285412633714,-0.0,0.4050124213808799,0.40501242138088017,JPY
2010-07-14,6,6,0,0,0.0,0.3633767630815666,2.7864429806434,-0.0,-0.14676482929181586,-0.14676482929181625,JPY
2010-07-15,6,7,0,0,0.10423701224141017,0.17854529888352838,3.042479142287939,-0.0,0.10423701224141904,0.10423701224141868,JPY
2010-07-16,6,9,0,0,0.4164030225725348,0.619608806030518,3.6637514974132714,-0.0,0.4164030225725383,0.41640302257253864,JPY
2010-07-17,1,9,0,0,0.024250666209364013,0.024250666209364013,3.4602815035766947,-0.0,0.024250666209375955,0.02425066620937634,JPY
2010-07-19,6,11,1,0,0.08841779241684165,0.6352282439252082,3.3050596531929917,-0.0,0.0884177924168376,0.08841779241683702,JPY
2010-07-20,6,10,1,0,0.2840295270850897,0.5923623245020139,2.8348868727603787,-0.0,0.28402952708507995,0.2840295270850798,JPY
2010-07-21,6,9,2,0,1.1397664990466139,1.157528764978644,3.0914893821861047,-0.8471391035289276,1.98690560257554,1.1397664990466132,JPY
2010-07-22,6,8,0,0,0.6568591799764959,0.6568591799764959,1.5716696762698106,-0.0,0.656859179976492,0.656859179976492,JPY
2010-07-23,6,10,0,0,0.03905665623679625,0.6227767798186389,2.1531806621781215,-0.0,0.03905665623680622,0.039056656236806264,JPY
2010-07-24,1,11,0,0,0.0,0.0,3.501887442413537,-0.0,-0.08469692054227218,-0.08469692054227236,JPY
2010-07-26,6,11,0,0,0.5443488771758007,1.1060231491411232,3.5995024358525467,-0.0,0.5443488771758077,0.5443488771758068,JPY
2010-07-27,6,11,0,0,0.0,0.0,3.0718752772567344,-0.0,-0.08175882569379005,-0.08175882569378948,JPY
2010-07-28,6,11,0,0,0.20101655731985332,0.42084326652050524,3.485549282509165,-0.0,0.20101655731985896,0.2010165573198571,JPY
2010-07-29,6,11,1,0,0.2179221668589668,0.3874473672084606,2.8390554074846452,-0.0,0.21792216685896457,0.2179221668589638,JPY
2010-07-30,6,11,1,0,0.7701962145650478,0.7701962145650478,2.554495937849115,-0.3090392759439354,1.0792354905089772,0.7701962145650396,JPY
2010-07-31,1,10,0,0,0.0,0.0,1.728668735823133,-0.0,-0.20897995286731277,-0.20897995286731255,JPY
2010-08-02,6,12,0,0,0.36607764061302317,0.36607764061302317,2.5686527154950496,-0.0,0.36607764061303016,0.3660776406130307,JPY
2010-08-03,6,12,1,1,0.3945272400949318,0.47856821393492566,2.7638912230432426,0.4255896986986858,-0.031062458603749888,0.39452724009493334,EUR
2010-08-04,6,11,0,0,0.5990069540817778,0.5990069540817778,2.702466426881992,-0.0,0.5990069540817927,0.5990069540817915,EUR
2010-08-05,6,11,0,0,0.12969521670569745,0.41602456572248436,2.24293575981258,-0.0,0.1296952167056855,0.12969521670568598,EUR
2010-08-06,6,12,2,1,0.1970458448730184,0.3560842585141268,2.423046350039319,-0.0,0.1970458448730144,0.1970458448730123,EUR
2010-08-07,1,11,0,0,0.0,0.0,2.9027386264912174,-0.0,-0.039971493727939476,-0.03997149372793871,EUR
2010-08-09,6,12,0,0,0.3553706040668138,0.3723665956342013,3.0691620146266296,-0.0,0.3553706040668144,0.3553706040668138,JPY
2010-08-10,6,12,1,1,0.6911937711763518,0.7460895583689195,3.1648798722300877,0.4286444318307162,0.26254933934564084,0.6911937711763566,EUR
2010-08-11,6,12,5,3,1.1524544258042084,1.1524544258042084,3.0996129057892463,0.6546033785943378,0.4978510472098784,1.1524544258042169,CAD
2010-08-12,6,9,1,1,0.9061434476589574,0.9695799567454456,2.7785651973157863,0.43617170189012594,0.4699717457688162,0.9061434476589426,CAD
2010-08-13,6,8,1,0,0.4028434210373599,0.58076239191866,2.277261617671052,-0.0,0.4028434210373654,0.40284342103736465,CAD
2010-08-14,1,7,0,0,0.02207687627558635,0.02207687627558635,1.9924432925315225,-0.10150363068362192,0.123580506959207,0.02207687627558479,EUR
2010-08-16,6,12,1,1,0.3436955659946947,0.4568295347556792,2.8710129168894225,0.4395014512504741,-0.09580588525578643,0.3436955659946877,EUR
2010-08-17,6,11,2,0,0.20650407508804933,0.23977227452792604,2.6615942312597527,-0.8274003861681473,1.033904461256205,0.20650407508805796,EUR
2010-08-18,6,11,0,0,0.5218208803947039,0.5218208803947039,2.6066253422073213,-0.0,0.521820880394698,0.5218208803946975,EUR
2010-08-19,6,13,0,0,0.49912559215193036,0.49912559215193036,2.8946368840219825,-0.0,0.4991255921519307,0.49912559215193036,EUR
2010-08-20,6,14,0,0,0.30048015133855505,0.30048015133855505,3.652396749543945,-0.0,0.3004801513385539,0.30048015133855427,CAD
2010-08-21,1,14,0,0,0.053489977273498066,0.053489977273498066,3.498406037657621,-0.0,0.053489977273499245,0.05348997727349886,CAD
2010-08-23,6,14,1,1,0.37088930851435903,0.37088930851435903,3.789318603759997,-0.0,0.37088930851434876,0.37088930851434876,CAD
2010-08-24,6,14,3,2,0.4786897174268695,0.4786897174268695,3.680244992416199,0.44604922497164395,0.032640492455221014,0.4786897174268663,CAD
2010-08-25,6,12,1,0,0.35786627562576256,0.35786627562576256,3.567934125270891,-0.0,0.3578662756257519,0.3578662756257523,EUR
2010-08-26,6,11,0,0,0.0,0.3083433479604039,3.754220048997306,-0.0,-0.097073884728698,-0.0970738847286981,EUR
2010-08-27,6,12,0,0,0.16699679719123273,0.4200869536762215,4.058095462758652,-0.0,0.166996797191221,0.16699679719122174,EUR
2010-08-28,1,12,0,0,0.0,0.0,3.980085490868812,-0.0,-0.17381965444208158,-0.17381965444208178,EUR
2010-08-30,6,13,0,0,0.7051586042333351,0.7569518308663562,4.45759924510849,-0.0,0.7051586042333343,0.7051586042333343,EUR
2010-08-31,6,13,1,1,0.0,0.2909502471222267,4.058051354414846,-0.0,-0.08877078975564237,-0.08877078975564089,EUR
2010-09-01,6,12,1,1,0.13074227208223668,0.6378361209574811,4.550015932282105,0.4411775983368951,-0.31043532625466064,0.13074227208223432,EUR
2010-09-02,6,11,1,0,0.31795728480769053,0.31795728480769053,4.303538314383972,-0.22946400368042308,0.54742128848811,0.3179572848076874,CAD
2010-09-03,6,10,1,0,0.31371044963244893,0.5096733644289982,4.406216486016774,-0.0,0.3137104496324411,0.3137104496324404,CAD
2010-09-04,1,9,0,0,0.037581697622688405,0.037581697622688405,3.6589041720130715,-0.0,0.037581697622693096,0.03758169762269231,EUR
2010-09-06,6,9,3,2,0.39271942017181544,0.39271942017181544,3.616059029788871,0.6406287433628344,-0.24790932319101489,0.3927194201718194,EUR
2010-09-07,6,7,0,0,1.1011266920536051,1.1011266920536051,3.6908651527914684,-0.0,1.1011266920536051,1.1011266920536051,EUR
2010-09-08,6,8,0,0,0.290240073591676,0.41819157993626765,2.8908050018080447,-0.0,0.29024007359168086,0.2902400735916815,EUR
2010-09-09,6,9,0,0,0.12221746078716846,0.3054270325284417,3.2621413449001673,-0.0,0.1222174607871618,0.1222174607871613,EUR
2010-09-10,6,10,0,0,0.19511626832930762,0.19511626832930762,3.537587305364137,-0.0,0.19511626832931334,0.19511626832931317,EUR
2010-09-11,1,10,0,0,0.2591652238547612,0.2591652238547612,3.8675502912870945,-0.0,0.2591652238547695,0.2591652238547691,EUR
2010-09-13,6,10,0,0,0.0,0.1849422376448209,3.6592175136933753,-0.0,-0.6880851269713741,-0.6880851269713734,EUR
2010-09-14,6,11,0,0,0.5253693987632153,0.5253693987632153,5.101200904506749,-0.0,0.5253693987632011,0.5253693987632013,EUR
2010-09-15,6,12,0,0,0.3696456478866937,0.5148394397116802,6.047200836081802,-0.0,0.3696456478866894,0.3696456478866906,EUR
2010-09-16,6,13,2,0,0.5155510547853411,0.5155510547853411,6.652233895775936,-0.0,0.515551054785354,0.5155510547853533,EUR
2010-09-17,6,11,0,0,0.16892761320800775,0.6982742384970504,7.06814022028562,-0.0,0.168927613208007,0.16892761320800775,EUR
2010-09-18,1,11,0,0,0.0,0.0,6.243817783544539,-0.0,-0.24031909143121616,-0.24031909143121616,EUR
2010-09-20,6,11,0,0,0.08302495665062788,0.16878083395884758,6.468591614379669,-0.0,0.08302495665062712,0.08302495665062788,EUR
2010-09-21,6,11,0,0,0.0,0.0,6.767202075223258,-0.0,-0.04334554796183766,-0.04334554796183766,EUR
2010-09-22,6,11,3,0,0.0,0.14101487669086019,6.751936968156073,-0.39939731403269413,0.3233475280697161,-0.07604978596298022,EUR
2010-09-23,6,10,1,0,0.5339267645023945,0.6436418755797422,6.297474179240563,-0.5843573338373225,1.1182840983397102,0.5339267645023871,EUR
2010-09-24,6,9,0,0,0.11968835192747646,0.11968835192747646,5.146985767678944,-0.0,0.11968835192749125,0.11968835192749201,EUR
2010-09-25,1,9,0,0,0.15916501465116834,0.15916501465116834,5.9446394284854795,-0.0,0.15916501465117494,0.15916501465117566,EUR
2010-09-27,6,9,0,0,0.06975834961387899,0.1372528398791262,5.79469754503085,-0.0,0.06975834961387237,0.06975834961387163,EUR
2010-09-28,6,10,0,0,0.17702440860012644,0.17702440860012644,6.319301070765279,-0.0,0.17702440860013596,0.17702440860013668,EUR
2010-09-29,6,11,0,0,0.18219567210287577,0.18219567210287577,6.9306092958162075,-0.0,0.182195672102878,0.18219567210287654,CHF
2010-09-30,6,11,1,0,0.4549100953449621,0.49412327170380865,7.138792910256607,-0.0,0.4549100953449715,0.4549100953449715,CHF
2010-10-01,6,12,0,0,0.0,0.0,6.739977349334275,-0.5284853775562772,0.5019417380902802,-0.0265436394659962,CHF
