percentile,fwd_mfe_h240_R,final_r
1,1.3410359144210815,-0.11140876770019531
5,2.08631911277771,0.13017141856253148
10,2.5238922595977784,0.3121653974056245
20,3.3139211177825927,0.9084367990493775
30,4.234143638610839,1.4160586357116698
40,4.572334098815918,1.75560941696167
50,5.403418064117432,2.1882121562957764
60,6.002011394500732,2.378432559967041
70,6.663910055160523,2.9040292263031002
80,7.891866779327393,3.4517057418823245
90,10.56694784164429,4.458173084259035
95,14.268993473052975,5.166773653030391
99,16.575994091033934,8.362417302131643
