percentile,fwd_mfe_h240_R,final_r
1,0.23281203240156173,-1.5209157752990723
5,0.43263539373874665,-1.217412930727005
10,0.4691004753112793,-1.0695243716239928
20,0.9073078513145448,-0.9626878142356873
30,1.768898820877075,-0.8044922113418579
40,2.5115695476531985,-0.6509036064147949
50,3.0372151136398315,-0.4089290350675583
60,3.928188371658325,-0.21268978714942965
70,4.403373336791992,0.023474269546568376
80,5.399840259552003,0.24093240201473246
90,7.591396760940549,0.6086392283439632
95,8.796354627609253,0.9420872807502741
99,10.587880239486694,1.3710406053066242
