percentile,fwd_mfe_h240_R,final_r
1,0.2823725408315659,-1.636106126308441
5,0.4352944165468216,-1.134219801425934
10,0.7744810342788696,-0.9974003553390502
20,1.2919254541397094,-0.7746336102485657
30,1.9495795965194698,-0.33897197246551514
40,2.5810060024261476,-0.06024813205003736
50,3.1088767051696777,0.13558080792427063
60,3.970990037918091,0.3127794802188869
70,5.1258416175842285,0.5144570112228393
80,6.479070091247559,0.7882372975349426
90,8.280200004577638,1.1431625604629518
95,10.457968616485596,1.594238042831421
99,12.195883121490478,2.258490400314329
