percentile,fwd_mfe_h240_R,final_r
1,0.4300562632083893,-1.5697412919998168
5,0.5796694874763488,-1.267471480369568
10,0.7226082205772401,-1.1062118291854857
20,0.9063043832778931,-0.9459016561508178
30,1.3460103988647458,-0.6467803597450259
40,1.897462701797486,-0.30969914197921744
50,2.684812068939209,-0.15278969705104828
60,3.2302435398101794,0.03334104837849726
70,4.382120513916012,0.19783757627010334
80,5.476810836791993,0.5643368959426881
90,7.800988578796388,0.8861003637313848
95,9.91834774017333,1.1626625299453728
99,13.27373859405516,1.6513875484466534
