percentile,fwd_mfe_h240_R,final_r
1,0.06539875831454992,-1.5575751316547395
5,0.14096494019031527,-1.3194087862968444
10,0.32730288803577423,-1.2204864263534545
20,0.7779930353164672,-1.0661767959594726
30,1.3005914926528925,-0.9638066589832307
40,1.8478163242340089,-0.8562716126441956
50,2.671562433242798,-0.720988005399704
60,3.4787808418273922,-0.5353752732276917
70,4.37712755203247,-0.36029910743236554
80,5.561875247955323,-0.21725008189678177
90,7.283374881744385,-0.0195607850328086
95,8.961434364318848,0.14916309341788273
99,13.431201372146626,0.8552978587150611
