archetype_id,monotonicity_centroid,local_peaks_centroid,pullback_magnitude_centroid,time_to_peak_relative_centroid
0,0.05407667096474805,0.5260663507108889,0.0010114901156223627,0.11939276352312816
1,0.5994860264536451,3.8630136986301373,0.02201669836697517,0.6210111769843321
2,0.4696086268035733,3.857142857142857,0.45963024758562737,0.6973454921829456
3,0.5756495462076084,14.189189189189186,0.020059702364174113,0.847348409730035
