trade_id,pair,entry_date,body_to_range_ratio,upper_wick_ratio,lower_wick_ratio,range_to_atr_14,ret_5bar_atr,ret_20bar_atr,pos_in_20bar_range,rsi_14
AUD_USD_2010-02-18 20:00:00,AUD_USD,2010-02-18 16:00:00,0.08510638297872249,0.11025145067699604,0.8046421663442814,1.2232299170476595,0.6198960121208528,2.60498286009568,0.8099325567136668,61.33186445415461
AUD_USD_2011-12-28 12:00:00,AUD_USD,2011-12-28 08:00:00,0.715762273901843,0.05943152454779072,0.22480620155036624,1.27088557173752,1.1460957739958373,1.6058476604125287,0.9613445378151348,60.269876218304134
AUD_USD_2013-01-03 20:00:00,AUD_USD,2013-01-03 16:00:00,0.4444444444444733,0.46198830409358016,0.09356725146194654,0.624546573500957,0.35792727604145613,4.832018226559699,0.9049662783568266,65.03215884628574
AUD_USD_2014-06-02 00:00:00,AUD_USD,2014-06-01 20:00:00,,,,,,,,
AUD_USD_2015-03-26 00:00:00,AUD_USD,2015-03-25 20:00:00,0.15135135135139027,0.2594594594594319,0.5891891891891778,0.43764393768854093,-0.8256093743422062,2.644788769382793,0.5636017151024313,56.471297883428235
AUD_USD_2015-03-26 16:00:00,AUD_USD,2015-03-26 12:00:00,0.6801705756929733,0.15351812366736614,0.16631130063966046,1.073514126144907,-0.07553510908909973,0.6477707840064187,0.43746397694524475,53.52691342245102
AUD_USD_2015-04-20 16:00:00,AUD_USD,2015-04-20 12:00:00,0.5358744394618817,0.033632286995511844,0.43049327354260636,1.1494586645875635,0.07989510897358305,4.7215432141802856,0.7444608567208267,57.09468315409707
AUD_USD_2015-08-18 12:00:00,AUD_USD,2015-08-18 08:00:00,0.43801652892561177,0.15977961432507476,0.40220385674931347,1.1723168234851646,-0.6781998152393443,-0.9527092642648,0.2694541231126582,45.80741893296918
AUD_USD_2016-09-08 16:00:00,AUD_USD,2016-09-08 12:00:00,0.7910958904109916,0.14041095890408264,0.06849315068492577,1.0041957461098077,1.2346105234706464,3.566270509301018,0.8257527226137128,63.7420348969377
AUD_USD_2016-09-23 20:00:00,AUD_USD,2016-09-23 16:00:00,0.39534883720932334,0.15116279069763688,0.45348837209303977,0.6110881357253383,-0.5968767837317505,2.6148887668248,0.6410256410256443,58.11134881720521
AUD_USD_2017-03-31 12:00:00,AUD_USD,2017-03-31 08:00:00,0.14798206278023848,0.7399103139013418,0.11210762331841981,1.1091393739580375,-0.9300854839917094,0.6813995257051334,0.6399132321041229,49.45663073419759
AUD_USD_2017-05-25 08:00:00,AUD_USD,2017-05-25 04:00:00,0.47717842323650345,0.47302904564316134,0.0497925311203352,0.9497308869056216,1.4186851422656201,1.923106526182317,0.8479041916167667,59.81457100869872
AUD_USD_2018-08-29 08:00:00,AUD_USD,2018-08-29 04:00:00,0.395833333333306,0.23611111111111646,0.3680555555555775,0.6698012580479037,0.009302795250623011,4.707214396836624,0.86367281475541,56.07291276376306
AUD_USD_2018-09-24 12:00:00,AUD_USD,2018-09-24 08:00:00,0.2594142259414494,0.16317991631799203,0.5774058577405585,1.140498560815392,-0.081123328593565,2.591174554488545,0.6541436464088436,57.65925947403214
AUD_USD_2020-03-10 12:00:00,AUD_USD,2020-03-10 08:00:00,0.6923076923076876,0.1758241758241698,0.13186813186814259,0.6737580654737954,-0.5738049458705421,-0.7700092176843522,0.7035944206008581,48.21756966816892
AUD_USD_2020-09-15 00:00:00,AUD_USD,2020-09-14 20:00:00,0.3731343283582485,0.28358208955218933,0.3432835820895621,0.5743404842375488,0.7757882660223469,1.3758454883600624,0.5260416666666641,54.12016696950985
AUD_USD_2021-10-13 12:00:00,AUD_USD,2021-10-13 08:00:00,0.7368421052631886,0.03859649122805008,0.22456140350876128,1.2289761983966188,-0.07761954937239939,1.7421276636920562,0.7552083333333385,61.67259205239345
AUD_USD_2022-02-18 16:00:00,AUD_USD,2022-02-18 12:00:00,0.39705882352939253,0.1911764705882321,0.41176470588237535,0.7216269631497859,0.34666393327782447,3.6222843640459192,0.8320126782884312,59.723460401442935
AUD_USD_2023-07-18 08:00:00,AUD_USD,2023-07-18 04:00:00,0.39455782312926146,0.47959183673469274,0.12585034013604582,1.1248595765280938,0.2869539736041112,1.5074648746668946,0.3956228956228987,55.847418619596866
AUD_USD_2025-03-10 16:00:00,AUD_USD,2025-03-10 12:00:00,0.663316582914588,0.2814070351758909,0.055276381909521104,0.7934562238971429,1.2958455917918479,2.8468730847365435,0.6559428060768535,58.180684868180975
AUD_USD_2025-10-03 04:00:00,AUD_USD,2025-10-03 00:00:00,0.7464788732394917,0.1690140845069795,0.08450704225352884,0.7852631902635057,-0.9345737968629029,1.3880356391277753,0.5102739726027499,51.126764678134364
EUR_GBP_2010-02-23 16:00:00,EUR_GBP,2010-02-23 12:00:00,0.858585858585852,0.002020202020215251,0.13939393939393274,1.7806907060917165,-0.03237619465622537,3.892338068669137,0.6777448071216596,54.99362875352394
EUR_GBP_2011-09-23 08:00:00,EUR_GBP,2011-09-23 04:00:00,0.6426116838488174,0.2405498281786703,0.11683848797251226,0.8844789463750464,1.0577273997887386,1.4802104703940067,0.7214650766609878,55.19944056047441
EUR_GBP_2012-06-06 08:00:00,EUR_GBP,2012-06-06 04:00:00,0.4714285714285442,0.46428571428571996,0.0642857142857358,0.764190456423318,-0.382095228211659,4.011999896222207,0.6499189627228538,58.43469830275953
EUR_GBP_2015-06-05 12:00:00,EUR_GBP,2015-06-05 08:00:00,0.944256756756767,0.04560810810810655,0.010135135135126455,1.8998982224752479,0.6161832072892763,5.388393776243137,0.8596321393998104,69.26667126043012
EUR_GBP_2017-12-27 20:00:00,EUR_GBP,2017-12-27 16:00:00,0.7577639751552786,0.14285714285711332,0.09937888198760805,0.8668964210031961,0.8830497704628693,0.04307559855914831,0.7979094076655148,59.08192633744843
EUR_GBP_2018-06-01 12:00:00,EUR_GBP,2018-06-01 08:00:00,0.8394495412844184,0.1146788990825583,0.04587155963302332,1.0192208993543637,1.0285715498072174,2.454545743858072,0.798206278026908,57.44874244477784
EUR_GBP_2019-04-11 12:00:00,EUR_GBP,2019-04-11 08:00:00,0.597938144329891,0.37800687285223433,0.02405498281787466,1.3765918733556328,0.7237751086714884,1.263058522975777,0.5423452768729619,56.37988182805687
EUR_GBP_2021-10-01 08:00:00,EUR_GBP,2021-10-01 04:00:00,0.7407407407407827,0.20370370370370752,0.05555555555550987,0.5442456761104578,-1.552108039278057,3.4368106584012885,0.5909774436090218,51.39723087297031
EUR_GBP_2021-12-02 08:00:00,EUR_GBP,2021-12-02 04:00:00,0.5076923076923576,0.33846153846151483,0.15384615384612757,0.34311390439098954,0.4592447643386423,1.7261268728591785,0.7730727470141124,63.05992878691544
EUR_GBP_2022-12-19 08:00:00,EUR_GBP,2022-12-19 04:00:00,0.9759615384615408,0.009615384615394367,0.014423076923064862,0.7809815925385868,-0.8448118188518389,4.531946068240814,0.7144314125446178,64.71178502597937
EUR_GBP_2023-02-20 12:00:00,EUR_GBP,2023-02-20 08:00:00,0.34969325153371306,0.5153374233129157,0.13496932515337132,0.8403424912555119,-0.32479495060796454,2.8767552768132694,0.5964444444444389,51.95602964446381
EUR_GBP_2023-03-09 12:00:00,EUR_GBP,2023-03-09 08:00:00,0.20132013201320265,0.4125412541254069,0.3861386138613905,1.512684562055579,-1.0084563747037378,2.8955678085552696,0.6713973799126584,55.22080461458894
EUR_GBP_2023-07-21 16:00:00,EUR_GBP,2023-07-21 12:00:00,0.5575221238937891,0.18584070796460728,0.25663716814160364,1.5909823867464359,0.8823147159537712,3.801462340013601,0.7777777777777788,64.42515699416393
EUR_GBP_2023-10-27 20:00:00,EUR_GBP,2023-10-27 16:00:00,0.8307692307692709,0.14615384615382512,0.023076923076904027,1.6913572736533407,1.2034657524072263,2.5305306901968305,0.7773437499999948,57.10929123495674
EUR_GBP_2023-12-25 08:00:00,EUR_GBP,2023-12-25 04:00:00,0.15384615384619138,0.5384615384615479,0.30769230769226075,0.5057031213757865,-0.23340144063497364,2.6007589099327224,0.7704447632711566,60.78649272498463
EUR_GBP_2024-03-14 20:00:00,EUR_GBP,2024-03-14 16:00:00,0.21052631578944292,0.6015037593985395,0.18796992481201752,1.168624724775501,-1.2652778975013466,1.2037713330394626,0.5747863247863163,48.44765124348917
EUR_GBP_2024-11-04 20:00:00,EUR_GBP,2024-11-04 16:00:00,0.20370370370369703,0.20370370370369703,0.5925925925926059,1.0387519836234131,1.1637869446151357,3.938601271238697,0.6552529182879436,57.38551517258034
EUR_GBP_2024-12-24 12:00:00,EUR_GBP,2024-12-24 08:00:00,0.1590909090909435,0.681818181818113,0.1590909090909435,0.47633468643125454,-0.665785982170939,2.544060257076062,0.7508269018743071,51.882426049345995
EUR_GBP_2024-12-24 20:00:00,EUR_GBP,2024-12-24 16:00:00,0.8212765957446883,0.021276595744678842,0.15744680851063286,1.234199223398871,-0.1260458781343642,3.870658841042471,0.8307349665924189,54.324583248292726
EUR_GBP_2025-01-07 12:00:00,EUR_GBP,2025-01-07 08:00:00,0.5735294117646963,0.2941176470588667,0.13235294117643698,0.8216726638455759,-0.6222962086477247,1.6614704599818473,0.5594405594405613,53.16676562222932
EUR_GBP_2025-04-01 16:00:00,EUR_GBP,2025-04-01 12:00:00,0.049723756906035664,0.2541436464088516,0.6961325966851127,1.2103965390418734,-0.6018546326727698,1.665131150394636,0.8221528861154549,54.83973268375224
CAD_JPY_2010-03-04 04:00:00,CAD_JPY,2010-03-04 00:00:00,0.38071065989851377,0.21319796954309558,0.4060913705583907,0.4637083479996806,-0.4378160036951385,2.850511722982971,0.6414048059149743,53.78583963850352
CAD_JPY_2011-01-10 12:00:00,CAD_JPY,2011-01-10 08:00:00,0.6306068601582772,0.01846965699209739,0.3509234828496255,0.9869470957891315,-1.187461413403238,3.502490353130284,0.6231418240257164,55.266922754484966
CAD_JPY_2014-12-26 20:00:00,CAD_JPY,2014-12-26 16:00:00,0.6798029556650881,0.26108374384236555,0.05911330049254635,0.6094930256709272,-0.47438373426607194,1.9936126553966027,0.664227642276415,57.56494107656558
CAD_JPY_2015-05-22 08:00:00,CAD_JPY,2015-05-22 04:00:00,0.32843137254897314,0.4411764705882353,0.23039215686279155,0.7592192450670673,-0.5173111522760547,1.8124498644492872,0.6855932203389891,50.229903992180795
CAD_JPY_2015-11-27 04:00:00,CAD_JPY,2015-11-27 00:00:00,0.34285714285715446,0.20714285714283032,0.4500000000000152,0.6817277665441741,0.18504039377625903,0.881376612460666,0.7936726272352065,51.72632616118075
CAD_JPY_2016-10-12 20:00:00,CAD_JPY,2016-10-12 16:00:00,0.7496542185338898,0.10373443983402897,0.14661134163208117,1.8925089507963868,2.052181213588355,1.3323472419852875,0.9227441285537705,60.26693044432599
CAD_JPY_2017-01-30 16:00:00,CAD_JPY,2017-01-30 12:00:00,0.10333333333335402,0.02666666666665214,0.8699999999999939,0.9410507602979524,-1.4586286784618507,2.393405767024498,0.568934376881397,55.85558670747089
CAD_JPY_2019-06-12 08:00:00,CAD_JPY,2019-06-12 04:00:00,0.6666666666667419,0.007936507936433641,0.3253968253968245,0.6086135453620094,-1.4925522660069324,2.531059506108868,0.5609284332688615,55.55768478134136
