percentile,fwd_mfe_h240_R,final_r
1,0.2898292788863182,-1.5070709943771363
5,0.5263758048415185,-1.068535327911377
10,0.8585313618183137,-0.927534282207489
20,1.6524811029434208,-0.3902572929859161
30,2.3989080905914304,-0.0341798905283214
40,3.059948444366455,0.2109194725751878
50,3.9179104566574097,0.4042164981365204
60,4.65989875793457,0.707148814201355
70,5.685689640045166,1.0109752416610716
80,6.693423652648927,1.6318376541137702
90,9.0011887550354,2.498086714744568
95,10.66046996116638,3.5429680824279695
99,16.112766466140755,5.97120505332949
