archetype_id,auc_mean,auc_std,auc_fold_1,auc_fold_2,auc_fold_3,auc_fold_4,auc_fold_5,n_pos,n_total
0,0.5635392092436141,0.041067985110937004,0.550865800865801,0.6406926406926406,0.525300327630142,0.5344011649071715,0.5664361121223153,207,540
1,0.5690161001788908,0.04006235519202602,0.5935599284436494,0.49194991055456166,0.5792486583184258,0.6057245080500894,0.574597495527728,215,540
2,0.5162646876932591,0.07874103250974684,0.5207631874298541,0.5095398428731762,0.4091836734693878,0.4887755102040816,0.653061224489796,48,540
3,0.5693009118541034,0.08063795989329255,0.49924012158054715,0.5182370820668692,0.5288753799392097,0.5782674772036475,0.7218844984802432,70,540
