percentile,fwd_mfe_h240_R,final_r
1,0.057467169165611266,-1.5660160684585571
5,0.12952333688735962,-1.3192607879638671
10,0.27854010462760925,-1.2088738918304442
20,0.7204846858978272,-1.068956208229065
30,1.1653029680252076,-0.9801589131355286
40,1.7629560470581056,-0.8808041691780091
50,2.3665521144866943,-0.7615076303482056
60,3.3707788467407225,-0.5683886051177979
70,4.475351333618164,-0.3769350409507752
80,5.561875247955323,-0.2772375464439392
90,7.274473285675049,-0.12120639979839316
95,9.27551860809326,-0.04212814047932626
99,14.265922317504899,0.12368875145912187
