percentile,fwd_mfe_h240_R,final_r
1,0.2893092495203018,-1.293260431289673
5,0.491143873333931,-1.2705666720867157
10,0.6460697650909425,-1.1269994497299194
20,0.9117956876754764,-0.8005917310714722
30,1.3537643790245053,-0.5710217386484148
40,2.296735286712647,-0.36812520027160645
50,2.932231068611145,-0.28105275332927704
60,3.281411266326904,-0.1323025599122048
70,4.19748511314392,-0.04702248796820641
80,5.375865936279298,0.033846449851989924
90,7.338076829910277,0.27686214596033093
95,9.079459953308104,0.6425956740975374
99,15.807058153152454,0.9574425065517425
