percentile,fwd_mfe_h240_R,final_r
1,0.3590211942791939,-1.57155801653862
5,0.4747376888990402,-1.27982497215271
10,0.8262327015399933,-1.1503642201423645
20,1.0383058786392212,-0.7594008445739746
30,1.7649469375610352,-0.4349873214960098
40,2.6804447174072266,-0.18802441656589508
50,2.8758606910705566,-0.047037290409207344
60,3.791451930999756,0.17602425813674927
70,5.102891206741332,0.51125593483448
80,5.940690994262695,0.6203482151031494
90,7.5667724609375,1.0156893730163574
95,10.178945302963257,1.3599143326282501
99,13.394656467437732,2.141486847400664
