archetype_id,auc_mean,auc_std,auc_fold_1,auc_fold_2,auc_fold_3,auc_fold_4,auc_fold_5,n_pos,n_total
0,0.6180050505050505,0.08417774545456351,0.5475,0.7612500000000001,0.52875,0.5959595959595959,0.6565656565656566,42,540
1,0.5382015594451607,0.05545413443578931,0.5844277673545966,0.5727016885553471,0.4953095684803002,0.5881801125703566,0.4503886602652034,131,540
2,0.361266846361186,0.12341069027404027,0.3632075471698113,0.4716981132075472,0.1650793650793651,0.2984126984126984,0.5079365079365079,13,540
3,0.5505209960429033,0.042742909673074744,0.5529522024367385,0.6241319444444444,0.5503472222222222,0.5329861111111112,0.4921875,59,540
4,0.5570362838915471,0.047374207712367854,0.5935353535353536,0.49898989898989893,0.6153535353535354,0.503700657894737,0.5736019736842105,163,540
5,0.36126010101010103,0.048850353233117885,0.30124999999999996,0.42424242424242425,0.39955106621773284,0.3086419753086419,0.3726150392817059,44,540
6,0.5320743454076787,0.06462665594691694,0.5630252100840336,0.4479638009049774,0.46172839506172836,0.5820987654320987,0.6055555555555555,88,540
