trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,swing_low_used,n_swing_lows,most_recent_sl_lag,atr14_at_signal,time_to_peak_mfe,calendar_year
390,USD_CHF,2021-08-04 08:00:00,2021-08-04 12:00:00,0.905665,0.9020199895,2021-08-04 16:00:00,0.9019749895,stoploss,-1.012345643,2,7.58159672,-1.052123156,0.9,0.9,0.90228,3,5,0.001822505273,1,2021
391,AUD_CHF,2021-08-05 00:00:00,2021-08-05 04:00:00,0.66986,0.6655694859,2021-08-17 08:00:00,0.6654494859,stoploss,-1.027968676,50,2.934380301,-4.356121353,1.4,2.4,0.66295,3,8,0.00214525704,28,2021
392,CAD_CHF,2021-08-05 00:00:00,2021-08-05 04:00:00,0.723455,0.719371665,2021-08-19 08:00:00,0.719271665,stoploss,-1.024489786,62,3.655100526,-3.615916868,1.5,2,0.71859,3,8,0.002041667513,33,2021
393,USD_JPY,2021-08-05 00:00:00,2021-08-05 04:00:00,109.688,109.1888286,2021-08-16 16:00:00,109.1858286,stoploss,-1.00600996,46,4.727835278,-1.151909019,0.6,0.6,108.877,2,8,0.2495856837,25,2021
394,USD_CAD,2021-08-06 00:00:00,2021-08-06 04:00:00,1.250905,1.24535151,2021-10-01 04:00:00,1.270005,time_exit,3.439278741,240,7.916643447,-0.3592335648,1.3,1.3,1.24223,3,10,0.002776744986,62,2021
395,EUR_NZD,2021-08-09 00:00:00,2021-08-09 04:00:00,1.6794,1.66958563,2021-08-11 12:00:00,1.66939563,stoploss,-1.019359368,15,3.754698496,-2.680763024,3.8,3.8,1.67358,3,9,0.004907184963,6,2021
396,CAD_JPY,2021-08-09 08:00:00,2021-08-09 12:00:00,87.76,87.28806876,2021-08-16 04:00:00,87.28206876,stoploss,-1.012713717,29,1.487504841,-6.545445091,1.2,1.2,86.576,2,16,0.2359656186,12,2021
397,EUR_CHF,2021-08-09 08:00:00,2021-08-09 12:00:00,1.07755,1.074866058,2021-08-16 16:00:00,1.074816058,stoploss,-1.018629312,32,6.04707461,-2.965786438,1,1,1.07167,3,5,0.001341971205,23,2021
398,GBP_JPY,2021-08-10 08:00:00,2021-08-10 12:00:00,153.195,152.514609,2021-08-12 20:00:00,152.502609,stoploss,-1.017636917,15,0.1704902003,-6.236119998,2.4,2.4,151.167,4,4,0.3401955063,1,2021
399,USD_CHF,2021-08-10 08:00:00,2021-08-10 12:00:00,0.921015,0.9171027093,2021-08-13 16:00:00,0.9170577093,stoploss,-1.011502213,20,4.042388783,-2.830822369,0.9,0.9,0.90183,3,17,0.001956145345,5,2021
400,NZD_CHF,2021-08-10 12:00:00,2021-08-10 16:00:00,0.645485,0.641458357,2021-08-16 12:00:00,0.641373357,stoploss,-1.021109395,24,3.125432246,-5.646142401,1.7,1.7,0.63115,4,9,0.00201332152,7,2021
401,EUR_GBP,2021-08-11 00:00:00,2021-08-11 04:00:00,0.84731,0.8445680513,2021-10-06 04:00:00,0.85089,time_exit,1.30564077,240,6.747026327,-0.7585845816,0.8,0.8,0.8461,3,9,0.001370974345,213,2021
402,EUR_CAD,2021-08-12 00:00:00,2021-08-12 04:00:00,1.46893,1.463705293,2021-10-04 04:00:00,1.463615293,stoploss,-1.017225846,223,8.128685147,-3.004953068,1.8,1.8,1.46603,3,6,0.002612353611,38,2021
403,CAD_JPY,2021-08-18 04:00:00,2021-08-18 08:00:00,86.918,86.42193658,2021-08-19 08:00:00,86.41593658,stoploss,-1.012095228,7,9.051262003,-4.529662744,1.2,1.2,86.394,1,5,0.2480317109,2,2021
404,AUD_NZD,2021-08-18 12:00:00,2021-08-18 16:00:00,1.05153,1.045822058,2021-08-19 16:00:00,1.045652058,stoploss,-1.029783066,7,1.664347792,-4.1889006,3.4,3.4,1.04171,3,8,0.002853970801,2,2021
405,EUR_NZD,2021-08-18 12:00:00,2021-08-18 16:00:00,1.69987,1.68707001,2021-08-25 12:00:00,1.68688001,stoploss,-1.014843762,30,1.279688536,-3.654690458,3.8,3.8,1.66313,2,15,0.00639999482,10,2021
406,USD_JPY,2021-08-18 12:00:00,2021-08-18 16:00:00,109.868,109.4764589,2021-08-24 16:00:00,109.4734589,stoploss,-1.00766203,25,10.05258384,-1.928277641,0.6,0.6,109.113,3,7,0.1957705633,3,2021
407,EUR_USD,2021-08-20 04:00:00,2021-08-20 08:00:00,1.168645,1.164586866,2021-09-29 12:00:00,1.164551866,stoploss,-1.008624654,170,5.486512186,-3.998143284,0.7,0.7,1.16657,3,6,0.00202906685,61,2021
408,NZD_JPY,2021-08-20 16:00:00,2021-08-20 20:00:00,75.074,74.36255667,2021-10-15 20:00:00,80.782,time_exit,8.023126686,240,8.132762966,-0.4891464763,1,1,74.561,3,7,0.3557216671,240,2021
409,NZD_USD,2021-08-20 16:00:00,2021-08-20 20:00:00,0.683665,0.6778885229,2021-10-15 20:00:00,0.706865,time_exit,4.016288738,240,5.770818322,-0.2986249169,1.1,1.1,0.68084,2,7,0.00288823856,60,2021
410,AUD_CHF,2021-08-23 00:00:00,2021-08-23 04:00:00,0.65567,0.6508251229,2021-10-18 04:00:00,0.684805,time_exit,6.013568464,240,6.460432226,-0.3343738085,2.4,1.9,0.65117,3,4,0.002422438538,236,2021
411,AUD_JPY,2021-08-23 00:00:00,2021-08-23 04:00:00,78.5395,77.87717738,2021-10-18 04:00:00,84.6625,time_exit,9.244739437,240,9.773937734,-0.03095168356,0.9,0.9,77.894,3,4,0.3311613076,239,2021
412,AUD_USD,2021-08-23 00:00:00,2021-08-23 04:00:00,0.71488,0.7099026894,2021-10-18 04:00:00,0.741,time_exit,5.247813931,240,6.616022693,-0.01406381988,1,1,0.71061,1,4,0.002488655309,56,2021
413,EUR_JPY,2021-08-23 00:00:00,2021-08-23 04:00:00,128.543,127.9675699,2021-09-22 00:00:00,127.9625699,stoploss,-1.008689152,132,7.352760379,-1.082668333,1,1,127.928,3,9,0.2877150745,54,2021
414,GBP_CHF,2021-08-23 00:00:00,2021-08-23 04:00:00,1.251355,1.244750117,2021-10-18 04:00:00,1.270215,time_exit,2.855463138,240,4.626122809,-0.5745748997,1.9,1.9,1.24724,4,4,0.003302441511,117,2021
415,GBP_JPY,2021-08-23 00:00:00,2021-08-23 04:00:00,149.886,149.0302906,2021-09-21 16:00:00,149.0182906,stoploss,-1.014023452,130,8.797378785,-1.091492001,2.4,2.4,149.185,3,4,0.4278547158,98,2021
416,CAD_JPY,2021-08-24 04:00:00,2021-08-24 08:00:00,86.759,86.13375862,2021-09-15 12:00:00,86.12775862,stoploss,-1.009596294,98,9.449150693,-2.971652334,1.2,1.2,84.671,2,10,0.312620689,49,2021
417,NZD_CAD,2021-08-24 04:00:00,2021-08-24 08:00:00,0.87316,0.8668694159,2021-10-08 00:00:00,0.8667144159,stoploss,-1.024640001,197,4.905744728,-1.888536856,2.8,3.1,0.86773,2,19,0.003145292072,74,2021
418,NZD_CHF,2021-08-24 04:00:00,2021-08-24 08:00:00,0.630225,0.6243690442,2021-10-19 08:00:00,0.656245,time_exit,4.443339534,240,4.782310671,-0.02988410525,1.7,1.7,0.62362,5,7,0.002927977909,240,2021
419,USD_JPY,2021-08-25 00:00:00,2021-08-25 04:00:00,109.821,109.4024155,2021-09-15 08:00:00,109.3994155,stoploss,-1.007167012,92,11.65117213,-1.691414777,0.6,0.6,109.482,2,16,0.2092922474,61,2021
420,AUD_NZD,2021-08-26 08:00:00,2021-08-26 12:00:00,1.04391,1.03958285,2021-08-31 00:00:00,1.03941285,stoploss,-1.039286832,16,3.956415037,-3.764602859,3.4,3.4,1.04081,2,11,0.002163574832,7,2021
421,AUD_CAD,2021-08-26 16:00:00,2021-08-26 20:00:00,0.917835,0.9136503635,2021-10-06 08:00:00,0.9135553635,stoploss,-1.022702091,172,4.737567997,-1.901001433,1.9,1.9,0.91079,4,4,0.002092318254,57,2021
422,EUR_CHF,2021-08-26 16:00:00,2021-08-26 20:00:00,1.07972,1.076041206,2021-08-27 16:00:00,1.075991206,stoploss,-1.01359141,6,3.821904611,-3.427753709,1,1,1.06997,2,13,0.001839397032,0,2021
423,EUR_CHF,2021-09-01 00:00:00,2021-09-01 04:00:00,1.08168,1.077583568,2021-10-01 08:00:00,1.077533568,stoploss,-1.012205745,134,2.953790309,-3.974190597,1,1,1.07402,1,12,0.002048215807,76,2021
424,USD_CHF,2021-09-01 00:00:00,2021-09-01 04:00:00,0.916475,0.9115924621,2021-09-03 12:00:00,0.9115474621,stoploss,-1.009216518,15,4.168938464,-1.010744845,0.9,0.9,0.91009,2,11,0.002441268944,1,2021
425,GBP_CAD,2021-09-02 00:00:00,2021-09-02 04:00:00,1.73961,1.731626196,2021-09-03 12:00:00,1.731486196,stoploss,-1.017535501,9,2.586486407,-6.315285454,2.8,2.8,1.72918,3,4,0.0039919019,3,2021
426,CAD_CHF,2021-09-02 08:00:00,2021-09-02 12:00:00,0.726815,0.7227243868,2021-09-09 08:00:00,0.7226293868,stoploss,-1.023223902,30,5.533400269,-2.123153582,1.9,1.9,0.72207,1,10,0.002045306584,13,2021
427,AUD_NZD,2021-09-03 08:00:00,2021-09-03 12:00:00,1.0427,1.038876097,2021-09-07 12:00:00,1.038706097,stoploss,-1.044457199,13,4.793532084,-3.943615048,3.4,3.4,1.0346,2,14,0.001911951321,10,2021
428,GBP_USD,2021-09-07 00:00:00,2021-09-07 04:00:00,1.384735,1.379980664,2021-09-07 12:00:00,1.379935664,stoploss,-1.009465045,3,1.382948184,-9.163214847,0.9,0.9,1.37304,2,9,0.002377167879,0,2021
429,EUR_AUD,2021-09-08 08:00:00,2021-09-08 12:00:00,1.60555,1.59798164,2021-09-09 16:00:00,1.59786164,stoploss,-1.015855482,8,2.347932677,-9.237139757,2.4,2.4,1.58984,3,7,0.003784180051,5,2021
430,EUR_NZD,2021-09-08 08:00:00,2021-09-08 12:00:00,1.66748,1.659747278,2021-09-09 12:00:00,1.659557278,stoploss,-1.024570908,7,3.086881943,-7.694573757,3.8,3.8,1.65687,3,14,0.003866361015,4,2021
431,GBP_AUD,2021-09-08 08:00:00,2021-09-08 12:00:00,1.8695,1.86041603,2021-10-08 00:00:00,1.86021603,stoploss,-1.022016805,130,2.926033396,-6.248369284,4,4,1.85342,3,7,0.00454198507,46,2021
432,GBP_NZD,2021-09-08 08:00:00,2021-09-08 12:00:00,1.94135,1.93202826,2021-10-19 04:00:00,1.93178826,stoploss,-1.025746266,173,3.190391505,-4.720148831,4.8,4.8,1.93265,3,5,0.004660869982,120,2021
433,USD_CHF,2021-09-08 08:00:00,2021-09-08 12:00:00,0.919925,0.9163069155,2021-09-09 20:00:00,0.9162619155,stoploss,-1.012437521,9,4.672361891,-3.099706513,0.9,0.9,0.91154,3,6,0.001809042236,1,2021
434,GBP_CAD,2021-09-09 04:00:00,2021-09-09 08:00:00,1.74971,1.741863323,2021-09-22 16:00:00,1.741723323,stoploss,-1.017841948,57,1.344518225,-7.935843591,2.8,2.8,1.73115,3,15,0.003923338413,43,2021
435,EUR_NZD,2021-09-13 16:00:00,2021-09-13 20:00:00,1.66049,1.651741738,2021-10-14 12:00:00,1.651551738,stoploss,-1.0217186,137,3.527557843,-6.002335137,3.8,3.8,1.65309,2,6,0.004374130968,71,2021
436,GBP_USD,2021-09-16 00:00:00,2021-09-16 04:00:00,1.384845,1.378669455,2021-09-16 16:00:00,1.378624455,stoploss,-1.007286806,4,0,-7.386392296,0.9,0.9,1.3792,2,5,0.003087772634,0,2021
437,CAD_CHF,2021-09-16 08:00:00,2021-09-16 12:00:00,0.73102,0.7265559554,2021-09-20 08:00:00,0.7264559554,stoploss,-1.02240121,12,4.128543005,-2.887515971,2,2,0.72212,3,5,0.002232022287,5,2021
438,USD_JPY,2021-09-17 00:00:00,2021-09-17 04:00:00,109.801,109.4372001,2021-09-20 12:00:00,109.4342001,stoploss,-1.008246292,9,13.46069734,-1.874657052,0.6,0.6,109.113,3,4,0.1818999371,3,2021
439,CAD_JPY,2021-09-17 04:00:00,2021-09-17 08:00:00,86.724,86.19550676,2021-09-17 16:00:00,86.18950676,stoploss,-1.011353031,3,11.90932928,-3.449429184,1.2,1.2,85.959,2,10,0.2642466192,1,2021
440,EUR_AUD,2021-09-20 00:00:00,2021-09-20 04:00:00,1.61479,1.606762238,2021-09-23 16:00:00,1.606642238,stoploss,-1.014948127,22,1.062562698,-9.859535466,2.4,2.4,1.59925,3,4,0.004013880789,9,2021
441,AUD_NZD,2021-09-20 12:00:00,2021-09-20 16:00:00,1.03213,1.028266372,2021-11-15 16:00:00,1.041675,time_exit,2.470475621,240,7.480015237,-0.7816486511,3.4,2.1,1.02762,2,15,0.001931814247,96,2021
442,CAD_CHF,2021-09-22 16:00:00,2021-09-22 20:00:00,0.72496,0.719221907,2021-11-17 20:00:00,0.736525,time_exit,2.015477959,240,4.267968458,-0.243983497,1.8,1.5,0.71813,2,6,0.002869046508,117,2021
443,CAD_JPY,2021-09-22 16:00:00,2021-09-22 20:00:00,86.082,85.3495404,2021-11-17 20:00:00,90.507,time_exit,6.04128879,240,9.469464191,-0.3262978578,1.2,1.2,84.901,3,6,0.3662298024,122,2021
444,GBP_JPY,2021-09-22 16:00:00,2021-09-22 20:00:00,149.649,148.7263238,2021-11-17 20:00:00,153.879,time_exit,4.584490016,240,9.284947037,-0.4584490016,2.4,2,148.952,3,6,0.4613381189,116,2021
445,CHF_JPY,2021-09-24 00:00:00,2021-09-24 04:00:00,119.43,118.8832371,2021-11-19 04:00:00,123.337,time_exit,7.145693919,240,11.1108499,-0.7462101661,2.2,2.2,117.54,3,6,0.2733814269,161,2021
446,USD_CHF,2021-09-24 04:00:00,2021-09-24 08:00:00,0.925105,0.9206454952,2021-10-14 08:00:00,0.9206004952,stoploss,-1.010090807,85,2.629215699,-3.676417176,0.9,0.9,0.92151,2,8,0.002229752394,25,2021
447,EUR_JPY,2021-09-29 00:00:00,2021-09-29 04:00:00,130.425,129.870568,2021-09-29 08:00:00,129.863568,stoploss,-1.012625535,2,5.506536704,-4.415329791,1.4,1.4,127.92,4,10,0.2772159856,0,2021
448,USD_JPY,2021-09-29 00:00:00,2021-09-29 04:00:00,111.651,111.1890191,2021-10-01 04:00:00,111.1860191,stoploss,-1.006493775,13,7.757896976,-1.796611186,0.6,0.6,109.119,2,11,0.2309904354,8,2021
449,GBP_CAD,2021-09-29 04:00:00,2021-09-29 08:00:00,1.71761,1.708286648,2021-09-30 08:00:00,1.708146648,stoploss,-1.015016058,7,0.1994990551,-4.933847598,2.8,2.8,1.71355,3,4,0.004661676215,0,2021
450,EUR_USD,2021-10-04 00:00:00,2021-10-04 04:00:00,1.160305,1.155961338,2021-10-06 08:00:00,1.155926338,stoploss,-1.008057718,14,2.047811425,-9.599044112,0.7,0.7,1.15626,4,8,0.002171830836,2,2021
451,GBP_CAD,2021-10-04 12:00:00,2021-10-04 16:00:00,1.71426,1.704369667,2021-10-08 16:00:00,1.704109667,stoploss,-1.026288296,25,0.2851269017,-4.312291616,5.2,5.2,1.70502,3,10,0.004945166491,5,2021
452,USD_JPY,2021-10-05 04:00:00,2021-10-05 08:00:00,111.192,110.6833758,2021-11-30 08:00:00,113.075,time_exit,3.702144071,240,8.509229708,-0.231998407,0.6,0.6,110.883,2,7,0.254312091,219,2021
453,EUR_CHF,2021-10-06 00:00:00,2021-10-06 04:00:00,1.07697,1.073493527,2021-10-06 12:00:00,1.073443527,stoploss,-1.014382395,3,0.05465309973,-10.91911403,1,1,1.0733,2,8,0.001738236266,1,2021
454,EUR_JPY,2021-10-06 00:00:00,2021-10-06 04:00:00,129.436,128.8692666,2021-10-06 08:00:00,128.8622666,stoploss,-1.012351486,2,7.132101019,-3.439006652,1.4,1.4,128.54,3,6,0.2833667099,1,2021
455,GBP_USD,2021-10-07 00:00:00,2021-10-07 04:00:00,1.359355,1.352184507,2021-11-04 12:00:00,1.352139507,stoploss,-1.006275719,123,3.361693479,-5.572141173,0.9,0.9,1.34334,3,11,0.003585246565,58,2021
456,EUR_GBP,2021-10-08 20:00:00,2021-10-11 00:00:00,0.84829,0.8451978035,2021-10-15 12:00:00,0.8451578035,stoploss,-1.012935788,28,3.615552846,-3.314795767,0.8,0.8,0.84745,4,7,0.00154609827,8,2021
457,AUD_CAD,2021-10-12 08:00:00,2021-10-12 12:00:00,0.917895,0.9132922284,2021-10-13 08:00:00,0.9131972284,stoploss,-1.020639738,6,3.435973264,-4.561382149,1.9,1.9,0.90988,3,8,0.002301385777,0,2021
458,EUR_JPY,2021-10-12 08:00:00,2021-10-12 12:00:00,131.085,130.429889,2021-11-12 08:00:00,130.422889,stoploss,-1.010685212,138,3.652815935,-5.658582813,1.4,1.4,128.333,2,10,0.3275555137,35,2021
459,EUR_USD,2021-10-14 08:00:00,2021-10-14 12:00:00,1.161635,1.157634197,2021-10-18 08:00:00,1.157599197,stoploss,-1.008748243,12,1.890870339,-10.75409073,0.7,0.7,1.15242,2,9,0.002000401573,0,2021
460,NZD_CAD,2021-10-15 04:00:00,2021-10-15 08:00:00,0.87176,0.8665409822,2021-11-25 16:00:00,0.8664259822,stoploss,-1.022034797,177,4.269002501,-3.282226788,3,2.3,0.86128,2,10,0.002609508895,98,2021
461,AUD_CAD,2021-10-15 16:00:00,2021-10-15 20:00:00,0.919105,0.914504701,2021-11-10 08:00:00,0.914409701,stoploss,-1.020650832,106,3.174793671,-4.826860217,1.9,1.9,0.90988,2,14,0.002300149476,46,2021
462,EUR_CAD,2021-10-18 08:00:00,2021-10-18 12:00:00,1.43635,1.430182748,2021-10-27 16:00:00,1.429997748,stoploss,-1.029997151,44,3.087274328,-3.242935218,1.8,3.7,1.43188,4,6,0.003083626199,43,2021
463,GBP_AUD,2021-10-18 08:00:00,2021-10-18 12:00:00,1.85673,1.847064951,2021-10-19 04:00:00,1.846864951,stoploss,-1.020693119,5,3.626469071,-4.551451481,4,4,1.8416,2,6,0.004832524326,0,2021
464,EUR_CHF,2021-10-19 00:00:00,2021-10-19 04:00:00,1.07274,1.069469288,2021-10-21 12:00:00,1.069419288,stoploss,-1.01528719,15,1.167941337,-11.02817907,1,1,1.06803,3,7,0.001635356108,7,2021
465,AUD_USD,2021-10-19 16:00:00,2021-10-19 20:00:00,0.74812,0.7435796654,2021-11-02 16:00:00,0.7435296654,stoploss,-1.011012404,60,1.640848215,-10.74810643,1,1,0.73232,3,7,0.002270167324,41,2021
466,NZD_CHF,2021-10-19 16:00:00,2021-10-19 20:00:00,0.661255,0.6567245292,2021-10-21 16:00:00,0.6566395292,stoploss,-1.018761847,12,0.4558025232,-9.702082279,1.7,1.7,0.6419,1,22,0.002265235376,3,2021
467,EUR_USD,2021-10-20 16:00:00,2021-10-20 20:00:00,1.165655,1.161415635,2021-10-25 12:00:00,1.161380635,stoploss,-1.008255953,17,0.8362100814,-11.09718005,0.7,0.7,1.15717,2,14,0.002119682648,2,2021
468,AUD_CHF,2021-10-21 00:00:00,2021-10-21 04:00:00,0.691855,0.6878838308,2021-10-21 08:00:00,0.6877888308,stoploss,-1.023922425,2,0.3361730312,-12.65496306,1.9,1.9,0.68073,2,15,0.001985584619,0,2021
469,USD_CHF,2021-10-21 08:00:00,2021-10-21 12:00:00,0.919665,0.9156248309,2021-10-22 16:00:00,0.9155798309,stoploss,-1.011138148,8,4.382242337,-2.711520181,0.9,0.9,0.91849,3,11,0.002020084541,0,2021
470,GBP_AUD,2021-10-21 16:00:00,2021-10-21 20:00:00,1.84624,1.836431136,2021-10-22 12:00:00,1.836231136,stoploss,-1.020389721,5,4.642739388,-3.415278206,4,4,1.8416,2,14,0.004904432082,1,2021
471,GBP_CAD,2021-10-25 00:00:00,2021-10-25 04:00:00,1.70247,1.694452066,2021-10-27 16:00:00,1.694192066,stoploss,-1.032427306,16,1.103775621,-4.814207793,2.8,5.2,1.69566,4,11,0.004008966964,8,2021
472,NZD_JPY,2021-10-25 00:00:00,2021-10-25 04:00:00,81.405,80.70896196,2021-11-04 16:00:00,80.70396196,stoploss,-1.007183515,52,1.152235883,-7.821411653,1,1,80.552,2,7,0.3480190177,33,2021
473,NZD_USD,2021-10-25 00:00:00,2021-10-25 04:00:00,0.716025,0.7113332048,2021-11-02 16:00:00,0.7112782048,stoploss,-1.011722592,40,1.21168971,-9.790495488,1.1,1.1,0.70492,2,7,0.002345897614,21,2021
474,AUD_JPY,2021-10-26 00:00:00,2021-10-26 04:00:00,85.3535,84.7206827,2021-11-02 08:00:00,84.7161827,stoploss,-1.007111057,32,1.111695273,-10.38293361,0.9,0.9,84.603,2,7,0.3164086494,6,2021
475,NZD_CHF,2021-10-26 00:00:00,2021-10-26 04:00:00,0.659925,0.6555390253,2021-10-27 08:00:00,0.6554540253,stoploss,-1.019379957,8,0.3043793206,-9.900877901,1.7,1.7,0.6533,1,6,0.002192987351,2,2021
476,AUD_CHF,2021-10-27 00:00:00,2021-10-27 04:00:00,0.69265,0.688231746,2021-10-27 08:00:00,0.688161746,stoploss,-1.015843363,2,0.09732351324,-11.55433803,1.4,1.4,0.68282,2,12,0.002209126991,0,2021
477,EUR_USD,2021-10-27 00:00:00,2021-10-27 04:00:00,1.160275,1.156074849,2021-10-29 16:00:00,1.156039849,stoploss,-1.008333034,16,2.124923631,-9.919881578,0.7,0.7,1.15907,4,9,0.002100075473,9,2021
478,EUR_AUD,2021-10-28 00:00:00,2021-10-28 04:00:00,1.5465,1.537316238,2021-10-29 16:00:00,1.537196238,stoploss,-1.013066541,10,7.680948309,-1.182521954,2.4,2.4,1.53968,3,5,0.004591880922,6,2021
479,EUR_NZD,2021-10-28 00:00:00,2021-10-28 04:00:00,1.61947,1.609943165,2021-11-01 00:00:00,1.609753165,stoploss,-1.019943664,12,6.64648837,-1.387659132,3.8,3.8,1.61532,3,9,0.004763417648,6,2021
480,GBP_NZD,2021-10-28 00:00:00,2021-10-28 04:00:00,1.91767,1.907266628,2021-11-01 00:00:00,1.907026628,stoploss,-1.023069444,12,5.04740214,-3.123987232,4.8,4.8,1.91562,4,10,0.005201685792,9,2021
481,USD_CAD,2021-10-28 00:00:00,2021-10-28 04:00:00,1.237045,1.230239454,2021-12-23 04:00:00,1.284815,time_exit,7.01927527,240,8.72303279,-0.6208172078,1.3,1.3,1.22878,4,9,0.003402772948,225,2021
482,USD_CHF,2021-10-28 00:00:00,2021-10-28 04:00:00,0.918685,0.9147580149,2021-10-28 16:00:00,0.9147130149,stoploss,-1.011459173,4,4.758103148,-2.540116612,0.9,0.9,0.915,2,17,0.001963492533,2,2021
483,GBP_AUD,2021-10-29 00:00:00,2021-10-29 04:00:00,1.8321,1.82212774,2021-10-29 16:00:00,1.82192774,stoploss,-1.020055635,4,5.984601478,-1.941385466,4,4,1.82442,3,6,0.004986129838,0,2021
484,GBP_CAD,2021-10-29 00:00:00,2021-10-29 04:00:00,1.70463,1.69621334,2021-10-29 16:00:00,1.69595334,stoploss,-1.030891113,4,2.188516531,-4.842775993,2.8,5.2,1.69042,2,8,0.004208330104,2,2021
485,NZD_CHF,2021-11-01 00:00:00,2021-11-01 04:00:00,0.657115,0.6520928516,2021-11-01 20:00:00,0.6520078516,stoploss,-1.016925027,5,0.162281146,-8.087176373,1.7,1.7,0.6533,2,15,0.002511074207,1,2021
486,EUR_CAD,2021-11-01 08:00:00,2021-11-01 12:00:00,1.432025,1.424302303,2021-11-15 20:00:00,1.424212303,stoploss,-1.01165396,63,4.216791083,-2.029731313,3.7,1.8,1.42926,4,11,0.003861348519,37,2021
487,EUR_GBP,2021-11-02 04:00:00,2021-11-02 08:00:00,0.85006,0.8468264509,2021-11-04 08:00:00,0.8467864509,stoploss,-1.012370309,13,3.046188513,-3.717277759,0.8,0.8,0.84024,3,9,0.00161677453,1,2021
488,EUR_USD,2021-11-02 04:00:00,2021-11-02 08:00:00,1.160755,1.155762998,2021-11-04 08:00:00,1.155727998,stoploss,-1.007011216,13,0.1732771902,-8.442505412,0.7,0.7,1.15353,3,9,0.002496000769,10,2021
489,USD_CHF,2021-11-04 04:00:00,2021-11-04 08:00:00,0.912505,0.9082223181,2021-12-30 08:00:00,0.916115,time_exit,0.8429297479,240,5.805941324,-0.5498890737,0.9,0.9,0.90871,2,14,0.002141340965,86,2021
490,EUR_NZD,2021-11-08 00:00:00,2021-11-08 04:00:00,1.62586,1.615969104,2021-11-08 12:00:00,1.615779104,stoploss,-1.019209583,3,5.755797768,-1.9826312,3.8,3.8,1.60798,2,10,0.00494544825,0,2021
491,GBP_CAD,2021-11-08 08:00:00,2021-11-08 12:00:00,1.67956,1.671552589,2021-12-08 08:00:00,1.671412589,stoploss,-1.017483803,132,6.183022112,-1.9594348,2.8,2.8,1.67338,4,5,0.004003705559,95,2021
492,EUR_AUD,2021-11-09 00:00:00,2021-11-09 04:00:00,1.56481,1.556272761,2021-11-15 08:00:00,1.556152761,stoploss,-1.014056067,26,6.117903194,-2.340335168,2.4,2.4,1.55341,3,6,0.004268619358,6,2021
493,GBP_AUD,2021-11-09 00:00:00,2021-11-09 04:00:00,1.83175,1.821671916,2021-11-15 12:00:00,1.821471916,stoploss,-1.019845042,27,5.956489348,-1.059725241,4,4,1.81274,3,6,0.005039042,6,2021
494,EUR_GBP,2021-11-10 00:00:00,2021-11-10 04:00:00,0.85541,0.8515876865,2021-11-15 12:00:00,0.8515476865,stoploss,-1.010464866,21,1.177297458,-5.766141326,0.8,0.8,0.84622,4,4,0.001911156764,7,2021
495,EUR_NZD,2021-11-12 00:00:00,2021-11-12 04:00:00,1.63455,1.625649514,2021-11-12 16:00:00,1.625459514,stoploss,-1.021347148,4,5.419928495,-3.179601501,3.8,3.8,1.61252,2,7,0.004450243213,0,2021
496,GBP_NZD,2021-11-12 00:00:00,2021-11-12 04:00:00,1.90864,1.897566252,2021-11-15 08:00:00,1.897326252,stoploss,-1.02167288,8,8.951802298,-1.048425549,4.8,4.8,1.88517,2,6,0.005536873844,2,2021
497,AUD_CAD,2021-11-12 08:00:00,2021-11-12 12:00:00,0.918635,0.9138295546,2021-11-17 08:00:00,0.9137345546,stoploss,-1.019769239,18,2.429535462,-4.522993855,1.9,1.9,0.91255,3,7,0.002402722698,6,2021
498,AUD_JPY,2021-11-12 16:00:00,2021-11-12 20:00:00,83.486,82.93869093,2021-11-17 16:00:00,82.93419093,stoploss,-1.008222045,18,1.470832555,-8.592950938,0.8,0.9,82.994,3,4,0.2736545358,7,2021
499,AUD_USD,2021-11-12 16:00:00,2021-11-12 20:00:00,0.73293,0.7281314211,2021-11-17 00:00:00,0.7280814211,stoploss,-1.010419752,14,0.8606714785,-7.004156996,1,1,0.7287,2,8,0.002399289452,4,2021
500,EUR_USD,2021-11-15 00:00:00,2021-11-15 04:00:00,1.146035,1.141612494,2021-11-15 16:00:00,1.141577494,stoploss,-1.007914066,4,0.08479356168,-6.201235811,0.7,0.7,1.14361,2,6,0.002211252792,0,2021
501,AUD_CHF,2021-11-15 08:00:00,2021-11-15 12:00:00,0.67735,0.6735021238,2021-11-18 00:00:00,0.6734321238,stoploss,-1.018191853,16,1.018743795,-9.290839459,1.4,1.4,0.66979,3,8,0.001923938098,6,2021
502,NZD_JPY,2021-11-15 08:00:00,2021-11-15 12:00:00,80.448,79.9577905,2021-11-17 16:00:00,79.9527905,stoploss,-1.010199721,14,0.4385879954,-9.153229467,1,1,79.936,2,7,0.2451047478,4,2021
503,AUD_NZD,2021-11-16 08:00:00,2021-11-16 12:00:00,1.044385,1.040310755,2021-11-17 04:00:00,1.040205755,stoploss,-1.025771645,5,5.045106376,-3.270544513,2.1,2.1,1.03371,4,10,0.002037122557,1,2021
