pair,bar_time,swing_low_used,n_swing_lows,most_recent_sl_lag,ib_passed,break_passed,fired_signal
CHF_JPY,2022-12-26 08:00:00,141.01,2,8,1,1,1
EUR_GBP,2022-12-26 08:00:00,0.86908,3,12,1,1,1
EUR_JPY,2022-12-26 08:00:00,138.797,3,9,1,1,1
GBP_JPY,2022-12-26 08:00:00,158.585,3,10,1,1,1
NZD_JPY,2022-12-26 08:00:00,82.526,4,9,1,1,1
USD_JPY,2022-12-26 08:00:00,130.564,3,13,1,1,1
AUD_CHF,2022-12-26 16:00:00,0.61602,2,11,1,1,0
EUR_AUD,2022-12-26 16:00:00,1.57233,2,14,1,1,1
AUD_NZD,2022-12-27 00:00:00,1.05042,2,6,1,1,1
CAD_CHF,2022-12-27 00:00:00,0.67746,4,8,1,1,1
CAD_JPY,2022-12-27 00:00:00,95.835,4,6,1,1,0
GBP_NZD,2022-12-27 00:00:00,1.91316,1,15,1,1,1
NZD_JPY,2022-12-27 00:00:00,82.526,4,5,1,1,0
NZD_USD,2022-12-27 00:00:00,0.62306,4,6,1,1,1
AUD_JPY,2022-12-27 08:00:00,87.021,3,8,1,1,0
CAD_JPY,2022-12-27 08:00:00,95.835,4,8,1,1,0
CHF_JPY,2022-12-27 08:00:00,141.01,3,8,1,1,0
EUR_JPY,2022-12-27 08:00:00,138.797,4,8,1,1,0
NZD_JPY,2022-12-27 08:00:00,82.526,4,7,1,1,0
NZD_USD,2022-12-27 08:00:00,0.62306,4,8,1,1,0
USD_JPY,2022-12-27 08:00:00,130.564,3,8,1,1,0
GBP_NZD,2022-12-27 20:00:00,1.91174,2,7,1,1,0
EUR_JPY,2022-12-28 00:00:00,139.962,4,6,1,1,0
USD_JPY,2022-12-28 00:00:00,131.645,3,6,1,1,0
GBP_CAD,2022-12-28 08:00:00,1.62071,4,4,1,1,1
GBP_CHF,2022-12-28 08:00:00,1.11486,3,17,1,1,1
NZD_USD,2022-12-28 08:00:00,0.62306,4,8,1,1,0
CHF_JPY,2022-12-28 12:00:00,141.56,3,9,1,1,0
GBP_CAD,2022-12-29 00:00:00,1.62071,3,8,1,1,0
NZD_CAD,2022-12-29 00:00:00,0.84593,4,6,1,1,1
EUR_CAD,2022-12-29 08:00:00,1.43392,3,5,1,1,1
EUR_GBP,2022-12-29 08:00:00,0.87663,3,4,1,1,0
EUR_USD,2022-12-29 08:00:00,1.05733,3,10,1,1,1
GBP_CAD,2022-12-29 08:00:00,1.62071,3,10,1,1,0
GBP_USD,2022-12-29 08:00:00,1.19924,3,10,1,1,1
AUD_NZD,2022-12-29 16:00:00,1.06288,3,10,1,1,0
GBP_USD,2022-12-29 16:00:00,1.19924,4,4,1,1,0
NZD_USD,2022-12-29 16:00:00,0.62306,5,4,1,1,0
EUR_NZD,2022-12-30 00:00:00,1.67272,4,4,1,1,1
GBP_AUD,2022-12-30 00:00:00,1.77638,1,10,1,1,1
GBP_NZD,2022-12-30 00:00:00,1.89523,2,4,1,1,0
AUD_CAD,2022-12-30 16:00:00,0.90791,4,7,1,1,1
AUD_CHF,2022-12-30 16:00:00,0.62014,2,7,1,1,1
EUR_AUD,2023-01-02 08:00:00,1.56524,3,6,1,1,1
EUR_CAD,2023-01-02 12:00:00,1.43392,4,7,1,1,0
AUD_CHF,2023-01-02 16:00:00,0.62014,2,13,1,1,0
AUD_NZD,2023-01-02 16:00:00,1.06228,4,6,1,1,1
GBP_CHF,2023-01-02 16:00:00,1.10967,3,7,1,1,1
USD_CHF,2023-01-02 16:00:00,0.92005,3,6,1,1,1
EUR_CAD,2023-01-03 00:00:00,1.43392,5,5,1,1,0
GBP_CAD,2023-01-03 00:00:00,1.62071,4,4,1,1,1
GBP_USD,2023-01-03 00:00:00,1.20023,3,9,1,1,0
EUR_CHF,2023-01-03 08:00:00,0.98241,2,14,1,1,1
GBP_CHF,2023-01-03 08:00:00,1.10967,4,6,1,1,0
USD_CHF,2023-01-03 08:00:00,0.92005,4,6,1,1,0
AUD_CHF,2023-01-03 12:00:00,0.62014,3,7,1,1,0
AUD_CAD,2023-01-04 00:00:00,0.90815,3,10,1,1,0
GBP_USD,2023-01-04 00:00:00,1.19005,4,4,1,1,1
NZD_CAD,2023-01-04 00:00:00,0.84593,3,12,1,1,1
CAD_JPY,2023-01-04 08:00:00,95.397,2,4,1,1,1
CHF_JPY,2023-01-04 08:00:00,138.955,1,6,1,1,1
EUR_CHF,2023-01-04 16:00:00,0.98241,3,10,1,1,0
EUR_NZD,2023-01-04 16:00:00,1.67272,3,9,1,1,1
GBP_NZD,2023-01-04 16:00:00,1.89366,3,11,1,1,1
EUR_USD,2023-01-05 00:00:00,1.05195,3,9,1,1,1
AUD_NZD,2023-01-05 08:00:00,1.06228,3,8,1,1,0
CHF_JPY,2023-01-05 08:00:00,138.955,1,12,1,1,0
EUR_USD,2023-01-05 08:00:00,1.05195,2,11,1,1,0
AUD_JPY,2023-01-06 00:00:00,87.409,1,15,1,1,1
CAD_CHF,2023-01-06 00:00:00,0.67865,4,10,1,1,1
CAD_JPY,2023-01-06 00:00:00,95.397,2,14,1,1,0
EUR_JPY,2023-01-06 00:00:00,137.386,1,16,1,1,1
NZD_CHF,2023-01-06 04:00:00,0.58132,3,4,1,1,1
USD_CHF,2023-01-06 04:00:00,0.92005,5,4,1,1,1
EUR_GBP,2023-01-06 08:00:00,0.87803,3,8,1,1,1
CAD_CHF,2023-01-09 00:00:00,0.67869,4,9,1,1,0
GBP_NZD,2023-01-09 16:00:00,1.89674,3,13,1,1,0
CHF_JPY,2023-01-10 08:00:00,138.955,2,7,1,1,1
GBP_JPY,2023-01-10 08:00:00,155.354,2,15,1,1,1
CHF_JPY,2023-01-11 00:00:00,141.875,2,6,1,1,0
USD_JPY,2023-01-11 00:00:00,129.927,3,6,1,1,1
CAD_CHF,2023-01-11 08:00:00,0.6809,4,10,1,1,1
EUR_CHF,2023-01-11 08:00:00,0.98338,4,6,1,1,1
EUR_GBP,2023-01-11 08:00:00,0.8769,2,12,1,1,0
EUR_AUD,2023-01-11 12:00:00,1.53845,2,13,1,1,1
EUR_CAD,2023-01-11 16:00:00,1.42344,4,14,1,1,1
EUR_CAD,2023-01-12 00:00:00,1.42344,4,16,1,1,0
GBP_CAD,2023-01-12 00:00:00,1.61011,4,9,1,1,1
GBP_AUD,2023-01-12 08:00:00,1.75016,3,5,1,1,1
AUD_CAD,2023-01-13 00:00:00,0.91442,3,9,1,1,1
AUD_NZD,2023-01-13 00:00:00,1.07967,3,6,1,1,1
EUR_NZD,2023-01-13 00:00:00,1.66727,2,16,1,1,1
GBP_NZD,2023-01-13 00:00:00,1.89663,3,9,1,1,1
NZD_CHF,2023-01-13 08:00:00,0.58412,2,14,1,1,1
AUD_NZD,2023-01-13 16:00:00,1.07967,3,10,1,1,0
NZD_CAD,2023-01-13 20:00:00,0.84844,3,8,1,1,1
AUD_NZD,2023-01-16 00:00:00,1.07967,2,12,1,1,0
EUR_CAD,2023-01-16 00:00:00,1.42728,2,9,1,1,0
EUR_USD,2023-01-16 00:00:00,1.07122,3,9,1,1,1
CHF_JPY,2023-01-16 08:00:00,137.418,2,4,1,1,1
EUR_JPY,2023-01-16 08:00:00,138.012,2,4,1,1,1
NZD_JPY,2023-01-16 08:00:00,81.027,3,4,1,1,1
CAD_JPY,2023-01-16 16:00:00,95.083,3,6,1,1,1
CHF_JPY,2023-01-16 16:00:00,137.418,2,6,1,1,0
EUR_JPY,2023-01-16 16:00:00,138.012,2,6,1,1,0
USD_CAD,2023-01-16 20:00:00,1.33215,3,4,1,1,1
CHF_JPY,2023-01-17 00:00:00,137.418,2,8,1,1,0
EUR_JPY,2023-01-17 00:00:00,138.012,2,8,1,1,0
GBP_JPY,2023-01-17 00:00:00,155.646,2,8,1,1,1
USD_JPY,2023-01-17 00:00:00,127.217,2,5,1,1,1
EUR_CAD,2023-01-17 04:00:00,1.44026,3,4,1,1,1
GBP_CAD,2023-01-17 08:00:00,1.62333,5,5,1,1,1
GBP_NZD,2023-01-17 12:00:00,1.9042,4,6,1,1,0
AUD_JPY,2023-01-18 00:00:00,88.654,2,6,1,1,1
GBP_JPY,2023-01-18 00:00:00,155.646,2,6,1,1,0
NZD_CAD,2023-01-18 00:00:00,0.84844,3,6,1,1,0
NZD_USD,2023-01-18 00:00:00,0.63063,4,10,1,1,1
USD_JPY,2023-01-18 00:00:00,127.217,1,11,1,1,0
EUR_CAD,2023-01-19 08:00:00,1.44026,4,7,1,1,0
USD_CAD,2023-01-19 08:00:00,1.33215,4,6,1,1,0
GBP_JPY,2023-01-19 12:00:00,155.646,2,15,1,1,0
CAD_CHF,2023-01-20 00:00:00,0.67716,3,4,1,1,1
EUR_CHF,2023-01-20 00:00:00,0.98754,4,9,1,1,1
EUR_GBP,2023-01-20 00:00:00,0.87301,2,6,1,1,1
USD_CHF,2023-01-20 04:00:00,0.90852,3,9,1,1,1
EUR_CAD,2023-01-20 08:00:00,1.44087,4,4,1,1,0
GBP_CHF,2023-01-20 08:00:00,1.12476,4,6,1,1,1
AUD_CHF,2023-01-20 16:00:00,0.63,3,7,1,1,1
EUR_CHF,2023-01-20 16:00:00,0.98754,4,13,1,1,0
NZD_CAD,2023-01-20 16:00:00,0.85413,2,5,1,1,1
NZD_CHF,2023-01-20 16:00:00,0.58358,3,5,1,1,1
EUR_GBP,2023-01-23 00:00:00,0.87216,3,8,1,1,0
NZD_CAD,2023-01-23 00:00:00,0.85413,2,7,1,1,0
AUD_CHF,2023-01-23 08:00:00,0.63,2,11,1,1,0
AUD_USD,2023-01-23 08:00:00,0.6872,3,11,1,1,1
CAD_CHF,2023-01-23 08:00:00,0.67716,2,12,1,1,0
NZD_CHF,2023-01-23 08:00:00,0.58358,2,9,1,1,0
NZD_USD,2023-01-23 08:00:00,0.63613,3,11,1,1,1
EUR_JPY,2023-01-23 16:00:00,137.917,2,15,1,1,1
AUD_USD,2023-01-24 00:00:00,0.6872,2,15,1,1,0
EUR_USD,2023-01-24 00:00:00,1.07662,2,9,1,1,1
NZD_USD,2023-01-24 00:00:00,0.63655,2,15,1,1,0
NZD_CAD,2023-01-24 04:00:00,0.85894,1,14,1,1,0
NZD_CHF,2023-01-24 04:00:00,0.58358,2,14,1,1,0
EUR_GBP,2023-01-24 08:00:00,0.87216,3,8,1,1,0
EUR_USD,2023-01-24 16:00:00,1.07662,3,6,1,1,0
AUD_CAD,2023-01-25 00:00:00,0.9281,2,12,1,1,1
AUD_CHF,2023-01-25 00:00:00,0.63,2,4,1,1,0
AUD_JPY,2023-01-25 00:00:00,88.119,1,22,1,1,1
AUD_USD,2023-01-25 00:00:00,0.6872,2,8,1,1,0
CAD_JPY,2023-01-25 00:00:00,94.635,3,4,1,1,1
CHF_JPY,2023-01-25 00:00:00,138.753,3,12,1,1,1
EUR_GBP,2023-01-25 00:00:00,0.87216,4,4,1,1,0
EUR_JPY,2023-01-25 00:00:00,137.917,3,4,1,1,0
USD_JPY,2023-01-25 00:00:00,127.568,3,4,1,1,1
EUR_CAD,2023-01-26 00:00:00,1.45011,4,9,1,1,1
EUR_USD,2023-01-26 00:00:00,1.08024,3,8,1,1,0
GBP_CAD,2023-01-26 00:00:00,1.64081,3,9,1,1,1
CAD_CHF,2023-01-26 08:00:00,0.67716,2,12,1,1,1
CAD_JPY,2023-01-26 08:00:00,96.507,2,12,1,1,0
EUR_CHF,2023-01-26 08:00:00,0.99944,1,12,1,1,1
GBP_CHF,2023-01-26 08:00:00,1.12833,5,5,1,1,1
USD_CHF,2023-01-26 08:00:00,0.91414,3,12,1,1,1
NZD_CHF,2023-01-26 16:00:00,0.58358,3,4,1,1,1
AUD_CHF,2023-01-26 20:00:00,0.64546,2,7,1,1,1
AUD_CAD,2023-01-27 00:00:00,0.93027,3,8,1,1,0
AUD_USD,2023-01-27 00:00:00,0.69622,2,14,1,1,1
NZD_CAD,2023-01-27 00:00:00,0.86207,2,8,1,1,1
NZD_USD,2023-01-27 00:00:00,0.64378,3,8,1,1,1
AUD_NZD,2023-01-27 12:00:00,1.07479,2,19,1,1,1
CAD_JPY,2023-01-27 16:00:00,96.288,3,10,1,1,0
AUD_CAD,2023-01-30 00:00:00,0.93027,4,6,1,1,0
AUD_CHF,2023-01-30 00:00:00,0.64546,3,6,1,1,0
AUD_JPY,2023-01-30 00:00:00,91.256,2,14,1,1,0
AUD_USD,2023-01-30 00:00:00,0.69622,3,8,1,1,0
CHF_JPY,2023-01-30 00:00:00,140.52,4,11,1,1,0
EUR_USD,2023-01-30 00:00:00,1.08352,4,8,1,1,1
NZD_CAD,2023-01-30 00:00:00,0.86207,2,14,1,1,0
NZD_CHF,2023-01-30 00:00:00,0.59197,2,12,1,1,0
NZD_JPY,2023-01-30 00:00:00,83.572,1,14,1,1,1
NZD_USD,2023-01-30 00:00:00,0.64378,4,8,1,1,0
USD_JPY,2023-01-30 00:00:00,129.023,4,6,1,1,0
GBP_CAD,2023-01-30 04:00:00,1.64081,4,9,1,1,0
EUR_CAD,2023-01-31 00:00:00,1.44415,3,8,1,1,0
GBP_AUD,2023-01-31 00:00:00,1.7316,3,9,1,1,1
EUR_CHF,2023-01-31 08:00:00,0.99883,3,8,1,1,0
EUR_GBP,2023-02-01 08:00:00,0.87464,3,6,1,1,1
EUR_CAD,2023-02-01 12:00:00,1.44415,2,17,1,1,1
USD_CAD,2023-02-01 16:00:00,1.32995,3,16,1,1,1
GBP_CAD,2023-02-02 04:00:00,1.63669,3,7,1,1,1
AUD_JPY,2023-02-02 08:00:00,91.088,2,11,1,1,1
CAD_JPY,2023-02-02 08:00:00,96.713,2,11,1,1,1
CHF_JPY,2023-02-02 08:00:00,140.297,2,12,1,1,1
EUR_GBP,2023-02-02 08:00:00,0.87464,3,12,1,1,0
EUR_JPY,2023-02-02 08:00:00,140.541,3,4,1,1,1
USD_CAD,2023-02-03 04:00:00,1.32624,2,5,1,1,0
EUR_CAD,2023-02-03 08:00:00,1.44415,2,14,1,1,0
EUR_CHF,2023-02-03 08:00:00,0.99345,3,4,1,1,1
EUR_GBP,2023-02-03 08:00:00,0.87464,3,4,1,1,0
EUR_NZD,2023-02-03 08:00:00,1.67166,3,4,1,1,1
CHF_JPY,2023-02-06 00:00:00,140.297,4,4,1,1,0
GBP_NZD,2023-02-06 08:00:00,1.8835,3,6,1,1,1
GBP_JPY,2023-02-06 12:00:00,156.731,2,7,1,1,1
USD_JPY,2023-02-06 12:00:00,128.078,3,6,1,1,1
CAD_CHF,2023-02-06 16:00:00,0.68212,3,7,1,1,1
AUD_CAD,2023-02-07 00:00:00,0.92332,2,6,1,1,1
GBP_CAD,2023-02-07 00:00:00,1.61253,2,6,1,1,0
GBP_CHF,2023-02-07 00:00:00,1.11117,3,4,1,1,1
AUD_NZD,2023-02-07 12:00:00,1.08717,2,12,1,1,1
CAD_JPY,2023-02-08 00:00:00,96.036,1,15,1,1,1
EUR_JPY,2023-02-08 00:00:00,139.933,2,17,1,1,1
AUD_CAD,2023-02-08 08:00:00,0.92274,2,10,1,1,0
EUR_USD,2023-02-08 08:00:00,1.06692,3,4,1,1,1
GBP_CAD,2023-02-08 08:00:00,1.60784,3,5,1,1,1
GBP_CHF,2023-02-08 08:00:00,1.10787,3,5,1,1,0
GBP_USD,2023-02-08 08:00:00,1.19611,3,5,1,1,1
EUR_NZD,2023-02-08 16:00:00,1.67573,2,6,1,1,1
CAD_JPY,2023-02-09 00:00:00,96.036,2,8,1,1,0
CHF_JPY,2023-02-09 00:00:00,140.378,2,6,1,1,1
EUR_CAD,2023-02-09 00:00:00,1.43448,2,6,1,1,1
GBP_CAD,2023-02-09 00:00:00,1.60784,3,9,1,1,0
GBP_JPY,2023-02-09 00:00:00,156.731,2,7,1,1,0
NZD_CAD,2023-02-09 00:00:00,0.84411,3,8,1,1,1
NZD_JPY,2023-02-09 00:00:00,82.616,2,8,1,1,1
NZD_USD,2023-02-09 00:00:00,0.62703,2,8,1,1,1
CAD_CHF,2023-02-09 08:00:00,0.68304,3,10,1,1,0
GBP_CHF,2023-02-09 08:00:00,1.10787,3,11,1,1,0
AUD_NZD,2023-02-09 12:00:00,1.08717,2,15,1,1,0
GBP_JPY,2023-02-09 12:00:00,156.731,2,10,1,1,0
CHF_JPY,2023-02-09 20:00:00,140.378,2,11,1,1,0
EUR_JPY,2023-02-09 20:00:00,139.933,3,4,1,1,0
AUD_NZD,2023-02-10 00:00:00,1.08717,3,5,1,1,0
CAD_CHF,2023-02-10 08:00:00,0.68304,4,8,1,1,1
AUD_JPY,2023-02-10 16:00:00,90.722,2,10,1,1,1
AUD_NZD,2023-02-10 16:00:00,1.09062,2,9,1,1,0
CAD_JPY,2023-02-10 16:00:00,97.316,2,9,1,1,0
USD_JPY,2023-02-10 16:00:00,130.342,2,7,1,1,1
CHF_JPY,2023-02-13 00:00:00,141.072,3,4,1,1,0
EUR_JPY,2023-02-13 00:00:00,139.552,3,4,1,1,0
GBP_JPY,2023-02-13 00:00:00,157.43,3,4,1,1,1
AUD_CAD,2023-02-13 04:00:00,0.92274,2,13,1,1,1
GBP_CAD,2023-02-13 04:00:00,1.60784,2,22,1,1,0
NZD_CHF,2023-02-13 04:00:00,0.57957,4,6,1,1,1
AUD_USD,2023-02-13 08:00:00,0.68556,3,14,1,1,1
EUR_GBP,2023-02-13 08:00:00,0.88238,2,4,1,1,1
EUR_USD,2023-02-13 08:00:00,1.06692,2,22,1,1,0
NZD_USD,2023-02-13 08:00:00,0.62703,3,16,1,1,0
NZD_CHF,2023-02-13 16:00:00,0.57957,5,5,1,1,0
EUR_AUD,2023-02-14 00:00:00,1.53754,4,8,1,1,1
EUR_GBP,2023-02-14 00:00:00,0.88238,2,8,1,1,0
EUR_NZD,2023-02-14 00:00:00,1.683,4,4,1,1,1
GBP_AUD,2023-02-14 00:00:00,1.72734,4,4,1,1,1
GBP_CAD,2023-02-14 00:00:00,1.60771,2,7,1,1,1
EUR_CHF,2023-02-14 08:00:00,0.98464,3,5,1,1,1
GBP_AUD,2023-02-14 08:00:00,1.72734,4,6,1,1,0
GBP_CAD,2023-02-14 08:00:00,1.60771,2,9,1,1,0
GBP_USD,2023-02-14 08:00:00,1.19611,2,5,1,1,1
AUD_JPY,2023-02-14 12:00:00,90.23,3,13,1,1,0
CAD_JPY,2023-02-14 12:00:00,96.634,3,13,1,1,1
NZD_USD,2023-02-14 12:00:00,0.6273,3,9,1,1,1
USD_JPY,2023-02-14 12:00:00,129.805,3,13,1,1,0
AUD_NZD,2023-02-14 20:00:00,1.09285,3,8,1,1,1
CHF_JPY,2023-02-15 08:00:00,141.072,3,7,1,1,1
EUR_CAD,2023-02-15 08:00:00,1.42385,1,11,1,1,1
EUR_JPY,2023-02-15 08:00:00,139.552,3,7,1,1,1
EUR_GBP,2023-02-16 00:00:00,0.8801,4,9,1,1,0
GBP_CHF,2023-02-16 08:00:00,1.10919,3,4,1,1,1
EUR_NZD,2023-02-16 12:00:00,1.683,2,19,1,1,0
AUD_NZD,2023-02-17 00:00:00,1.09285,3,5,1,1,0
EUR_CHF,2023-02-17 00:00:00,0.98464,2,6,1,1,0
EUR_GBP,2023-02-17 00:00:00,0.8801,4,4,1,1,1
USD_CAD,2023-02-17 00:00:00,1.32738,4,4,1,1,1
EUR_CHF,2023-02-17 08:00:00,0.98464,2,8,1,1,0
AUD_JPY,2023-02-17 16:00:00,91.81,3,4,1,1,1
EUR_CAD,2023-02-17 16:00:00,1.42385,2,11,1,1,0
CAD_JPY,2023-02-20 00:00:00,98.823,2,7,1,1,1
AUD_USD,2023-02-20 04:00:00,0.68116,3,4,1,1,1
CAD_JPY,2023-02-20 16:00:00,98.823,2,11,1,1,0
CHF_JPY,2023-02-20 16:00:00,143.583,4,7,1,1,1
NZD_CAD,2023-02-21 00:00:00,0.83703,4,4,1,1,1
USD_CAD,2023-02-21 00:00:00,1.32738,2,16,1,1,0
USD_CHF,2023-02-21 00:00:00,0.91377,3,4,1,1,1
CAD_CHF,2023-02-21 08:00:00,0.68442,3,8,1,1,1
CHF_JPY,2023-02-21 08:00:00,143.766,3,11,1,1,0
GBP_CHF,2023-02-21 08:00:00,1.10755,5,5,1,1,0
GBP_JPY,2023-02-21 08:00:00,160.469,3,5,1,1,1
GBP_USD,2023-02-21 08:00:00,1.1915,3,12,1,1,1
EUR_AUD,2023-02-21 16:00:00,1.53496,3,6,1,1,1
USD_CHF,2023-02-21 16:00:00,0.92141,2,8,1,1,0
EUR_AUD,2023-02-22 00:00:00,1.53496,3,8,1,1,0
EUR_CAD,2023-02-22 00:00:00,1.42978,1,25,1,1,1
NZD_CAD,2023-02-22 00:00:00,0.83703,4,4,1,1,0
USD_CHF,2023-02-22 08:00:00,0.92141,2,12,1,1,0
USD_JPY,2023-02-22 20:00:00,133.605,2,14,1,1,1
EUR_USD,2023-02-23 04:00:00,1.06129,1,22,1,1,1
GBP_USD,2023-02-23 04:00:00,1.1915,2,11,1,1,0
CAD_CHF,2023-02-23 08:00:00,0.68346,2,6,1,1,0
EUR_CHF,2023-02-23 08:00:00,0.98482,2,11,1,1,1
GBP_CHF,2023-02-23 08:00:00,1.10755,4,6,1,1,1
AUD_CAD,2023-02-24 00:00:00,0.92109,3,6,1,1,1
AUD_CHF,2023-02-24 00:00:00,0.63138,4,6,1,1,1
AUD_JPY,2023-02-24 00:00:00,91.626,3,6,1,1,1
AUD_USD,2023-02-24 00:00:00,0.67937,2,6,1,1,1
CAD_CHF,2023-02-24 00:00:00,0.68346,2,10,1,1,0
EUR_CHF,2023-02-24 00:00:00,0.98482,3,6,1,1,0
GBP_JPY,2023-02-24 00:00:00,161.17,1,21,1,1,0
NZD_CHF,2023-02-24 00:00:00,0.57447,3,16,1,1,1
NZD_JPY,2023-02-24 00:00:00,83.461,4,6,1,1,1
NZD_USD,2023-02-24 00:00:00,0.61941,3,12,1,1,1
CAD_JPY,2023-02-24 08:00:00,99.286,1,10,1,1,1
EUR_CAD,2023-02-24 08:00:00,1.43273,2,5,1,1,0
USD_CAD,2023-02-24 08:00:00,1.34415,4,4,1,1,1
USD_JPY,2023-02-24 08:00:00,133.924,2,11,1,1,0
AUD_CHF,2023-02-27 00:00:00,0.63138,4,8,1,1,0
CAD_CHF,2023-02-27 08:00:00,0.68346,2,4,1,1,1
GBP_CAD,2023-02-27 08:00:00,1.61675,3,8,1,1,1
EUR_AUD,2023-02-27 12:00:00,1.54349,2,12,1,1,1
AUD_JPY,2023-02-27 16:00:00,91.364,2,7,1,1,0
GBP_CHF,2023-02-27 16:00:00,1.11894,4,6,1,1,0
NZD_JPY,2023-02-27 16:00:00,83.574,4,7,1,1,0
CAD_JPY,2023-02-28 08:00:00,99.037,2,14,1,1,0
CHF_JPY,2023-02-28 08:00:00,143.691,3,6,1,1,1
EUR_CHF,2023-02-28 08:00:00,0.98482,2,20,1,1,0
EUR_JPY,2023-02-28 08:00:00,142.147,2,6,1,1,1
EUR_NZD,2023-02-28 08:00:00,1.69839,2,13,1,1,1
GBP_CAD,2023-02-28 08:00:00,1.61675,3,6,1,1,0
GBP_CHF,2023-02-28 08:00:00,1.11894,4,10,1,1,0
GBP_JPY,2023-02-28 08:00:00,161.208,2,6,1,1,1
USD_JPY,2023-03-01 00:00:00,134.054,3,8,1,1,1
CAD_CHF,2023-03-01 04:00:00,0.68346,3,7,1,1,0
NZD_CHF,2023-03-01 04:00:00,0.57541,2,5,1,1,0
EUR_CAD,2023-03-01 08:00:00,1.43276,2,11,1,1,1
EUR_CHF,2023-03-01 08:00:00,0.98541,2,8,1,1,1
GBP_CAD,2023-03-01 08:00:00,1.62346,2,12,1,1,0
GBP_JPY,2023-03-01 20:00:00,161.208,2,15,1,1,0
EUR_AUD,2023-03-02 00:00:00,1.55142,3,5,1,1,0
GBP_AUD,2023-03-02 00:00:00,1.76045,2,23,1,1,1
USD_JPY,2023-03-02 00:00:00,134.054,3,8,1,1,0
EUR_JPY,2023-03-02 04:00:00,142.147,3,7,1,1,0
CAD_JPY,2023-03-02 20:00:00,99.037,2,8,1,1,1
AUD_CAD,2023-03-03 00:00:00,0.91018,2,16,1,1,1
AUD_CHF,2023-03-03 00:00:00,0.62899,4,8,1,1,1
AUD_USD,2023-03-03 00:00:00,0.66952,4,8,1,1,1
NZD_CHF,2023-03-03 00:00:00,0.57541,1,16,1,1,1
NZD_USD,2023-03-03 00:00:00,0.61312,2,16,1,1,1
NZD_CAD,2023-03-03 12:00:00,0.83378,2,19,1,1,1
GBP_AUD,2023-03-03 20:00:00,1.77412,1,13,1,1,0
EUR_AUD,2023-03-06 00:00:00,1.56692,3,4,1,1,1
EUR_CAD,2023-03-06 00:00:00,1.43276,1,27,1,1,0
EUR_NZD,2023-03-06 00:00:00,1.70017,2,6,1,1,1
GBP_AUD,2023-03-06 08:00:00,1.77143,2,6,1,1,0
CHF_JPY,2023-03-06 16:00:00,144.293,1,22,1,1,1
GBP_AUD,2023-03-06 16:00:00,1.77143,2,8,1,1,0
GBP_NZD,2023-03-06 16:00:00,1.91771,2,12,1,1,1
AUD_JPY,2023-03-07 00:00:00,91.28,1,24,1,1,1
CAD_JPY,2023-03-07 00:00:00,99.493,2,5,1,1,0
EUR_JPY,2023-03-07 00:00:00,143.784,2,5,1,1,1
EUR_USD,2023-03-07 00:00:00,1.05654,3,8,1,1,1
GBP_JPY,2023-03-07 00:00:00,162.868,2,14,1,1,1
NZD_CHF,2023-03-07 00:00:00,0.57541,1,28,1,1,0
CAD_JPY,2023-03-08 00:00:00,99.466,3,4,1,1,0
CHF_JPY,2023-03-08 00:00:00,144.293,2,11,1,1,0
USD_CAD,2023-03-08 04:00:00,1.35553,3,11,1,1,1
GBP_NZD,2023-03-08 16:00:00,1.91771,3,6,1,1,0
NZD_CAD,2023-03-08 16:00:00,0.83785,4,4,1,1,0
GBP_JPY,2023-03-09 16:00:00,161.71,4,6,1,1,0
USD_CAD,2023-03-10 04:00:00,1.35553,3,9,1,1,0
GBP_NZD,2023-03-10 08:00:00,1.93019,2,10,1,1,1
CHF_JPY,2023-03-10 12:00:00,144.707,4,6,1,1,1
NZD_USD,2023-03-13 12:00:00,0.60843,4,9,1,1,1
NZD_CHF,2023-03-13 16:00:00,0.5617,3,4,1,1,1
GBP_NZD,2023-03-13 20:00:00,1.93019,2,19,1,1,0
EUR_AUD,2023-03-14 00:00:00,1.59376,3,9,1,1,1
NZD_CHF,2023-03-14 04:00:00,0.5617,2,7,1,1,0
CHF_JPY,2023-03-14 08:00:00,144.975,4,5,1,1,0
EUR_JPY,2023-03-14 08:00:00,141.372,3,5,1,1,1
AUD_CAD,2023-03-14 20:00:00,0.90439,3,12,1,1,1
AUD_JPY,2023-03-15 00:00:00,87.795,2,9,1,1,1
EUR_CAD,2023-03-15 04:00:00,1.44859,4,4,1,1,1
EUR_NZD,2023-03-15 04:00:00,1.7127,5,5,1,1,1
GBP_NZD,2023-03-15 04:00:00,1.93019,2,10,1,1,0
GBP_NZD,2023-03-15 20:00:00,1.9422,1,14,1,1,1
USD_JPY,2023-03-15 20:00:00,132.283,2,14,1,1,1
AUD_USD,2023-03-16 00:00:00,0.6564,4,11,1,1,1
NZD_CAD,2023-03-16 08:00:00,0.84172,1,26,1,1,1
NZD_USD,2023-03-16 08:00:00,0.60911,2,11,1,1,0
CAD_CHF,2023-03-16 16:00:00,0.65954,3,6,1,1,1
NZD_CHF,2023-03-16 16:00:00,0.5617,2,13,1,1,0
AUD_CHF,2023-03-17 00:00:00,0.60277,3,8,1,1,1
AUD_USD,2023-03-17 00:00:00,0.6564,4,8,1,1,0
EUR_USD,2023-03-17 00:00:00,1.05162,3,8,1,1,1
GBP_CAD,2023-03-17 04:00:00,1.65374,4,4,1,1,1
AUD_JPY,2023-03-20 00:00:00,87.353,3,9,1,1,0
