pair,bar_time,swing_low_used,n_swing_lows,most_recent_sl_lag,ib_passed,break_passed,fired_signal
NZD_CAD,2021-08-02 16:00:00,0.86547,3,4,1,1,1
AUD_JPY,2021-08-03 00:00:00,80.301,3,6,1,1,1
CAD_JPY,2021-08-03 00:00:00,87.035,3,6,1,1,1
EUR_CHF,2021-08-03 00:00:00,1.07369,4,6,1,1,1
GBP_JPY,2021-08-03 00:00:00,151.573,2,17,1,1,0
NZD_JPY,2021-08-03 00:00:00,76.084,3,6,1,1,0
NZD_USD,2021-08-03 00:00:00,0.6901,2,5,1,1,0
NZD_CAD,2021-08-04 00:00:00,0.86547,2,12,1,1,0
USD_CHF,2021-08-04 08:00:00,0.90228,3,5,1,1,1
EUR_AUD,2021-08-04 16:00:00,1.60221,2,8,1,1,1
GBP_AUD,2021-08-04 16:00:00,1.87561,3,8,1,1,1
AUD_CHF,2021-08-05 00:00:00,0.66295,3,8,1,1,1
AUD_JPY,2021-08-05 00:00:00,80.154,3,8,1,1,0
CAD_CHF,2021-08-05 00:00:00,0.71859,3,8,1,1,1
CAD_JPY,2021-08-05 00:00:00,86.576,3,8,1,1,0
CHF_JPY,2021-08-05 00:00:00,120.419,3,8,1,1,1
EUR_CHF,2021-08-05 00:00:00,1.07196,3,6,1,1,0
EUR_JPY,2021-08-05 00:00:00,129.165,4,8,1,1,1
GBP_JPY,2021-08-05 00:00:00,151.167,3,8,1,1,0
NZD_JPY,2021-08-05 00:00:00,76.027,3,8,1,1,0
USD_CHF,2021-08-05 00:00:00,0.90228,3,9,1,1,0
USD_JPY,2021-08-05 00:00:00,108.877,2,8,1,1,1
EUR_AUD,2021-08-06 00:00:00,1.59667,2,10,1,1,0
USD_CAD,2021-08-06 00:00:00,1.24223,3,10,1,1,1
USD_CHF,2021-08-06 00:00:00,0.90183,4,8,1,1,0
NZD_CAD,2021-08-06 08:00:00,0.86547,2,8,1,1,1
EUR_AUD,2021-08-09 00:00:00,1.59629,3,8,1,1,0
EUR_NZD,2021-08-09 00:00:00,1.67358,3,9,1,1,1
GBP_NZD,2021-08-09 00:00:00,1.96697,3,15,1,1,1
USD_CAD,2021-08-09 00:00:00,1.24527,3,8,1,1,0
USD_CHF,2021-08-09 00:00:00,0.90183,4,9,1,1,0
CAD_CHF,2021-08-09 08:00:00,0.71859,2,16,1,1,0
CAD_JPY,2021-08-09 08:00:00,86.576,2,16,1,1,1
EUR_CHF,2021-08-09 08:00:00,1.07167,3,5,1,1,1
GBP_CHF,2021-08-09 08:00:00,1.2549,2,22,1,1,1
USD_CHF,2021-08-09 08:00:00,0.90183,4,11,1,1,0
GBP_CHF,2021-08-09 20:00:00,1.2549,2,25,1,1,0
CAD_CHF,2021-08-10 08:00:00,0.71859,2,22,1,1,1
EUR_CHF,2021-08-10 08:00:00,1.07167,3,11,1,1,0
EUR_JPY,2021-08-10 08:00:00,129.135,3,4,1,1,1
GBP_CAD,2021-08-10 08:00:00,1.73746,2,5,1,1,1
GBP_CHF,2021-08-10 08:00:00,1.2549,1,28,1,1,0
GBP_JPY,2021-08-10 08:00:00,151.167,4,4,1,1,1
USD_CHF,2021-08-10 08:00:00,0.90183,3,17,1,1,1
USD_JPY,2021-08-10 08:00:00,108.721,5,4,1,1,1
NZD_CAD,2021-08-10 12:00:00,0.87765,3,9,1,1,0
NZD_CHF,2021-08-10 12:00:00,0.63115,4,9,1,1,1
NZD_USD,2021-08-10 12:00:00,0.69807,4,9,1,1,1
EUR_GBP,2021-08-11 00:00:00,0.8461,3,9,1,1,1
CAD_JPY,2021-08-11 08:00:00,86.664,2,10,1,1,0
EUR_CHF,2021-08-11 08:00:00,1.07167,2,17,1,1,0
NZD_CAD,2021-08-11 12:00:00,0.87643,4,8,1,1,0
EUR_CAD,2021-08-12 00:00:00,1.46603,3,6,1,1,1
GBP_CAD,2021-08-12 00:00:00,1.73038,3,4,1,1,0
EUR_CAD,2021-08-12 08:00:00,1.46603,3,8,1,1,0
EUR_CHF,2021-08-12 08:00:00,1.07167,2,23,1,1,0
EUR_GBP,2021-08-12 08:00:00,0.845,3,10,1,1,0
GBP_USD,2021-08-13 04:00:00,1.38028,1,10,1,1,1
AUD_USD,2021-08-13 12:00:00,0.73157,3,13,1,1,1
NZD_USD,2021-08-13 12:00:00,0.69684,3,13,1,1,0
EUR_AUD,2021-08-16 00:00:00,1.58983,2,12,1,1,1
EUR_GBP,2021-08-16 00:00:00,0.845,3,12,1,1,0
GBP_AUD,2021-08-16 00:00:00,1.87586,3,6,1,1,1
USD_CAD,2021-08-16 00:00:00,1.24891,3,8,1,1,1
EUR_CAD,2021-08-17 00:00:00,1.46603,2,14,1,1,0
NZD_CAD,2021-08-17 00:00:00,0.87346,3,14,1,1,1
USD_CAD,2021-08-17 00:00:00,1.24891,3,8,1,1,0
EUR_AUD,2021-08-17 16:00:00,1.58983,2,4,1,1,0
CAD_JPY,2021-08-18 04:00:00,86.394,1,5,1,1,1
AUD_NZD,2021-08-18 12:00:00,1.04171,3,8,1,1,1
CAD_JPY,2021-08-18 12:00:00,86.394,1,7,1,1,0
EUR_AUD,2021-08-18 12:00:00,1.58983,2,9,1,1,0
EUR_NZD,2021-08-18 12:00:00,1.66313,2,15,1,1,1
USD_JPY,2021-08-18 12:00:00,109.113,3,7,1,1,1
GBP_CAD,2021-08-19 04:00:00,1.72617,1,22,1,1,1
EUR_CAD,2021-08-19 08:00:00,1.46606,2,6,1,1,1
EUR_GBP,2021-08-19 08:00:00,0.84835,1,17,1,1,1
EUR_NZD,2021-08-19 08:00:00,1.67221,2,7,1,1,0
USD_JPY,2021-08-20 00:00:00,109.113,2,16,1,1,0
EUR_USD,2021-08-20 04:00:00,1.16657,3,6,1,1,1
EUR_GBP,2021-08-20 16:00:00,0.84835,2,10,1,1,0
NZD_JPY,2021-08-20 16:00:00,74.561,3,7,1,1,1
NZD_USD,2021-08-20 16:00:00,0.68084,2,7,1,1,1
AUD_CHF,2021-08-23 00:00:00,0.65117,3,4,1,1,1
AUD_JPY,2021-08-23 00:00:00,77.894,3,4,1,1,1
AUD_NZD,2021-08-23 00:00:00,1.04171,2,17,1,1,0
AUD_USD,2021-08-23 00:00:00,0.71061,1,4,1,1,1
EUR_JPY,2021-08-23 00:00:00,127.928,3,9,1,1,1
GBP_CHF,2021-08-23 00:00:00,1.24724,4,4,1,1,1
GBP_JPY,2021-08-23 00:00:00,149.185,3,4,1,1,1
NZD_JPY,2021-08-23 00:00:00,74.561,4,4,1,1,0
USD_JPY,2021-08-23 00:00:00,109.113,4,4,1,1,0
USD_JPY,2021-08-23 08:00:00,109.113,4,6,1,1,0
NZD_USD,2021-08-23 12:00:00,0.68052,3,7,1,1,0
EUR_AUD,2021-08-24 00:00:00,1.60338,2,23,1,1,1
CAD_JPY,2021-08-24 04:00:00,84.671,2,10,1,1,1
NZD_CAD,2021-08-24 04:00:00,0.86773,2,19,1,1,1
NZD_CHF,2021-08-24 04:00:00,0.62362,5,7,1,1,1
NZD_JPY,2021-08-24 04:00:00,74.561,4,11,1,1,0
CHF_JPY,2021-08-24 08:00:00,119.246,3,14,1,1,1
AUD_CHF,2021-08-25 00:00:00,0.65117,4,12,1,1,0
AUD_JPY,2021-08-25 00:00:00,77.894,3,16,1,1,0
CAD_JPY,2021-08-25 00:00:00,84.671,1,15,1,1,0
GBP_JPY,2021-08-25 00:00:00,149.185,2,16,1,1,0
USD_JPY,2021-08-25 00:00:00,109.482,2,16,1,1,1
CHF_JPY,2021-08-25 08:00:00,119.246,2,20,1,1,0
EUR_JPY,2021-08-25 08:00:00,127.928,3,4,1,1,0
NZD_JPY,2021-08-25 08:00:00,74.561,3,9,1,1,0
CHF_JPY,2021-08-25 16:00:00,119.246,3,4,1,1,0
EUR_JPY,2021-08-25 16:00:00,127.928,3,6,1,1,0
GBP_JPY,2021-08-25 16:00:00,149.185,2,6,1,1,0
AUD_CHF,2021-08-26 08:00:00,0.65117,3,20,1,1,1
AUD_NZD,2021-08-26 08:00:00,1.04081,2,11,1,1,1
AUD_CAD,2021-08-26 16:00:00,0.91079,4,4,1,1,1
EUR_CAD,2021-08-26 16:00:00,1.47909,1,10,1,1,1
EUR_CHF,2021-08-26 16:00:00,1.06997,2,13,1,1,1
USD_CAD,2021-08-26 16:00:00,1.25789,2,4,1,1,1
AUD_CAD,2021-08-27 08:00:00,0.91079,4,8,1,1,0
AUD_CHF,2021-08-27 08:00:00,0.65117,2,26,1,1,0
AUD_JPY,2021-08-27 08:00:00,77.894,2,12,1,1,1
AUD_USD,2021-08-27 08:00:00,0.71061,2,12,1,1,1
CAD_JPY,2021-08-27 08:00:00,84.671,3,12,1,1,0
EUR_CHF,2021-08-27 08:00:00,1.06997,2,17,1,1,0
EUR_JPY,2021-08-27 08:00:00,127.945,2,16,1,1,1
GBP_JPY,2021-08-27 08:00:00,149.185,2,16,1,1,1
NZD_JPY,2021-08-27 08:00:00,74.588,3,14,1,1,1
NZD_USD,2021-08-27 08:00:00,0.68052,2,13,1,1,1
NZD_CAD,2021-08-27 12:00:00,0.86461,3,7,1,1,1
AUD_CHF,2021-08-27 16:00:00,0.65139,2,4,1,1,0
CAD_JPY,2021-08-27 16:00:00,86.547,3,4,1,1,1
NZD_CHF,2021-08-27 16:00:00,0.62275,3,16,1,1,1
AUD_NZD,2021-08-30 00:00:00,1.04031,3,6,1,1,0
EUR_CAD,2021-08-30 00:00:00,1.47909,1,18,1,1,0
EUR_GBP,2021-08-30 00:00:00,0.85424,4,12,1,1,1
EUR_USD,2021-08-30 00:00:00,1.1726,3,6,1,1,1
AUD_CHF,2021-08-30 08:00:00,0.66286,1,8,1,1,0
EUR_CHF,2021-08-30 08:00:00,1.07001,1,23,1,1,0
GBP_CHF,2021-08-30 08:00:00,1.24916,2,16,1,1,1
NZD_CHF,2021-08-30 08:00:00,0.62275,3,7,1,1,0
NZD_CHF,2021-08-31 00:00:00,0.63157,3,6,1,1,0
NZD_JPY,2021-08-31 00:00:00,75.923,3,4,1,1,0
NZD_USD,2021-08-31 00:00:00,0.69297,2,12,1,1,0
AUD_CHF,2021-08-31 08:00:00,0.66286,2,8,1,1,0
CHF_JPY,2021-08-31 08:00:00,119.689,3,4,1,1,1
NZD_CAD,2021-08-31 08:00:00,0.87322,2,18,1,1,0
NZD_CHF,2021-08-31 08:00:00,0.63157,3,8,1,1,0
NZD_JPY,2021-08-31 08:00:00,75.923,3,6,1,1,0
NZD_USD,2021-08-31 08:00:00,0.69297,2,14,1,1,0
AUD_CAD,2021-08-31 16:00:00,0.91193,3,6,1,1,0
AUD_CAD,2021-09-01 00:00:00,0.91193,3,8,1,1,1
EUR_CHF,2021-09-01 00:00:00,1.07402,1,12,1,1,1
EUR_GBP,2021-09-01 00:00:00,0.85442,4,6,1,1,0
GBP_JPY,2021-09-01 00:00:00,150.457,2,11,1,1,0
USD_CHF,2021-09-01 00:00:00,0.91009,2,11,1,1,1
USD_JPY,2021-09-01 00:00:00,109.703,1,11,1,1,1
GBP_JPY,2021-09-01 08:00:00,150.457,3,5,1,1,0
NZD_JPY,2021-09-01 08:00:00,76.248,2,12,1,1,0
NZD_USD,2021-09-01 08:00:00,0.69328,2,8,1,1,0
AUD_JPY,2021-09-01 16:00:00,79.414,3,9,1,1,1
NZD_USD,2021-09-01 16:00:00,0.69328,2,10,1,1,1
EUR_CAD,2021-09-02 00:00:00,1.48281,2,4,1,1,1
GBP_CAD,2021-09-02 00:00:00,1.72918,3,4,1,1,1
USD_CAD,2021-09-02 00:00:00,1.25693,4,9,1,1,1
USD_CHF,2021-09-02 04:00:00,0.91009,2,10,1,1,0
AUD_CAD,2021-09-02 08:00:00,0.91821,1,16,1,1,0
AUD_CHF,2021-09-02 08:00:00,0.66286,3,10,1,1,1
AUD_JPY,2021-09-02 08:00:00,79.414,3,13,1,1,0
CAD_CHF,2021-09-02 08:00:00,0.72207,1,10,1,1,1
EUR_CHF,2021-09-02 08:00:00,1.07402,2,10,1,1,0
EUR_JPY,2021-09-02 08:00:00,129.154,2,10,1,1,1
GBP_JPY,2021-09-02 08:00:00,150.457,3,11,1,1,1
CAD_JPY,2021-09-02 16:00:00,86.547,3,12,1,1,1
EUR_JPY,2021-09-02 16:00:00,129.154,2,12,1,1,0
AUD_USD,2021-09-03 00:00:00,0.72221,2,22,1,1,1
EUR_CAD,2021-09-03 00:00:00,1.48281,2,10,1,1,0
GBP_CAD,2021-09-03 00:00:00,1.72918,4,4,1,1,0
AUD_NZD,2021-09-03 08:00:00,1.0346,2,14,1,1,1
EUR_CAD,2021-09-06 00:00:00,1.48281,3,8,1,1,0
EUR_GBP,2021-09-06 00:00:00,0.85559,4,16,1,1,1
USD_JPY,2021-09-06 00:00:00,109.586,3,14,1,1,0
AUD_CHF,2021-09-06 08:00:00,0.6664,2,7,1,1,0
CAD_CHF,2021-09-06 08:00:00,0.72207,2,14,1,1,0
EUR_CHF,2021-09-06 08:00:00,1.07819,2,14,1,1,1
NZD_CHF,2021-09-06 08:00:00,0.64233,2,7,1,1,1
EUR_JPY,2021-09-06 16:00:00,129.591,2,4,1,1,0
GBP_CAD,2021-09-07 00:00:00,1.73047,4,9,1,1,0
GBP_USD,2021-09-07 00:00:00,1.37304,2,9,1,1,1
NZD_CAD,2021-09-07 00:00:00,0.87979,3,12,1,1,1
NZD_USD,2021-09-07 00:00:00,0.69843,1,30,1,1,1
AUD_CAD,2021-09-07 16:00:00,0.92777,1,16,1,1,1
GBP_JPY,2021-09-07 20:00:00,151.348,3,7,1,1,1
NZD_JPY,2021-09-08 00:00:00,78.075,1,4,1,1,1
EUR_AUD,2021-09-08 08:00:00,1.58984,3,7,1,1,1
EUR_NZD,2021-09-08 08:00:00,1.65687,3,14,1,1,1
GBP_AUD,2021-09-08 08:00:00,1.85342,3,7,1,1,1
GBP_NZD,2021-09-08 08:00:00,1.93265,3,5,1,1,1
NZD_CAD,2021-09-08 08:00:00,0.88662,3,6,1,1,0
USD_CHF,2021-09-08 08:00:00,0.91154,3,6,1,1,1
CAD_CHF,2021-09-08 16:00:00,0.72412,3,7,1,1,1
EUR_AUD,2021-09-09 00:00:00,1.58984,4,6,1,1,0
EUR_CAD,2021-09-09 00:00:00,1.48571,3,14,1,1,1
GBP_NZD,2021-09-09 00:00:00,1.93265,3,9,1,1,0
USD_CAD,2021-09-09 00:00:00,1.24934,2,11,1,1,1
GBP_CAD,2021-09-09 04:00:00,1.73115,3,15,1,1,1
AUD_CAD,2021-09-09 08:00:00,0.92777,3,4,1,1,0
EUR_CAD,2021-09-10 00:00:00,1.48571,3,8,1,1,0
GBP_CAD,2021-09-10 00:00:00,1.73115,3,8,1,1,0
EUR_USD,2021-09-10 04:00:00,1.18022,3,9,1,1,1
GBP_NZD,2021-09-10 16:00:00,1.93265,3,13,1,1,0
USD_JPY,2021-09-13 00:00:00,109.62,3,7,1,1,1
AUD_CHF,2021-09-13 08:00:00,0.67463,3,7,1,1,1
AUD_JPY,2021-09-13 08:00:00,80.727,4,8,1,1,1
EUR_CHF,2021-09-13 08:00:00,1.08321,3,8,1,1,1
NZD_CHF,2021-09-13 08:00:00,0.64988,4,7,1,1,1
EUR_NZD,2021-09-13 16:00:00,1.65309,2,6,1,1,1
GBP_JPY,2021-09-14 00:00:00,151.42,4,6,1,1,1
USD_JPY,2021-09-14 00:00:00,109.62,4,6,1,1,0
NZD_CAD,2021-09-14 08:00:00,0.89202,2,13,1,1,1
EUR_CAD,2021-09-15 00:00:00,1.4883,4,8,1,1,1
AUD_USD,2021-09-16 00:00:00,0.73013,3,5,1,1,1
EUR_CHF,2021-09-16 00:00:00,1.08321,2,16,1,1,0
EUR_USD,2021-09-16 00:00:00,1.17702,3,4,1,1,1
GBP_USD,2021-09-16 00:00:00,1.3792,2,5,1,1,1
NZD_USD,2021-09-16 00:00:00,0.70728,3,5,1,1,1
CAD_CHF,2021-09-16 08:00:00,0.72212,3,5,1,1,1
EUR_CHF,2021-09-16 08:00:00,1.08321,3,5,1,1,0
GBP_CHF,2021-09-16 08:00:00,1.26597,4,5,1,1,1
NZD_CHF,2021-09-16 08:00:00,0.64988,3,5,1,1,0
EUR_NZD,2021-09-17 00:00:00,1.65309,3,15,1,1,1
GBP_NZD,2021-09-17 00:00:00,1.93712,3,6,1,1,1
USD_JPY,2021-09-17 00:00:00,109.113,3,4,1,1,1
CAD_JPY,2021-09-17 04:00:00,85.959,2,10,1,1,1
AUD_CHF,2021-09-17 08:00:00,0.67066,3,4,1,1,1
NZD_CHF,2021-09-17 08:00:00,0.65013,3,4,1,1,1
GBP_AUD,2021-09-17 16:00:00,1.87479,4,9,1,1,1
EUR_AUD,2021-09-20 00:00:00,1.59925,3,4,1,1,1
EUR_GBP,2021-09-20 00:00:00,0.85006,4,9,1,1,1
USD_JPY,2021-09-20 00:00:00,109.113,3,10,1,1,0
AUD_NZD,2021-09-20 12:00:00,1.02762,2,15,1,1,1
CAD_CHF,2021-09-21 00:00:00,0.72212,1,21,1,1,0
EUR_NZD,2021-09-21 00:00:00,1.65398,2,15,1,1,0
AUD_USD,2021-09-21 04:00:00,0.72197,3,4,1,1,0
EUR_NZD,2021-09-21 16:00:00,1.65398,2,6,1,1,0
GBP_NZD,2021-09-21 16:00:00,1.9386,3,4,1,1,0
GBP_NZD,2021-09-22 00:00:00,1.9386,3,6,1,1,0
EUR_NZD,2021-09-22 12:00:00,1.65398,3,7,1,1,1
AUD_JPY,2021-09-22 16:00:00,78.842,3,4,1,1,1
AUD_USD,2021-09-22 16:00:00,0.72197,3,4,1,1,1
CAD_CHF,2021-09-22 16:00:00,0.71813,2,6,1,1,1
CAD_JPY,2021-09-22 16:00:00,84.901,3,6,1,1,1
GBP_JPY,2021-09-22 16:00:00,148.952,3,6,1,1,1
NZD_JPY,2021-09-22 16:00:00,76.33,3,4,1,1,1
NZD_USD,2021-09-22 16:00:00,0.69931,1,6,1,1,1
NZD_CHF,2021-09-23 08:00:00,0.64531,4,4,1,1,1
CHF_JPY,2021-09-24 00:00:00,117.54,3,6,1,1,1
GBP_JPY,2021-09-24 00:00:00,148.952,2,14,1,1,0
USD_CAD,2021-09-24 04:00:00,1.26369,2,17,1,1,1
USD_CHF,2021-09-24 04:00:00,0.92151,2,8,1,1,1
AUD_CHF,2021-09-27 00:00:00,0.66629,2,14,1,1,1
AUD_USD,2021-09-27 00:00:00,0.72197,3,11,1,1,0
NZD_CHF,2021-09-27 00:00:00,0.64531,2,14,1,1,0
NZD_JPY,2021-09-27 00:00:00,76.33,3,12,1,1,0
NZD_USD,2021-09-27 00:00:00,0.69811,2,11,1,1,0
USD_CHF,2021-09-28 00:00:00,0.92151,4,9,1,1,0
EUR_GBP,2021-09-28 08:00:00,0.85273,4,4,1,1,1
EUR_NZD,2021-09-28 08:00:00,1.6554,4,8,1,1,1
GBP_NZD,2021-09-28 08:00:00,1.93665,2,7,1,1,1
AUD_JPY,2021-09-29 00:00:00,78.842,2,14,1,1,1
EUR_JPY,2021-09-29 00:00:00,127.92,4,10,1,1,1
GBP_NZD,2021-09-29 00:00:00,1.93665,2,11,1,1,0
USD_JPY,2021-09-29 00:00:00,109.119,2,11,1,1,1
GBP_CAD,2021-09-29 04:00:00,1.71355,3,4,1,1,1
EUR_GBP,2021-09-29 08:00:00,0.85251,3,6,1,1,0
CAD_JPY,2021-09-30 04:00:00,86.834,3,5,1,1,1
EUR_CHF,2021-09-30 08:00:00,1.08151,3,5,1,1,1
USD_CHF,2021-09-30 08:00:00,0.92173,2,23,1,1,1
AUD_CAD,2021-09-30 12:00:00,0.91425,3,5,1,1,1
NZD_CHF,2021-09-30 16:00:00,0.64065,2,6,1,1,1
EUR_GBP,2021-10-01 04:00:00,0.85251,3,11,1,1,0
GBP_CAD,2021-10-01 04:00:00,1.70866,3,9,1,1,0
USD_CAD,2021-10-01 04:00:00,1.25936,2,17,1,1,1
CAD_CHF,2021-10-01 20:00:00,0.73037,3,14,1,1,1
CAD_JPY,2021-10-01 20:00:00,87.624,2,15,1,1,0
EUR_USD,2021-10-04 00:00:00,1.15626,4,8,1,1,1
CHF_JPY,2021-10-04 08:00:00,119.022,5,5,1,1,1
GBP_JPY,2021-10-04 08:00:00,149.226,3,6,1,1,1
NZD_CAD,2021-10-04 08:00:00,0.87259,2,8,1,1,1
NZD_JPY,2021-10-04 08:00:00,76.432,2,6,1,1,1
NZD_USD,2021-10-04 08:00:00,0.68591,4,6,1,1,1
GBP_CAD,2021-10-04 12:00:00,1.70502,3,10,1,1,1
GBP_CAD,2021-10-05 00:00:00,1.70502,4,5,1,1,0
USD_JPY,2021-10-05 04:00:00,110.883,2,7,1,1,1
NZD_CAD,2021-10-05 12:00:00,0.87259,3,9,1,1,0
CAD_JPY,2021-10-06 00:00:00,87.18,3,5,1,1,1
CHF_JPY,2021-10-06 00:00:00,119.022,3,15,1,1,0
EUR_CHF,2021-10-06 00:00:00,1.0733,2,8,1,1,1
EUR_JPY,2021-10-06 00:00:00,128.54,3,6,1,1,1
EUR_NZD,2021-10-06 00:00:00,1.6633,2,6,1,1,1
GBP_JPY,2021-10-06 00:00:00,149.226,2,16,1,1,0
GBP_NZD,2021-10-06 00:00:00,1.94761,3,6,1,1,1
USD_CAD,2021-10-06 00:00:00,1.25574,2,8,1,1,0
USD_CHF,2021-10-06 00:00:00,0.92304,2,8,1,1,1
USD_JPY,2021-10-06 00:00:00,110.821,3,8,1,1,0
GBP_USD,2021-10-07 00:00:00,1.34334,3,11,1,1,1
CAD_CHF,2021-10-07 16:00:00,0.73029,4,6,1,1,1
CAD_JPY,2021-10-07 16:00:00,87.18,3,6,1,1,0
AUD_USD,2021-10-08 00:00:00,0.71918,3,9,1,1,1
GBP_JPY,2021-10-08 00:00:00,149.226,2,8,1,1,1
NZD_USD,2021-10-08 00:00:00,0.68761,3,9,1,1,1
CAD_CHF,2021-10-08 04:00:00,0.73029,5,5,1,1,0
AUD_NZD,2021-10-08 16:00:00,1.04326,3,15,1,1,1
EUR_GBP,2021-10-08 20:00:00,0.84745,4,7,1,1,1
AUD_CHF,2021-10-11 00:00:00,0.67147,4,15,1,1,1
AUD_USD,2021-10-11 00:00:00,0.72254,3,4,1,1,0
CAD_CHF,2021-10-11 00:00:00,0.73268,4,10,1,1,0
EUR_CHF,2021-10-11 00:00:00,1.07017,2,9,1,1,0
GBP_JPY,2021-10-11 00:00:00,150.813,1,14,1,1,0
NZD_CHF,2021-10-11 00:00:00,0.6394,4,8,1,1,1
NZD_USD,2021-10-11 00:00:00,0.68761,3,4,1,1,0
EUR_NZD,2021-10-12 00:00:00,1.66105,3,11,1,1,1
GBP_NZD,2021-10-12 00:00:00,1.94795,4,11,1,1,1
USD_JPY,2021-10-12 00:00:00,111.202,3,9,1,1,1
AUD_CAD,2021-10-12 08:00:00,0.90988,3,8,1,1,1
AUD_JPY,2021-10-12 08:00:00,80.548,2,23,1,1,1
CAD_JPY,2021-10-12 08:00:00,87.996,1,22,1,1,1
EUR_JPY,2021-10-12 08:00:00,128.333,2,10,1,1,1
GBP_JPY,2021-10-12 08:00:00,150.813,1,22,1,1,0
NZD_JPY,2021-10-12 08:00:00,76.659,3,14,1,1,1
EUR_NZD,2021-10-13 00:00:00,1.66105,2,17,1,1,0
GBP_NZD,2021-10-13 00:00:00,1.95216,4,4,1,1,0
NZD_CHF,2021-10-13 08:00:00,0.63935,4,6,1,1,0
AUD_CAD,2021-10-13 16:00:00,0.90988,1,16,1,1,0
GBP_JPY,2021-10-14 00:00:00,153.684,1,10,1,1,1
NZD_CHF,2021-10-14 00:00:00,0.63935,3,10,1,1,0
NZD_JPY,2021-10-14 00:00:00,77.027,3,5,1,1,0
AUD_USD,2021-10-14 08:00:00,0.72881,4,5,1,1,1
EUR_USD,2021-10-14 08:00:00,1.15242,2,9,1,1,1
AUD_CHF,2021-10-15 00:00:00,0.67603,4,4,1,1,1
AUD_JPY,2021-10-15 00:00:00,83.008,2,11,1,1,0
CAD_JPY,2021-10-15 00:00:00,90.536,3,6,1,1,0
CHF_JPY,2021-10-15 00:00:00,121.898,1,12,1,1,1
GBP_JPY,2021-10-15 00:00:00,153.684,1,16,1,1,0
USD_JPY,2021-10-15 00:00:00,111.509,3,6,1,1,0
EUR_GBP,2021-10-15 04:00:00,0.84544,4,4,1,1,1
EUR_USD,2021-10-15 04:00:00,1.15242,2,14,1,1,0
GBP_USD,2021-10-15 04:00:00,1.35688,2,17,1,1,1
NZD_CAD,2021-10-15 04:00:00,0.86128,2,10,1,1,1
NZD_USD,2021-10-15 04:00:00,0.69083,3,10,1,1,1
GBP_CHF,2021-10-15 08:00:00,1.25795,3,6,1,1,1
AUD_CAD,2021-10-15 16:00:00,0.90988,2,14,1,1,1
NZD_CAD,2021-10-18 00:00:00,0.86128,2,15,1,1,0
CAD_CHF,2021-10-18 08:00:00,0.74156,2,14,1,1,1
EUR_CAD,2021-10-18 08:00:00,1.43188,4,6,1,1,1
GBP_AUD,2021-10-18 08:00:00,1.8416,2,6,1,1,1
GBP_CHF,2021-10-18 08:00:00,1.25795,3,8,1,1,0
GBP_NZD,2021-10-18 08:00:00,1.93778,2,6,1,1,1
EUR_JPY,2021-10-18 12:00:00,130.862,1,21,1,1,1
CAD_JPY,2021-10-18 16:00:00,90.536,4,4,1,1,1
AUD_CHF,2021-10-19 00:00:00,0.67984,3,16,1,1,0
AUD_USD,2021-10-19 00:00:00,0.73232,3,9,1,1,0
CAD_CHF,2021-10-19 00:00:00,0.74156,3,6,1,1,0
EUR_CHF,2021-10-19 00:00:00,1.06803,3,7,1,1,1
GBP_CHF,2021-10-19 00:00:00,1.25795,3,12,1,1,0
AUD_USD,2021-10-19 16:00:00,0.73232,3,7,1,1,1
NZD_CHF,2021-10-19 16:00:00,0.6419,1,22,1,1,1
USD_JPY,2021-10-19 20:00:00,113.208,1,23,1,1,1
CAD_CHF,2021-10-20 00:00:00,0.74165,2,12,1,1,0
CAD_JPY,2021-10-20 00:00:00,90.908,3,12,1,1,0
CHF_JPY,2021-10-20 00:00:00,121.898,2,12,1,1,0
EUR_JPY,2021-10-20 00:00:00,130.862,2,11,1,1,0
GBP_CHF,2021-10-20 00:00:00,1.25926,3,6,1,1,0
GBP_JPY,2021-10-20 00:00:00,155.338,2,11,1,1,1
NZD_CAD,2021-10-20 12:00:00,0.86172,1,30,1,1,1
AUD_USD,2021-10-20 16:00:00,0.73785,2,13,1,1,0
EUR_USD,2021-10-20 16:00:00,1.15717,2,14,1,1,1
AUD_CHF,2021-10-21 00:00:00,0.68073,2,15,1,1,1
USD_CHF,2021-10-21 08:00:00,0.91849,3,11,1,1,1
EUR_CAD,2021-10-21 16:00:00,1.43013,6,8,1,1,1
GBP_AUD,2021-10-21 16:00:00,1.8416,2,14,1,1,1
GBP_USD,2021-10-22 04:00:00,1.37095,2,10,1,1,1
AUD_CHF,2021-10-25 00:00:00,0.68149,2,6,1,1,0
AUD_USD,2021-10-25 00:00:00,0.73785,2,6,1,1,1
EUR_USD,2021-10-25 00:00:00,1.15717,3,7,1,1,0
GBP_CAD,2021-10-25 00:00:00,1.69566,4,11,1,1,1
GBP_USD,2021-10-25 00:00:00,1.37095,2,15,1,1,0
NZD_JPY,2021-10-25 00:00:00,80.552,2,7,1,1,1
NZD_USD,2021-10-25 00:00:00,0.70492,2,7,1,1,1
AUD_CAD,2021-10-25 16:00:00,0.92195,2,4,1,1,1
AUD_JPY,2021-10-26 00:00:00,84.603,2,7,1,1,1
CAD_CHF,2021-10-26 00:00:00,0.7395,3,6,1,1,1
CAD_JPY,2021-10-26 00:00:00,91.65,3,8,1,1,1
EUR_JPY,2021-10-26 00:00:00,131.916,3,8,1,1,1
GBP_JPY,2021-10-26 00:00:00,155.923,3,8,1,1,1
