percentile,fwd_mfe_h240_R,final_r
1,3.0597412538528443,-2.4202025270462033
5,3.749424433708191,0.26634794920682925
10,4.328073644638062,1.2253514766693117
20,5.073590087890625,2.369963836669922
30,5.675185060501098,3.0516188621521
40,6.262319946289063,3.621591091156006
50,6.9044249057769775,4.43123459815979
60,7.561269950866699,5.112250518798828
70,8.382135295867917,5.68256778717041
80,9.51414031982422,6.756412601470949
90,11.268635177612307,8.291853141784676
95,12.65215520858765,9.658017158508303
99,17.425523643493655,12.416077823638926
