trade_id,pair,entry_date,body_to_range_ratio,upper_wick_ratio,lower_wick_ratio,range_to_atr_14,ret_5bar_atr,ret_20bar_atr,pos_in_20bar_range,rsi_14
0,CHF_JPY,2020-10-01 00:00:00,0.13836477987424362,0.257861635220096,0.6037735849056604,0.8532077691247626,-0.15025042475155595,-2.162532899102335,0.20291970802919027,46.80871676791863
26,CHF_JPY,2020-10-02 20:00:00,0.4140624999999783,0.2187500000000451,0.3671874999999766,0.7383048131454317,1.3612494992369129,-2.4340986808388263,0.467836257309946,45.81283178626286
95,CHF_JPY,2020-11-04 03:00:00,0.2722222222222198,0.5499999999999823,0.17777777777779796,1.6056567449975907,-0.7849877419988319,1.4763121738728007,0.49012875536480843,50.21690774676622
111,CHF_JPY,2020-11-12 14:00:00,0.7788461538460678,0.05288461538465973,0.16826923076927247,1.3020003972149097,1.2394042242718568,0.3380193338923246,0.485179407176294,50.33625210538641
127,CHF_JPY,2020-11-24 12:00:00,0.44308943089429603,0.1544715447154368,0.40243902439026713,1.8127935190618008,-1.4738158691558811,0.05158355542049563,0.34219269102990324,43.16178934794365
201,CHF_JPY,2021-01-20 05:00:00,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.3926649403219478,-0.11218998294912794,0.8320757068726546,0.21075268817203927,52.99547245602358
205,CHF_JPY,2021-01-20 12:00:00,0.47058823529418525,0.03676470588232067,0.4926470588234941,1.174267396080321,-0.9756780570373526,-3.177429424688108,0.1311154598825707,40.494643342822606
219,CHF_JPY,2021-01-26 00:00:00,0.6058091286307096,0.004149377593380814,0.39004149377590963,2.1698940463308327,-0.18907790445207168,-3.088272439383752,0.3809523809523756,39.80570981803549
237,CHF_JPY,2021-02-09 00:00:00,0.035897435897462804,0.07179487179485274,0.8923076923076845,1.7789388698763666,0.08210487091737675,-0.967012924138036,0.37580993520517214,46.46984432233014
253,CHF_JPY,2021-02-26 04:00:00,0.5109170305677068,0.07423580786024439,0.4148471615720489,1.052276723221288,-1.1120129564172805,1.052276723221288,0.3727810650887552,48.08034233385115
