percentile,fwd_mfe_h240_R,final_r
1,0.27393455654382703,-4.136066346168518
5,0.60419100522995,-2.5810426235198975
10,0.8871415078639985,-1.9146633625030518
20,1.2676959753036499,-1.3581558465957642
30,1.7692140460014343,-1.1047286629676818
40,2.307327938079834,-0.9859896898269653
50,2.7855849266052246,-0.8575931191444397
60,3.360278034210205,-0.7250012874603271
70,4.0402734756469725,-0.44876845479011557
80,5.072009944915772,0.5378514409065248
90,6.670494890213013,1.9063045620918284
95,8.370525360107425,3.074192881584168
99,10.598889713287354,4.302875008583071
