percentile,fwd_mfe_h240_R,final_r
1,0.3003139615058899,-4.277588558197022
5,0.6040520071983337,-2.7656710624694822
10,0.8740280151367188,-1.8893720149993893
20,1.3188760042190555,-1.3546913146972652
30,1.9032250165939326,-1.1056530237197877
40,2.5390399456024175,-0.9776857614517211
50,3.0194199085235596,-0.8596247434616089
60,3.47830696105957,-0.7447692990303044
70,4.306816005706787,-0.4613540768623352
80,5.152669811248781,0.5360059976577762
90,6.699129962921142,2.1781876564025873
95,8.376089668273911,3.031906175613402
99,10.977738227844226,4.29849868774414
