cluster_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative,count,fraction
0,0.01725645047,0.5381565907,0.01194781991,0.04391422291,4034,0.3289838526
1,0.5298993136,15.49717514,0.4887136329,0.7212205366,3727,0.3039471538
2,0.5463818668,4.682634731,0.1577066511,0.3434043368,4501,0.3670689936
