pair,sum,count,fold_id
AUD_CAD,162,1139,1
AUD_CHF,147,1139,1
AUD_JPY,262,1139,1
AUD_NZD,308,1139,1
AUD_USD,286,1139,1
CAD_CHF,247,1139,1
CAD_JPY,219,1139,1
CHF_JPY,237,1139,1
EUR_AUD,154,1139,1
EUR_CAD,155,1139,1
EUR_CHF,281,1139,1
EUR_GBP,134,1139,1
EUR_JPY,277,1139,1
EUR_NZD,218,1139,1
EUR_USD,177,1139,1
GBP_AUD,194,1139,1
GBP_CAD,156,1139,1
GBP_CHF,363,1139,1
GBP_JPY,123,1139,1
GBP_NZD,124,1139,1
GBP_USD,205,1140,1
NZD_CAD,150,1140,1
NZD_CHF,135,1140,1
NZD_JPY,204,1140,1
NZD_USD,317,1139,1
USD_CAD,195,1139,1
USD_CHF,303,1139,1
USD_JPY,274,1139,1
AUD_CAD,175,1139,2
AUD_CHF,183,1139,2
AUD_JPY,346,1139,2
AUD_NZD,84,1139,2
AUD_USD,151,1139,2
CAD_CHF,259,1139,2
CAD_JPY,254,1139,2
CHF_JPY,323,1139,2
EUR_AUD,180,1139,2
EUR_CAD,163,1139,2
EUR_CHF,155,1139,2
EUR_GBP,113,1139,2
EUR_JPY,211,1139,2
EUR_NZD,182,1139,2
EUR_USD,108,1139,2
GBP_AUD,284,1139,2
GBP_CAD,203,1139,2
GBP_CHF,247,1139,2
GBP_JPY,221,1139,2
GBP_NZD,233,1139,2
GBP_USD,237,1139,2
NZD_CAD,238,1139,2
NZD_CHF,197,1139,2
NZD_JPY,266,1139,2
NZD_USD,138,1140,2
USD_CAD,324,1140,2
USD_CHF,177,1140,2
USD_JPY,319,1140,2
AUD_CAD,302,1140,3
AUD_CHF,174,1140,3
AUD_JPY,374,1140,3
AUD_NZD,262,1140,3
AUD_USD,264,1139,3
CAD_CHF,316,1139,3
CAD_JPY,302,1139,3
CHF_JPY,401,1139,3
EUR_AUD,70,1139,3
EUR_CAD,141,1139,3
EUR_CHF,208,1139,3
EUR_GBP,130,1139,3
EUR_JPY,338,1139,3
EUR_NZD,244,1139,3
EUR_USD,232,1139,3
GBP_AUD,144,1139,3
GBP_CAD,168,1139,3
GBP_CHF,242,1139,3
GBP_JPY,301,1139,3
GBP_NZD,68,1139,3
GBP_USD,201,1139,3
NZD_CAD,330,1139,3
NZD_CHF,256,1139,3
NZD_JPY,397,1139,3
NZD_USD,310,1139,3
USD_CAD,198,1139,3
USD_CHF,454,1139,3
USD_JPY,442,1139,3
AUD_CAD,273,1139,4
AUD_CHF,126,1139,4
AUD_JPY,161,1139,4
AUD_NZD,190,1139,4
AUD_USD,126,1140,4
CAD_CHF,197,1140,4
CAD_JPY,203,1140,4
CHF_JPY,143,1140,4
EUR_AUD,216,1140,4
EUR_CAD,333,1140,4
EUR_CHF,201,1140,4
EUR_GBP,216,1140,4
EUR_JPY,284,1140,4
EUR_NZD,152,1140,4
EUR_USD,295,1140,4
GBP_AUD,138,1139,4
GBP_CAD,302,1139,4
GBP_CHF,196,1139,4
GBP_JPY,186,1139,4
GBP_NZD,186,1139,4
GBP_USD,275,1139,4
NZD_CAD,270,1136,4
NZD_CHF,191,1136,4
NZD_JPY,236,1138,4
NZD_USD,137,1139,4
USD_CAD,302,1139,4
USD_CHF,217,1139,4
USD_JPY,247,1139,4
AUD_CAD,28,1138,5
AUD_CHF,223,1139,5
AUD_JPY,241,1139,5
AUD_NZD,260,1141,5
AUD_USD,196,1139,5
CAD_CHF,295,1139,5
CAD_JPY,336,1139,5
CHF_JPY,354,1138,5
EUR_AUD,128,1139,5
EUR_CAD,278,1139,5
EUR_CHF,462,1139,5
EUR_GBP,221,1141,5
EUR_JPY,356,1138,5
EUR_NZD,138,1139,5
EUR_USD,145,1138,5
GBP_AUD,159,1138,5
GBP_CAD,191,1138,5
GBP_CHF,216,1139,5
GBP_JPY,357,1139,5
GBP_NZD,214,1138,5
GBP_USD,193,1139,5
NZD_CAD,179,1141,5
NZD_CHF,368,1140,5
NZD_JPY,312,1141,5
NZD_USD,220,1141,5
USD_CAD,100,1139,5
USD_CHF,329,1139,5
USD_JPY,350,1139,5
AUD_CAD,193,1139,6
AUD_CHF,189,1139,6
AUD_JPY,223,1138,6
AUD_NZD,175,1138,6
AUD_USD,180,1139,6
CAD_CHF,170,1139,6
CAD_JPY,187,1139,6
CHF_JPY,343,1139,6
EUR_AUD,272,1139,6
EUR_CAD,266,1139,6
EUR_CHF,128,1139,6
EUR_GBP,151,1139,6
EUR_JPY,228,1140,6
EUR_NZD,277,1135,6
EUR_USD,149,1140,6
GBP_AUD,368,1140,6
GBP_CAD,256,1140,6
GBP_CHF,273,1140,6
GBP_JPY,202,1140,6
GBP_NZD,428,1139,6
GBP_USD,180,1140,6
NZD_CAD,100,1140,6
NZD_CHF,171,1140,6
