fold_id,fold_train_start,fold_train_end,fold_val_start,fold_val_end,train_n,val_n,val_auc,val_clean_rate,feature_importances_top10
1,2020-01-02T06:00:00.000000,2020-09-28T13:00:00.000000,2020-09-28T13:00:00.000000,2021-06-28T02:00:00.000000,129078,129075,0.5341819504012641,0.16109238814642649,w_ema_20_slope:0.0873; atr_200:0.0728; h4_ema_50_slope_at_entry:0.0580; d1_ema_50_slope_at_entry:0.0570; ema_200_slope:0.0561; d1_atr_14_normalised:0.0551; d1_realised_vol_20:0.0537; d1_momentum_20_atr:0.0529; d1_atr_percentile_60:0.0469; atr_50:0.0455
2,2020-01-02T06:00:00.000000,2021-06-28T02:00:00.000000,2021-06-28T02:00:00.000000,2022-03-23T10:00:00.000000,258153,129075,0.5472142233089126,0.17743172574084834,w_ema_20_slope:0.0855; atr_200:0.0745; d1_atr_14_normalised:0.0696; d1_ema_50_slope_at_entry:0.0635; d1_realised_vol_20:0.0571; h4_ema_50_slope_at_entry:0.0497; ema_200_slope:0.0486; atr_50:0.0482; d1_momentum_20_atr:0.0419; d1_atr_percentile_60:0.0417
3,2020-01-02T06:00:00.000000,2022-03-23T10:00:00.000000,2022-03-23T10:00:00.000000,2022-12-19T05:00:00.000000,387228,129075,0.5443973202428775,0.16650009684292078,w_ema_20_slope:0.0917; atr_200:0.0742; d1_ema_50_slope_at_entry:0.0718; d1_atr_14_normalised:0.0621; atr_50:0.0617; d1_realised_vol_20:0.0567; ema_200_slope:0.0479; atr_14:0.0479; h4_ema_50_slope_at_entry:0.0477; d1_momentum_5_atr:0.0471
4,2020-01-02T06:00:00.000000,2022-12-19T05:00:00.000000,2022-12-19T05:00:00.000000,2023-09-13T12:00:00.000000,516303,129075,0.5231649008767754,0.1556149525469688,atr_200:0.0985; d1_ema_50_slope_at_entry:0.0833; w_ema_20_slope:0.0762; atr_50:0.0757; d1_atr_14_normalised:0.0615; d1_realised_vol_20:0.0587; atr_14:0.0578; d1_momentum_20_atr:0.0453; ema_200_slope:0.0432; d1_atr_percentile_60:0.0410
5,2020-01-02T06:00:00.000000,2023-09-13T12:00:00.000000,2023-09-13T12:00:00.000000,2024-06-11T12:00:00.000000,645378,129075,0.5505633869269086,0.14042998256827427,atr_200:0.1009; d1_ema_50_slope_at_entry:0.0828; w_ema_20_slope:0.0768; atr_50:0.0732; d1_realised_vol_20:0.0657; d1_atr_14_normalised:0.0583; atr_14:0.0525; d1_momentum_20_atr:0.0481; d1_atr_percentile_60:0.0469; ema_200_slope:0.0422
6,2020-01-02T06:00:00.000000,2024-06-11T12:00:00.000000,2024-06-11T12:00:00.000000,2025-03-07T22:00:00.000000,774453,129075,0.5481135795576515,0.1527484020918071,atr_200:0.0905; d1_ema_50_slope_at_entry:0.0863; w_ema_20_slope:0.0830; atr_50:0.0693; d1_atr_14_normalised:0.0655; d1_realised_vol_20:0.0632; atr_14:0.0500; d1_atr_percentile_60:0.0463; d1_momentum_20_atr:0.0457; ema_200_slope:0.0413
7,2020-01-02T06:00:00.000000,2025-03-07T22:00:00.000000,2025-03-07T22:00:00.000000,2025-12-02T23:00:00.000000,903528,129075,0.49870312057699423,0.12542320356381947,atr_200:0.0935; d1_ema_50_slope_at_entry:0.0903; w_ema_20_slope:0.0861; atr_50:0.0681; d1_atr_14_normalised:0.0620; d1_realised_vol_20:0.0618; atr_14:0.0499; d1_momentum_20_atr:0.0444; h4_ema_50_slope_at_entry:0.0428; ema_200_slope:0.0403
