cluster_id,n_trades,shape_tag,reach_1r,reach_2r,reach_3r,mfe_p25,mfe_p50,mfe_p75,mfe_p90,wrong_way_pp,ttp_p25,ttp_p50,ttp_p75,mean_r,final_r_p25,final_r_p50,selected_sl,capturability_composite,is_candidate
0,19091,bimodal,1.0,0.9992666701587135,0.9663715887067205,4.363169015760901,5.5169237472430295,7.0823537126589216,8.977953324349631,0.006338065056833063,120,120,120,3.966709517341476,2.3032466367480615,3.781173252833095,1.5,1.5795188309429498,True
1,38037,unclassified,0.960801325025633,0.476457133843363,0.21576359860136182,1.3389484123217443,1.9340777055080813,2.8285022867653296,3.8004159200080614,0.03883061229855141,26,49,99,-0.5103410925632051,-1.0,-1.0,1.5,0.9358595925460222,True
2,37749,unclassified,0.045723065511669186,0.01915282524040372,0.009218787252642455,0.32297249674604145,0.5044693650148979,0.7221284367995223,0.8859229522787481,0.9703833214124877,6,11,19,-0.9807887422632412,-1.0,-1.0,1.5,0.18444621784216744,False
3,31924,monotonic_down,0.002443302844255106,0.00015662197719584013,0.0,0.0,0.05752297030229822,0.16159157483501263,0.30987282548298284,0.9991542413231425,1,3,7,-0.999970499338992,-1.0,-1.0,1.5,0.01570807503337409,False
