trade_id,pair,signal_bar_time,entry_time,exit_time,exit_reason,bars_held,final_r,spread_pips_used,spread_pips_exit,fold
1029,EUR_USD,2023-01-24 00:00:00,2023-01-24 04:00:00,2023-01-31 08:00:00,stoploss,32,-1.004964346,0.7,0.7,4
1030,AUD_JPY,2023-01-25 00:00:00,2023-01-25 04:00:00,2023-01-31 08:00:00,stoploss,26,-1.004667303,0.9,0.9,4
1031,CAD_JPY,2023-01-25 00:00:00,2023-01-25 04:00:00,2023-01-25 16:00:00,stoploss,4,-1.006975391,1.2,1.2,4
1032,GBP_AUD,2023-01-31 00:00:00,2023-01-31 04:00:00,2023-02-01 04:00:00,stoploss,7,-1.018643536,4,4,4
1033,EUR_GBP,2023-02-01 08:00:00,2023-02-01 12:00:00,2023-02-21 12:00:00,stoploss,85,-1.010432103,0.8,0.8,4
1034,USD_CAD,2023-02-01 16:00:00,2023-02-01 20:00:00,2023-02-01 20:00:00,stoploss,1,-1.008743655,1.3,1.3,4
1035,AUD_JPY,2023-02-02 08:00:00,2023-02-02 12:00:00,2023-02-02 16:00:00,stoploss,2,-1.005365442,0.9,0.9,4
1036,CAD_JPY,2023-02-02 08:00:00,2023-02-02 12:00:00,2023-02-03 08:00:00,stoploss,6,-1.00711043,1.2,1.2,4
1037,GBP_NZD,2023-02-06 08:00:00,2023-02-06 12:00:00,2023-04-03 12:00:00,time_exit,240,5.405989615,4.8,4.8,4
1038,CAD_JPY,2023-02-08 00:00:00,2023-02-08 04:00:00,2023-02-10 08:00:00,stoploss,14,-1.006827096,1.2,1.2,4
1039,EUR_USD,2023-02-08 08:00:00,2023-02-08 12:00:00,2023-02-10 16:00:00,stoploss,14,-1.004493502,0.7,0.7,4
1040,GBP_CAD,2023-02-08 08:00:00,2023-02-08 12:00:00,2023-02-10 20:00:00,stoploss,15,-1.024860628,5.2,5.2,4
1041,GBP_USD,2023-02-08 08:00:00,2023-02-08 12:00:00,2023-02-15 16:00:00,stoploss,32,-1.004083547,0.9,0.9,4
1042,EUR_NZD,2023-02-08 16:00:00,2023-02-08 20:00:00,2023-02-09 08:00:00,stoploss,4,-1.016009018,3.8,3.8,4
1043,EUR_CAD,2023-02-09 00:00:00,2023-02-09 04:00:00,2023-02-10 12:00:00,stoploss,9,-1.02576666,3.7,3.7,4
1044,NZD_CAD,2023-02-09 00:00:00,2023-02-09 04:00:00,2023-02-10 16:00:00,stoploss,10,-1.01851028,2.3,2.3,4
1045,NZD_USD,2023-02-09 00:00:00,2023-02-09 04:00:00,2023-02-15 16:00:00,stoploss,28,-1.008123231,1.1,1.1,4
1046,AUD_JPY,2023-02-10 16:00:00,2023-02-10 20:00:00,2023-03-09 08:00:00,stoploss,112,-1.005526107,0.9,0.9,4
1047,AUD_USD,2023-02-13 08:00:00,2023-02-13 12:00:00,2023-02-16 16:00:00,stoploss,20,-1.007733801,1,1,4
1048,EUR_AUD,2023-02-14 00:00:00,2023-02-14 04:00:00,2023-04-11 04:00:00,time_exit,240,9.742163757,2.4,2.4,4
1049,EUR_NZD,2023-02-14 00:00:00,2023-02-14 04:00:00,2023-04-11 04:00:00,time_exit,240,5.701949719,3.8,3.8,4
1050,GBP_AUD,2023-02-14 00:00:00,2023-02-14 04:00:00,2023-04-11 04:00:00,time_exit,240,11.48578408,4,4,4
1051,GBP_CAD,2023-02-14 00:00:00,2023-02-14 04:00:00,2023-02-15 16:00:00,stoploss,10,-1.026471072,5.2,5.2,4
1052,EUR_CHF,2023-02-14 08:00:00,2023-02-14 12:00:00,2023-03-10 12:00:00,stoploss,109,-1.014472765,1,1,4
1053,CAD_JPY,2023-02-14 12:00:00,2023-02-14 16:00:00,2023-03-09 20:00:00,stoploss,104,-1.007343743,1.2,1.2,4
1054,EUR_CAD,2023-02-15 08:00:00,2023-02-15 12:00:00,2023-04-12 12:00:00,time_exit,240,4.61486074,3.7,3.7,4
1055,USD_CAD,2023-02-17 00:00:00,2023-02-17 04:00:00,2023-04-13 08:00:00,stoploss,236,-1.008075005,1.3,1.3,4
1056,AUD_USD,2023-02-20 04:00:00,2023-02-20 08:00:00,2023-02-22 00:00:00,stoploss,11,-1.007424795,1,1,4
1057,NZD_CAD,2023-02-21 00:00:00,2023-02-21 04:00:00,2023-02-27 00:00:00,stoploss,24,-1.023484526,2.3,2.3,4
1058,USD_CHF,2023-02-21 00:00:00,2023-02-21 04:00:00,2023-03-10 16:00:00,stoploss,82,-1.008535503,0.9,0.9,4
1059,GBP_USD,2023-02-21 08:00:00,2023-02-21 12:00:00,2023-02-23 16:00:00,stoploss,14,-1.005149656,0.9,0.9,4
1060,EUR_USD,2023-02-23 04:00:00,2023-02-23 08:00:00,2023-02-24 12:00:00,stoploss,8,-1.006562799,0.7,0.7,4
1061,GBP_CHF,2023-02-23 08:00:00,2023-02-23 12:00:00,2023-03-07 16:00:00,stoploss,50,-1.01599081,1.9,1.9,4
1062,AUD_CAD,2023-02-24 00:00:00,2023-02-24 04:00:00,2023-02-24 12:00:00,stoploss,3,-1.017846127,1.9,1.9,4
1063,AUD_CHF,2023-02-24 00:00:00,2023-02-24 04:00:00,2023-02-24 12:00:00,stoploss,3,-1.015606451,1.4,1.4,4
1064,AUD_USD,2023-02-24 00:00:00,2023-02-24 04:00:00,2023-02-24 12:00:00,stoploss,3,-1.008323821,1,1,4
1065,NZD_CHF,2023-02-24 00:00:00,2023-02-24 04:00:00,2023-02-24 12:00:00,stoploss,3,-1.019515742,1.7,1.7,4
1066,NZD_USD,2023-02-24 00:00:00,2023-02-24 04:00:00,2023-02-24 12:00:00,stoploss,3,-1.009742202,1.1,1.1,4
1067,GBP_CAD,2023-02-27 08:00:00,2023-02-27 12:00:00,2023-04-24 12:00:00,time_exit,240,6.512109855,5.2,5.2,4
1068,AUD_CAD,2023-03-03 00:00:00,2023-03-03 04:00:00,2023-03-07 08:00:00,stoploss,14,-1.018691961,1.9,1.9,4
1069,AUD_CHF,2023-03-03 00:00:00,2023-03-03 04:00:00,2023-03-06 00:00:00,stoploss,6,-1.01608065,1.4,1.4,4
1070,AUD_USD,2023-03-03 00:00:00,2023-03-03 04:00:00,2023-03-07 08:00:00,stoploss,14,-1.008323871,1,1,4
1071,NZD_CHF,2023-03-03 00:00:00,2023-03-03 04:00:00,2023-03-03 16:00:00,stoploss,4,-1.019517474,1.7,1.7,4
1072,NZD_USD,2023-03-03 00:00:00,2023-03-03 04:00:00,2023-03-07 16:00:00,stoploss,16,-1.008998007,1.1,1.1,4
1073,NZD_CAD,2023-03-03 12:00:00,2023-03-03 16:00:00,2023-03-06 08:00:00,stoploss,5,-1.020589278,2.3,2.3,4
1074,EUR_USD,2023-03-07 00:00:00,2023-03-07 04:00:00,2023-03-07 16:00:00,stoploss,4,-1.006067687,0.7,0.7,4
1075,NZD_USD,2023-03-13 12:00:00,2023-03-13 16:00:00,2023-03-16 00:00:00,stoploss,15,-1.00779338,1.1,1.1,4
1076,NZD_CHF,2023-03-13 16:00:00,2023-03-13 20:00:00,2023-04-11 12:00:00,stoploss,125,-1.013016069,1.7,1.7,4
1077,EUR_JPY,2023-03-14 08:00:00,2023-03-14 12:00:00,2023-03-15 12:00:00,stoploss,7,-1.004327514,1.4,1.4,4
1078,AUD_CAD,2023-03-14 20:00:00,2023-03-15 00:00:00,2023-03-27 20:00:00,stoploss,54,-1.013526465,1.9,1.9,4
1079,AUD_JPY,2023-03-15 00:00:00,2023-03-15 04:00:00,2023-03-15 12:00:00,stoploss,3,-1.003743342,0.9,0.9,4
1080,USD_JPY,2023-03-15 20:00:00,2023-03-16 00:00:00,2023-03-17 20:00:00,stoploss,12,-1.001678969,0.6,0.6,4
1081,AUD_USD,2023-03-16 00:00:00,2023-03-16 04:00:00,2023-05-11 04:00:00,time_exit,240,2.121271651,1,1,4
1082,NZD_CAD,2023-03-16 08:00:00,2023-03-16 12:00:00,2023-04-03 00:00:00,stoploss,70,-1.016553089,2.3,2.3,4
1083,CAD_CHF,2023-03-16 16:00:00,2023-03-16 20:00:00,2023-03-21 16:00:00,stoploss,18,-1.010532064,1.5,1.5,4
1084,AUD_CHF,2023-03-17 00:00:00,2023-03-17 04:00:00,2023-03-21 16:00:00,stoploss,16,-1.010140625,1.4,1.4,4
1085,EUR_USD,2023-03-17 00:00:00,2023-03-17 04:00:00,2023-05-12 04:00:00,time_exit,240,3.343257664,0.7,0.7,4
1086,CAD_JPY,2023-03-20 00:00:00,2023-03-20 04:00:00,2023-03-20 08:00:00,stoploss,2,-1.004239126,1.2,1.2,4
1087,EUR_GBP,2023-03-20 00:00:00,2023-03-20 04:00:00,2023-05-05 16:00:00,stoploss,208,-1.008053852,0.8,0.8,4
1088,EUR_JPY,2023-03-20 00:00:00,2023-03-20 04:00:00,2023-03-20 08:00:00,stoploss,2,-1.003391235,1.4,1.4,4
1089,GBP_JPY,2023-03-20 00:00:00,2023-03-20 04:00:00,2023-03-20 08:00:00,stoploss,2,-1.005535888,2.4,2.4,4
1090,USD_CHF,2023-03-20 08:00:00,2023-03-20 12:00:00,2023-03-21 16:00:00,stoploss,8,-1.005642877,0.9,0.9,4
1091,AUD_JPY,2023-03-21 08:00:00,2023-03-21 12:00:00,2023-03-23 20:00:00,stoploss,15,-1.003323633,0.9,0.9,4
1092,CHF_JPY,2023-03-21 08:00:00,2023-03-21 12:00:00,2023-05-16 12:00:00,time_exit,240,5.006750188,2.2,2.2,4
1093,USD_JPY,2023-03-21 08:00:00,2023-03-21 12:00:00,2023-03-23 04:00:00,stoploss,11,-1.001921927,0.6,0.6,4
1094,EUR_CHF,2023-03-22 04:00:00,2023-03-22 08:00:00,2023-03-24 08:00:00,stoploss,13,-1.008747089,1,1,4
1095,GBP_CHF,2023-03-22 04:00:00,2023-03-22 08:00:00,2023-04-12 12:00:00,stoploss,92,-1.0110625,1.9,1.9,4
1096,NZD_JPY,2023-03-22 08:00:00,2023-03-22 12:00:00,2023-03-23 20:00:00,stoploss,9,-1.007188208,1.4,1.4,4
1097,AUD_CHF,2023-03-23 04:00:00,2023-03-23 08:00:00,2023-03-24 00:00:00,stoploss,5,-1.011859017,1.4,1.4,4
1098,GBP_USD,2023-03-23 04:00:00,2023-03-23 08:00:00,2023-03-24 08:00:00,stoploss,7,-1.005120555,0.9,0.9,4
1099,NZD_USD,2023-03-23 04:00:00,2023-03-23 08:00:00,2023-03-24 08:00:00,stoploss,7,-1.009060482,1.1,1.1,4
1100,AUD_JPY,2023-03-27 08:00:00,2023-03-27 12:00:00,2023-05-22 12:00:00,time_exit,240,3.939372989,0.9,0.9,4
1101,CAD_JPY,2023-03-27 08:00:00,2023-03-27 12:00:00,2023-05-22 12:00:00,time_exit,240,5.890012577,1.2,1.2,4
1102,EUR_JPY,2023-03-27 08:00:00,2023-03-27 12:00:00,2023-05-22 12:00:00,time_exit,240,4.749779699,1.4,1.4,4
1103,GBP_JPY,2023-03-27 08:00:00,2023-03-27 12:00:00,2023-05-22 12:00:00,time_exit,240,6.164280366,2.4,2.4,4
1104,NZD_JPY,2023-03-27 16:00:00,2023-03-27 20:00:00,2023-05-22 20:00:00,time_exit,240,6.194842875,1.4,1.4,4
1105,AUD_NZD,2023-03-28 00:00:00,2023-03-28 04:00:00,2023-03-29 00:00:00,stoploss,6,-1.020873662,2.1,2.1,4
1106,AUD_CHF,2023-03-28 16:00:00,2023-03-28 20:00:00,2023-03-29 12:00:00,stoploss,5,-1.013777387,1.4,1.4,4
1107,NZD_USD,2023-03-30 16:00:00,2023-03-30 20:00:00,2023-04-03 08:00:00,stoploss,10,-1.011871253,1.1,1.1,4
1108,AUD_CAD,2023-03-31 00:00:00,2023-03-31 04:00:00,2023-03-31 20:00:00,stoploss,5,-1.018782916,1.9,1.9,4
1109,EUR_CHF,2023-03-31 08:00:00,2023-03-31 12:00:00,2023-03-31 16:00:00,stoploss,2,-1.010658198,1,1,4
1110,USD_CHF,2023-03-31 08:00:00,2023-03-31 12:00:00,2023-04-04 00:00:00,stoploss,10,-1.008539783,0.9,0.9,4
1111,USD_JPY,2023-03-31 08:00:00,2023-03-31 12:00:00,2023-04-03 16:00:00,stoploss,8,-1.002528329,0.6,0.6,4
1112,AUD_CHF,2023-04-03 08:00:00,2023-04-03 12:00:00,2023-04-05 08:00:00,stoploss,12,-1.013778556,1.4,1.4,4
1113,CAD_CHF,2023-04-03 08:00:00,2023-04-03 12:00:00,2023-04-04 16:00:00,stoploss,8,-1.017618305,1.5,1.5,4
1114,AUD_NZD,2023-04-05 00:00:00,2023-04-05 04:00:00,2023-04-05 04:00:00,stoploss,1,-1.02049475,2.1,2.1,4
1115,USD_JPY,2023-04-06 08:00:00,2023-04-06 12:00:00,2023-06-01 12:00:00,time_exit,240,7.863948945,0.6,0.6,4
1116,EUR_CHF,2023-04-06 16:00:00,2023-04-06 20:00:00,2023-04-12 12:00:00,stoploss,23,-1.010746482,1,1,4
1117,EUR_AUD,2023-04-12 00:00:00,2023-04-12 04:00:00,2023-04-13 16:00:00,stoploss,10,-1.013933509,2.4,2.4,4
1118,GBP_USD,2023-04-12 00:00:00,2023-04-12 04:00:00,2023-04-17 16:00:00,stoploss,22,-1.006869533,0.9,0.9,4
1119,AUD_NZD,2023-04-12 04:00:00,2023-04-12 08:00:00,2023-04-28 12:00:00,stoploss,74,-1.020966127,2.1,2.1,4
1120,EUR_NZD,2023-04-13 00:00:00,2023-04-13 04:00:00,2023-04-13 12:00:00,stoploss,3,-1.016968384,3.8,3.8,4
1121,AUD_CAD,2023-04-13 04:00:00,2023-04-13 08:00:00,2023-04-14 20:00:00,stoploss,10,-1.016551801,1.9,1.9,4
1122,NZD_CAD,2023-04-13 08:00:00,2023-04-13 12:00:00,2023-04-14 16:00:00,stoploss,8,-1.020417815,2.3,2.3,4
1123,CAD_CHF,2023-04-17 00:00:00,2023-04-17 04:00:00,2023-04-20 04:00:00,stoploss,19,-1.018548892,1.5,1.5,4
1124,AUD_CHF,2023-04-17 16:00:00,2023-04-17 20:00:00,2023-04-21 08:00:00,stoploss,22,-1.016050048,1.4,1.4,4
1125,NZD_USD,2023-04-18 00:00:00,2023-04-18 04:00:00,2023-04-21 08:00:00,stoploss,20,-1.010397519,1.1,1.1,4
1126,EUR_CHF,2023-04-18 08:00:00,2023-04-18 12:00:00,2023-04-20 12:00:00,stoploss,13,-1.014238089,1,1,4
1127,GBP_CHF,2023-04-18 08:00:00,2023-04-18 12:00:00,2023-04-21 08:00:00,stoploss,18,-1.01756537,1.9,1.9,4
1128,EUR_AUD,2023-04-18 16:00:00,2023-04-18 20:00:00,2023-05-09 00:00:00,stoploss,86,-1.013345469,2.4,2.4,4
1129,AUD_CAD,2023-04-19 00:00:00,2023-04-19 04:00:00,2023-04-28 16:00:00,stoploss,46,-1.018997899,1.9,1.9,4
1130,NZD_CAD,2023-04-19 00:00:00,2023-04-19 04:00:00,2023-05-25 12:00:00,stoploss,159,-1.023368813,2.3,2.3,4
1131,GBP_AUD,2023-04-20 00:00:00,2023-04-20 04:00:00,2023-04-20 16:00:00,stoploss,4,-1.019952544,4,4,4
1132,GBP_USD,2023-04-24 08:00:00,2023-04-24 12:00:00,2023-05-23 12:00:00,stoploss,127,-1.006689321,0.9,0.9,4
1133,GBP_CAD,2023-04-25 08:00:00,2023-04-25 12:00:00,2023-05-08 12:00:00,stoploss,55,-1.035044847,5.2,5.2,4
1134,GBP_AUD,2023-04-25 16:00:00,2023-04-25 20:00:00,2023-05-02 08:00:00,stoploss,28,-1.018767582,4,4,4
1135,NZD_CHF,2023-04-25 16:00:00,2023-04-25 20:00:00,2023-04-26 12:00:00,stoploss,5,-1.024205909,1.7,1.7,4
1136,GBP_NZD,2023-04-26 04:00:00,2023-04-26 08:00:00,2023-05-02 08:00:00,stoploss,25,-1.022033616,4.8,4.8,4
1137,EUR_CHF,2023-04-26 08:00:00,2023-04-26 12:00:00,2023-05-03 20:00:00,stoploss,33,-1.013325159,1,1,4
1138,GBP_CHF,2023-04-26 08:00:00,2023-04-26 12:00:00,2023-06-21 12:00:00,time_exit,240,5.589419531,1.9,1.9,4
1139,CAD_CHF,2023-04-27 08:00:00,2023-04-27 12:00:00,2023-05-03 12:00:00,stoploss,25,-1.020288861,1.5,1.5,4
1140,USD_CHF,2023-04-27 08:00:00,2023-04-27 12:00:00,2023-05-03 08:00:00,stoploss,24,-1.00972955,0.9,0.9,4
1141,EUR_CAD,2023-04-28 00:00:00,2023-04-28 04:00:00,2023-04-28 20:00:00,stoploss,5,-1.024861004,3.7,3.7,4
1142,USD_CAD,2023-04-28 04:00:00,2023-04-28 08:00:00,2023-04-28 16:00:00,stoploss,3,-1.012130981,1.3,1.3,4
1143,NZD_USD,2023-05-03 00:00:00,2023-05-03 04:00:00,2023-05-12 20:00:00,stoploss,47,-1.012900017,1.1,1.1,4
1144,CAD_CHF,2023-05-05 08:00:00,2023-05-05 12:00:00,2023-06-30 12:00:00,time_exit,240,3.572946465,1.5,1.5,4
1145,NZD_CHF,2023-05-08 08:00:00,2023-05-08 12:00:00,2023-05-12 08:00:00,stoploss,24,-1.018184933,1.7,1.7,4
1146,USD_CHF,2023-05-09 08:00:00,2023-05-09 12:00:00,2023-07-04 12:00:00,time_exit,240,0.5854392369,0.9,0.9,4
1147,GBP_NZD,2023-05-09 16:00:00,2023-05-09 20:00:00,2023-05-10 20:00:00,stoploss,7,-1.021184361,4.8,4.8,4
1148,USD_CAD,2023-05-10 08:00:00,2023-05-10 12:00:00,2023-05-10 12:00:00,stoploss,1,-1.012181023,1.3,1.3,4
1149,AUD_CAD,2023-05-11 00:00:00,2023-05-11 04:00:00,2023-05-12 08:00:00,stoploss,8,-1.017005868,1.9,1.9,4
1150,AUD_CHF,2023-05-11 00:00:00,2023-05-11 04:00:00,2023-05-11 16:00:00,stoploss,4,-1.015471946,1.4,1.4,4
1151,EUR_AUD,2023-05-11 16:00:00,2023-05-11 20:00:00,2023-05-19 08:00:00,stoploss,34,-1.011708177,2.4,2.4,4
1152,AUD_USD,2023-05-12 00:00:00,2023-05-12 04:00:00,2023-05-12 16:00:00,stoploss,4,-1.008978273,1,1,4
1153,EUR_GBP,2023-05-16 00:00:00,2023-05-16 04:00:00,2023-05-24 08:00:00,stoploss,38,-1.013057852,0.8,0.8,4
1154,EUR_USD,2023-05-16 00:00:00,2023-05-16 04:00:00,2023-05-17 08:00:00,stoploss,8,-1.007314049,0.7,0.7,4
1155,EUR_NZD,2023-05-16 08:00:00,2023-05-16 12:00:00,2023-05-17 12:00:00,stoploss,7,-1.019066596,3.8,3.8,4
1156,NZD_USD,2023-05-17 00:00:00,2023-05-17 04:00:00,2023-05-24 04:00:00,stoploss,31,-1.012043653,1.1,1.1,4
1157,EUR_CHF,2023-05-17 08:00:00,2023-05-17 12:00:00,2023-05-19 16:00:00,stoploss,14,-1.01451407,1,1,4
1158,CHF_JPY,2023-05-17 16:00:00,2023-05-17 20:00:00,2023-07-12 20:00:00,time_exit,240,6.808136012,2.2,2.2,4
1159,NZD_CHF,2023-05-22 16:00:00,2023-05-22 20:00:00,2023-05-24 04:00:00,stoploss,9,-1.020148451,1.7,1.7,4
1160,AUD_CHF,2023-05-23 00:00:00,2023-05-23 04:00:00,2023-05-24 04:00:00,stoploss,7,-1.01717794,1.4,1.4,4
1161,CAD_JPY,2023-05-23 00:00:00,2023-05-23 04:00:00,2023-07-18 04:00:00,time_exit,240,3.368854423,1.2,1.2,4
1162,GBP_AUD,2023-05-23 16:00:00,2023-05-23 20:00:00,2023-06-06 04:00:00,stoploss,57,-1.020309629,4,4,4
1163,GBP_JPY,2023-05-23 16:00:00,2023-05-23 20:00:00,2023-07-18 20:00:00,time_exit,240,7.354684776,2.4,2,4
1164,GBP_USD,2023-05-24 00:00:00,2023-05-24 04:00:00,2023-05-24 16:00:00,stoploss,4,-1.006667717,0.9,0.9,4
1165,EUR_AUD,2023-05-24 04:00:00,2023-05-24 08:00:00,2023-06-02 08:00:00,stoploss,43,-1.014707241,2.4,2.4,4
1166,EUR_CHF,2023-05-24 04:00:00,2023-05-24 08:00:00,2023-05-29 12:00:00,stoploss,20,-1.015773651,1,1,4
1167,EUR_NZD,2023-05-24 04:00:00,2023-05-24 08:00:00,2023-07-19 08:00:00,time_exit,240,3.602161387,3.8,3.8,4
1168,EUR_USD,2023-05-24 04:00:00,2023-05-24 08:00:00,2023-05-25 04:00:00,stoploss,6,-1.00766236,0.7,0.7,4
1169,GBP_NZD,2023-05-24 16:00:00,2023-05-24 20:00:00,2023-07-19 20:00:00,time_exit,240,2.572140974,4.8,4.8,4
1170,AUD_NZD,2023-05-25 00:00:00,2023-05-25 04:00:00,2023-07-20 04:00:00,time_exit,240,1.559795107,2.1,2.1,4
1171,USD_CAD,2023-05-25 04:00:00,2023-05-25 08:00:00,2023-06-01 12:00:00,stoploss,32,-1.011521021,1.3,1.3,4
1172,EUR_JPY,2023-05-25 16:00:00,2023-05-25 20:00:00,2023-05-31 08:00:00,stoploss,22,-1.007620714,1.4,1.4,4
1173,AUD_JPY,2023-05-26 08:00:00,2023-05-26 12:00:00,2023-05-31 08:00:00,stoploss,18,-1.00690099,0.9,0.9,4
1174,AUD_CAD,2023-05-29 00:00:00,2023-05-29 04:00:00,2023-05-31 08:00:00,stoploss,14,-1.022970112,1.9,1.9,4
1175,AUD_USD,2023-05-29 00:00:00,2023-05-29 04:00:00,2023-05-31 08:00:00,stoploss,14,-1.011205796,1,1,4
1176,NZD_USD,2023-05-29 00:00:00,2023-05-29 04:00:00,2023-05-31 04:00:00,stoploss,13,-1.010571049,1.1,1.1,4
1177,GBP_USD,2023-05-29 16:00:00,2023-05-29 20:00:00,2023-07-24 20:00:00,time_exit,240,7.538241182,0.9,0.9,4
1178,EUR_CHF,2023-05-30 16:00:00,2023-05-30 20:00:00,2023-06-09 00:00:00,stoploss,44,-1.014460102,1,1,4
1179,EUR_CAD,2023-05-31 00:00:00,2023-05-31 04:00:00,2023-05-31 16:00:00,stoploss,4,-1.027227302,1.8,3.7,4
1180,GBP_CAD,2023-05-31 00:00:00,2023-05-31 04:00:00,2023-05-31 16:00:00,stoploss,4,-1.032734137,2.8,5.2,4
1181,AUD_CHF,2023-05-31 16:00:00,2023-05-31 20:00:00,2023-07-11 16:00:00,stoploss,174,-1.016981278,1.4,1.4,4
1182,AUD_USD,2023-06-01 12:00:00,2023-06-01 16:00:00,2023-07-27 16:00:00,time_exit,240,4.732942704,1,1,4
1183,EUR_GBP,2023-06-02 08:00:00,2023-06-02 12:00:00,2023-06-09 16:00:00,stoploss,32,-1.013123489,0.8,0.8,4
1184,USD_JPY,2023-06-05 08:00:00,2023-06-05 12:00:00,2023-06-05 16:00:00,stoploss,2,-1.003214469,0.6,0.6,4
1185,NZD_CAD,2023-06-05 16:00:00,2023-06-05 20:00:00,2023-06-07 16:00:00,stoploss,12,-1.019907021,2.3,2.3,4
1186,AUD_JPY,2023-06-06 16:00:00,2023-06-06 20:00:00,2023-07-28 04:00:00,stoploss,225,-1.005833956,0.9,0.9,4
1187,EUR_USD,2023-06-07 00:00:00,2023-06-07 04:00:00,2023-08-02 04:00:00,time_exit,240,6.059563722,0.7,0.7,4
1188,NZD_USD,2023-06-07 00:00:00,2023-06-07 04:00:00,2023-06-07 20:00:00,stoploss,5,-1.011007709,1.1,1.1,4
1189,AUD_CAD,2023-06-07 08:00:00,2023-06-07 12:00:00,2023-06-07 16:00:00,stoploss,2,-1.017111734,1.9,1.9,4
1190,EUR_CAD,2023-06-09 00:00:00,2023-06-09 04:00:00,2023-06-09 16:00:00,stoploss,4,-1.023640852,1.8,3.7,4
1191,EUR_JPY,2023-06-09 00:00:00,2023-06-09 04:00:00,2023-08-04 04:00:00,time_exit,240,8.472167929,1.4,1,4
1192,GBP_CAD,2023-06-09 00:00:00,2023-06-09 04:00:00,2023-08-04 04:00:00,time_exit,240,1.97632587,2.8,2.8,4
1193,USD_CAD,2023-06-09 00:00:00,2023-06-09 04:00:00,2023-06-13 16:00:00,stoploss,16,-1.010575491,1.3,1.3,4
1194,NZD_CAD,2023-06-12 08:00:00,2023-06-12 12:00:00,2023-06-22 16:00:00,stoploss,50,-1.021398219,2.3,2.3,4
1195,NZD_CHF,2023-06-12 08:00:00,2023-06-12 12:00:00,2023-06-23 04:00:00,stoploss,53,-1.02238816,1.7,1.7,4
1196,NZD_JPY,2023-06-12 08:00:00,2023-06-12 12:00:00,2023-07-28 04:00:00,stoploss,203,-1.012264474,1.4,1.4,4
1197,NZD_USD,2023-06-12 08:00:00,2023-06-12 12:00:00,2023-06-28 08:00:00,stoploss,72,-1.011954752,1.1,1.1,4
1198,GBP_AUD,2023-06-13 16:00:00,2023-06-13 20:00:00,2023-08-08 20:00:00,time_exit,240,8.296506884,4,4,4
1199,AUD_CAD,2023-06-15 04:00:00,2023-06-15 08:00:00,2023-06-20 04:00:00,stoploss,18,-1.01502057,1.9,1.9,4
1200,USD_CAD,2023-06-15 04:00:00,2023-06-15 08:00:00,2023-06-15 16:00:00,stoploss,3,-1.010863423,1.3,1.3,4
1201,USD_JPY,2023-06-16 16:00:00,2023-06-16 20:00:00,2023-07-11 04:00:00,stoploss,99,-1.002711214,0.6,0.6,4
1202,EUR_CAD,2023-06-19 00:00:00,2023-06-19 04:00:00,2023-06-23 08:00:00,stoploss,26,-1.024771745,1.8,3.7,4
1203,EUR_GBP,2023-06-21 08:00:00,2023-06-21 12:00:00,2023-06-23 08:00:00,stoploss,12,-1.010582775,0.8,0.8,4
1204,EUR_CHF,2023-06-22 08:00:00,2023-06-22 12:00:00,2023-06-23 00:00:00,stoploss,4,-1.013726146,1,1,4
1205,GBP_CHF,2023-06-22 08:00:00,2023-06-22 12:00:00,2023-06-26 12:00:00,stoploss,13,-1.014179421,1.9,1.9,4
1206,EUR_AUD,2023-06-22 16:00:00,2023-06-22 20:00:00,2023-08-17 20:00:00,time_exit,240,6.794599308,2.4,2.4,4
1207,EUR_GBP,2023-06-27 00:00:00,2023-06-27 04:00:00,2023-07-05 20:00:00,stoploss,41,-1.009416193,0.8,0.8,4
1208,EUR_CAD,2023-06-27 08:00:00,2023-06-27 12:00:00,2023-08-22 12:00:00,time_exit,240,5.762604767,3.7,1.8,4
1209,EUR_CHF,2023-06-28 08:00:00,2023-06-28 12:00:00,2023-06-30 00:00:00,stoploss,10,-1.013128882,1,1,4
1210,USD_CAD,2023-06-29 04:00:00,2023-06-29 08:00:00,2023-06-30 16:00:00,stoploss,9,-1.011731984,1.3,1.3,4
1211,NZD_USD,2023-06-30 04:00:00,2023-06-30 08:00:00,2023-08-08 12:00:00,stoploss,164,-1.011107421,1.1,1.1,4
1212,GBP_CHF,2023-06-30 08:00:00,2023-06-30 12:00:00,2023-07-12 12:00:00,stoploss,49,-1.017171891,1.9,1.9,4
1213,AUD_CAD,2023-06-30 20:00:00,2023-07-03 00:00:00,2023-08-02 04:00:00,stoploss,134,-1.016653883,1.9,1.9,4
1214,NZD_CAD,2023-07-04 00:00:00,2023-07-04 04:00:00,2023-07-28 08:00:00,stoploss,110,-1.021472165,2.3,2.3,4
1215,USD_CAD,2023-07-06 12:00:00,2023-07-06 16:00:00,2023-07-07 20:00:00,stoploss,8,-1.012065563,1.3,1.3,4
1216,EUR_GBP,2023-07-12 08:00:00,2023-07-12 12:00:00,2023-09-06 12:00:00,time_exit,240,0.7019280647,0.8,0.8,4
1217,CHF_JPY,2023-07-17 08:00:00,2023-07-17 12:00:00,2023-07-27 20:00:00,stoploss,51,-1.010135229,2.2,2.2,4
1218,USD_CAD,2023-07-18 08:00:00,2023-07-18 12:00:00,2023-07-20 00:00:00,stoploss,10,-1.01076783,1.3,1.3,4
