trade_id,pair,signal_bar_time,entry_time,exit_time,exit_reason,bars_held,final_r,spread_pips_used,spread_pips_exit,fold
479,EUR_NZD,2021-10-28 00:00:00,2021-10-28 04:00:00,2021-11-01 00:00:00,stoploss,12,-1.019943664,3.8,3.8,2
480,GBP_NZD,2021-10-28 00:00:00,2021-10-28 04:00:00,2021-11-01 00:00:00,stoploss,12,-1.023069444,4.8,4.8,2
481,USD_CAD,2021-10-28 00:00:00,2021-10-28 04:00:00,2021-12-23 04:00:00,time_exit,240,7.01927527,1.3,1.3,2
482,USD_CHF,2021-10-28 00:00:00,2021-10-28 04:00:00,2021-10-28 16:00:00,stoploss,4,-1.011459173,0.9,0.9,2
483,GBP_AUD,2021-10-29 00:00:00,2021-10-29 04:00:00,2021-10-29 16:00:00,stoploss,4,-1.020055635,4,4,2
484,GBP_CAD,2021-10-29 00:00:00,2021-10-29 04:00:00,2021-10-29 16:00:00,stoploss,4,-1.030891113,2.8,5.2,2
485,NZD_CHF,2021-11-01 00:00:00,2021-11-01 04:00:00,2021-11-01 20:00:00,stoploss,5,-1.016925027,1.7,1.7,2
486,EUR_CAD,2021-11-01 08:00:00,2021-11-01 12:00:00,2021-11-15 20:00:00,stoploss,63,-1.01165396,3.7,1.8,2
487,EUR_GBP,2021-11-02 04:00:00,2021-11-02 08:00:00,2021-11-04 08:00:00,stoploss,13,-1.012370309,0.8,0.8,2
488,EUR_USD,2021-11-02 04:00:00,2021-11-02 08:00:00,2021-11-04 08:00:00,stoploss,13,-1.007011216,0.7,0.7,2
489,USD_CHF,2021-11-04 04:00:00,2021-11-04 08:00:00,2021-12-30 08:00:00,time_exit,240,0.8429297479,0.9,0.9,2
490,EUR_NZD,2021-11-08 00:00:00,2021-11-08 04:00:00,2021-11-08 12:00:00,stoploss,3,-1.019209583,3.8,3.8,2
491,GBP_CAD,2021-11-08 08:00:00,2021-11-08 12:00:00,2021-12-08 08:00:00,stoploss,132,-1.017483803,2.8,2.8,2
492,EUR_AUD,2021-11-09 00:00:00,2021-11-09 04:00:00,2021-11-15 08:00:00,stoploss,26,-1.014056067,2.4,2.4,2
493,GBP_AUD,2021-11-09 00:00:00,2021-11-09 04:00:00,2021-11-15 12:00:00,stoploss,27,-1.019845042,4,4,2
494,EUR_GBP,2021-11-10 00:00:00,2021-11-10 04:00:00,2021-11-15 12:00:00,stoploss,21,-1.010464866,0.8,0.8,2
495,EUR_NZD,2021-11-12 00:00:00,2021-11-12 04:00:00,2021-11-12 16:00:00,stoploss,4,-1.021347148,3.8,3.8,2
496,GBP_NZD,2021-11-12 00:00:00,2021-11-12 04:00:00,2021-11-15 08:00:00,stoploss,8,-1.02167288,4.8,4.8,2
497,AUD_CAD,2021-11-12 08:00:00,2021-11-12 12:00:00,2021-11-17 08:00:00,stoploss,18,-1.019769239,1.9,1.9,2
498,AUD_JPY,2021-11-12 16:00:00,2021-11-12 20:00:00,2021-11-17 16:00:00,stoploss,18,-1.008222045,0.8,0.9,2
499,AUD_USD,2021-11-12 16:00:00,2021-11-12 20:00:00,2021-11-17 00:00:00,stoploss,14,-1.010419752,1,1,2
500,EUR_USD,2021-11-15 00:00:00,2021-11-15 04:00:00,2021-11-15 16:00:00,stoploss,4,-1.007914066,0.7,0.7,2
501,AUD_CHF,2021-11-15 08:00:00,2021-11-15 12:00:00,2021-11-18 00:00:00,stoploss,16,-1.018191853,1.4,1.4,2
502,NZD_JPY,2021-11-15 08:00:00,2021-11-15 12:00:00,2021-11-17 16:00:00,stoploss,14,-1.010199721,1,1,2
503,AUD_NZD,2021-11-16 08:00:00,2021-11-16 12:00:00,2021-11-17 04:00:00,stoploss,5,-1.025771645,2.1,2.1,2
504,GBP_AUD,2021-11-16 16:00:00,2021-11-16 20:00:00,2022-01-11 20:00:00,time_exit,240,5.705757247,4,4,2
505,GBP_CHF,2021-11-16 16:00:00,2021-11-16 20:00:00,2021-11-19 08:00:00,stoploss,16,-1.014131536,1.9,1.9,2
506,EUR_AUD,2021-11-17 00:00:00,2021-11-17 04:00:00,2022-01-12 04:00:00,time_exit,240,2.896864881,2.4,2.4,2
507,EUR_JPY,2021-11-17 00:00:00,2021-11-17 04:00:00,2021-11-17 16:00:00,stoploss,4,-1.012018194,1.4,1.4,2
508,AUD_CHF,2021-11-19 00:00:00,2021-11-19 04:00:00,2021-11-19 08:00:00,stoploss,2,-1.017060431,1.4,1.4,2
509,AUD_JPY,2021-11-19 00:00:00,2021-11-19 04:00:00,2021-11-19 08:00:00,stoploss,2,-1.008295624,0.9,0.9,2
510,AUD_NZD,2021-11-22 00:00:00,2021-11-22 04:00:00,2022-01-17 04:00:00,time_exit,240,5.533929537,2.1,2.1,2
511,CAD_CHF,2021-11-22 00:00:00,2021-11-22 04:00:00,2021-11-23 08:00:00,stoploss,8,-1.01797666,1.5,1.5,2
512,CHF_JPY,2021-11-22 08:00:00,2021-11-22 12:00:00,2021-11-26 20:00:00,stoploss,27,-1.01743738,2.2,2.2,2
513,EUR_CAD,2021-11-22 16:00:00,2021-11-22 20:00:00,2021-11-24 08:00:00,stoploss,10,-1.012992454,1.8,1.8,2
514,EUR_NZD,2021-11-22 16:00:00,2021-11-22 20:00:00,2022-01-17 20:00:00,time_exit,240,5.832294171,3.8,3.8,2
515,GBP_JPY,2021-11-22 16:00:00,2021-11-22 20:00:00,2021-11-26 00:00:00,stoploss,20,-1.01091517,2,2,2
516,GBP_NZD,2021-11-22 16:00:00,2021-11-22 20:00:00,2022-01-17 20:00:00,time_exit,240,7.032406066,4.8,4.8,2
517,AUD_CAD,2021-11-23 08:00:00,2021-11-23 12:00:00,2021-11-23 20:00:00,stoploss,3,-1.022885976,1.9,1.9,2
518,EUR_CHF,2021-11-23 08:00:00,2021-11-23 12:00:00,2021-11-26 08:00:00,stoploss,18,-1.011348543,1,1,2
519,CAD_JPY,2021-11-23 16:00:00,2021-11-23 20:00:00,2021-11-26 08:00:00,stoploss,16,-1.010342362,1.2,1.2,2
520,NZD_JPY,2021-11-23 16:00:00,2021-11-23 20:00:00,2021-11-24 16:00:00,stoploss,6,-1.008326053,1,1,2
521,EUR_JPY,2021-11-24 16:00:00,2021-11-24 20:00:00,2021-11-26 08:00:00,stoploss,10,-1.009812296,1.4,1.4,2
522,EUR_GBP,2021-11-25 08:00:00,2021-11-25 12:00:00,2021-12-30 12:00:00,stoploss,151,-1.013057139,0.8,0.8,2
523,AUD_CHF,2021-11-25 16:00:00,2021-11-25 20:00:00,2021-11-26 00:00:00,stoploss,2,-1.017169779,1.4,1.4,2
524,AUD_JPY,2021-11-30 00:00:00,2021-11-30 04:00:00,2021-11-30 04:00:00,stoploss,1,-1.005531784,0.9,0.9,2
525,AUD_USD,2021-11-30 00:00:00,2021-11-30 04:00:00,2021-11-30 04:00:00,stoploss,1,-1.010741272,1,1,2
526,CAD_JPY,2021-11-30 00:00:00,2021-11-30 04:00:00,2021-11-30 04:00:00,stoploss,1,-1.006957184,1.2,1.2,2
527,EUR_JPY,2021-11-30 00:00:00,2021-11-30 04:00:00,2021-12-01 20:00:00,stoploss,11,-1.008408999,1,1.4,2
528,GBP_JPY,2021-11-30 00:00:00,2021-11-30 04:00:00,2021-11-30 16:00:00,stoploss,4,-1.010282168,2.4,2.4,2
529,NZD_CHF,2021-11-30 00:00:00,2021-11-30 04:00:00,2021-11-30 08:00:00,stoploss,2,-1.015799559,1.7,1.7,2
530,NZD_JPY,2021-11-30 00:00:00,2021-11-30 04:00:00,2021-11-30 04:00:00,stoploss,1,-1.006635544,1,1,2
531,NZD_USD,2021-12-01 00:00:00,2021-12-01 04:00:00,2021-12-03 16:00:00,stoploss,16,-1.009024903,1.1,1.1,2
532,USD_JPY,2021-12-01 00:00:00,2021-12-01 04:00:00,2022-01-26 04:00:00,time_exit,240,0.4054295655,0.6,0.6,2
533,CHF_JPY,2021-12-03 08:00:00,2021-12-03 12:00:00,2021-12-06 16:00:00,stoploss,8,-1.015844683,2.2,2.2,2
534,EUR_JPY,2021-12-06 08:00:00,2021-12-06 12:00:00,2022-01-31 12:00:00,time_exit,240,1.332407175,1.4,1.4,2
535,GBP_JPY,2021-12-06 08:00:00,2021-12-06 12:00:00,2022-01-31 12:00:00,time_exit,240,4.252955091,2.4,2.4,2
536,GBP_USD,2021-12-06 08:00:00,2021-12-06 12:00:00,2021-12-08 12:00:00,stoploss,13,-1.006145296,0.9,0.9,2
537,AUD_JPY,2021-12-06 16:00:00,2021-12-06 20:00:00,2022-01-31 20:00:00,time_exit,240,1.547360312,0.8,0.8,2
538,NZD_JPY,2021-12-06 16:00:00,2021-12-06 20:00:00,2022-01-24 16:00:00,stoploss,210,-1.00673591,1,1,2
539,AUD_USD,2021-12-07 00:00:00,2021-12-07 04:00:00,2022-01-28 08:00:00,stoploss,230,-1.009396129,1,1,2
540,NZD_USD,2021-12-08 04:00:00,2021-12-08 08:00:00,2021-12-14 00:00:00,stoploss,23,-1.011043104,1.1,1.1,2
541,GBP_CAD,2021-12-09 04:00:00,2021-12-09 08:00:00,2022-02-03 08:00:00,time_exit,240,4.325079731,2.8,2.8,2
542,EUR_USD,2021-12-10 00:00:00,2021-12-10 04:00:00,2021-12-15 16:00:00,stoploss,22,-1.007278013,0.7,0.7,2
543,EUR_CAD,2021-12-10 04:00:00,2021-12-10 08:00:00,2022-01-12 00:00:00,stoploss,137,-1.010770824,1.8,1.8,2
544,NZD_CHF,2021-12-13 00:00:00,2021-12-13 04:00:00,2021-12-14 04:00:00,stoploss,7,-1.018251679,1.7,1.7,2
545,EUR_CHF,2021-12-13 08:00:00,2021-12-13 12:00:00,2021-12-17 20:00:00,stoploss,27,-1.015121991,1,1,2
546,CHF_JPY,2021-12-14 08:00:00,2021-12-14 12:00:00,2021-12-15 16:00:00,stoploss,8,-1.018980862,2.2,2.2,2
547,CAD_JPY,2021-12-16 08:00:00,2021-12-16 12:00:00,2021-12-16 16:00:00,stoploss,2,-1.010295388,1.2,1.2,2
548,EUR_USD,2021-12-16 08:00:00,2021-12-16 12:00:00,2021-12-17 20:00:00,stoploss,9,-1.006745976,0.7,0.7,2
549,GBP_CHF,2021-12-16 08:00:00,2021-12-16 12:00:00,2021-12-17 12:00:00,stoploss,7,-1.014347241,1.9,1.9,2
550,NZD_USD,2021-12-21 00:00:00,2021-12-21 04:00:00,2022-01-24 12:00:00,stoploss,147,-1.012622025,1.1,1.1,2
551,AUD_CAD,2021-12-21 08:00:00,2021-12-21 12:00:00,2021-12-31 16:00:00,stoploss,50,-1.019477612,1.9,1.9,2
552,AUD_CHF,2021-12-22 08:00:00,2021-12-22 12:00:00,2022-01-21 08:00:00,stoploss,132,-1.012699711,1.4,1.4,2
553,CAD_JPY,2021-12-22 08:00:00,2021-12-22 12:00:00,2022-02-16 12:00:00,time_exit,240,4.735918666,1.2,1.2,2
554,CHF_JPY,2021-12-22 08:00:00,2021-12-22 12:00:00,2022-02-16 12:00:00,time_exit,240,2.675912899,2.2,2.2,2
555,EUR_CHF,2021-12-22 08:00:00,2021-12-22 12:00:00,2021-12-23 16:00:00,stoploss,8,-1.015574175,1,1,2
556,NZD_CHF,2021-12-22 08:00:00,2021-12-22 12:00:00,2021-12-29 00:00:00,stoploss,28,-1.018895479,1.7,1.7,2
557,EUR_USD,2021-12-23 00:00:00,2021-12-23 04:00:00,2021-12-23 16:00:00,stoploss,4,-1.006767169,0.7,0.7,2
558,GBP_CHF,2021-12-23 08:00:00,2021-12-23 12:00:00,2022-02-17 12:00:00,time_exit,240,3.014177236,1.9,1.9,2
559,GBP_USD,2021-12-23 08:00:00,2021-12-23 12:00:00,2022-02-17 12:00:00,time_exit,240,3.10713293,0.9,0.8,2
560,NZD_CAD,2021-12-28 08:00:00,2021-12-28 12:00:00,2021-12-31 16:00:00,stoploss,20,-1.025085572,2.3,2.3,2
561,USD_CAD,2021-12-28 16:00:00,2021-12-28 20:00:00,2021-12-30 00:00:00,stoploss,8,-1.013441473,1.3,1.3,2
562,CAD_CHF,2021-12-29 08:00:00,2021-12-29 12:00:00,2021-12-29 16:00:00,stoploss,2,-1.022609546,1.5,1.5,2
563,AUD_CAD,2022-01-03 08:00:00,2022-01-03 12:00:00,2022-01-06 08:00:00,stoploss,18,-1.01959837,1.9,1.9,2
564,EUR_GBP,2022-01-04 00:00:00,2022-01-04 04:00:00,2022-01-04 12:00:00,stoploss,3,-1.011336414,0.8,0.8,2
565,EUR_USD,2022-01-04 00:00:00,2022-01-04 04:00:00,2022-01-26 20:00:00,stoploss,101,-1.006367443,0.7,0.7,2
566,NZD_CAD,2022-01-04 08:00:00,2022-01-04 12:00:00,2022-01-06 12:00:00,stoploss,13,-1.022916186,2.3,2.3,2
567,EUR_CHF,2022-01-06 08:00:00,2022-01-06 12:00:00,2022-01-21 08:00:00,stoploss,66,-1.015785347,1,1,2
568,USD_CHF,2022-01-06 08:00:00,2022-01-06 12:00:00,2022-01-12 16:00:00,stoploss,26,-1.010342251,0.9,0.9,2
569,NZD_CHF,2022-01-07 04:00:00,2022-01-07 08:00:00,2022-01-21 00:00:00,stoploss,59,-1.021175947,1.7,1.7,2
570,EUR_GBP,2022-01-07 08:00:00,2022-01-07 12:00:00,2022-01-19 12:00:00,stoploss,49,-1.012757599,0.8,0.8,2
571,CAD_CHF,2022-01-13 00:00:00,2022-01-13 04:00:00,2022-01-14 00:00:00,stoploss,6,-1.019273017,1.5,1.5,2
572,USD_CHF,2022-01-17 00:00:00,2022-01-17 04:00:00,2022-01-21 16:00:00,stoploss,28,-1.010168991,0.9,0.9,2
573,AUD_CAD,2022-01-20 00:00:00,2022-01-20 04:00:00,2022-01-21 00:00:00,stoploss,6,-1.020422025,1.9,1.9,2
574,AUD_NZD,2022-01-20 00:00:00,2022-01-20 04:00:00,2022-01-24 16:00:00,stoploss,16,-1.022873954,2.1,2.1,2
575,GBP_NZD,2022-01-20 00:00:00,2022-01-20 04:00:00,2022-02-23 08:00:00,stoploss,146,-1.024143971,4.8,4.8,2
576,CAD_CHF,2022-01-20 16:00:00,2022-01-20 20:00:00,2022-01-21 00:00:00,stoploss,2,-1.018329451,1.5,1.5,2
577,EUR_GBP,2022-01-21 00:00:00,2022-01-21 04:00:00,2022-02-03 12:00:00,stoploss,57,-1.014076259,0.8,0.8,2
578,GBP_AUD,2022-01-24 04:00:00,2022-01-24 08:00:00,2022-01-25 00:00:00,stoploss,5,-1.019737291,4,4,2
579,AUD_CHF,2022-01-25 08:00:00,2022-01-25 12:00:00,2022-01-28 12:00:00,stoploss,19,-1.011927563,1.4,1.4,2
580,NZD_CHF,2022-01-25 08:00:00,2022-01-25 12:00:00,2022-01-28 12:00:00,stoploss,19,-1.017443804,1.7,1.7,2
581,NZD_JPY,2022-01-26 08:00:00,2022-01-26 12:00:00,2022-01-27 04:00:00,stoploss,5,-1.010898986,1,1.4,2
582,USD_CHF,2022-01-26 08:00:00,2022-01-26 12:00:00,2022-02-21 16:00:00,stoploss,110,-1.010629753,0.9,0.9,2
583,EUR_CHF,2022-01-26 16:00:00,2022-01-26 20:00:00,2022-02-22 00:00:00,stoploss,110,-1.011934269,1,1,2
584,AUD_NZD,2022-01-27 04:00:00,2022-01-27 08:00:00,2022-01-28 00:00:00,stoploss,5,-1.02115641,2.1,2.1,2
585,CAD_CHF,2022-01-31 00:00:00,2022-01-31 04:00:00,2022-02-01 16:00:00,stoploss,10,-1.013741714,1.5,1.5,2
586,EUR_USD,2022-01-31 00:00:00,2022-01-31 04:00:00,2022-02-24 16:00:00,stoploss,112,-1.002965471,0.7,0.3,2
587,USD_JPY,2022-01-31 00:00:00,2022-01-31 04:00:00,2022-02-01 04:00:00,stoploss,7,-1.005398392,0.6,0.6,2
588,NZD_CAD,2022-02-01 04:00:00,2022-02-01 08:00:00,2022-03-29 08:00:00,time_exit,240,5.380755333,2.3,2.3,2
589,NZD_JPY,2022-02-01 04:00:00,2022-02-01 08:00:00,2022-03-29 08:00:00,time_exit,240,15.15763667,1,1,2
590,AUD_CAD,2022-02-01 12:00:00,2022-02-01 16:00:00,2022-03-29 16:00:00,time_exit,240,5.725713786,1.9,1.9,2
591,AUD_CHF,2022-02-01 16:00:00,2022-02-01 20:00:00,2022-03-29 20:00:00,time_exit,240,7.763230445,1.4,1.4,2
592,AUD_JPY,2022-02-01 16:00:00,2022-02-01 20:00:00,2022-03-29 20:00:00,time_exit,240,13.8106448,0.8,0.8,2
593,EUR_JPY,2022-02-02 00:00:00,2022-02-02 04:00:00,2022-02-24 04:00:00,stoploss,97,-1.007742086,1.4,1,2
594,GBP_AUD,2022-02-03 00:00:00,2022-02-03 04:00:00,2022-02-09 04:00:00,stoploss,25,-1.017332464,4,4,2
595,CAD_CHF,2022-02-03 08:00:00,2022-02-03 12:00:00,2022-02-21 08:00:00,stoploss,72,-1.017008985,1.5,1.5,2
596,USD_CAD,2022-02-03 08:00:00,2022-02-03 12:00:00,2022-02-10 16:00:00,stoploss,32,-1.009741106,1.3,1.3,2
597,EUR_CAD,2022-02-04 00:00:00,2022-02-04 04:00:00,2022-02-11 20:00:00,stoploss,35,-1.010414302,1.8,1.8,2
598,EUR_NZD,2022-02-04 08:00:00,2022-02-04 12:00:00,2022-02-09 12:00:00,stoploss,19,-1.015980794,3.8,3.8,2
599,USD_JPY,2022-02-07 00:00:00,2022-02-07 04:00:00,2022-02-18 00:00:00,stoploss,54,-1.006164846,0.6,0.6,2
600,AUD_NZD,2022-02-07 08:00:00,2022-02-07 12:00:00,2022-02-23 00:00:00,stoploss,70,-1.0222193,2.1,2.1,2
601,NZD_CHF,2022-02-07 20:00:00,2022-02-08 00:00:00,2022-04-05 00:00:00,time_exit,240,7.56451536,1.7,1.7,2
602,NZD_USD,2022-02-08 20:00:00,2022-02-09 00:00:00,2022-02-14 08:00:00,stoploss,21,-1.01226235,1.1,1.1,2
603,EUR_NZD,2022-02-10 00:00:00,2022-02-10 04:00:00,2022-02-17 00:00:00,stoploss,30,-1.020504413,3.8,3.8,2
604,EUR_AUD,2022-02-14 00:00:00,2022-02-14 04:00:00,2022-02-16 20:00:00,stoploss,17,-1.010956305,2.4,2.4,2
605,GBP_JPY,2022-02-14 16:00:00,2022-02-14 20:00:00,2022-02-24 04:00:00,stoploss,45,-1.008676729,2,2,2
606,GBP_AUD,2022-02-15 04:00:00,2022-02-15 08:00:00,2022-02-15 20:00:00,stoploss,4,-1.016153292,4,4,2
607,USD_CAD,2022-02-15 04:00:00,2022-02-15 08:00:00,2022-02-16 12:00:00,stoploss,8,-1.00935446,1.3,1.3,2
608,GBP_CAD,2022-02-15 16:00:00,2022-02-15 20:00:00,2022-02-16 12:00:00,stoploss,5,-1.017454804,2.8,2.8,2
609,NZD_USD,2022-02-15 16:00:00,2022-02-15 20:00:00,2022-04-12 20:00:00,time_exit,240,4.178799631,1.1,1.1,2
610,AUD_USD,2022-02-16 16:00:00,2022-02-16 20:00:00,2022-02-24 16:00:00,stoploss,36,-1.008676448,1,1,2
611,GBP_CHF,2022-02-18 08:00:00,2022-02-18 12:00:00,2022-02-21 12:00:00,stoploss,7,-1.015744835,1.9,1.9,2
612,EUR_CAD,2022-02-21 00:00:00,2022-02-21 04:00:00,2022-02-23 12:00:00,stoploss,15,-1.013665606,1.8,1.8,2
613,GBP_USD,2022-02-21 00:00:00,2022-02-21 04:00:00,2022-02-22 12:00:00,stoploss,9,-1.006357378,0.9,0.8,2
614,GBP_CAD,2022-02-21 08:00:00,2022-02-21 12:00:00,2022-02-22 08:00:00,stoploss,6,-1.020382148,2.8,2.8,2
615,USD_CHF,2022-02-22 08:00:00,2022-02-22 12:00:00,2022-04-19 12:00:00,time_exit,240,6.89662329,0.9,0.9,2
616,CAD_JPY,2022-02-23 04:00:00,2022-02-23 08:00:00,2022-02-24 04:00:00,stoploss,6,-1.01010047,1.2,1.2,2
617,EUR_CHF,2022-02-23 08:00:00,2022-02-23 12:00:00,2022-02-23 16:00:00,stoploss,2,-1.008702961,1,1,2
618,CAD_CHF,2022-02-25 08:00:00,2022-02-25 12:00:00,2022-03-07 00:00:00,stoploss,34,-1.016003619,1.5,1.5,2
619,USD_JPY,2022-02-25 12:00:00,2022-02-25 16:00:00,2022-02-28 20:00:00,stoploss,8,-1.005043577,0.6,0.6,2
620,AUD_NZD,2022-02-28 00:00:00,2022-02-28 04:00:00,2022-03-08 08:00:00,stoploss,38,-1.020968766,2.1,2.1,2
621,AUD_USD,2022-02-28 08:00:00,2022-02-28 12:00:00,2022-04-25 12:00:00,time_exit,240,-0.4326561594,1,1,2
622,CHF_JPY,2022-02-28 08:00:00,2022-02-28 12:00:00,2022-03-07 08:00:00,stoploss,30,-1.014704822,2.2,2.2,2
623,EUR_JPY,2022-02-28 08:00:00,2022-02-28 12:00:00,2022-03-01 16:00:00,stoploss,8,-1.003857961,1,1,2
624,EUR_USD,2022-02-28 08:00:00,2022-02-28 12:00:00,2022-03-02 08:00:00,stoploss,12,-1.003639467,0.7,0.7,2
625,GBP_JPY,2022-02-28 08:00:00,2022-02-28 12:00:00,2022-03-01 16:00:00,stoploss,8,-1.008736457,2,2,2
626,GBP_USD,2022-02-28 08:00:00,2022-02-28 12:00:00,2022-03-02 08:00:00,stoploss,12,-1.004812359,0.9,0.9,2
627,GBP_CAD,2022-03-01 04:00:00,2022-03-01 08:00:00,2022-03-01 16:00:00,stoploss,3,-1.014755006,2.8,2.8,2
628,CAD_JPY,2022-03-03 04:00:00,2022-03-03 08:00:00,2022-03-04 00:00:00,stoploss,5,-1.008887531,1.2,1.2,2
629,GBP_CHF,2022-03-03 04:00:00,2022-03-03 08:00:00,2022-03-03 20:00:00,stoploss,4,-1.011478171,1.9,1.9,2
630,EUR_CAD,2022-03-04 08:00:00,2022-03-04 12:00:00,2022-03-04 12:00:00,stoploss,1,-1.010340936,1.8,1.8,2
631,USD_CAD,2022-03-04 08:00:00,2022-03-04 12:00:00,2022-03-17 08:00:00,stoploss,54,-1.008466032,1.3,1.3,2
632,USD_JPY,2022-03-07 00:00:00,2022-03-07 04:00:00,2022-05-02 04:00:00,time_exit,240,28.91607937,0.6,0.6,2
633,EUR_USD,2022-03-08 16:00:00,2022-03-08 20:00:00,2022-04-12 20:00:00,stoploss,151,-1.003109821,0.3,0.7,2
634,CHF_JPY,2022-03-09 00:00:00,2022-03-09 04:00:00,2022-05-04 04:00:00,time_exit,240,10.53636605,2.2,2.2,2
635,EUR_CHF,2022-03-09 08:00:00,2022-03-09 12:00:00,2022-04-13 12:00:00,stoploss,151,-1.005572976,1,1,2
636,EUR_GBP,2022-03-09 08:00:00,2022-03-09 12:00:00,2022-04-14 12:00:00,stoploss,157,-1.007024089,0.8,0.8,2
637,EUR_JPY,2022-03-09 08:00:00,2022-03-09 12:00:00,2022-05-04 12:00:00,time_exit,240,7.020618604,1,1,2
638,GBP_CHF,2022-03-09 08:00:00,2022-03-09 12:00:00,2022-03-30 20:00:00,stoploss,93,-1.010883922,1.9,1.9,2
639,GBP_JPY,2022-03-09 08:00:00,2022-03-09 12:00:00,2022-05-04 12:00:00,time_exit,240,8.783306223,2,2,2
640,GBP_CAD,2022-03-09 16:00:00,2022-03-09 20:00:00,2022-03-10 16:00:00,stoploss,6,-1.013800867,2.8,2.8,2
641,GBP_AUD,2022-03-10 00:00:00,2022-03-10 04:00:00,2022-03-10 16:00:00,stoploss,4,-1.014538189,4,4,2
642,AUD_NZD,2022-03-10 04:00:00,2022-03-10 08:00:00,2022-03-14 12:00:00,stoploss,14,-1.022302415,2.1,2.1,2
643,CAD_JPY,2022-03-14 08:00:00,2022-03-14 12:00:00,2022-03-15 08:00:00,stoploss,6,-1.008517511,1.2,1.2,2
644,EUR_CAD,2022-03-14 16:00:00,2022-03-14 20:00:00,2022-03-18 12:00:00,stoploss,23,-1.006728584,1.8,1.8,2
645,EUR_NZD,2022-03-14 16:00:00,2022-03-14 20:00:00,2022-03-18 00:00:00,stoploss,20,-1.012668365,3.8,3.8,2
646,GBP_CAD,2022-03-15 00:00:00,2022-03-15 04:00:00,2022-03-16 08:00:00,stoploss,8,-1.013857757,2.8,2.8,2
647,CAD_CHF,2022-03-16 04:00:00,2022-03-16 08:00:00,2022-05-11 08:00:00,time_exit,240,4.996724006,1.5,1.5,2
648,AUD_NZD,2022-03-17 08:00:00,2022-03-17 12:00:00,2022-05-12 12:00:00,time_exit,240,6.41535165,2.1,2.1,2
649,CAD_JPY,2022-03-17 20:00:00,2022-03-18 00:00:00,2022-05-13 00:00:00,time_exit,240,6.647655525,1.2,1.2,2
650,EUR_CAD,2022-03-21 08:00:00,2022-03-21 12:00:00,2022-03-22 00:00:00,stoploss,4,-1.009276177,1.8,1.8,2
651,GBP_AUD,2022-03-22 00:00:00,2022-03-22 04:00:00,2022-03-23 08:00:00,stoploss,8,-1.018050139,4,4,2
652,GBP_USD,2022-03-23 00:00:00,2022-03-23 04:00:00,2022-03-23 12:00:00,stoploss,3,-1.005416904,0.9,0.9,2
653,USD_CAD,2022-03-25 08:00:00,2022-03-25 12:00:00,2022-03-25 16:00:00,stoploss,2,-1.011324174,1.3,1.3,2
654,EUR_AUD,2022-03-29 00:00:00,2022-03-29 04:00:00,2022-04-04 16:00:00,stoploss,28,-1.011230857,2.4,2.4,2
655,GBP_CAD,2022-03-30 08:00:00,2022-03-30 12:00:00,2022-04-05 20:00:00,stoploss,27,-1.013614821,2.8,2.8,2
656,NZD_JPY,2022-03-30 12:00:00,2022-03-30 16:00:00,2022-04-26 16:00:00,stoploss,115,-1.004237612,1,1,2
657,AUD_CAD,2022-03-31 00:00:00,2022-03-31 04:00:00,2022-04-15 08:00:00,stoploss,68,-1.01476501,1.9,1.9,2
658,EUR_CAD,2022-03-31 00:00:00,2022-03-31 04:00:00,2022-03-31 16:00:00,stoploss,4,-1.008268888,1.8,1.8,2
659,NZD_CAD,2022-03-31 00:00:00,2022-03-31 04:00:00,2022-03-31 16:00:00,stoploss,4,-1.020159387,2.3,2.3,2
660,USD_CAD,2022-03-31 00:00:00,2022-03-31 04:00:00,2022-04-05 12:00:00,stoploss,21,-1.010171353,1.3,1.3,2
661,AUD_JPY,2022-04-04 16:00:00,2022-04-04 20:00:00,2022-04-25 12:00:00,stoploss,89,-1.003882214,0.8,0.8,3
662,GBP_USD,2022-04-05 04:00:00,2022-04-05 08:00:00,2022-04-06 04:00:00,stoploss,6,-1.006901089,0.9,0.8,3
663,USD_CAD,2022-04-06 04:00:00,2022-04-06 08:00:00,2022-06-01 08:00:00,time_exit,240,2.707895328,1.3,1.3,3
664,AUD_CHF,2022-04-06 08:00:00,2022-04-06 12:00:00,2022-04-06 20:00:00,stoploss,3,-1.011469796,1.4,1.4,3
665,NZD_CAD,2022-04-06 08:00:00,2022-04-06 12:00:00,2022-04-08 12:00:00,stoploss,13,-1.018909788,2.3,2.3,3
666,NZD_CHF,2022-04-06 08:00:00,2022-04-06 12:00:00,2022-04-07 04:00:00,stoploss,5,-1.015351927,1.7,1.7,3
667,EUR_CAD,2022-04-06 20:00:00,2022-04-07 00:00:00,2022-04-14 16:00:00,stoploss,35,-1.01147274,1.8,1.8,3
668,GBP_AUD,2022-04-07 04:00:00,2022-04-07 08:00:00,2022-05-04 20:00:00,stoploss,118,-1.015188961,4,4,3
669,EUR_AUD,2022-04-12 00:00:00,2022-04-12 04:00:00,2022-04-12 12:00:00,stoploss,3,-1.01153356,2.4,2.4,3
670,EUR_NZD,2022-04-12 00:00:00,2022-04-12 04:00:00,2022-04-12 12:00:00,stoploss,3,-1.016919226,3.8,3.8,3
671,GBP_NZD,2022-04-12 00:00:00,2022-04-12 04:00:00,2022-04-12 12:00:00,stoploss,3,-1.02049722,4.8,4.8,3
