fold_id,fold_train_start,fold_train_end,fold_val_start,fold_val_end,train_n,val_n,val_auc,val_clean_rate,feature_importances_top10
1,2020-01-02T04:00:00.000000,2020-09-24T00:00:00.000000,2020-09-24T00:00:00.000000,2021-06-18T20:00:00.000000,31894,31892,0.49232650458789784,0.23294243070362472,w_ema_20_slope:0.0867; ema_200_slope:0.0756; d1_ema_50_slope_at_entry:0.0683; atr_200:0.0566; d1_realised_vol_20:0.0523; d1_atr_percentile_60:0.0491; atr_50:0.0482; d1_atr_14_normalised:0.0478; d1_momentum_20_atr:0.0434; ema_50_slope:0.0430
2,2020-01-02T04:00:00.000000,2021-06-18T20:00:00.000000,2021-06-18T20:00:00.000000,2022-03-11T16:00:00.000000,63786,31892,0.4922488998759159,0.235858522513483,w_ema_20_slope:0.0913; ema_200_slope:0.0775; d1_ema_50_slope_at_entry:0.0626; atr_200:0.0515; d1_atr_14_normalised:0.0487; dxy_proxy_ema_20_slope:0.0465; d1_momentum_20_atr:0.0464; atr_ratio_14_200:0.0452; atr_50:0.0422; d1_realised_vol_20:0.0403
3,2020-01-02T04:00:00.000000,2022-03-11T16:00:00.000000,2022-03-11T16:00:00.000000,2022-12-02T12:00:00.000000,95678,31892,0.5348476593392735,0.27273297378652955,w_ema_20_slope:0.0915; ema_200_slope:0.0716; d1_ema_50_slope_at_entry:0.0672; atr_200:0.0545; d1_atr_14_normalised:0.0507; d1_realised_vol_20:0.0500; atr_50:0.0486; dxy_proxy_ema_20_slope:0.0419; ema_50_slope:0.0395; atr_ratio_14_200:0.0391
4,2020-01-02T04:00:00.000000,2022-12-02T12:00:00.000000,2022-12-02T12:00:00.000000,2023-08-25T08:00:00.000000,127570,31892,0.5221806663817533,0.2373008905054559,ema_200_slope:0.0772; w_ema_20_slope:0.0720; d1_ema_50_slope_at_entry:0.0717; atr_200:0.0623; d1_realised_vol_20:0.0596; atr_50:0.0557; d1_atr_percentile_60:0.0493; d1_atr_14_normalised:0.0491; atr_14:0.0393; dxy_proxy_ema_20_slope:0.0388
5,2020-01-02T04:00:00.000000,2023-08-25T08:00:00.000000,2023-08-25T08:00:00.000000,2024-05-21T00:00:00.000000,159462,31892,0.5383390406787114,0.2482127179229901,ema_200_slope:0.0859; w_ema_20_slope:0.0761; d1_ema_50_slope_at_entry:0.0665; atr_200:0.0663; atr_50:0.0555; d1_atr_14_normalised:0.0531; d1_atr_percentile_60:0.0501; d1_realised_vol_20:0.0426; ema_50_slope:0.0409; dxy_proxy_ema_20_slope:0.0404
6,2020-01-02T04:00:00.000000,2024-05-21T00:00:00.000000,2024-05-21T00:00:00.000000,2025-02-12T00:00:00.000000,191354,31892,0.49170956318568965,0.23598394581713283,ema_200_slope:0.0800; w_ema_20_slope:0.0798; d1_ema_50_slope_at_entry:0.0702; atr_200:0.0702; atr_50:0.0580; d1_atr_percentile_60:0.0540; d1_atr_14_normalised:0.0525; d1_realised_vol_20:0.0476; ema_50_slope:0.0422; atr_14:0.0385
7,2020-01-02T04:00:00.000000,2025-02-12T00:00:00.000000,2025-02-12T04:00:00.000000,2025-11-04T20:00:00.000000,223246,31892,0.47360599367594924,0.19481374639408003,ema_200_slope:0.0957; w_ema_20_slope:0.0790; d1_ema_50_slope_at_entry:0.0738; atr_200:0.0602; atr_50:0.0555; d1_atr_14_normalised:0.0552; d1_atr_percentile_60:0.0525; d1_realised_vol_20:0.0489; ema_50_slope:0.0424; atr_ratio_14_200:0.0386
