X,capture_ratio,mean_realised_R,mean_peak_R
0.5,0.0090585538200969,0.03616636528028933,3.9925098419189453
1.0,0.018570035331198644,0.07414104882459313,3.9925098419189453
1.5,0.021287601477227715,0.08499095840867993,3.9925098419189453
2.0,0.019053165633991148,0.07606995131342148,3.9925098419189453
3.0,0.047887546377584043,0.19119150021785422,3.9925098419189453
5.0,0.03911224198734067,0.15615601107397303,3.9925098419189453
