W,capture_ratio,mean_realised_R,mean_peak_R
0.3,0.003097844165667319,0.012368173320157955,3.9925098419189453
0.5,0.014329029030012359,0.05720878942746662,3.9925098419189453
0.75,0.01859693676033196,0.07424845304516957,3.9925098419189453
1.0,0.02381479475156551,0.09508080242890495,3.9925098419189453
1.5,0.023542544688216482,0.09399384137152089,3.9925098419189453
