trade_id,race_condition,mae_mfe_ratio_winners
USD_CAD_2024-05-09 12:00:00,121.0,
USD_CAD_2024-05-09 16:00:00,56.0,
NZD_USD_2024-05-08 08:00:00,-234.0,0.029668411
CAD_JPY_2024-05-29 20:00:00,7.0,
GBP_AUD_2024-05-28 04:00:00,-19.0,
AUD_JPY_2024-06-14 08:00:00,-148.0,0.107368425
EUR_USD_2024-08-08 12:00:00,-222.0,0.11178046
EUR_NZD_2024-08-16 04:00:00,235.0,
AUD_CHF_2024-09-13 20:00:00,-230.0,0.20888889
GBP_NZD_2024-09-17 16:00:00,77.0,
AUD_CHF_2024-10-11 20:00:00,-55.0,
EUR_GBP_2024-11-04 20:00:00,233.0,
GBP_CAD_2024-11-05 20:00:00,148.0,
CAD_CHF_2024-11-08 08:00:00,-113.0,0.14655173
EUR_JPY_2024-12-17 16:00:00,-118.0,1.774803
USD_JPY_2024-12-17 16:00:00,-203.0,0.024259338
EUR_GBP_2024-12-24 12:00:00,-20.0,0.29556647
EUR_GBP_2024-12-24 20:00:00,-20.0,
GBP_CHF_2024-12-26 16:00:00,-48.0,0.17701341
EUR_CHF_2024-12-25 16:00:00,-236.0,-0.0
EUR_GBP_2025-01-07 12:00:00,-216.0,0.042899407
AUD_NZD_2025-01-13 20:00:00,14.0,
NZD_CHF_2025-01-16 04:00:00,-56.0,0.40090773
CAD_CHF_2025-01-22 08:00:00,54.0,
AUD_NZD_2025-01-20 16:00:00,45.0,
GBP_CHF_2025-01-28 16:00:00,-234.0,0.15394089
GBP_USD_2025-01-29 08:00:00,14.0,
CAD_JPY_2025-02-05 16:00:00,16.0,
GBP_USD_2025-02-07 12:00:00,14.0,
EUR_NZD_2025-02-14 08:00:00,52.0,
GBP_JPY_2025-02-17 04:00:00,58.0,
EUR_CHF_2025-03-10 08:00:00,-108.0,0.04844061
AUD_USD_2025-03-10 16:00:00,-60.0,
AUD_JPY_2025-03-19 20:00:00,30.0,
NZD_CHF_2025-03-20 00:00:00,226.0,
CHF_JPY_2025-03-26 08:00:00,-19.0,0.07947883
EUR_GBP_2025-04-01 16:00:00,-1.0,
USD_JPY_2025-04-10 00:00:00,237.0,
EUR_JPY_2025-04-15 12:00:00,-192.0,0.30765617
AUD_CHF_2025-04-28 16:00:00,-181.0,0.29320988
GBP_JPY_2025-04-29 16:00:00,-231.0,0.1525935
AUD_JPY_2025-04-28 16:00:00,-225.0,0.34504503
EUR_USD_2025-05-22 16:00:00,-236.0,0.27485383
GBP_AUD_2025-05-22 04:00:00,-79.0,0.13593113
EUR_JPY_2025-05-30 04:00:00,-223.0,0.30044845
EUR_AUD_2025-06-02 12:00:00,-24.0,
EUR_CHF_2025-06-24 08:00:00,239.0,
USD_CAD_2025-07-10 20:00:00,-48.0,0.035110533
USD_JPY_2025-07-10 00:00:00,-237.0,0.01783591
AUD_CAD_2025-08-12 08:00:00,-36.0,0.24403185
NZD_CHF_2025-08-13 20:00:00,235.0,
EUR_JPY_2025-08-19 16:00:00,54.0,
EUR_JPY_2025-08-25 16:00:00,-208.0,
AUD_CAD_2025-08-27 08:00:00,-223.0,
CAD_JPY_2025-09-22 16:00:00,-18.0,1.0652174
USD_CHF_2025-09-30 04:00:00,29.0,
AUD_USD_2025-10-03 04:00:00,214.0,
GBP_JPY_2025-10-20 04:00:00,-20.0,
EUR_USD_2025-11-28 08:00:00,-237.0,0.14876032
NZD_USD_2025-12-02 08:00:00,-236.0,0.09055627
GBP_AUD_2025-12-22 20:00:00,232.0,
USD_JPY_2025-12-23 00:00:00,234.0,
GBP_CAD_2025-12-24 12:00:00,216.0,
