trade_id,local_peaks_count,monotonicity_ratio_in_profit
USD_CAD_2013-05-16 12:00:00,5,0.6428571428571429
USD_CAD_2013-06-04 20:00:00,1,0.7142857142857143
USD_CAD_2013-10-11 16:00:00,3,0.5
USD_CAD_2014-02-24 16:00:00,1,0.0
USD_CAD_2014-09-10 16:00:00,12,0.6111111111111112
USD_CAD_2015-03-20 00:00:00,1,1.0
USD_CAD_2016-06-29 20:00:00,3,0.375
USD_CAD_2017-09-29 20:00:00,12,0.5
USD_CAD_2019-04-22 16:00:00,2,0.6666666666666666
USD_CAD_2019-04-29 16:00:00,3,0.2
USD_CAD_2019-08-05 16:00:00,6,0.5
USD_CAD_2019-10-07 12:00:00,4,0.47058823529411764
USD_CAD_2020-11-02 12:00:00,0,
USD_CAD_2021-11-16 00:00:00,17,0.6388888888888888
USD_CAD_2023-05-15 16:00:00,1,0.6666666666666666
USD_CAD_2024-02-15 12:00:00,0,
USD_CAD_2024-05-09 12:00:00,0,
USD_CAD_2024-05-09 16:00:00,1,1.0
USD_CAD_2025-07-10 20:00:00,0,0.6666666666666666
USD_CHF_2011-07-05 08:00:00,1,0.5
USD_CHF_2011-12-26 08:00:00,7,0.55
USD_CHF_2012-10-25 04:00:00,6,0.5263157894736842
USD_CHF_2014-02-04 04:00:00,3,0.5
USD_CHF_2015-05-28 16:00:00,1,
USD_CHF_2015-07-03 20:00:00,5,0.6923076923076923
USD_CHF_2016-01-07 04:00:00,0,0.0
USD_CHF_2017-09-04 08:00:00,1,0.25
USD_CHF_2017-09-15 08:00:00,7,0.5454545454545454
USD_CHF_2018-06-19 00:00:00,5,0.6428571428571429
USD_CHF_2019-04-12 08:00:00,22,0.6041666666666666
USD_CHF_2019-10-29 16:00:00,2,0.5
USD_CHF_2019-11-11 12:00:00,2,1.0
USD_CHF_2020-11-03 08:00:00,0,
USD_CHF_2021-01-12 20:00:00,5,0.5925925925925926
USD_CHF_2021-01-20 20:00:00,0,
USD_CHF_2021-11-15 00:00:00,9,0.5882352941176471
USD_CHF_2021-12-08 12:00:00,0,
USD_CHF_2022-02-28 08:00:00,0,
USD_CHF_2022-08-24 08:00:00,12,0.5192307692307693
USD_CHF_2022-11-02 08:00:00,4,0.42857142857142855
USD_CHF_2023-02-07 16:00:00,0,0.3333333333333333
USD_CHF_2023-03-20 12:00:00,3,0.6
USD_CHF_2025-09-30 04:00:00,2,1.0
USD_JPY_2011-01-10 12:00:00,2,0.6666666666666666
USD_JPY_2012-09-19 16:00:00,1,0.5
USD_JPY_2013-09-24 08:00:00,2,1.0
USD_JPY_2015-05-06 12:00:00,0,0.0
USD_JPY_2016-10-10 00:00:00,9,0.5789473684210527
USD_JPY_2017-05-26 04:00:00,0,
USD_JPY_2018-09-06 00:00:00,1,0.0
USD_JPY_2019-12-20 20:00:00,3,0.5454545454545454
USD_JPY_2020-09-07 04:00:00,2,0.6
USD_JPY_2021-07-14 12:00:00,0,
USD_JPY_2021-07-27 00:00:00,0,
USD_JPY_2022-02-28 12:00:00,0,
USD_JPY_2023-02-07 16:00:00,27,0.5700934579439252
USD_JPY_2023-02-08 08:00:00,27,0.5728155339805825
USD_JPY_2024-12-17 16:00:00,9,0.4117647058823529
USD_JPY_2025-04-10 00:00:00,1,
USD_JPY_2025-07-10 00:00:00,13,0.5517241379310345
USD_JPY_2025-12-23 00:00:00,1,
