percentile,fwd_mfe_h240_R,final_r
1,0.2891930836439133,-1.2936665058135985
5,0.4761930957436562,-1.2764325976371764
10,0.6283880949020386,-1.1359102487564088
20,0.8497581958770752,-0.8238092303276061
30,1.2806069493293761,-0.6479649364948273
40,2.355047941207886,-0.36654409766197205
50,3.0890703201293945,-0.28105275332927704
60,3.316233921051025,-0.13735246658325198
70,4.347066974639892,-0.0518041513860226
80,5.422314548492432,0.008461612462997557
90,7.570991182327273,0.2495541706681252
95,9.320806360244738,0.5068892285227772
99,15.872923841476439,0.8276027864217756
