percentile,fwd_mfe_h240_R,final_r
1,0.06184600554406643,-1.5576490998268127
5,0.1341237798333168,-1.3192015886306763
10,0.32132238149642944,-1.2042288780212402
20,0.7721400856971741,-1.0666701793670654
30,1.253490924835205,-0.9702844619750977
40,1.809949278831482,-0.8567619919776917
50,2.609375476837158,-0.7342340350151062
60,3.4660658836364746,-0.5425176620483398
70,4.3737077713012695,-0.36338189244270325
80,5.508368968963623,-0.24744883179664612
90,7.2709126472473145,-0.048271529376506805
95,8.907033920288086,0.058493138290941715
99,13.6758381843567,0.48248348534107266
