percentile,fwd_mfe_h240_R,final_r
1,0.5740605902671814,-1.2018035125732422
5,0.6002917647361755,-1.1343270301818849
10,0.647265362739563,-1.072507619857788
20,0.7854598999023438,-1.0142773866653443
30,1.016464328765869,-0.9459016561508179
40,1.4314018964767459,-0.8468684673309326
50,1.8473995923995972,-0.519608199596405
60,2.1777031421661373,-0.2832535952329637
70,2.5879225254058835,-0.07306012511253385
80,3.5145301818847674,0.05238832831382753
90,4.495493602752686,0.18026932775974286
95,5.980590629577632,0.5626567363739001
99,7.626659355163571,0.9843281459808341
