percentile,fwd_mfe_h240_R,final_r
1,0.4301258942484856,-1.5691357171535492
5,0.5811903238296509,-1.2636036217212676
10,0.7351653635501862,-1.0921542286872863
20,0.9099924087524415,-0.9410468459129333
30,1.4260401487350463,-0.5871407628059389
40,1.997588920593262,-0.2973582863807678
50,2.7021968364715576,-0.14112939685583115
60,3.470841550827026,0.019342104252427765
70,4.212060880661009,0.1912997588515281
80,5.445253562927246,0.5590425729751588
90,7.771340084075928,0.8683514356613161
95,9.83148188591003,1.1565861523151395
99,13.233432636260979,1.6467351198196403
