percentile,fwd_mfe_h240_R,final_r
1,0.3477601811289787,-1.753307056427002
5,0.7048163563013077,-0.9842727184295654
10,1.104281723499298,-0.6809162199497223
20,1.6197949647903442,-0.053571365773677826
30,2.0834457874298096,0.1874440684914589
40,2.949880361557007,0.28966790437698364
50,3.301337718963623,0.41198277473449707
60,4.555974006652832,0.641780436038971
70,5.635254383087158,0.7921229898929596
80,6.67163610458374,1.1502238512039185
90,8.964900016784668,1.6195253729820251
95,10.624407768249512,2.017766773700714
99,12.749003362655644,3.277564001083376
