percentile,fwd_mfe_h240_R,final_r
1,0.43019552528858185,-1.5685301423072815
5,0.5827111601829529,-1.2597357630729675
10,0.7477225065231323,-1.078096628189087
20,0.9136804342269897,-0.9361920356750488
30,1.5060698986053467,-0.5275011658668518
40,2.097715139389038,-0.2850174307823181
50,2.7195816040039062,-0.129469096660614
60,3.330490827560425,0.040340520441532135
70,4.042001247406006,0.18476194143295288
80,5.4136962890625,0.5537482500076294
90,7.741691589355469,0.8506025075912476
95,9.744616031646729,1.150509774684906
99,13.193126678466797,1.642082691192627
