percentile,fwd_mfe_h240_R,final_r
1,0.28994816184043887,-1.729578413963318
5,0.5044189214706422,-1.1384992837905883
10,0.8298599720001223,-0.8968159914016722
20,1.5291714429855348,-0.18501391410827625
30,2.006567430496216,0.08221172690391543
40,2.735800409317017,0.21091947257518773
50,3.1932122707366943,0.3390108346939087
60,4.333243370056152,0.5061417102813721
70,5.418859672546386,0.7516332387924194
80,6.639559173583985,0.9641244053840639
90,8.712593650817876,1.5384914159774785
95,10.557157707214357,1.8241909027099614
99,14.454739456176728,3.222587862014767
