trade_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
564,0.5714285714,2,0,0.08108108108
565,0.48,4,1.63623684,0.585106383
566,0.5252525253,3,1.175538846,0.8333333333
567,0.5384615385,5,0.9757945998,0.7115384615
568,0.5631067961,15,0.3797419369,1
569,0.5142857143,16,0.3224850417,1
570,0.6136363636,6,0.4099604398,0.5555555556
571,0.4444444444,4,0.9404840929,0.6862745098
572,0.4444444444,3,0.720441665,0.693877551
573,0,0,0,0
574,0.4565217391,6,0.156351895,0.1166666667
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0.5609756098,19,0.2008336296,0.7666666667
579,0,0,0,0
580,0.5533980583,19,0.1530226568,0.6416666667
581,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,0.5701754386,23,0.4080830561,0.625
585,0.4731182796,8,0.5541030295,0.6333333333
586,0.5061728395,17,0.284707806,1
587,0.5877192982,20,0.1010637591,0.575
588,0.5689655172,19,0.180396602,0.6666666667
589,0.5315315315,16,0.244800117,1
590,0.5267857143,20,0.1068233162,0.5833333333
591,0.575,29,0.1022157503,0.9833333333
592,0.5083333333,22,0.2096013733,0.525
593,0.582278481,18,0.190079864,0.4757281553
594,0.55,5,0.09511872663,0.5925925926
595,0.3846153846,4,0.8173997349,0.55
596,0,2,0,0.5384615385
597,0.5584415584,26,0.1112205976,0.5533980583
598,0.3333333333,3,0.3623017774,0.6296296296
599,0.4859813084,12,0.5237881533,0.8
600,0.5,1,0,0.375
601,0.5,3,0,0.4
602,0.5205479452,9,0.5894655316,0.5
603,0.53125,7,0.3484996924,0.1320754717
604,0.5,1,0,0.02941176471
605,0.6666666667,4,0.2339423672,0.8727272727
606,0.5169491525,12,0.4456786118,1
607,0.25,2,0,0.7857142857
608,0.5454545455,4,0.1940040434,0.5882352941
609,0,0,0,0
610,0,0,0,0
611,0.5436893204,11,0.2978876567,0.775
612,0,2,0,0.8
613,0.5546218487,17,0.1968861665,0.95
614,0.5378151261,21,0.194434312,0.7833333333
615,0.5217391304,12,0.2457727598,0.3666666667
616,0.625,2,0,0.02857142857
617,0.52,11,0.2524769729,0.375
618,0,1,0,0.02083333333
619,0.4636363636,15,0.1135424082,0.375
620,0.5175438596,12,0.3273163173,0.475
621,0.5,10,0.1227573563,0.7083333333
622,0.4558823529,6,0.530670292,0.3
623,0.5166666667,6,0.3016717639,0.1333333333
624,0.5294117647,11,0.2051739911,0.9916666667
625,0.5192307692,13,0.3765324567,0.8666666667
626,0.5048543689,9,0.270258093,0.3166666667
627,0.5252525253,8,0.3703327264,0.3583333333
628,0.5357142857,6,0.7335965954,0.8666666667
629,0.5614035088,19,0.1629345023,0.7416666667
630,0.475,14,0.099608664,0.4666666667
631,0.6,1,0,0.03846153846
632,0.3333333333,2,0,0.4
633,0,3,0,0.1428571429
634,0.5,11,0.1207095111,0.1666666667
635,0.5416666667,24,0.210801287,0.9833333333
636,0.5227272727,5,0.5862457664,0.975
637,0.5762711864,30,0.186094926,0.8166666667
638,0.5555555556,7,0.2683470304,0.5471698113
639,0.523364486,18,0.1812493468,0.5
640,0.5416666667,23,0.130399973,0.75
641,0.652173913,46,0.1256257618,1
642,0.5925925926,41,0.187299049,0.9833333333
643,0.5673076923,26,0.2891702086,0.8916666667
644,0.6271186441,36,0.104135347,0.9916666667
645,0.5918367347,36,0.127249692,0.9833333333
646,0.5714285714,23,0.3907075745,0.9916666667
647,0.4770642202,10,0.2040589897,0.6583333333
648,0.5847457627,38,0.249400969,0.725
649,0.5,8,0.2406216456,0.380952381
650,0.56,5,0.1570561776,0.1083333333
651,0.625,4,0.1998404394,1
