fold,oos_start,oos_end,n_trades,fold_roi_pct,annualised_roi_pct,max_dd_pct,worst_day_dd_pct,ending_equity,final_r_sign_positive
1,2020-10-01,2021-07-01,0,0,0,0,0,10000,0
2,2021-07-01,2022-04-01,50,27.40296799,38.10436491,1.009827111,0.516213653,12740.2968,1
3,2022-04-01,2023-01-01,24,7.167169919,9.629513202,0.50383305,0.50383305,10716.71699,1
4,2023-01-01,2023-10-01,32,12.24971663,16.71951036,0.8045431001,0.5059295085,11224.97166,1
5,2023-10-01,2024-07-01,39,12.58728443,17.12154675,1.26275842,0.5229144465,11258.72844,1
6,2024-07-01,2025-04-01,44,19.21394015,26.39973856,1.017878221,1.00568397,11921.39402,1
7,2025-04-01,2026-01-01,47,21.5360652,29.56982403,0.7142877081,0.516677846,12153.60652,1
