trade_id,pair,signal_bar_time,entry_time,exit_time,exit_reason,bars_held,mfe_lock_active_at_exit,final_r,mfe_r,mae_r,spread_pips_used,spread_pips_exit,fold,classifier_prob
1476,NZD_JPY,2024-04-02 12:00:00,2024-04-02 16:00:00,2024-04-04 20:00:00,trail_stop,14,1,2.349647523,3.33506379,-0.2918180816,1.4,1.4,5,0.9768740237
1493,AUD_CAD,2024-04-22 00:00:00,2024-04-22 04:00:00,2024-04-30 04:00:00,trail_stop,37,1,2.255481914,3.26392997,-0.4034596344,1.9,1.9,5,0.9033428112
1494,EUR_CHF,2024-04-22 00:00:00,2024-04-22 04:00:00,2024-04-29 12:00:00,trail_stop,33,1,0.9417042787,1.834400755,-0.3041688048,1,1,5,0.44688293
1495,NZD_CHF,2024-04-22 00:00:00,2024-04-22 04:00:00,2024-04-30 08:00:00,trail_stop,38,1,0.7291252312,1.70640545,-0.1815836666,1.7,1.7,5,0.6535394931
1522,GBP_NZD,2024-05-20 00:00:00,2024-05-20 04:00:00,2024-05-22 04:00:00,trail_stop,13,1,0.7742875422,1.597907131,-0.6710244446,4.8,4.8,5,0.8255737484
1525,USD_CHF,2024-05-21 04:00:00,2024-05-21 08:00:00,2024-05-23 12:00:00,trail_stop,14,1,0.5641955771,1.364428259,-0.5715664648,0.9,0.9,5,0.5265279183
1530,EUR_AUD,2024-05-28 00:00:00,2024-05-28 04:00:00,2024-06-03 16:00:00,stoploss,28,0,-1.019909397,0.7615344446,-1.22940528,2.4,2.4,5,0.5313807251
1533,CHF_JPY,2024-05-31 16:00:00,2024-05-31 20:00:00,2024-06-06 00:00:00,trail_stop,20,1,0.5287544525,1.313820845,-0.9397793234,2.2,2.2,5,0.5021054634
1547,EUR_NZD,2024-06-17 00:00:00,2024-06-17 04:00:00,2024-06-18 16:00:00,trail_stop,10,1,0.3557615495,1.4486876,-0.0606535871,3.8,3.8,5,0.9210681863
1554,AUD_CHF,2024-06-19 00:00:00,2024-06-19 04:00:00,2024-06-26 16:00:00,trail_stop,34,1,2.057210726,3.029136009,-0.123932301,1.4,1.4,5,0.7988351735
1558,NZD_CHF,2024-06-20 08:00:00,2024-06-20 12:00:00,2024-06-26 16:00:00,trail_stop,26,1,-0.02564076798,1.012056195,-0.1885350587,1.7,1.7,5,0.8288671802
1596,EUR_GBP,2024-07-25 00:00:00,2024-07-25 04:00:00,2024-07-29 12:00:00,trail_stop,15,1,1.462601332,2.536622447,-0.06943309618,0.8,0.8,6,0.4677352597
1608,NZD_CAD,2024-07-31 16:00:00,2024-07-31 20:00:00,2024-08-05 04:00:00,trail_stop,15,1,0.7447927826,1.904539036,-0.3040052846,2.3,2.3,6,0.4011394331
1611,AUD_CHF,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-22 04:00:00,trail_stop,73,1,1.381109528,2.236881509,-0.6865385016,1.4,1.4,6,0.8780419899
1612,AUD_JPY,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-09-03 16:00:00,trail_stop,124,1,1.229771981,2.003823428,-0.5583513549,0.9,0.9,6,0.7274093699
1613,AUD_USD,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-15 04:00:00,trail_stop,43,1,0.6256083219,1.414911417,-0.8985500664,1,1,6,0.423852005
1614,CAD_CHF,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-08 12:00:00,trail_stop,15,1,0.4104640798,1.522461524,-0.5510909218,1.5,1.5,6,0.8974218784
1615,CAD_JPY,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-19 04:00:00,trail_stop,55,1,0.7859599247,1.575972326,-0.4134614811,1.2,1.2,6,0.9225208673
1617,EUR_JPY,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-19 04:00:00,trail_stop,55,1,0.7426565616,1.526139633,-0.5351032957,1.4,1.4,6,0.6472180969
1618,GBP_CHF,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-06 16:00:00,stoploss,4,0,-1.006801655,0.07911398164,-1.079315179,1.9,1.9,6,0.9876147586
1619,GBP_JPY,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-19 08:00:00,trail_stop,56,1,0.725996973,1.519033861,-0.6943605242,2.4,2.4,6,0.8996576913
1622,NZD_JPY,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-08 00:00:00,trail_stop,12,1,0.2482723523,1.146310763,-0.6449540111,1.4,1.4,6,0.8299395385
1623,NZD_USD,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-06 08:00:00,stoploss,2,0,-1.009648866,0.0201749025,-1.055235118,1.1,1.1,6,0.8311917707
1624,USD_JPY,2024-08-06 00:00:00,2024-08-06 04:00:00,2024-08-19 04:00:00,trail_stop,55,1,0.6492506852,1.439899678,-0.3258528993,0.6,0.6,6,0.86333282
1626,AUD_CAD,2024-08-12 00:00:00,2024-08-12 04:00:00,2024-08-14 16:00:00,trail_stop,16,1,0.3924383127,1.194757184,-0.05403424452,1.9,1.9,6,0.8680437074
1629,AUD_NZD,2024-08-15 12:00:00,2024-08-15 16:00:00,2024-08-20 08:00:00,stoploss,17,0,-1.015893084,0.280777819,-1.160195139,2.1,2.1,6,0.5379593798
1631,EUR_NZD,2024-08-30 16:00:00,2024-08-30 20:00:00,2024-09-04 16:00:00,trail_stop,18,1,1.344146284,2.209661727,-0.6187510322,3.8,3.8,6,0.9532890374
1632,EUR_CAD,2024-09-02 04:00:00,2024-09-02 08:00:00,2024-09-04 16:00:00,trail_stop,15,1,0.7055076329,1.57202724,-0.08689597808,1.8,1.8,6,0.6964513717
1633,GBP_NZD,2024-09-02 04:00:00,2024-09-02 08:00:00,2024-09-05 08:00:00,trail_stop,19,1,1.195521337,2.151880065,-0.1447591074,4.8,4.8,6,0.776144261
1634,USD_CAD,2024-09-02 04:00:00,2024-09-02 08:00:00,2024-09-04 16:00:00,trail_stop,15,1,0.727060213,1.558075439,-0.3228867715,1.3,1.3,6,0.482908456
1642,CHF_JPY,2024-09-17 16:00:00,2024-09-17 20:00:00,2024-09-20 00:00:00,trail_stop,14,1,0.521749452,1.459165161,-0.3422010039,2.2,2.2,6,0.8413759488
1655,GBP_AUD,2024-10-04 08:00:00,2024-10-04 12:00:00,2024-10-09 08:00:00,trail_stop,18,1,1.20669905,2.184522094,-0.3456032593,4,4,6,0.8558945396
1686,NZD_CAD,2024-10-25 12:00:00,2024-10-25 16:00:00,2024-10-29 16:00:00,stoploss,13,0,-1.028282154,0.2299462119,-1.277615584,2.3,2.3,6,0.6690485072
1707,AUD_CAD,2024-11-15 04:00:00,2024-11-15 08:00:00,2024-11-26 16:00:00,trail_stop,45,1,0.4579344262,1.422366196,-0.3923445927,1.9,1.9,6,0.8105360033
1710,EUR_GBP,2024-11-15 08:00:00,2024-11-15 12:00:00,2024-11-20 08:00:00,stoploss,18,0,-1.012680896,0.8781520715,-1.144450895,0.8,0.8,6,0.4664952313
1722,EUR_USD,2024-11-25 00:00:00,2024-11-25 04:00:00,2024-12-02 08:00:00,trail_stop,32,1,0.4027191691,1.38664649,-0.6247784565,0.7,0.7,6,0.4793150458
1725,EUR_CAD,2024-11-25 08:00:00,2024-11-25 12:00:00,2024-11-26 16:00:00,trail_stop,8,1,1.416089946,2.431467973,-0.06401662925,1.8,1.8,6,0.6969091417
1726,GBP_CAD,2024-11-26 00:00:00,2024-11-26 04:00:00,2024-12-02 20:00:00,trail_stop,29,1,0.4965359253,1.454291913,-0.8095319515,2.8,2.8,6,0.4499099795
1731,GBP_USD,2024-11-26 08:00:00,2024-11-26 12:00:00,2024-12-02 12:00:00,trail_stop,25,1,1.176796188,2.113203068,-0.5556700309,0.9,0.9,6,0.9736521663
1742,EUR_NZD,2024-12-03 00:00:00,2024-12-03 04:00:00,2024-12-09 08:00:00,trail_stop,26,1,2.148319565,3.082899488,-0.4521171129,3.8,3.8,6,0.7217156472
1780,CAD_CHF,2025-01-06 00:00:00,2025-01-06 04:00:00,2025-01-15 00:00:00,trail_stop,42,1,0.6306836339,1.436781062,-0.7361356356,1.5,1.5,6,0.5521405109
1794,EUR_USD,2025-01-14 08:00:00,2025-01-14 12:00:00,2025-01-15 16:00:00,trail_stop,8,1,0.5733952103,1.492356,-0.3261336178,0.7,0.7,6,0.4696754502
1798,GBP_USD,2025-01-20 00:00:00,2025-01-20 04:00:00,2025-01-21 00:00:00,trail_stop,6,1,0.6949362859,1.688334644,-0.2974868824,0.9,0.9,6,0.9842514306
1800,GBP_JPY,2025-01-20 20:00:00,2025-01-21 00:00:00,2025-01-27 00:00:00,trail_stop,25,1,1.209601486,2.017820139,-0.7267735186,2,2,6,0.5591368483
1810,NZD_USD,2025-02-04 12:00:00,2025-02-04 16:00:00,2025-02-07 16:00:00,trail_stop,19,1,0.4781726628,1.392088936,-0.008795507351,1.1,1.1,6,0.4652628122
1818,CAD_JPY,2025-02-10 08:00:00,2025-02-10 12:00:00,2025-02-13 20:00:00,trail_stop,21,1,0.976864953,1.806150882,-0.4609039153,1.2,1.2,6,0.626796722
1819,CHF_JPY,2025-02-10 08:00:00,2025-02-10 12:00:00,2025-02-17 04:00:00,trail_stop,29,1,0.9290094082,1.806899912,-0.5780079197,2.2,2.2,6,0.963007493
1820,EUR_CAD,2025-02-11 08:00:00,2025-02-11 12:00:00,2025-02-13 12:00:00,trail_stop,13,1,0.6093423932,1.429991565,-0.2996048201,1.8,1.8,6,0.9265952308
1821,EUR_JPY,2025-02-11 08:00:00,2025-02-11 12:00:00,2025-02-13 12:00:00,trail_stop,13,1,2.534238664,3.500651204,-0.007927199284,1,1,6,0.9493242549
1826,NZD_CAD,2025-02-13 20:00:00,2025-02-14 00:00:00,2025-02-18 12:00:00,trail_stop,16,1,1.078422886,1.915533406,-0.07094568171,2.3,2.3,6,0.7814659097
1829,USD_CAD,2025-02-17 08:00:00,2025-02-17 12:00:00,2025-02-26 16:00:00,trail_stop,44,1,1.533463553,2.49838617,-0.3620125144,1.3,1.3,6,0.9527046349
1836,EUR_AUD,2025-02-25 00:00:00,2025-02-25 04:00:00,2025-03-06 16:00:00,trail_stop,46,1,6.129488146,7.048655887,-0.2013901682,2.4,2.4,6,0.4118090189
1850,AUD_JPY,2025-03-12 08:00:00,2025-03-12 12:00:00,2025-03-19 08:00:00,trail_stop,30,1,1.112321009,1.943692693,-0.7524783536,0.8,0.8,6,0.5818996089
1852,NZD_JPY,2025-03-12 08:00:00,2025-03-12 12:00:00,2025-03-19 08:00:00,trail_stop,30,1,1.77186608,2.603811363,-0.831744621,1.2,1,6,0.823687906
1856,NZD_CHF,2025-03-17 08:00:00,2025-03-17 12:00:00,2025-03-20 08:00:00,stoploss,18,0,-1.021983396,0.9789076843,-1.260812407,1.7,1.7,6,0.4603829151
1875,AUD_USD,2025-04-10 04:00:00,2025-04-10 08:00:00,2025-05-09 00:00:00,trail_stop,125,1,1.489392581,2.350147478,-0.3608466028,1,1,7,0.8236703945
1883,GBP_JPY,2025-04-11 16:00:00,2025-04-11 20:00:00,2025-05-02 16:00:00,trail_stop,90,1,1.400150296,2.175102306,-0.3874690604,2.4,2,7,0.8464536633
1884,NZD_JPY,2025-04-11 16:00:00,2025-04-11 20:00:00,2025-04-29 16:00:00,trail_stop,72,1,0.5762624327,1.439331512,-0.08628956068,1.5,1.2,7,0.727466931
1887,GBP_CHF,2025-04-15 00:00:00,2025-04-15 04:00:00,2025-04-30 16:00:00,trail_stop,70,1,1.112925948,1.926133465,-0.2358719547,1.9,1.9,7,0.5702090046
1896,GBP_NZD,2025-04-29 16:00:00,2025-04-29 20:00:00,2025-05-01 00:00:00,stoploss,8,0,-1.016111512,0.3692221548,-1.083499196,4.8,4.8,7,0.4393145711
1903,GBP_AUD,2025-05-07 08:00:00,2025-05-07 12:00:00,2025-05-12 00:00:00,trail_stop,16,1,0.2824751854,1.226650155,-0.06026119759,4,4,7,0.6879691494
1913,EUR_JPY,2025-05-26 00:00:00,2025-05-26 04:00:00,2025-05-30 04:00:00,trail_stop,25,1,0.78597756,1.656774343,-0.365177968,1,1,7,0.6851748273
1945,AUD_NZD,2025-06-23 08:00:00,2025-06-23 12:00:00,2025-06-25 04:00:00,stoploss,11,0,-1.023239171,0.2866164379,-1.284794148,2.1,2.1,7,0.5133385557
1958,CAD_JPY,2025-07-02 08:00:00,2025-07-02 12:00:00,2025-07-04 04:00:00,trail_stop,11,1,1.271075441,2.135291972,-0.3607570911,1.2,1.2,7,0.6840288873
1964,USD_CAD,2025-07-04 08:00:00,2025-07-04 12:00:00,2025-07-07 16:00:00,trail_stop,8,1,0.8692793041,1.675516678,-0.111582091,1.3,1.3,7,0.7821527172
1972,CAD_CHF,2025-07-14 08:00:00,2025-07-14 12:00:00,2025-07-16 16:00:00,trail_stop,14,1,0.1542293437,1.153511748,-0.7602339174,1.5,1.5,7,0.7537909961
1991,EUR_CAD,2025-08-01 08:00:00,2025-08-01 12:00:00,2025-08-05 08:00:00,trail_stop,12,1,0.9372631769,1.792289031,-0.3299181719,1.8,1.8,7,0.7414417758
1992,EUR_CHF,2025-08-01 08:00:00,2025-08-01 12:00:00,2025-08-05 00:00:00,trail_stop,10,1,0.1484611993,1.077117749,-0.6473063396,1,1,7,0.8139970397
1995,CAD_CHF,2025-08-05 00:00:00,2025-08-05 04:00:00,2025-08-14 00:00:00,stoploss,42,0,-1.017150126,0.6094011427,-1.004997382,1.5,1.5,7,0.499229276
1996,GBP_CHF,2025-08-05 00:00:00,2025-08-05 04:00:00,2025-08-18 00:00:00,trail_stop,54,1,2.211313018,3.158080507,-0.5676855149,1.9,1.9,7,0.7144422212
2000,NZD_USD,2025-08-06 00:00:00,2025-08-06 04:00:00,2025-08-11 12:00:00,trail_stop,21,1,0.4393084752,1.425992637,-0.1683872396,1.1,1.1,7,0.5131186277
2011,EUR_GBP,2025-08-15 08:00:00,2025-08-15 12:00:00,2025-08-22 16:00:00,trail_stop,32,1,0.56066487,1.545463122,-0.5537033408,0.8,0.8,7,0.953970733
2013,AUD_CAD,2025-08-22 00:00:00,2025-08-22 04:00:00,2025-08-27 08:00:00,trail_stop,20,1,0.7168880831,1.710888168,-0.2555503846,1.9,1.9,7,0.5539595576
2018,AUD_CHF,2025-08-25 00:00:00,2025-08-25 04:00:00,2025-09-01 00:00:00,trail_stop,30,1,0.4259254654,1.339735978,-0.2778928339,1.4,1.4,7,0.4589103099
2022,NZD_CHF,2025-08-25 00:00:00,2025-08-25 04:00:00,2025-09-08 00:00:00,stoploss,60,0,-1.026979123,0.737958377,-1.334673108,1.7,1.7,7,0.6190657004
2023,NZD_JPY,2025-08-25 00:00:00,2025-08-25 04:00:00,2025-09-04 12:00:00,trail_stop,51,1,0.6329569484,1.411768552,-0.74571208,1.2,1.2,7,0.9055914923
2025,NZD_USD,2025-08-26 12:00:00,2025-08-26 16:00:00,2025-09-02 04:00:00,trail_stop,28,1,0.7363611935,1.526082915,-0.9469145879,1.1,1.1,7,0.6788372609
2026,NZD_CAD,2025-08-29 12:00:00,2025-08-29 16:00:00,2025-09-02 08:00:00,stoploss,11,0,-1.033355692,0.4974348783,-1.440095726,2.3,2.3,7,0.6470496553
2033,NZD_CAD,2025-09-05 00:00:00,2025-09-05 04:00:00,2025-09-08 00:00:00,trail_stop,6,1,1.017098623,1.971182627,-0.05010445611,2.3,2.3,7,0.9595594099
2037,GBP_AUD,2025-09-15 08:00:00,2025-09-15 12:00:00,2025-09-18 12:00:00,trail_stop,19,1,1.079004351,1.930272654,-0.3136847436,4,4,7,0.7930611716
2042,USD_CHF,2025-09-18 04:00:00,2025-09-18 08:00:00,2025-09-22 00:00:00,trail_stop,11,1,0.4662779972,1.497954781,-0.8426732248,0.9,0.9,7,0.9453341613
2044,EUR_NZD,2025-09-22 20:00:00,2025-09-23 00:00:00,2025-09-30 16:00:00,trail_stop,35,1,1.047399371,1.930677182,-0.1851080712,3.8,3.8,7,0.8277514096
2050,GBP_CHF,2025-10-01 08:00:00,2025-10-01 12:00:00,2025-10-01 20:00:00,trail_stop,3,1,0.4797567498,1.365051991,-0.1242956286,1.9,1.9,7,0.4016125334
2052,EUR_JPY,2025-10-03 00:00:00,2025-10-03 04:00:00,2025-10-06 08:00:00,trail_stop,8,1,3.588168307,4.449174378,-0.2015972331,1,1,7,0.9942932916
2053,NZD_JPY,2025-10-03 00:00:00,2025-10-03 04:00:00,2025-10-06 12:00:00,trail_stop,9,1,3.438833071,4.375252988,-0.213372194,1,1.2,7,0.8329708888
2062,GBP_NZD,2025-10-07 00:00:00,2025-10-07 04:00:00,2025-10-08 12:00:00,trail_stop,9,1,1.225767085,2.391157469,-0.6177600589,4.8,4.8,7,0.8688952578
2070,GBP_CAD,2025-10-13 16:00:00,2025-10-13 20:00:00,2025-10-17 12:00:00,trail_stop,23,1,1.342046124,2.353691062,-0.7537600989,2.8,2.8,7,0.9140095001
2071,EUR_CAD,2025-10-14 16:00:00,2025-10-14 20:00:00,2025-10-17 16:00:00,trail_stop,18,1,0.9519368186,2.062346968,-0.2077364058,1.8,1.8,7,0.5520144089
2072,EUR_USD,2025-10-14 16:00:00,2025-10-14 20:00:00,2025-10-17 16:00:00,trail_stop,18,1,0.793419016,1.834936536,-0.153877948,0.7,0.7,7,0.9846644674
2073,AUD_USD,2025-10-15 00:00:00,2025-10-15 04:00:00,2025-10-17 08:00:00,stoploss,14,0,-1.010051141,0.5387411607,-1.075472093,1,1,7,0.7889411156
2077,AUD_CAD,2025-10-20 00:00:00,2025-10-20 04:00:00,2025-10-29 20:00:00,trail_stop,47,1,0.598662023,1.674814585,-0.8734111468,1.9,1.9,7,0.4075829473
2081,AUD_CHF,2025-10-21 00:00:00,2025-10-21 04:00:00,2025-11-04 08:00:00,trail_stop,62,1,1.836918672,2.665438763,-0.6515045384,1.4,1.4,7,0.5499831494
2095,GBP_AUD,2025-10-30 12:00:00,2025-10-30 16:00:00,2025-11-10 00:00:00,trail_stop,39,1,1.065508068,2.079116203,-0.5883667475,4,4,7,0.5116973196
2100,EUR_CAD,2025-11-04 20:00:00,2025-11-05 00:00:00,2025-11-07 12:00:00,trail_stop,16,1,1.241570442,2.263067041,-0.1571822412,1.8,1.8,7,0.4648077281
2101,EUR_AUD,2025-11-06 00:00:00,2025-11-06 04:00:00,2025-11-10 00:00:00,trail_stop,12,1,1.069933256,2.22369987,-0.1988998095,2.4,2.4,7,0.5458996273
2105,CHF_JPY,2025-11-07 08:00:00,2025-11-07 12:00:00,2025-11-14 16:00:00,trail_stop,32,1,4.992832459,6.124681198,-0.08521483175,2.2,2.2,7,0.5017475719
2113,GBP_AUD,2025-11-17 00:00:00,2025-11-17 04:00:00,2025-11-18 12:00:00,trail_stop,9,1,0.1000197055,1.131006286,-0.3028724698,4,4,7,0.9366266912
2120,NZD_CHF,2025-11-20 12:00:00,2025-11-20 16:00:00,2025-11-20 16:00:00,stoploss,1,0,-1.026394773,0.1381844001,-1.113238369,1.7,1.7,7,0.4954666173
2126,AUD_USD,2025-11-26 00:00:00,2025-11-26 04:00:00,2025-12-08 00:00:00,trail_stop,48,1,2.708316451,3.647245131,-0.1635845889,1,1,7,0.9531180713
2132,AUD_NZD,2025-12-02 00:00:00,2025-12-02 04:00:00,2025-12-03 16:00:00,trail_stop,10,1,0.212917882,1.057563657,-0.2510170547,2.1,2.1,7,0.4480297586
2137,EUR_NZD,2025-12-10 00:00:00,2025-12-10 04:00:00,2025-12-16 08:00:00,trail_stop,26,1,1.758767511,2.721713295,-0.8628740601,3.8,3.8,7,0.872380584
2139,GBP_AUD,2025-12-12 16:00:00,2025-12-12 20:00:00,2025-12-17 08:00:00,trail_stop,16,1,0.6450293288,1.802807133,-0.2360818864,4,4,7,0.4271158707
