cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,709,0.2760903427,0.0181865032,0.4273624824,0.007305330899,0.1192891603
1,890,0.3465732087,0.5262567926,16.06853933,0.6568092522,0.7487832105
2,969,0.3773364486,0.5529612804,5.010319917,0.2592986711,0.3704059227
