trade_id,pair,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
219,GBP_JPY,0.5454545455,11,0.2451116162,0.6923076923
220,GBP_NZD,0,1,0,0
221,USD_JPY,0.5210084034,14,0.541134861,0.5375722543
222,AUD_USD,0.4571428571,7,0.1707048706,0.6153846154
223,EUR_USD,0.3888888889,5,0,0.09433962264
224,NZD_CHF,0,1,0,0.04761904762
225,NZD_USD,0.5333333333,3,0.7627825668,0.6458333333
226,AUD_CAD,0,0,0,0
227,AUD_CHF,0,0,0,0
228,NZD_CAD,0,0,0,0
229,AUD_NZD,0.4807692308,15,1.384890241,0.3432835821
230,EUR_GBP,1,3,0.5976738975,0.5882352941
231,EUR_NZD,0,0,0,0
232,AUD_CAD,0,2,0.5934455584,0.15
233,GBP_CAD,0,0,0,0
234,GBP_NZD,0,3,0,0.6
235,USD_CHF,0,0,0,0
236,EUR_GBP,0.6363636364,4,0.337641195,0.5263157895
237,EUR_CAD,0.5,4,0,0.6666666667
238,NZD_CAD,0,0,0,0
239,EUR_NZD,0.4872881356,7,0.418041611,0.03734439834
240,EUR_AUD,0.5,5,0.9133304516,0.2258064516
241,GBP_AUD,0.4597701149,9,0.9817224549,0.4285714286
242,USD_CAD,0.5131578947,7,0.842638843,0.3106796117
243,GBP_NZD,0.4857142857,3,0.5065356368,0.262295082
244,GBP_JPY,0.5555555556,27,0.517012005,0.9336099585
245,USD_CHF,0.5555555556,10,0.4960233693,0.5833333333
246,AUD_CHF,0.5,6,0.4637822847,0.24
247,NZD_CHF,0.5531914894,12,0.592177518,0.7307692308
248,AUD_JPY,0.5793991416,21,0.4501693009,0.77593361
249,NZD_JPY,0.5208333333,31,0.59195695,0.7800829876
250,EUR_JPY,0.5546218487,41,0.529615556,0.9419087137
251,NZD_CAD,0.4806629834,29,0.614227372,0.5505050505
252,CHF_JPY,0.5588235294,51,0.4535860755,0.9377593361
253,AUD_USD,0.25,4,0.4770750074,0.35
254,GBP_CAD,0,0,0,0
255,NZD_USD,0,1,0,0.1333333333
256,CAD_CHF,0.3636363636,2,0.3845806952,0.2083333333
257,EUR_AUD,0.53125,17,1.063544152,0.9294605809
258,EUR_CHF,0.5,2,0,0.07692307692
259,EUR_USD,0.5364806867,46,0.717277716,0.9377593361
260,NZD_USD,0.5590909091,25,0.96006022,0.9502074689
261,EUR_CAD,0.4871794872,18,0.715349475,0.5724637681
262,GBP_CAD,0.7142857143,4,0.1720533715,0.375
263,AUD_CAD,0,1,0,0
264,AUD_USD,0.6666666667,5,0.6805032759,0.6153846154
265,GBP_USD,0,0,0,0
266,EUR_GBP,0.4958333333,12,1.066763215,0.3360995851
267,CAD_CHF,0,0,0,0
268,GBP_NZD,1,4,0,0.4
269,AUD_CAD,0.5,10,0.573618442,0.4637681159
270,AUD_USD,0.5063829787,14,0.7962675015,0.4522821577
271,NZD_CHF,0.4715447154,6,0,0.04285714286
272,AUD_CHF,0.4264705882,6,0,0.06976744186
273,GBP_USD,0,2,0.4605026454,0.5
274,EUR_CHF,0.25,3,0,0.1764705882
275,CAD_CHF,0,1,0,0.125
276,GBP_CAD,0.5238095238,5,0.797530908,0.2727272727
277,GBP_CHF,0,1,0,0
278,GBP_USD,0,3,0,0.25
279,EUR_CHF,0.5294117647,6,0.230535348,0.7291666667
280,USD_CAD,0.5,2,0,0.8333333333
281,GBP_AUD,0,0,0,0
282,USD_CHF,0,1,0,0.06666666667
283,CAD_CHF,0.517699115,20,0.4107411248,0.3692946058
284,GBP_USD,0.5,3,0,0.6296296296
285,USD_CHF,0,0,0,0
286,USD_JPY,0.5439330544,21,1.274710814,0.9087136929
