cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,744,0.3236189648,0.01062496805,0.4543010753,0.007940771216,0.0615508481
1,324,0.1409308395,0.5361645905,32.47839506,0.5428958998,0.7682328616
2,666,0.2896911701,0.5611311147,4.674662669,0.1494866175,0.3069876628
3,565,0.2457590257,0.5091844721,9.50177305,0.7700939503,0.5636664921
