trade_id,pair,entry_date,body_to_range_ratio,upper_wick_ratio,lower_wick_ratio,range_to_atr_14,ret_5bar_atr,ret_20bar_atr,pos_in_20bar_range,rsi_14,atr_7,atr_28,ret_50bar_atr,ret_100bar_atr,body_to_range_mean_5,upper_wick_mean_5,bars_since_high20,bars_since_low20,rsi_7,rsi_28,cci_14,bb_pos_20,realized_vol_20,realized_vol_60,dist_to_swing_high_20,dist_to_swing_low_20
AUD_USD_2017-03-31 12:00:00,AUD_USD,2017-03-31 08:00:00,0.1479820627802384,0.7399103139013418,0.1121076233184198,1.1091393739580375,-0.9300854839917094,0.6813995257051334,0.6399132321041229,49.45663073419759,0.0019448968590104947,0.0021295449445397764,-3.58605151849205,5.580512903950146,0.39475746306020676,0.5057639218135674,5.0,18.0,46.25038629437995,50.1820239600701,-53.71152685575654,-0.005151823445613128,0.0014386536915511768,0.0016326198705432198,1.6512747630226752,2.9344943077812773
AUD_USD_2017-05-25 08:00:00,AUD_USD,2017-05-25 04:00:00,0.4771784232365034,0.4730290456431613,0.0497925311203352,0.9497308869056216,1.41868514226562,1.923106526182317,0.8479041916167667,59.81457100869872,0.002593113209973499,0.002504906294626484,4.961457205867905,-0.32314494907163605,0.6471241332745745,0.20459609165463957,10.0,19.0,62.16567200145593,57.53854603621118,103.24483775811204,1.3837671352719307,0.002321755914789287,0.002176439012562218,0.5004805918548222,2.790080779789092
AUD_USD_2018-08-29 08:00:00,AUD_USD,2018-08-29 04:00:00,0.395833333333306,0.2361111111111164,0.3680555555555775,0.6698012580479037,0.009302795250623,4.707214396836624,0.86367281475541,56.07291276376306,0.001978939477835055,0.0022455224980785877,4.069972922166055,-1.7442741094997674,0.3445676450856487,0.3998735819215079,3.0,18.0,57.45553064210311,53.774464246877024,35.41692487776742,0.7175929886680076,0.001997595735798166,0.0019564689422373735,0.7907375963065709,5.009555242483265
AUD_USD_2018-09-24 12:00:00,AUD_USD,2018-09-24 08:00:00,0.2594142259414494,0.163179916317992,0.5774058577405585,1.140498560815392,-0.081123328593565,2.591174554488545,0.6541436464088436,57.65925947403214,0.002009653280003753,0.0022360692430758704,7.993033846718761,0.295861551341262,0.5036536637972227,0.1895931796422015,6.0,19.0,49.00980626717338,58.0166974008437,-87.9136953739145,0.03417131414321065,0.0014997613157961293,0.001956401467445838,1.49362363822265,2.825000619258223
AUD_USD_2020-03-10 12:00:00,AUD_USD,2020-03-10 08:00:00,0.6923076923076876,0.1758241758241698,0.1318681318681425,0.6737580654737954,-0.5738049458705421,-0.7700092176843522,0.7035944206008581,48.21756966816892,0.005972762516273721,0.0044297092077972685,0.4775537936600058,-2.5858242238101665,0.4069633111569734,0.4557347926506436,4.0,8.0,47.741624736166315,48.51214967620242,-40.84582910544062,-0.5069616407964309,0.0071762571087663355,0.004521566739378353,2.0453369844740354,4.855130235543338
AUD_USD_2020-09-15 00:00:00,AUD_USD,2020-09-14 20:00:00,0.3731343283582485,0.2835820895521893,0.3432835820895621,0.5743404842375488,0.7757882660223469,1.3758454883600624,0.5260416666666641,54.12016696950985,0.0021288164278566793,0.0024717564085291735,-1.9973333257813137,3.771788254694341,0.5272143956476837,0.25764002188440016,13.0,12.0,56.98751375167103,52.03223821468681,80.02073874782366,1.0221868305048156,0.0018086626472361823,0.0017727780547197693,1.5601487780780985,1.7315936987460037
AUD_USD_2021-10-13 12:00:00,AUD_USD,2021-10-13 08:00:00,0.7368421052631886,0.03859649122805,0.2245614035087612,1.2289761983966188,-0.0776195493723993,1.7421276636920562,0.7552083333333385,61.67259205239345,0.002188001748155612,0.0024539706171360096,5.761095442308338,5.308314737635905,0.3836480506497913,0.23768097600761698,5.0,18.0,63.364399258086976,58.73795663439357,34.57152166830156,1.1238129333399736,0.002071707871172746,0.0020981945190728006,1.0133663390287682,3.1263429608335214
AUD_USD_2022-02-18 16:00:00,AUD_USD,2022-02-18 12:00:00,0.3970588235293925,0.1911764705882321,0.4117647058823753,0.7216269631497859,0.3466639332778244,3.6222843640459192,0.8320126782884312,59.723460401442935,0.002648016305489883,0.0028980650944618112,3.3216064627335085,3.240246560025463,0.4412090856283709,0.3161639685835185,1.0,19.0,61.88948931479436,56.52968054401653,91.3907284768217,1.1206762593907436,0.001778634462683571,0.0025756577941374813,0.7499260597438836,3.714256427976786
AUD_USD_2023-07-18 08:00:00,AUD_USD,2023-07-18 04:00:00,0.3945578231292614,0.4795918367346927,0.1258503401360458,1.1248595765280938,0.2869539736041112,1.5074648746668946,0.3956228956228987,55.84741861959687,0.0023924026156301034,0.002729911830913362,6.523420333266551,5.674036571398414,0.48244836598877805,0.3049806489388357,12.0,19.0,50.51659529675347,57.527988185590765,-43.65975003033783,-0.542573213840058,0.002256191015730083,0.0030578814091725887,2.7471060406365733,1.7982449012523762
AUD_USD_2025-03-10 16:00:00,AUD_USD,2025-03-10 12:00:00,0.663316582914588,0.2814070351758909,0.0552763819095211,0.7934562238971429,1.295845591791848,2.8468730847365435,0.6559428060768535,58.180684868180975,0.0023839927752542785,0.002472691164734407,0.07974434411025938,0.2711307699749173,0.4178735651964864,0.3568077950767697,11.0,19.0,62.1289753438116,54.460965061008885,28.702809816581137,0.449157900420526,0.002354903343564089,0.002499262633770764,1.5350786241226702,2.926617428846847
