trade_id,cluster_label
1,6
2,5
3,0
4,0
5,6
6,5
7,1
8,1
9,5
10,6
11,5
12,2
13,4
14,6
15,3
16,2
17,3
18,0
19,2
20,0
21,5
22,5
23,5
24,0
25,5
26,1
27,4
28,0
29,6
30,3
31,1
32,3
33,0
34,1
35,1
36,0
37,0
38,1
39,5
40,5
41,3
42,5
43,6
44,0
45,6
46,0
47,5
48,6
49,5
50,5
51,6
52,6
53,0
54,5
55,5
56,1
57,3
58,0
59,6
60,5
61,3
62,5
63,5
64,0
65,5
66,5
67,6
68,5
69,5
70,3
71,1
72,5
73,2
74,0
75,1
76,5
77,5
78,5
79,3
80,1
81,1
82,0
83,1
84,0
85,5
86,2
87,1
88,2
89,5
90,0
91,6
92,1
93,0
94,1
95,6
96,3
97,3
98,0
99,2
100,0
101,5
102,5
103,5
104,3
105,3
106,0
107,1
108,3
109,1
110,0
111,2
112,5
113,0
114,3
115,5
116,1
117,0
118,1
119,5
120,1
121,0
122,2
123,1
124,0
125,6
126,5
127,5
128,6
129,2
130,5
131,5
132,5
133,1
134,4
135,0
136,6
137,2
138,5
139,3
140,0
141,5
142,5
143,2
144,3
145,5
146,4
147,5
148,5
149,2
150,0
151,1
152,6
153,0
154,5
155,1
156,0
157,0
158,5
159,5
160,5
161,5
162,5
163,6
164,1
165,5
166,5
167,5
168,5
169,1
170,1
171,1
172,1
173,0
174,1
175,1
176,5
177,1
178,2
179,5
180,5
181,0
182,2
183,6
184,3
185,5
186,6
187,1
188,6
189,6
190,0
191,5
192,2
193,3
194,3
195,3
196,3
197,5
198,0
199,3
200,6
201,5
202,5
203,1
204,5
205,6
206,1
207,0
208,6
209,5
210,1
211,3
212,2
213,0
214,3
215,3
216,5
217,0
218,6
219,0
220,5
221,5
222,1
223,1
224,0
225,5
226,5
227,0
228,2
229,6
230,2
231,5
232,6
233,0
234,0
235,6
236,3
237,5
238,1
239,0
240,5
241,3
242,1
243,1
244,1
245,1
246,3
247,5
248,1
249,3
250,3
251,5
252,5
253,4
254,5
255,3
256,3
257,5
258,6
259,5
260,1
261,0
262,3
263,3
264,3
265,2
266,1
267,0
268,1
269,1
270,5
271,0
272,5
273,3
274,5
275,6
276,1
277,2
278,5
279,0
280,2
281,5
282,5
283,2
284,6
285,2
286,0
287,0
288,5
289,0
290,3
291,5
292,5
293,2
294,5
295,5
296,5
297,3
298,2
299,5
300,5
301,5
302,5
303,1
304,3
305,1
306,1
307,5
308,5
309,0
310,5
311,2
312,3
313,6
314,6
315,5
316,5
317,2
318,5
319,6
320,2
321,0
322,1
323,6
324,0
325,2
326,5
327,2
328,2
329,3
330,1
331,4
332,5
333,2
334,2
335,6
336,5
337,4
338,5
339,2
340,5
341,1
342,5
343,1
344,3
345,2
346,4
347,6
348,3
349,5
350,5
351,5
352,2
353,5
354,5
355,6
356,1
357,0
358,6
359,1
360,1
361,3
362,5
363,5
364,0
365,5
366,5
367,2
368,4
369,6
370,6
371,1
372,5
373,6
374,3
375,3
376,3
377,0
378,3
379,6
380,6
381,0
382,3
383,3
384,3
385,0
386,3
387,0
388,1
389,5
390,5
391,2
392,5
393,1
394,0
395,1
396,3
397,5
398,1
399,5
400,5
401,0
402,5
403,5
404,0
405,4
406,6
407,4
408,1
409,3
410,3
411,1
412,5
413,0
414,1
415,5
416,6
417,1
418,5
419,1
420,5
421,1
422,5
423,5
424,0
425,1
426,1
427,1
428,1
429,2
430,2
431,1
432,3
433,1
434,3
435,1
436,1
437,6
438,6
439,5
440,4
441,5
442,6
443,5
444,3
445,5
446,1
447,6
448,1
449,6
450,3
451,0
452,5
453,2
454,1
455,6
456,0
457,0
458,5
459,1
460,4
461,2
462,2
463,5
464,5
465,6
466,0
467,5
468,5
469,3
470,3
471,5
472,5
473,2
474,3
475,6
476,6
477,3
478,6
479,0
480,0
481,0
482,0
483,1
484,0
485,6
486,0
487,5
488,0
489,0
490,3
491,3
492,3
493,1
494,1
495,0
496,1
497,0
498,5
499,0
500,1
501,3
502,1
503,0
504,0
505,3
506,1
507,2
508,0
509,3
510,6
511,2
512,0
513,5
514,6
515,0
516,0
517,6
518,0
519,6
520,6
521,6
522,6
523,3
524,1
525,3
526,5
527,0
528,0
529,0
530,5
531,4
532,0
533,6
534,3
535,0
536,5
537,2
538,5
539,3
540,2
541,3
542,3
543,5
544,2
545,0
546,5
547,1
548,5
549,3
550,3
551,0
552,1
553,6
554,3
555,5
556,3
557,6
558,3
559,0
560,0
561,3
562,3
563,3
564,6
565,2
566,2
567,2
568,0
569,0
570,5
571,2
572,2
573,3
574,6
575,3
576,3
577,3
578,1
579,3
580,1
581,3
582,3
583,3
584,1
585,2
586,0
587,1
588,1
589,0
590,1
591,1
592,1
593,5
594,5
595,2
596,3
597,1
598,5
599,0
600,6
601,6
602,2
603,5
