cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,421,0.2562385879,0.4975714422,9.156769596,0.2727689504,0.373892177
1,237,0.1442483262,0.00802692385,0.5738396624,0.01412611283,0.1160252371
2,314,0.1911138162,0.5306509583,12.73566879,0.3320425462,0.8261637855
3,264,0.1606816799,0.5548399881,25.8030303,0.2405249891,0.8319451872
4,146,0.0888618381,0.5005583119,7.034246575,0.731897097,0.6037484772
5,261,0.1588557517,0.5697587618,3.291187739,0.05119062028,0.1884438637
