trade_id,pair,entry_time,entry_price,signal_bar_atr_14,sl_at_entry_price,exit_time,exit_price,exit_reason,bars_held,final_r,mfe_r,mae_r,spread_pips_used,spread_pips_exit
EUR_CAD_2012-06-15T20:00:00,EUR_CAD,2012-06-18T00:00:00,1.2996699999999999,0.0034513332677498262,1.2927673334645002,2012-06-18T12:00:00,1.2925923334645002,hard_sl,3,-1.025352521246684,0.0709870594907179,-1.1444852448500833,6.6,3.5
EUR_CAD_2012-11-27T08:00:00,EUR_CAD,2012-11-27T12:00:00,1.2841200000000002,0.0031023678275375046,1.2779152643449252,2012-12-07T12:00:00,1.2777402643449252,hard_sl,48,-1.028204263602567,3.102468996282655,-1.8985498585044418,1.6,3.5
EUR_CAD_2012-11-28T04:00:00,EUR_CAD,2012-11-28T08:00:00,1.284535,0.003036899595015989,1.278461200809968,2012-12-07T12:00:00,1.278286200809968,hard_sl,43,-1.0288122795180954,3.1010244841335903,-2.0078042784183237,3.5,3.5
EUR_CAD_2014-05-06T12:00:00,EUR_CAD,2014-05-06T16:00:00,1.5191350000000001,0.0034525716041970216,1.5122298567916062,2014-05-08T12:00:00,1.5122248567916061,hard_sl,11,-1.000724097943962,0.6596532269544688,-1.545949110370868,0.3,0.1
EUR_CAD_2015-02-13T12:00:00,EUR_CAD,2015-02-13T16:00:00,1.42088,0.006380523453238854,1.4081189530935223,2015-02-20T12:00:00,1.4081139530935223,hard_sl,29,-1.0003918173827415,0.6245569080977467,-1.200528460734936,1.4,0.1
EUR_CAD_2016-08-24T08:00:00,EUR_CAD,2016-08-24T12:00:00,1.457865,0.0033141645458356207,1.4512366709083286,2016-08-26T16:00:00,1.4511416709083287,hard_sl,13,-1.014332420537087,0.43977900911148393,-1.1880822287317216,1.9,1.9
EUR_CAD_2018-01-18T16:00:00,EUR_CAD,2018-01-18T20:00:00,1.520985,0.006186293083656113,1.5086124138326877,2018-03-15T20:00:00,1.608755,bar_240_system_exit,240,7.09390897045308,7.371538881738337,-0.24530037285320705,0.1,0.1
EUR_CAD_2018-10-15T16:00:00,EUR_CAD,2018-10-15T20:00:00,1.50296,0.004606379456441106,1.4937472410871178,2018-10-19T08:00:00,1.4936472410871178,hard_sl,21,-1.0108545117641425,0.2941572688079758,-1.0051277893587096,2.0,2.0
EUR_CAD_2018-10-16T12:00:00,EUR_CAD,2018-10-16T16:00:00,1.50067,0.003958522764920082,1.4927529544701599,2018-10-24T12:00:00,1.4926529544701599,hard_sl,35,-1.0126309744743778,1.5763456144039636,-1.413406043684322,2.0,2.0
EUR_CAD_2019-06-25T20:00:00,EUR_CAD,2019-06-26T00:00:00,1.49662,0.0032063707901308605,1.4902072584197383,2019-06-27T16:00:00,1.4901072584197383,hard_sl,10,-1.0155939544340586,0.24326568917132912,-1.213209654969848,2.0,2.0
EUR_CAD_2019-12-12T08:00:00,EUR_CAD,2019-12-12T12:00:00,1.465605,0.002560828340633734,1.4604833433187325,2019-12-18T12:00:00,1.4604233433187326,hard_sl,24,-1.0117149593840307,1.7035503437611668,-1.2740018330134064,1.3,1.2
EUR_CAD_2020-11-16T12:00:00,EUR_CAD,2020-11-16T16:00:00,1.547145,0.004093846736104792,1.5389573065277904,2021-01-13T16:00:00,1.547155,bar_240_system_exit,240,0.001221345185186427,3.8368558992380204,-0.8372321244397904,3.7,3.7
EUR_CAD_2022-05-26T16:00:00,EUR_CAD,2022-05-26T20:00:00,1.36911,0.004141775575343902,1.3608264488493123,2022-05-31T08:00:00,1.3608164488493122,hard_sl,15,-1.001207211716104,0.4345962177949647,-1.2047972926649262,0.2,0.2
EUR_CAD_2022-06-21T16:00:00,EUR_CAD,2022-06-21T20:00:00,1.360665,0.004568306652081329,1.3515283866958374,2022-06-28T16:00:00,1.3515233866958374,hard_sl,29,-1.0005472487270197,1.1869824889118368,-1.0173353835348633,0.1,0.1
EUR_CAD_2022-06-24T12:00:00,EUR_CAD,2022-06-24T16:00:00,1.364945,0.004225418473145897,1.3564941630537082,2022-06-28T12:00:00,1.3564891630537081,hard_sl,11,-1.0005916573745193,0.32836984284942744,-1.475001834637193,0.1,0.1
EUR_CAD_2022-09-26T20:00:00,EUR_CAD,2022-09-27T00:00:00,1.319725,0.006625879990658214,1.3064732400186836,2022-11-22T00:00:00,1.377175,bar_240_system_exit,240,4.335273207558724,5.11969731534937,-0.5535113834193844,0.1,0.1
EUR_CAD_2023-08-08T20:00:00,EUR_CAD,2023-08-09T00:00:00,1.4694450000000001,0.0034450487213437703,1.4625549025573126,2023-09-05T16:00:00,1.4623699025573125,hard_sl,118,-1.0268501282512976,1.8787832984479067,-1.5914143582450009,3.7,3.7
EUR_CHF_2010-09-20T08:00:00,EUR_CHF,2010-09-20T12:00:00,1.31513,0.006348289506824736,1.3024334209863504,2010-11-15T12:00:00,1.337115,bar_240_system_exit,240,1.7315687931658712,5.373100890142154,-0.6324538280246451,1.8,1.9
EUR_CHF_2013-12-31T16:00:00,EUR_CHF,2014-01-01T20:00:00,1.22648,0.0015680702881696949,1.2233438594236605,2014-01-24T12:00:00,1.2233388594236605,hard_sl,100,-1.0015943162873027,4.116524653709551,-1.2371894389150673,1.0,0.1
EUR_CHF_2014-03-07T16:00:00,EUR_CHF,2014-03-07T20:00:00,1.2176250000000002,0.001713987157553872,1.2141970256848924,2014-03-13T08:00:00,1.2141520256848923,hard_sl,21,-1.0131272862231722,0.47404089139118605,-1.1216536783996431,0.3,0.9
EUR_CHF_2014-05-01T08:00:00,EUR_CHF,2014-05-01T12:00:00,1.2199900000000001,0.0009056797094660693,1.218178640581068,2014-05-02T16:00:00,1.218173640581068,hard_sl,7,-1.002760357744473,0.7673794529521012,-1.3801788722163206,0.2,0.1
EUR_CHF_2015-06-05T16:00:00,EUR_CHF,2015-06-05T20:00:00,1.0457450000000001,0.0038093608225884873,1.038126278354823,2015-06-29T00:00:00,1.038081278354823,hard_sl,91,-1.0059065027042509,1.268585525252551,-1.8986124803702769,0.9,0.9
EUR_CHF_2015-07-13T16:00:00,EUR_CHF,2015-07-13T20:00:00,1.045115,0.003843618580651238,1.0374277628386976,2015-09-07T20:00:00,1.089445,bar_240_system_exit,240,5.766701230860554,6.635023602076303,-0.7239271903843727,0.5,1.3
EUR_CHF_2015-11-20T20:00:00,EUR_CHF,2015-11-23T00:00:00,1.084305,0.0022417463695885258,1.079821507260823,2015-12-03T12:00:00,1.079746507260823,hard_sl,51,-1.0167280297667645,2.1512246280051412,-1.107395570559447,1.5,1.5
EUR_CHF_2016-08-11T04:00:00,EUR_CHF,2016-08-11T08:00:00,1.088665,0.0015245276198970449,1.0856159447602058,2016-08-11T12:00:00,1.0855409447602058,hard_sl,1,-1.024597783280953,0.07051364540532094,-1.0413061588921373,1.5,1.5
EUR_CHF_2017-03-08T08:00:00,EUR_CHF,2017-03-08T12:00:00,1.0691950000000001,0.001700812572801077,1.065793374854398,2017-04-14T16:00:00,1.065718374854398,hard_sl,163,-1.0220482848020507,3.8790282395046423,-1.0009921300124183,1.5,1.5
EUR_CHF_2017-03-08T16:00:00,EUR_CHF,2017-03-08T20:00:00,1.069655,0.0016952924734866624,1.0662644150530267,2017-04-14T12:00:00,1.0661894150530267,hard_sl,160,-1.0221200769698988,3.755989069487287,-1.0927318023125814,1.5,1.5
EUR_CHF_2017-09-01T12:00:00,EUR_CHF,2017-09-01T16:00:00,1.141755,0.0029375107849795943,1.1358799784300408,2017-09-08T20:00:00,1.1358049784300408,hard_sl,31,-1.0127659105770068,1.0799960348135198,-1.049357849428764,1.5,1.5
EUR_CHF_2017-10-13T20:00:00,EUR_CHF,2017-10-16T00:00:00,1.151465,0.0020235402891514358,1.1474179194216971,2017-12-11T00:00:00,1.169185,bar_240_system_exit,240,4.378464835862195,5.486671088054198,-0.7425105435533631,0.1,0.1
EUR_CHF_2017-12-06T12:00:00,EUR_CHF,2017-12-06T16:00:00,1.167365,0.002558229071214853,1.1622485418575703,2017-12-13T20:00:00,1.1622435418575703,hard_sl,31,-1.0009772385233708,0.8922187718381491,-1.183435851802849,0.9,0.1
EUR_CHF_2018-11-08T16:00:00,EUR_CHF,2018-11-08T20:00:00,1.144465,0.0018294101376720242,1.140806179724656,2018-11-09T12:00:00,1.140731179724656,hard_sl,4,-1.0204984105137491,0.17901945181996096,-1.064550786013594,0.9,1.5
EUR_CHF_2019-02-28T04:00:00,EUR_CHF,2019-02-28T08:00:00,1.135955,0.0015722598709700098,1.13281048025806,2019-03-04T16:00:00,1.13273548025806,hard_sl,14,-1.0238510189647347,0.3323241975753179,-1.4072101189194977,1.5,1.5
EUR_CHF_2019-10-15T12:00:00,EUR_CHF,2019-10-15T16:00:00,1.09771,0.002227998076386568,1.093254003847227,2019-11-12T16:00:00,1.093249003847227,hard_sl,120,-1.0011220835540486,1.8357286944490179,-1.0210960341984172,0.4,0.1
EUR_CHF_2019-11-21T00:00:00,EUR_CHF,2019-11-21T04:00:00,1.0959699999999999,0.0018462749155626404,1.0922774501688746,2019-12-04T08:00:00,1.0922674501688745,hard_sl,55,-1.0027081557345054,1.8280051207712515,-1.0480562692421298,0.4,0.2
EUR_CHF_2020-03-27T08:00:00,EUR_CHF,2020-03-27T12:00:00,1.06021,0.0029288688761139594,1.0543522622477721,2020-04-03T12:00:00,1.054347262247772,hard_sl,30,-1.0008535718414824,0.3414287365868037,-1.0123362039798705,0.2,0.1
EUR_CHF_2020-05-20T08:00:00,EUR_CHF,2020-05-20T12:00:00,1.0586900000000001,0.002041507856143924,1.0546069842877124,2020-07-15T12:00:00,1.073345,bar_240_system_exit,240,3.5892587814187427,8.035727097806161,-0.26206120069044997,0.2,0.9
EUR_CHF_2020-07-20T12:00:00,EUR_CHF,2020-07-20T16:00:00,1.0724550000000002,0.0022691997351493125,1.0679166005297016,2020-09-14T16:00:00,1.0770199999999999,bar_240_system_exit,240,1.0058612138211211,3.365723995863863,-0.5563635410511729,0.9,0.2
EUR_CHF_2020-09-28T08:00:00,EUR_CHF,2020-09-28T12:00:00,1.0790600000000001,0.0016925760688336043,1.075674847862333,2020-10-05T00:00:00,1.075664847862333,hard_sl,27,-1.0029540769789007,1.1579981757337772,-1.6483749542333583,0.2,0.2
EUR_CHF_2020-12-23T16:00:00,EUR_CHF,2020-12-23T20:00:00,1.08253,0.001991474221290188,1.0785470515574196,2021-01-13T16:00:00,1.0785020515574195,hard_sl,77,-1.011298162818032,1.674638799913452,-1.0419416821051033,0.2,0.9
EUR_CHF_2021-02-16T20:00:00,EUR_CHF,2021-02-17T00:00:00,1.0797450000000002,0.001057250582450449,1.0776304988350993,2021-04-14T00:00:00,1.099785,bar_240_system_exit,240,9.47741260806497,16.743901865695715,-0.15370055377357184,0.9,0.1
EUR_CHF_2021-06-24T16:00:00,EUR_CHF,2021-06-24T20:00:00,1.0955700000000002,0.0013727897152891759,1.0928244205694218,2021-07-02T16:00:00,1.0928144205694217,hard_sl,35,-1.0036422184289207,1.1290877129520418,-1.1108766208077767,0.2,0.2
EUR_CHF_2022-10-06T16:00:00,EUR_CHF,2022-10-06T20:00:00,0.9702850000000001,0.0036551625554897774,0.9629746748890206,2022-12-01T20:00:00,0.985615,bar_240_system_exit,240,2.0970339577613935,3.453334785628601,-0.8159691818686874,0.1,0.9
EUR_CHF_2022-12-06T20:00:00,EUR_CHF,2022-12-07T00:00:00,0.98586,0.0025884888765422744,0.9806830222469154,2023-02-01T00:00:00,0.994745,bar_240_system_exit,240,1.7162523046783749,4.606934999052262,-0.8035576350548017,0.2,0.9
EUR_CHF_2022-12-27T20:00:00,EUR_CHF,2022-12-28T00:00:00,0.9866849999999999,0.0021724930453467916,0.9823400139093064,2023-02-22T00:00:00,0.9869450000000001,bar_240_system_exit,240,0.0598390868401251,5.299211440358084,-0.9838926778514742,0.9,0.9
EUR_CHF_2023-06-14T12:00:00,EUR_CHF,2023-06-14T16:00:00,0.973665,0.001971676000679734,0.9697216479986406,2023-07-11T12:00:00,0.9696766479986406,hard_sl,113,-1.0114116112344025,2.66904907205127,-1.2869761558822161,0.9,0.9
EUR_CHF_2023-06-15T16:00:00,EUR_CHF,2023-06-15T20:00:00,0.9754999999999999,0.0021370450907992203,0.9712259098184015,2023-07-11T08:00:00,0.9711809098184015,hard_sl,105,-1.0105285565086282,2.033181245780398,-1.3032013278477137,0.2,0.9
EUR_CHF_2023-06-29T12:00:00,EUR_CHF,2023-06-29T16:00:00,0.977475,0.002026152710805355,0.9734226945783893,2023-07-10T00:00:00,0.9734126945783893,hard_sl,38,-1.0024677310714636,0.7366177248341607,-1.2079543594851543,0.9,0.2
EUR_CHF_2024-08-19T04:00:00,EUR_CHF,2024-08-19T08:00:00,0.9537749999999999,0.002622569439348394,0.9485298611213031,2024-08-21T00:00:00,0.9484848611213031,hard_sl,10,-1.008579372451464,0.5481265732880646,-1.0304779577815133,0.9,0.9
EUR_CHF_2024-12-25T16:00:00,EUR_CHF,2024-12-25T20:00:00,0.9342,0.001795663373671872,0.9306086732526563,2025-02-20T16:00:00,0.94241,bar_240_system_exit,240,2.286063223312195,4.889557880799328,-0.3452762968218253,14.6,0.8
EUR_CHF_2025-03-10T08:00:00,EUR_CHF,2025-03-10T12:00:00,0.94993,0.00340372281156356,0.943122554376873,2025-04-04T08:00:00,0.9430825543768729,hard_sl,113,-1.0058759191353803,2.3885611285324706,-1.6672920546644425,0.8,0.8
EUR_CHF_2025-05-15T08:00:00,EUR_CHF,2025-05-15T12:00:00,0.9379500000000001,0.002429921269096961,0.9330901574618061,2025-05-21T00:00:00,0.9330501574618061,hard_sl,21,-1.0082307193464997,0.35186325206237684,-1.1852235858943496,0.8,0.8
