cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,261,0.325436409,0.009414340449,0.5134099617,0.006910010647,0.06516079322
1,98,0.1221945137,0.5214630024,22.36734694,0.5715359727,0.5230241819
2,194,0.2418952618,0.5031727859,7.025773196,0.5225488948,0.542276347
3,59,0.07356608479,0.5425880408,38.49152542,0.5692397252,0.8599802236
4,34,0.04239401496,0.4885390653,10.97058824,1.380471908,0.6859844702
5,156,0.1945137157,0.5879293433,3.320512821,0.06918324004,0.2436852108
