cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,45,0.05610972569,0.4891087925,10.53333333,1.270985019,0.6627286
1,110,0.1371571072,0.5367301427,32.71818182,0.567993197,0.7335341209
2,261,0.325436409,0.009414340449,0.5134099617,0.006910010647,0.06516079322
3,232,0.289276808,0.5053479551,9.245689655,0.512229593,0.5199721424
4,154,0.1920199501,0.5894023244,3.24025974,0.06615546724,0.2427928693
