risk_pct,governance,sizing,daily_ref,segment,fold,calendar_year,n_trades,roi_pct,raw_return_pct,trailing_dd_pct,from_initial_dd_pct,daily_dd_pct,daily_fires,total_fires,kills,roi_basis
0.42,off,fixed-initial,initial,search,F5,2014,192,30.359384373190966,29.675160186100037,6.486526787496008,5.8268158189443415,2.6186154251127913,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,search,F6,2015,190,21.811549180275613,21.554098783852595,6.029207682889179,5.00875765382448,3.238377069248144,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,search,F7,2016,171,29.935634352454166,29.571275640508944,5.790115118630039,2.390945054219462,2.5653878173450995,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,search,F8,2017,190,44.69252120555139,44.04757189339139,7.293438271558626,2.247396654803313,2.390235205735891,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,search,F9,2018,176,14.460386967907745,14.393393494576445,5.328611749024013,0.8406462101199108,2.3463872902973915,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,search,F10,2019,195,32.51930985412075,31.848496938515414,7.918230806047637,1.3166739517705972,2.5563945971360136,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,search,F11,2020,188,35.78462756845604,34.92497817873728,6.5142783039170205,4.267666342555576,3.491072297707065,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,holdout,2021,2021,212,35.53564335503172,34.92585058173434,5.606733895146305,1.0965746068438698,2.6348798525152484,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,holdout,2022,2022,179,23.51870376513061,23.073070199759684,7.188943795431191,1.7367905433620656,2.3571563288142583,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,holdout,2023,2023,189,26.169672035881874,25.762146879460257,5.540401080779418,0.9452467733799153,2.1428770320349066,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,holdout,2024,2024,191,38.57481529215918,38.33778359696376,5.107887496446466,2.772996676617867,2.579608513658105,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,holdout,2025,2025,251,45.72473087771651,44.192951927803634,6.1490210713978755,3.746089178094303,3.471254807155566,0,0,0,annualised_1y
0.42,off,fixed-initial,initial,holdout,2026p,2026,71,2.921095294135201,2.921095294135201,4.801452633484801,0.641235033075882,2.100037057845072,0,0,0,raw_partial_4mo
0.42,on,fixed-initial,initial,search,F1,2010,201,24.41168083358136,22.010934789737213,8.09322041219373,3.192294647421301,4.266736282533845,1,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F2,2011,182,27.124382511408896,26.603390749388666,7.906418291403355,2.376731549231259,3.7189916501888076,1,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F3,2012,179,29.89633268567633,29.656246273096354,4.069714165268571,0.17469027042773533,1.7776323343545286,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F4,2013,195,42.205442629274344,41.37393921093495,6.661786737718868,0.6361089063330883,2.587077571067775,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F5,2014,192,30.359384373190966,29.675160186100037,6.486526787496008,5.8268158189443415,2.6186154251127913,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F6,2015,190,21.811549180275613,21.554098783852595,6.029207682889179,5.00875765382448,3.238377069248144,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F7,2016,171,29.935634352454166,29.571275640508944,5.790115118630039,2.390945054219462,2.5653878173450995,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F8,2017,190,44.69252120555139,44.04757189339139,7.293438271558626,2.247396654803313,2.390235205735891,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F9,2018,176,14.460386967907745,14.393393494576445,5.328611749024013,0.8406462101199108,2.3463872902973915,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F10,2019,195,32.51930985412075,31.848496938515414,7.918230806047637,1.3166739517705972,2.5563945971360136,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,search,F11,2020,188,35.78462756845604,34.92497817873728,6.5142783039170205,4.267666342555576,3.491072297707065,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,holdout,2021,2021,212,35.53564335503172,34.92585058173434,5.606733895146305,1.0965746068438698,2.6348798525152484,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,holdout,2022,2022,179,23.51870376513061,23.073070199759684,7.188943795431191,1.7367905433620656,2.3571563288142583,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,holdout,2023,2023,189,26.169672035881874,25.762146879460257,5.540401080779418,0.9452467733799153,2.1428770320349066,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,holdout,2024,2024,191,38.57481529215918,38.33778359696376,5.107887496446466,2.772996676617867,2.579608513658105,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,holdout,2025,2025,251,45.72473087771651,44.192951927803634,6.1490210713978755,3.746089178094303,3.471254807155566,0,0,0,annualised_1y
0.42,on,fixed-initial,initial,holdout,2026p,2026,71,2.921095294135201,2.921095294135201,4.801452633484801,0.641235033075882,2.100037057845072,0,0,0,raw_partial_4mo
0.44999999999999996,off,fixed-initial,initial,search,F1,2010,201,26.172953987804792,23.583144417575674,8.627875904724462,3.4203156936656764,4.571503159857682,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F2,2011,182,29.065915232203963,28.503632945773603,8.437026773640865,2.546498088462046,3.9846339109165685,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F3,2012,179,32.03379914432225,31.77454957831749,4.344113923465459,0.18716814688686245,1.9046060725226965,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F4,2013,195,45.22898633603687,44.32922058314468,7.0442927129976605,0.681545256785443,2.7718688261440194,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F5,2014,192,32.53373329281226,31.79481448510726,6.946374314914465,6.243016948868885,2.805659384049408,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F6,2015,190,23.37121867037053,23.093677268413472,6.454912349884041,5.366526057669074,3.469689717051616,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F7,2016,171,32.07695606946126,31.683509614830996,6.188301665161622,2.5617268438065333,2.7486298042983304,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F8,2017,190,47.891970933602664,47.19382702863364,7.785690896370411,2.407924987289256,2.5609662918598675,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F9,2018,176,15.493587519545926,15.4214930299033,5.689368697065257,0.9006923679856227,2.513986382461475,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F10,2019,195,34.848111366874335,34.123389576980536,8.413432796664006,1.4107220911828033,2.7389942112171717,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,search,F11,2020,188,38.34889148351894,37.41961947721859,6.967903878401362,4.5724996527380934,3.740434604686138,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,holdout,2021,2021,212,38.07969671321645,37.420554194715486,5.968512952398551,1.174901364475578,2.823085556266336,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,holdout,2022,2022,179,25.201739040924842,24.721146642599546,7.660960443194644,1.8608470107450703,2.5255246380152974,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,holdout,2023,2023,189,28.04203647209249,27.602300227993283,5.837201451655479,1.0127644000499036,2.2959396771802476,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,holdout,2024,2024,191,41.3325340287086,41.07619671103262,5.450786103417529,2.971067867804833,2.7638662646336964,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,holdout,2025,2025,251,49.00804435174877,47.34959135121808,6.576509765376677,4.013666976529661,3.7192015790952437,0,0,0,annualised_1y
0.44999999999999996,off,fixed-initial,initial,holdout,2026p,2026,71,3.1297449580019343,3.1297449580019343,5.123902239646159,0.6870375354384395,2.250039704834017,0,0,0,raw_partial_4mo
0.44999999999999996,on,fixed-initial,initial,search,F1,2010,201,20.730721089228354,18.718655024695032,9.470239679393295,3.4203156936656764,4.571503159857682,1,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F2,2011,182,29.065915232203963,28.503632945773603,8.437026773640865,2.546498088462046,3.9846339109165685,1,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F3,2012,179,32.03379914432225,31.77454957831749,4.344113923465459,0.18716814688686245,1.9046060725226965,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F4,2013,195,45.22898633603687,44.32922058314468,7.0442927129976605,0.681545256785443,2.7718688261440194,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F5,2014,192,32.53373329281226,31.79481448510726,6.946374314914465,6.243016948868885,2.805659384049408,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F6,2015,190,23.37121867037053,23.093677268413472,6.454912349884041,5.366526057669074,3.469689717051616,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F7,2016,171,32.07695606946126,31.683509614830996,6.188301665161622,2.5617268438065333,2.7486298042983304,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F8,2017,190,47.891970933602664,47.19382702863364,7.785690896370411,2.407924987289256,2.5609662918598675,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F9,2018,176,15.493587519545926,15.4214930299033,5.689368697065257,0.9006923679856227,2.513986382461475,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F10,2019,195,34.848111366874335,34.123389576980536,8.413432796664006,1.4107220911828033,2.7389942112171717,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,search,F11,2020,188,38.34889148351894,37.41961947721859,6.967903878401362,4.5724996527380934,3.740434604686138,1,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,holdout,2021,2021,212,38.07969671321645,37.420554194715486,5.968512952398551,1.174901364475578,2.823085556266336,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,holdout,2022,2022,179,25.201739040924842,24.721146642599546,7.660960443194644,1.8608470107450703,2.5255246380152974,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,holdout,2023,2023,189,28.04203647209249,27.602300227993283,5.837201451655479,1.0127644000499036,2.2959396771802476,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,holdout,2024,2024,191,41.3325340287086,41.07619671103262,5.450786103417529,2.971067867804833,2.7638662646336964,0,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,holdout,2025,2025,251,49.00804435174877,47.34959135121808,6.576509765376677,4.013666976529661,3.7192015790952437,1,0,0,annualised_1y
0.44999999999999996,on,fixed-initial,initial,holdout,2026p,2026,71,3.1297449580019343,3.1297449580019343,5.123902239646159,0.6870375354384395,2.250039704834017,0,0,0,raw_partial_4mo
