group_label,archetype_label,cluster_ids,size_count,size_fraction_of_pool,centroid_monotonicity,centroid_local_peaks,centroid_pullback,centroid_time_to_peak_rel,final_r_mean,final_r_t_stat,final_r_p5,final_r_p25,final_r_p50,final_r_p75,final_r_p95,mfe_h240_p5,mfe_h240_p25,mfe_h240_p50,mfe_h240_p75,mfe_h240_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way,pct_peak_and_collapse,shape_tag,gate_monotonicity,gate_local_peaks,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape_tag,gate_size,gates_passed_count,capturability_verdict
cluster_0 (Early-peak hold),Early-peak hold,0,591,0.2301401869,0.008403835307,0.2453468697,0,0.04058286594,-1.008145337,-1064.988626,-1.035225661,-1.004846509,-1.001734868,-1.001113358,-1.000573885,0.001729093164,0.06418360996,0.1594950412,0.312953567,0.6457619922,0.006768189509,0,1,0.006768189509,no_magnitude,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,2,FAIL
cluster_1 (unassigned),unassigned,1,493,0.1919781931,0.4989183752,8.697768763,0.472925398,0.3845657514,-0.3519421477,-6.434892977,-1.050488291,-1.00468122,-1.001462579,-0.06692024069,2.531864604,0.5964553393,1.165968895,1.948247266,2.914544167,4.870004917,0.8093306288,0.4847870183,0.7322515213,0.6632860041,no_magnitude,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,3,FAIL
cluster_2 (Stepwise climber),Stepwise climber,2,380,0.1479750779,0.5489078067,24.41842105,0.4984716916,0.8159857363,3.676216598,31.90203512,-0.1195473501,2.314271121,3.591531086,4.959460615,7.131489477,2.714200348,3.703092011,4.823452075,6.162508828,8.851936571,1,0.9947368421,0.04736842105,0.1263157895,unclassified,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,4,FAIL
cluster_3 (Early-peak hold),Early-peak hold,3,437,0.1701713396,0.5785008308,2.528604119,0.04415146408,0.2526499841,-0.9597452971,-62.9303286,-1.027273066,-1.005293361,-1.001810408,-1.001089944,-1.00049019,0.2615230142,0.471360834,0.6846759242,1.016563764,1.871794769,0.2723112128,0.03890160183,0.9725400458,0.2654462243,no_magnitude,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,3,FAIL
cluster_4 (Stepwise climber),Stepwise climber,4,327,0.1273364486,0.5716157224,7.785932722,0.4259963526,0.7872228676,-0.3425831955,-4.525808516,-1.019015426,-1.003884171,-1.001390667,-1.000561167,2.809881761,0.3848184554,0.7796484659,1.328737698,2.274823494,3.9982261,0.6452599388,0.3211009174,0.7737003058,0.4740061162,no_magnitude,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,3,FAIL
cluster_5 (unassigned),unassigned,5,110,0.04283489097,0.01807359307,1.545454545,0.09684946486,0.6446862573,-1.004151669,-1477.222903,-1.012343922,-1.00366572,-1.002066244,-1.001232734,-1.000605215,0.07222155947,0.1670347623,0.2727527192,0.3975699559,0.7325821245,0.01818181818,0,1,0.01818181818,no_magnitude,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,1,FAIL
cluster_6 (unassigned),unassigned,6,230,0.08956386293,0.5037068052,8.373913043,1.083392279,0.641395796,0.2579671668,2.055515226,-1.024093954,-1.002116147,-1.001159503,1.47387569,3.907816759,0.5137317968,1.249149562,2.181339949,3.336520861,5.662799932,0.8347826087,0.552173913,0.6173913043,0.5565217391,heavy_right_tail,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,3,FAIL
